"OPEID","PELLID","Name","State","Type & Control","Recipients","Awards"
"2545200","14878","CHIEF DULL KNIFE COLLEGE","MT","Public 2 Year","151","379677.69"
"946800","9468","COLLEGE OF COIFFURE ART","MT","Proprietary","49","106465"
"894700","8947","DAHL'S COLLEGE OF BEAUTY","MT","Proprietary","31","79856"
"252900","2529","DAWSON COMMUNITY COLLEGE","MT","Public 2 Year","245","710627.72999999998"
"677700","6777","FLATHEAD VALLEY COMMUNITY COLLEGE","MT","Public 2 Year","675","1488464"
"2517500","16967","FORT BELKNAP COLLEGE","MT","Public 2 Year","147","439299.90000000002"
"2343000","16616","FORT PECK COMMUNITY COLLEGE","MT","Public 2 Year","339","886853"
"3778300","37783","HEALTH WORKS INSTITUTE","MT","Proprietary","21","34195"
"2286600","16135","LITTLE BIG HORN COLLEGE","MT","Public 2 Year","214","584140.33999999997"
"252800","2528","MILES COMMUNITY COLLEGE","MT","Public 2 Year","287","690600"
"3205300","32053","MODERN BEAUTY SCHOOL","MT","Proprietary","26","81913"
"253000","2530","MONTANA STATE UNIVERSITY - BILLINGS","MT","Public 4 Year","1995","4829413.0999999996"
"253200","2532","MONTANA STATE UNIVERSITY - BOZEMAN","MT","Public 4 Year","3413","8598459.0399999991"
"253300","2533","MONTANA STATE UNIVERSITY - NORTHERN","MT","Public 4 Year","857","2267553"
"931400","9314","MONTANA STATE UNIVERSITY GREAT FALLS COLLEGE OF TECHNOLOGY","MT","Public 2 Year","836","1848482"
"253100","2531","MONTANA TECH OF THE UNIVERSITY OF MONTANA","MT","Public 4 Year","874","2221531"
"253400","2534","ROCKY MOUNTAIN COLLEGE","MT","Private 4 Year","371","989631.03000000003"
"2143400","15023","SALISH KOOTENAI COLLEGE","MT","Public 4 Year","703","1965371"
"2610900","26109","STONE CHILD COLLEGE","MT","Public 2 Year","251","668234.31000000006"
"252700","2527","UNIVERSITY OF GREAT FALLS","MT","Private 4 Year","413","1092737.9099999999"
"253600","2536","UNIVERSITY OF MONTANA (THE)","MT","Public 4 Year","4377","11424464.949999999"
"757000","7570","UNIVERSITY OF MONTANA HELENA COLLEGE OF TECHNOLOGY","MT","Public 2 Year","420","1013237.4"
"253700","2537","UNIVERSITY OF MONTANA WESTERN (THE)","MT","Public 4 Year","609","1552158.5"
"546300","5463","ALAMANCE COMMUNITY COLLEGE","NC","Public 2 Year","1474","3210749"
"3237300","32373","ANSON COLLEGE OF COSMETOLOGY","NC","Proprietary","7","15016"
"3513400","35134","APEX SCHOOL OF THEOLOGY","NC","Private 4 Year","12","25763.650000000001"
"290600","2906","APPALACHIAN STATE UNIVERSITY","NC","Public 4 Year","2517","6210735"
"2110500","14578","ART INSTITUTE OF CHARLOTTE (THE)","NC","Proprietary","709","1491127.1699999999"
"403300","4033","ASHEVILLE BUNCOMBE TECHNICAL COMMUNITY COLLEGE","NC","Public 2 Year","1631","3202882.25"
"290800","2908","BARTON COLLEGE","NC","Private 4 Year","445","1074271"
"855800","8558","BEAUFORT COUNTY COMMUNITY COLLEGE","NC","Public 2 Year","802","1923442.6799999999"
"291000","2910","BELMONT ABBEY COLLEGE","NC","Private 4 Year","251","639650"
"291100","2911","BENNETT COLLEGE","NC","Private 4 Year","337","987383"
"798700","7987","BLADEN COMMUNITY COLLEGE","NC","Public 2 Year","1195","3013741.3300000001"
"968400","9684","BLUE RIDGE COMMUNITY COLLEGE","NC","Public 2 Year","627","1357010.01"
"291200","2912","BREVARD COLLEGE","NC","Private 4 Year","210","527875.5"
"781400","7814","BROOKSTONE COLLEGE OF BUSINESS","NC","Proprietary","537","981640.95999999996"
"2170700","15285","BRUNSWICK COMMUNITY COLLEGE","NC","Public 2 Year","559","1249663.1899999999"
"647700","15358","CABARRUS COLLEGE OF HEALTH SCIENCES","NC","Private 4 Year","81","162870"
"483500","4835","CALDWELL COMMUNITY COLLEGE & TECHNICAL INSTITUTE","NC","Public 2 Year","1340","2927493.6899999999"
"291300","2913","CAMPBELL UNIVERSITY","NC","Private 4 Year","1152","2627431"
"532000","5320","CAPE FEAR COMMUNITY COLLEGE","NC","Public 2 Year","2454","5606834.54"
"3777300","37773","CAROLINA ACADEMY OF COSMETIC ART & SCIENCE","NC","Proprietary","98","190515.56"
"2286300","16130","CAROLINA BEAUTY COLLEGE","NC","Proprietary","564","1322789.6799999999"
"808100","8081","CARTERET COMMUNITY COLLEGE","NC","Public 2 Year","794","1735268.1399999999"
"291400","2914","CATAWBA COLLEGE","NC","Private 4 Year","461","1187567.73"
"531800","5318","CATAWBA VALLEY COMMUNITY COLLEGE","NC","Public 2 Year","1512","3369559.1200000001"
"544900","5449","CENTRAL CAROLINA COMMUNITY COLLEGE","NC","Public 2 Year","1630","3762249.3999999999"
"291500","2915","CENTRAL PIEDMONT COMMUNITY COLLEGE - CENTRAL","NC","Public 2 Year","3957","8164912.7300000004"
"3104200","31042","CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY","NC","Public 2 Year","126","85775"
"2558900","17159","CHEVEUX SCHOOL OF HAIR DESIGN","NC","Proprietary","50","122112.66"
"291600","2916","CHOWAN COLLEGE","NC","Private 4 Year","323","899343.71999999997"
"808200","8082","CLEVELAND COMMUNITY COLLEGE","NC","Public 2 Year","1283","2979886.1800000002"
"531600","5316","COASTAL CAROLINA COMMUNITY COLLEGE","NC","Public 2 Year","1890","4333835.8300000001"
"291700","2917","COLLEGE OF THE ALBEMARLE","NC","Public 2 Year","758","1820222.7"
"3064400","30644","COSMETOLOGY INSTITUTE OF BEAUTY ARTS & SCIENCES (THE)","NC","Proprietary","118","283948"
"679900","8086","CRAVEN COMMUNITY COLLEGE","NC","Public 2 Year","1137","2527351.4300000002"
"291800","2918","DAVIDSON COLLEGE","NC","Private 4 Year","135","349920.54999999999"
"291900","2919","DAVIDSON COUNTY COMMUNITY COLLEGE","NC","Public 2 Year","1606","3556604.6499999999"
"3748500","37485","DUDLEY BEAUTY COLLEGE","NC","Proprietary","52","129088.08"
"292000","2920","DUKE UNIVERSITY","NC","Private 4 Year","681","1826987.5"
"544800","5448","DURHAM TECHNICAL COMMUNITY COLLEGE","NC","Public 2 Year","1874","4039996.8999999999"
"292300","2923","EAST CAROLINA UNIVERSITY","NC","Public 4 Year","5158","14068728.5"
"885500","8855","EDGECOMBE COMMUNITY COLLEGE","NC","Public 2 Year","1649","3696544.1600000001"
"292600","2926","ELIZABETH CITY STATE UNIVERSITY","NC","Public 4 Year","1597","4857264.5"
"292700","2927","ELON UNIVERSITY","NC","Private 4 Year","431","1040937"
"2210400","15211","FAYETTEVILLE BEAUTY COLLEGE","NC","Proprietary","26","54565.610000000001"
"292800","2928","FAYETTEVILLE STATE UNIVERSITY","NC","Public 4 Year","2943","8443882"
"764000","7640","FAYETTEVILLE TECHNICAL COMMUNITY COLLEGE","NC","Public 2 Year","4362","11135632"
"531700","5317","FORSYTH TECHNICAL COMMUNITY COLLEGE","NC","Public 2 Year","2178","5205708.4500000002"
"292900","2929","GARDNER-WEBB UNIVERSITY","NC","Private 4 Year","1041","2562776"
"297300","2973","GASTON COLLEGE","NC","Public 2 Year","2129","4576865.25"
"293000","2930","GREENSBORO COLLEGE","NC","Private 4 Year","370","868000"
"293100","2931","GUILFORD COLLEGE","NC","Private 4 Year","1032","2401195"
"483800","4838","GUILFORD TECHNICAL COMMUNITY COLLEGE","NC","Public 2 Year","3578","8656235.6999999993"
"2238700","15789","HAIRSTYLING INSTITUTE OF CHARLOTTE","NC","Proprietary","18","56913.559999999998"
"798600","7986","HALIFAX COMMUNITY COLLEGE","NC","Public 2 Year","1296","3032478.5699999998"
"808300","8083","HAYWOOD COMMUNITY COLLEGE","NC","Public 2 Year","766","1744420.75"
"3089300","30893","HERITAGE BIBLE COLLEGE","NC","Private 4 Year","85","173880.48999999999"
"293300","2933","HIGH POINT UNIVERSITY","NC","Private 4 Year","977","2595420"
"293400","2934","ISOTHERMAL COMMUNITY COLLEGE","NC","Public 2 Year","1096","2559319.52"
"768700","7687","JAMES SPRUNT COMMUNITY COLLEGE","NC","Public 2 Year","602","1474501.3400000001"
"293500","13819","JOHN WESLEY COLLEGE","NC","Private 4 Year","84","174388"
"293600","2936","JOHNSON C. SMITH UNIVERSITY","NC","Private 4 Year","985","2924589"
"933600","9336","JOHNSTON COMMUNITY COLLEGE","NC","Public 2 Year","996","2188810.7999999998"
"293700","2937","KING'S COLLEGE","NC","Proprietary","383","1047157.0600000001"
"293900","2939","LEES-MCRAE COLLEGE","NC","Private 4 Year","305","754644.34999999998"
"294000","2940","LENOIR COMMUNITY COLLEGE","NC","Public 2 Year","1527","3728095.1899999999"
"294100","2941","LENOIR-RHYNE COLLEGE","NC","Private 4 Year","452","1137466"
"1192600","11926","LEON'S BEAUTY SCHOOL","NC","Proprietary","79","182833"
"294200","2942","LIVINGSTONE COLLEGE","NC","Private 4 Year","823","2526391.4300000002"
"294300","2943","LOUISBURG COLLEGE","NC","Private 2 Year","352","928268.10999999999"
"294400","2944","MARS HILL COLLEGE","NC","Private 4 Year","581","1529071"
"798800","7988","MARTIN COMMUNITY COLLEGE","NC","Public 2 Year","649","1617990.99"
"1119700","11197","MAYLAND COMMUNITY COLLEGE","NC","Public 2 Year","396","891049.31000000006"
"808500","8085","MCDOWELL TECHNICAL COMMUNITY COLLEGE","NC","Public 2 Year","576","1303054.6399999999"
"3361300","33613","MEDICAL ARTS MASSAGE SCHOOL","NC","Proprietary","19","30402.310000000001"
"647800","6478","MERCY SCHOOL OF NURSING","NC","Public 2 Year","44","85013.5"
"294500","2945","MEREDITH COLLEGE","NC","Private 4 Year","545","1373950"
"294600","2946","METHODIST COLLEGE","NC","Private 4 Year","689","1653000"
"294700","2947","MITCHELL COMMUNITY COLLEGE","NC","Public 2 Year","878","1882171.3899999999"
"2056500","13670","MITCHELLS HAIR STYLING ACADEMY","NC","Proprietary","118","268022.82000000001"
"2227900","14793","MITCHELL'S HAIR STYLING ACADEMY","NC","Proprietary","2","5916.6700000000001"
"1179900","11799","MITCHELL'S HAIRSTYLING ACADEMY","NC","Proprietary","50","122274.5"
"2227800","14858","MITCHELL'S HAIRSTYLING ACADEMY","NC","Proprietary","2","8050"
"808700","8087","MONTGOMERY COMMUNITY COLLEGE","NC","Public 2 Year","445","950955.65000000002"
"294800","2948","MONTREAT COLLEGE","NC","Private 4 Year","355","786323"
"294900","2949","MOUNT OLIVE COLLEGE","NC","Private 4 Year","972","2056324"
"2205000","13850","MR DAVID'S SCHOOL OF HAIR DESIGN","NC","Proprietary","38","88859"
"855700","8557","NASH COMMUNITY COLLEGE","NC","Public 2 Year","1062","2128129.46"
"3827300","38273","NEW LIFE THEOLOGICAL SEMINARY","NC","Private 4 Year","17","44701"
"290500","2905","NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY","NC","Public 4 Year","4625","13318018.550000001"
"295000","2950","NORTH CAROLINA CENTRAL UNIVERSITY","NC","Public 4 Year","3544","10269002"
"398100","3981","NORTH CAROLINA SCHOOL OF THE ARTS","NC","Public 4 Year","154","457519"
"297200","2972","NORTH CAROLINA STATE UNIVERSITY","NC","Public 4 Year","3832","10172929"
"295100","2951","NORTH CAROLINA WESLEYAN COLLEGE","NC","Private 4 Year","826","2254520.1299999999"
"703100","7031","PAMLICO COMMUNITY COLLEGE","NC","Public 2 Year","192","435755.37"
"295300","2953","PEACE COLLEGE","NC","Private 4 Year","235","631838"
"295500","2955","PFEIFFER UNIVERSITY","NC","Private 4 Year","471","1159248"
"295600","2956","PIEDMONT BAPTIST COLLEGE","NC","Private 4 Year","121","297740.5"
"964600","9646","PIEDMONT COMMUNITY COLLEGE","NC","Public 2 Year","930","2112035.3700000001"
"2560600","17191","PINNACLE INSTITUTE OF COSMETOLOGY","NC","Proprietary","32","65930"
"406200","4062","PITT COMMUNITY COLLEGE","NC","Public 2 Year","2385","5596178.7000000002"
"295700","2957","QUEENS UNIVERSITY OF CHARLOTTE","NC","Private 4 Year","363","855262"
"544700","5447","RANDOLPH COMMUNITY COLLEGE","NC","Public 2 Year","1001","2272680.2200000002"
"546400","5464","RICHMOND COMMUNITY COLLEGE","NC","Public 2 Year","1094","2590103.2400000002"
"2280900","14101","ROANOKE BIBLE COLLEGE","NC","Private 4 Year","79","214969"
"861300","8613","ROANOKE CHOWAN COMMUNITY COLLEGE","NC","Public 2 Year","961","2273286.8100000001"
"861200","8612","ROBESON COMMUNITY COLLEGE","NC","Public 2 Year","1763","4270520.0499999998"
"295800","2958","ROCKINGHAM COMMUNITY COLLEGE","NC","Public 2 Year","871","1747479.1100000001"
"575400","5754","ROWAN CABARRUS COMMUNITY COLLEGE","NC","Public 2 Year","2576","6152465.1799999997"
"296000","2960","SALEM COLLEGE","NC","Private 4 Year","408","1058561.04"
"789200","7892","SAMPSON COMMUNITY COLLEGE","NC","Public 2 Year","1029","2146591.0600000001"
"296100","2961","SANDHILLS COMMUNITY COLLEGE","NC","Public 2 Year","1863","4119587.5499999998"
"3109000","31090","SCHOOL OF COMMUNICATION ARTS OF NORTH CAROLINA","NC","Proprietary","241","370997.08000000002"
"296200","2962","SHAW UNIVERSITY","NC","Private 4 Year","1888","5230287"
"1026400","10264","SOUTH COLLEGE","NC","Proprietary","175","349234"
"798500","7985","SOUTH PIEDMONT COMMUNITY COLLEGE","NC","Public 2 Year","876","1983121.4399999999"
"296400","2964","SOUTHEASTERN COMMUNITY COLLEGE","NC","Public 2 Year","1313","3453390.0899999999"
"846600","8466","SOUTHWESTERN COMMUNITY COLLEGE","NC","Public 2 Year","797","1918149.54"
"296800","2968","ST AUGUSTINES COLLEGE","NC","Private 4 Year","1024","2971288"
"296700","2967","ST. ANDREWS PRESBYTERIAN COLLEGE","NC","Private 4 Year","235","594046"
"1119400","11194","STANLY COMMUNITY COLLEGE","NC","Public 2 Year","609","1371126.55"
"297000","2970","SURRY COMMUNITY COLLEGE","NC","Public 2 Year","1028","2061500.49"
"943000","9430","TRI-COUNTY COMMUNITY COLLEGE","NC","Public 2 Year","585","1303827.28"
"297400","2974","UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL-","NC","Public 4 Year","2431","6331059.1600000001"
"297500","2975","UNIVERSITY OF NORTH CAROLINA - CHARLOTTE","NC","Public 4 Year","4384","11107956"
"297600","2976","UNIVERSITY OF NORTH CAROLINA - GREENSBORO","NC","Public 4 Year","3708","9246812"
"290700","2907","UNIVERSITY OF NORTH CAROLINA AT ASHEVILLE","NC","Public 4 Year","818","2142603.7799999998"
"295400","2954","UNIVERSITY OF NORTH CAROLINA AT PEMBROKE","NC","Public 4 Year","2473","6030929.5499999998"
"298400","2984","UNIVERSITY OF NORTH CAROLINA AT WILMINGTON (THE)","NC","Public 4 Year","2343","5805648.2199999997"
"990300","9903","VANCE - GRANVILLE COMMUNITY COLLEGE","NC","Public 2 Year","2474","5308795.21"
"297800","2978","WAKE FOREST UNIVERSITY","NC","Private 4 Year","326","837591"
"484400","4844","WAKE TECHNICAL COMMUNITY COLLEGE","NC","Public 2 Year","2525","5000000"
"297900","2979","WARREN WILSON COLLEGE","NC","Private 4 Year","203","497740"
"648300","6483","WATTS SCHOOL OF NURSING","NC","Private 2 Year","40",NA
"298000","8216","WAYNE COMMUNITY COLLEGE","NC","Public 2 Year","1481","3389343.5"
"298100","2981","WESTERN CAROLINA UNIVERSITY","NC","Public 4 Year","1874","4830761.2199999997"
"298200","2982","WESTERN PIEDMONT COMMUNITY COLLEGE","NC","Public 2 Year","1481","3619640.8100000001"
"298300","2983","WILKES COMMUNITY COLLEGE","NC","Public 2 Year","1121","2465586.2799999998"
"484500","4845","WILSON TECHNICAL COMMUNITY COLLEGE","NC","Public 2 Year","1413","3394400.8399999999"
"298500","2985","WINGATE UNIVERSITY","NC","Private 4 Year","366","960782.46999999997"
"3009500","30095","WINSTON-SALEM BARBER SCHOOL","NC","Proprietary","57","148921.17000000001"
"3570300","35703","WINSTON-SALEM BIBLE COLLEGE","NC","Private 4 Year","14","30625.82"
"298600","2986","WINSTON-SALEM STATE UNIVERSITY","NC","Public 4 Year","2706","8067114.25"
"484600","4846","AAKERS COLLEGE","ND","Proprietary","616","1148936.5"
"298800","2988","BISMARCK STATE COLLEGE","ND","Public 2 Year","1208","2894514"
"2236500","15793","CANKDESKA CIKANA (LITTLE HOOP) COMMUNITY COLLEGE","ND","Public 2 Year","206","473733"
"298900","2989","DICKINSON STATE UNIVERSITY","ND","Public 4 Year","899","2243489"
"2553700","15536","FORT BERTHOLD COMMUNITY COLLEGE","ND","Public 2 Year","170","424837"
"2298200","16232","HEADQUARTERS ACADEMY OF HAIR DESIGN","ND","Proprietary","63","183832.06"
"299000","2990","JAMESTOWN COLLEGE","ND","Private 4 Year","368","897922"
"775600","7756","JOSEFS SCHOOL OF HAIR DESIGN","ND","Proprietary","73","160223"
"1040600","10406","JOSEF'S SCHOOL OF HAIR DESIGN","ND","Proprietary","53","106157"
"299100","2991","LAKE REGION STATE COLLEGE","ND","Public 2 Year","360","903699"
"299300","2993","MAYVILLE STATE UNIVERSITY","ND","Public 4 Year","307","747489"
"935400","9354","MEDCENTER ONE COLLEGE OF NURSING","ND","Private 4 Year","42","121538"
"299400","2994","MINOT STATE UNIVERSITY","ND","Public 4 Year","1308","3179660"
"299500","2995","MINOT STATE UNIVERSITY - BOTTINEAU","ND","Public 2 Year","236","585808"
"3087200","16929","MOLER BARBER COLLEGE OF HAIR STYLING","ND","Proprietary","8","18717"
"299600","2996","NORTH DAKOTA STATE COLLEGE OF SCIENCE","ND","Public 2 Year","938","2324960"
"299700","2997","NORTH DAKOTA STATE UNIVERSITY OF AGRICULTURE & APPLIED SCIENCE","ND","Public 4 Year","2601","6202361"
"1229500","12295","R D HAIRSTYLING COLLEGE","ND","Proprietary","27","59635"
"2188200","14993","SITTING BULL COLLEGE","ND","Public 4 Year","291","639244"
"1205900","12059","TRINITY BIBLE COLLEGE","ND","Private 4 Year","235","691290"
"2301100","9450","TURTLE MOUNTAIN COMMUNITY COLLEGE","ND","Private 4 Year","410","1171805"
"2242900","14470","UNITED TRIBES TECHNICAL COLLEGE","ND","Private 2 Year","477","1306501"
"299200","2992","UNIVERSITY OF MARY","ND","Private 4 Year","792","1877192"
"300500","3005","UNIVERSITY OF NORTH DAKOTA","ND","Public 4 Year","2667","6613290"
"300800","3008","VALLEY CITY STATE UNIVERSITY","ND","Public 4 Year","323","800921.59999999998"
"300700","3007","WILLISTON STATE COLLEGE","ND","Public 2 Year","520","1287382"
"849200","8492","ALEGENT HEALTH SCHOOL OF RADIOLOGIC TECHNOLOGY","NE","Private 2 Year","2","4700"
"974300","2538","BELLEVUE UNIVERSITY","NE","Private 4 Year","1349","2676119.6899999999"
"639900","6399","BRYAN LGH COLLEGE OF HEALTH SCIENCES","NE","Private 2 Year","77","170388"
"961700","9617","CAPITOL SCHOOLS OF HAIRSTYLING AND ESTHETICS","NE","Proprietary","61","113132"
"2099500","14468","CENTRAL COMMUNITY COLLEGE","NE","Public 2 Year","2242","4426722.5499999998"
"253900","2539","CHADRON STATE COLLEGE","NE","Public 4 Year","911","2261689.3500000001"
"986200","9862","CLARKSON COLLEGE","NE","Private 4 Year","188","377434"
"2079700","14176","COLLEGE OF HAIR DESIGN","NE","Proprietary","111","265315.09000000003"
"254000","2540","COLLEGE OF SAINT MARY","NE","Private 4 Year","499","1201107.6100000001"
"254100","2541","CONCORDIA UNIVERSITY","NE","Private 4 Year","328","767629.35999999999"
"3164300","31643","CREATIVE CENTER (THE)","NE","Proprietary","37","95561.059999999998"
"254200","2542","CREIGHTON UNIVERSITY","NE","Private 4 Year","626","1538173"
"254300","2543","DANA COLLEGE","NE","Private 4 Year","261","612639.81999999995"
"254400","2544","DOANE COLLEGE","NE","Private 4 Year","552","1348338.5600000001"
"254700","2547","GRACE UNIVERSITY","NE","Private 4 Year","199","463054"
"254800","2548","HASTINGS COLLEGE","NE","Private 4 Year","331","856758"
"1151900","11519","JOSEPH'S COLLEGE OF BEAUTY","NE","Proprietary","435","1203275.8999999999"
"952300","9523","LA'JAMES INTERNATIONAL COLLEGE","NE","Proprietary","99","218981"
"3323300","33233","LITTLE PRIEST TRIBAL COLLEGE","NE","Private 2 Year","117","260266"
"1258600","4432","METROPOLITAN COMMUNITY COLLEGE","NE","Public 2 Year","3692","5070000"
"255300","2553","MIDLAND LUTHERAN COLLEGE","NE","Private 4 Year","380","903256"
"255700","2557","MID-PLAINS COMMUNITY COLLEGE","NE","Public 2 Year","823","1904046"
"3279300","32793","MYOTHERAPY INSTITUTE","NE","Proprietary","28","72713"
"1297600","12976","NEBRASKA CHRISTIAN COLLEGE","NE","Private 4 Year","84","186546.95000000001"
"2550800","15339","NEBRASKA INDIAN COMMUNITY COLLEGE","NE","Private 2 Year","63","151722"
"640400","9937","NEBRASKA METHODIST COLLEGE OF NURSING & ALLIED HEALTH - MAIN CAMPUS","NE","Private 4 Year","176","431353"
"255500","2555","NEBRASKA WESLEYAN UNIVERSITY","NE","Private 4 Year","458","1036295"
"1166700","2556","NORTHEAST COMMUNITY COLLEGE","NE","Public 2 Year","1181","2747300"
"3127300","31273","OMAHA SCHOOL OF MASSAGE THERAPY","NE","Proprietary","44","104456.02"
"255900","2559","PERU STATE COLLEGE","NE","Public 4 Year","506","1213598.8300000001"
"2508300","7591","SOUTHEAST COMMUNITY COLLEGE","NE","Public 2 Year","3375","5928814.8300000001"
"256300","2563","UNION COLLEGE","NE","Private 4 Year","313","846076.76000000001"
"3821400","38214","UNIVERSAL COLLEGE OF HEALING ARTS","NE","Proprietary","13","28750"
"256500","2565","UNIVERSITY OF NEBRASKA","NE","Public 4 Year","3699","8688169"
"256596","7358","UNIVERSITY OF NEBRASKA - CURTIS","NE","Public 4 Year","117","331219.33000000002"
"255100","2551","UNIVERSITY OF NEBRASKA - KEARNEY","NE","Public 4 Year","1834","4466651.3300000001"
"255400","2554","UNIVERSITY OF NEBRASKA - OMAHA","NE","Public 4 Year","2671","6228359"
"689500","6895","UNIVERSITY OF NEBRASKA MEDICAL CENTER","NE","Public 4 Year","248","563409"
"750100","7501","VATTEROTT COLLEGE","NE","Proprietary","514","1263310"
"3023300","30233","VATTEROTT COLLEGE","NE","Proprietary","196","517240"
"256600","2566","WAYNE STATE COLLEGE","NE","Public 4 Year","1156","2921300.4100000001"
"256000","2560","WESTERN NEBRASKA COMMUNITY COLLEGE","NE","Public 2 Year","791","1816428.0900000001"
"2610500","26105","XENON INTERNATIONAL SCHOOL OF HAIR DESIGN II","NE","Proprietary","59","115171.85000000001"
"256700","2567","YORK COLLEGE","NE","Private 4 Year","205","498148.19"
"473300","4733","CHESTER COLLEGE OF NEW ENGLAND","NH","Private 4 Year","60","139094"
"257200","2572","COLBY-SAWYER COLLEGE","NH","Private 4 Year","190","475667"
"3101300","31013","COLLEGE FOR LIFELONG LEARNING","NH","Public 4 Year","576","1022914.8199999999"
"849300","8493","CONTINENTAL ACADEMIE OF HAIR DESIGN","NH","Proprietary","14","27808"
"1318900","13189","CONTINENTAL ACADEMIE OF HAIR DESIGN","NH","Proprietary","23","67412"
"473100","4731","DANIEL WEBSTER COLLEGE","NH","Private 4 Year","184","438162"
"257300","2573","DARTMOUTH COLLEGE","NH","Private 4 Year","556","1402827"
"864500","14177","EMPIRE BEAUTY SCHOOL","NH","Proprietary","115","242743"
"2179600","15403","EMPIRE BEAUTY SCHOOL","NH","Proprietary","209","459365"
"2300200","16275","ESTHETICS INSTITUTE AT CONCORD ACADEMY","NH","Proprietary","9","12705.5"
"257500","2575","FRANKLIN PIERCE COLLEGE","NH","Private 4 Year","712","1601708"
"472900","4729","HESSER COLLEGE","NH","Proprietary","2160","4317592.3399999999"
"2245400","15836","KEENE BEAUTY ACADEMY","NH","Proprietary","37","77669"
"259000","2590","KEENE STATE COLLEGE","NH","Public 4 Year","814","1903006"
"702500","7025","LEBANON COLLEGE","NH","Private 2 Year","9","22095.82"
"473000","4730","MCINTOSH COLLEGE","NH","Proprietary","913","2216845.7000000002"
"2174800","15356","MICHAEL'S SCHOOL OF HAIR DESIGN & ESTHETICS","NH","Proprietary","82","171371.32999999999"
"257900","2579","NEW ENGLAND COLLEGE","NH","Private 4 Year","214","520522.12"
"2247000","15845","NEW ENGLAND SCHOOL OF HAIR DESIGN","NH","Proprietary","54","134074"
"258200","2582","NEW HAMPSHIRE COMMUNITY TECHNICAL COLLEGE AT MANCHESTER/STRATHAM","NH","Public 2 Year","812","1506880"
"529100","5291","NEW HAMPSHIRE COMMUNITYTECHNICAL COLLEGE AT BERLIN/LACONIA - BERLIN","NH","Public 2 Year","702","1501271"
"3729300","37293","NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS","NH","Proprietary","33","76654"
"3182300","31823","NEW HAMPSHIRE INSTITUTE OF ART","NH","Private 4 Year","51","111836.61"
"923600","9236","NEW HAMPSHIRE TECHNICAL COLLEGE AT NASHUA/CLAREMONT","NH","Public 2 Year","688","1376619"
"258100","2581","NEW HAMPSHIRE TECHNICAL INSTITUTE","NH","Public 2 Year","783","1638016"
"259100","2591","PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE","NH","Public 4 Year","902","2104006.8799999999"
"2211600","13558","PORTSMOUTH BEAUTY SCHOOL OF HAIR DESIGN","NH","Proprietary","27","59078"
"258600","2586","RIVIER COLLEGE","NH","Private 4 Year","308","557607"
"258700","2587","SAINT ANSELM COLLEGE","NH","Private 4 Year","298","700407"
"2140400","15016","SAINT JOSEPH SCHOOL OF PRACTICAL NURSING","NH","Private 2 Year","59","88732.520000000004"
"3305300","33053","SECOND START","NH","Private 2 Year","42","98164.089999999997"
"258000","2580","SOUTHERN NEW HAMPSHIRE UNIVERSITY","NH","Private 4 Year","1034","1894963"
"3043100","30431","THOMAS MORE COLLEGE OF LIBERAL ARTS","NH","Private 4 Year","29","87537.5"
"258900","2589","UNIVERSITY OF NEW HAMPSHIRE","NH","Public 4 Year","2005","4440105.6399999997"
"3437300","34373","UPPER VALLEY TEACHER INSTITUTE","NH","Private 4 Year","21","61800"
"3389300","33893","ACADEMY OF MASSAGE THERAPY","NJ","Proprietary","63","143023"
"2301900","16279","ALLIED MEDICAL AND TECHNICAL INSTITUTE","NJ","Proprietary","166","324306.45000000001"
"2525900","16954","ARTISTIC ACADEMY OF HAIR DESIGN","NJ","Proprietary","36","62182.099999999999"
"259600","2596","ATLANTIC CAPE COMMUNITY COLLEGE","NJ","Public 2 Year","2915","5789047.96"
"2067600","13865","ATLANTIC COUNTY VOCATIONAL SCHOOL DISTRICT","NJ","Public 2 Year","13","38650"
"2132300","14968","BERDAN INSTITUTE","NJ","Proprietary","322","662121.43999999994"
"473600","4736","BERGEN COMMUNITY COLLEGE","NJ","Public 2 Year","3067","7636679.1600000001"
"2312000","16349","BERGEN COUNTY TECHNICAL SCHOOLS - BERGEN WORKFORCE CENTER","NJ","Public 2 Year","16","31396"
"750200","7502","BERKELEY COLLEGE","NJ","Proprietary","1327","3089193"
"794700","3972","BETH MEDRASH GOVOHA OF AMERICA","NJ","Private 4 Year","1394","4419515"
"259700","2597","BLOOMFIELD COLLEGE","NJ","Private 4 Year","1374","3614419"
"1191100","11911","BRICK COMPUTER SCIENCE INSTITUTE","NJ","Proprietary","9","9700"
"840400","8404","BROOKDALE COMMUNITY COLLEGE","NJ","Public 2 Year","2850","6258697"
"773000","7730","BURLINGTON COUNTY COLLEGE - PEMBERTON CAMPUS","NJ","Public 2 Year","1415","2931884.5099999998"
"259800","2598","CALDWELL COLLEGE","NJ","Private 4 Year","426","1010000"
"686500","6865","CAMDEN COUNTY COLLEGE","NJ","Public 2 Year","4208","9304456.1699999999"
