"OPEID","PELLID","NAME","State",,"Awards","Recipients"
"106100","1061","ALASKA PACIFIC UNIVERSITY","AK",2004,"300597","136"
"3160300","31603","ALASKA VOCATIONAL TECHNICAL CENTER","AK",2004,"235862","83"
"2541000","17066","CAREER ACADEMY","AK",2004,"508069.17999999999","225"
"2576900","17377","CHARTER COLLEGE","AK",2004,"518195.96999999997","275"
"3677300","36773","GALENA CITY SCHOOL DISTRICT - PROJECT EDUCATION RESIDENTIAL SCHOOL","AK",2004,"7594","4"
"3461300","34613","ILISAGVIK COLLEGE","AK",2004,"102016","54"
"106200","1062","SHELDON JACKSON COLLEGE","AK",2004,"157549.10999999999","63"
"1146200","11462","UNIVERSITY OF ALASKA - ANCHORAGE","AK",2004,"5053064.6699999999","2308"
"106300","1063","UNIVERSITY OF ALASKA FAIRBANKS","AK",2004,"3214710","1388"
"106500","1065","UNIVERSITY OF ALASKA SOUTHEAST","AK",2004,"736044.90000000002","357"
"100200","1002","ALABAMA AGRICULTURAL & MECHANICAL UNIVERSITY","AL",2004,"10203907","4446"
"103400","1034","ALABAMA SOUTHERN COMMUNITY COLLEGE","AL",2004,"2484113.75","975"
"3032500","30325","ALABAMA STATE COLLEGE OF BARBER STYLING","AL",2004,"62701","17"
"100500","1005","ALABAMA STATE UNIVERSITY","AL",2004,"10933403","3758"
"100800","1008","ATHENS STATE UNIVERSITY","AL",2004,"2254803","966"
"100900","1009","AUBURN UNIVERSITY","AL",2004,"7808119","3020"
"831000","8310","AUBURN UNIVERSITY MONTGOMERY","AL",2004,"4490188","1770"
"570400","5704","BESSEMER STATE TECHNICAL COLLEGE","AL",2004,"1721273","989"
"573300","5733","BEVILL STATE COMMUNITY COLLEGE","AL",2004,"6872185.4199999999","2896"
"101200","1012","BIRMINGHAM SOUTHERN COLLEGE","AL",2004,"464597","174"
"103000","1030","BISHOP STATE COMMUNITY COLLEGE - MAIN CAMPUS","AL",2004,"11918707.359999999","4530"
"3783300","37833","BLUE CLIFF CAREER COLLEGE","AL",2004,"119663.12","59"
"101300","1013","CALHOUN COMMUNITY COLLEGE-DECATUR","AL",2004,"7861216.25","3595"
"2341000","16592","CAPPS COLLEGE","AL",2004,"2538668","1132"
"3361400","33614","CAPPS COLLEGE","AL",2004,"966366","383"
"100700","1007","CENTRAL ALABAMA COMMUNITY COLLEGE","AL",2004,"2989758.5800000001","1222"
"1218200","12182","CHATTAHOOCHEE VALLEY COMMUNITY COLLEGE","AL",2004,"3108172","1243"
"1055400","10554","CONCORDIA COLLEGE","AL",2004,"2115838.1699999999","757"
"101500","1015","ENTERPRISE-OZARK COMMUNITY COLLEGE","AL",2004,"2229429.1800000002","962"
"106000","1060","FAULKNER STATE COMMUNITY COLLEGE","AL",2004,"3682328","1606"
"100300","1003","FAULKNER UNIVERSITY","AL",2004,"4141723","1675"
"446200","4462","GADSDEN BUSINESS COLLEGE","AL",2004,"566889","263"
"101700","1017","GADSDEN STATE COMMUNITY COLLEGE","AL",2004,"4836732.0599999996","2020"
"101706","5705","GADSDEN STATE COMMUNITY COLLEGE - HARRY M. AYERS CAMPUS","AL",2004,"1678655.22","684"
"2323800","16445","GAITHER & COMPANY BEAUTY COLLEGE","AL",2004,"130552.55","50"
"101800","1018","GEORGE C. WALLACE COMMUNITY COLLEGE","AL",2004,"4033099.4399999999","2171"
"787100","7871","GEORGE C. WALLACE STATE COMMUNITY COLLEGE-MAIN CAMPUS","AL",2004,"7079339.2300000004","2740"
"569900","9980","GEORGE CORLEY WALLACE STATE COMMUNITY COLLEGE-CLANTON EXTENTION","AL",2004,"4121186.6499999999","1712"
"573400","5734","H. COUNCILL TRENHOLM STATE TECHNICAL COLLEGE","AL",2004,"1307411.8700000001","1551"
"573401","5693","H. COUNCILL TRENHOLM STATE TECHNICAL COLLEGE - PATTERSON CAMPUS","AL",2004,"842141.31000000006","488"
"2199700","15370","HERITAGE CHRISTIAN UNIVERSITY","AL",2004,"170799","73"
"1019300","10193","HERZING COLLEGE","AL",2004,"1003770","404"
"101900","1019","HUNTINGDON COLLEGE","AL",2004,"530533","222"
"526000","5260","J F DRAKE STATE TECHNICAL COLLEGE","AL",2004,"1608235.26","695"
"102000","1020","JACKSONVILLE STATE UNIVERSITY","AL",2004,"8645465","3271"
"102100","1021","JEFFERSON DAVIS COMMUNITY COLLEGE","AL",2004,"2506698.73","1017"
"102200","1022","JEFFERSON STATE COMMUNITY COLLEGE","AL",2004,"4461862","2105"
"102300","1023","JUDSON COLLEGE","AL",2004,"385574.71999999997","158"
"105900","1059","LAWSON STATE COMMUNITY COLLEGE","AL",2004,"5552864.96","2062"
"898800","8988","LURLEEN B. WALLACE COMMUNITY COLLEGE","AL",2004,"1386746.8700000001","534"
"898802","5698","LURLEEN B. WALLACE COMMUNITY COLLEGE - MACARTHUR CAMPUS","AL",2004,"949566","467"
"102600","1026","MARION MILITARY INSTITUTE","AL",2004,"126215","46"
"102800","1028","MILES COLLEGE","AL",2004,"4569065.7300000004","1587"
"103100","1031","NORTHEAST ALABAMA COMMUNITY COLLEGE","AL",2004,"2832536","1241"
"569700","5697","NORTHWEST-SHOALS COMMUNITY COLLEGE","AL",2004,"6581149.2199999997","2614"
"103300","1033","OAKWOOD COLLEGE","AL",2004,"2425784.5","852"
"2296000","16217","PRINCE INSTITUTE OF PROFESSIONAL STUDIES","AL",2004,"158990","64"
"569200","5692","REID STATE TECHNICAL COLLEGE","AL",2004,"1402511","719"
"2605500","26055","REMINGTON COLLEGE - MOBILE CAMPUS","AL",2004,"5814561","2726"
"103600","1036","SAMFORD UNIVERSITY","AL",2004,"1001222.2","407"
"569100","5691","SHELTON STATE COMMUNITY COLLEGE","AL",2004,"8266944.04","3345"
"103800","1038","SNEAD STATE COMMUNITY COLLEGE","AL",2004,"2237763.8900000001","901"
"2270400","13857","SOUTHEASTERN BIBLE COLLEGE","AL",2004,"295582.33000000002","118"
"3459300","34593","SOUTHEASTERN SCHOOL OF COSMETOLOGY","AL",2004,"518993.83000000002","190"
"2503400","16885","SOUTHERN CHRISTIAN UNIVERSITY","AL",2004,"629411","253"
"1123700","11237","SOUTHERN COMMUNITY COLLEGE","AL",2004,"258603","100"
"104000","1040","SOUTHERN UNION STATE COMMUNITY COLLEGE","AL",2004,"4870225.4900000002","1964"
"104100","1041","SPRING HILL COLLEGE","AL",2004,"997575","399"
"104400","1044","STILLMAN COLLEGE","AL",2004,"2850518.5","1030"
"104600","1046","TALLADEGA COLLEGE","AL",2004,"1011750.1","353"
"104700","1047","TROY STATE UNIVERSITY","AL",2004,"14490435.51","5924"
"105000","1050","TUSKEGEE UNIVERSITY","AL",2004,"3793957.6499999999","1261"
"105100","1051","UNIVERSITY OF ALABAMA","AL",2004,"10836677","3959"
"105200","1052","UNIVERSITY OF ALABAMA AT BIRMINGHAM","AL",2004,"9789548","3660"
"105500","1055","UNIVERSITY OF ALABAMA IN HUNTSVILLE","AL",2004,"3612600","1432"
"102900","1029","UNIVERSITY OF MOBILE","AL",2004,"2052539","829"
"100400","1004","UNIVERSITY OF MONTEVALLO","AL",2004,"1901698.3799999999","746"
"101600","1016","UNIVERSITY OF NORTH ALABAMA","AL",2004,"4057896","1561"
"105700","1057","UNIVERSITY OF SOUTH ALABAMA","AL",2004,"10218292","3817"
"102400","1024","UNIVERSITY OF WEST ALABAMA","AL",2004,"2751213.3300000001","945"
"3010600","30106","VIRGINIA COLLEGE","AL",2004,"16207396","7047"
"3065100","30651","ARKADELPHIA BEAUTY COLLEGE","AR",2004,"92967.229999999996","43"
"108700","1087","ARKANSAS BAPTIST COLLEGE","AR",2004,"739198.5","261"
"3005100","30051","ARKANSAS BEAUTY SCHOOL","AR",2004,"214158","90"
"3007600","30076","ARKANSAS BEAUTY SCHOOL/CONWAY","AR",2004,"158357","71"
"3292300","32923","ARKANSAS CAREER TRAINING INSTITUTE","AR",2004,"222004.14000000001","103"
"3023400","30234","ARKANSAS COLLEGE OF BARBERING & HAIR DESIGN","AR",2004,"258023.73000000001","101"
"2363500","15099","ARKANSAS CONTINENTAL BEAUTY COLLEGE","AR",2004,"193935","99"
"1286000","12860","ARKANSAS NORTHEASTERN COLLEGE","AR",2004,"3559780.6000000001","1472"
"109000","1090","ARKANSAS STATE UNIVERSITY","AR",2004,"15372234","5885"
"109100","1091","ARKANSAS STATE UNIVERSITY - BEEBE","AR",2004,"2788962.1000000001","1188"
"108900","1089","ARKANSAS TECH UNIVERSITY","AR",2004,"7279139.75","2793"
"2538500","17020","ARTHUR'S BEAUTY COLLEGE","AR",2004,"512512.83000000002","225"
"3127200","31272","ASKINS VO TECH","AR",2004,"21451.810000000001","22"
"3105200","31052","BAPTIST HEALTH MEDICAL CENTER","AR",2004,"846871","408"
"2260400","14554","BEE JAY'S HAIRSTYLING ACADEMY","AR",2004,"81495","38"
"2052200","11948","BLACK RIVER TECHNICAL COLLEGE","AR",2004,"2652518","1123"
"3212300","32123","BLYTHEVILLE ACADEMY OF COSMETOLOGY","AR",2004,"87358","35"
"2341700","16596","CAREER ACADEMY OF HAIR DESIGN","AR",2004,"138381","67"
"109300","1093","CENTRAL BAPTIST COLLEGE","AR",2004,"394072","165"
"2220900","12432","COSSATOT COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS","AR",2004,"1381266.3999999999","546"
"109500","1095","CROWLEY'S RIDGE COLLEGE","AR",2004,"227190","94"
"704400","13583","CROWLEY'S RIDGE TECHNICAL INSTITUTE","AR",2004,"564485.94999999995","263"
"3116800","31168","DELUXE BEAUTY SCHOOL","AR",2004,"82090.229999999996","29"
"1226000","12260","EAST ARKANSAS COMMUNITY COLLEGE","AR",2004,"2440944.7200000002","995"
"2272400","16041","EASTERN COLLEGE OF HEALTH VOCATIONS","AR",2004,"1519164","741"
"3124900","31249","EATON BEAUTY STYLIST COLLEGE","AR",2004,"58994","27"
"792100","8070","FAYETTEVILLE BEAUTY COLLEGE","AR",2004,"109927.56","43"
"109700","1097","HARDING UNIVERSITY","AR",2004,"3776973.3500000001","1383"
"109800","1098","HENDERSON STATE UNIVERSITY","AR",2004,"4272251.9699999997","1581"
"109900","1099","HENDRIX COLLEGE","AR",2004,"607074.27000000002","235"
"3007100","30071","HOT SPRINGS BEAUTY COLLEGE","AR",2004,"151914","66"
"2330800","16498","JEFFERSON SCHOOL OF NURSING","AR",2004,"122911","62"
"110000","1100","JOHN BROWN UNIVERSITY","AR",2004,"1228263","525"
"2525800","16925","LEES SCHOOL OF COSMETOLOGY","AR",2004,"81984","33"
"3519400","35194","LYNNDALE FUNDAMENTALS OF BEAUTY SCHOOL","AR",2004,"48214","23"
"108800","1088","LYON COLLEGE","AR",2004,"570742","196"
"3254300","32543","MARGARET'S  HAIR ACADEMY","AR",2004,"166981.14999999999","72"
"2287400","16123","MARSHA KAY BEAUTY COLLEGE","AR",2004,"75797","30"
"1074100","10741","MELLIE'S BEAUTY COLLEGE","AR",2004,"102710","50"
"2348200","15862","MID-SOUTH COMMUNITY COLLEGE","AR",2004,"1694607.48","799"
"1210500","12105","NATIONAL PARK COMMUNITY COLLEGE","AR",2004,"3274525.0699999998","1388"
"2284200","16053","NEW TYLER BARBER COLLEGE","AR",2004,"345602.82000000001","122"
"1226100","12261","NORTH ARKANSAS COLLEGE","AR",2004,"3116436","1265"
"3688300","36883","NORTHWEST ARKANSAS AVIATION TECHNOLOGIES CENTER","AR",2004,"169449.44","67"
"3063300","30633","NORTHWEST ARKANSAS COMMUNITY COLLEGE","AR",2004,"2015775.53","1034"
"2073700","14044","NORTHWEST TECHNICAL INSTITUTE","AR",2004,"416595.89000000001","231"
"110200","1102","OUACHITA BAPTIST UNIVERSITY","AR",2004,"1250564","453"
"997600","9976","OUACHITA TECHNICAL COLLEGE","AR",2004,"1083840","465"
"2087000","13217","OZARKA COLLEGE","AR",2004,"1736681.21","682"
"110300","1103","PHILANDER SMITH COLLEGE","AR",2004,"2079819.45","748"
"110400","1104","PHILLIPS COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS","AR",2004,"3433741.1099999999","1339"
"2202400","15585","PROFESSIONAL COSMETOLOGY EDUCATION CENTER","AR",2004,"198543.42999999999","80"
"2075300","14167","PULASKI TECHNICAL COLLEGE","AR",2004,"9870202.3100000005","3913"
"2111100","12435","RICH MOUNTAIN COMMUNITY COLLEGE","AR",2004,"1312913.3999999999","547"
"2569600","17262","SEARCY BEAUTY COLLEGE","AR",2004,"162692","70"
"2074600","13858","SOUTH ARKANSAS COMMUNITY COLLEGE","AR",2004,"1429960.8899999999","598"
"570700","14893","SOUTHEAST ARKANSAS COLLEGE","AR",2004,"3481461.23","1291"
"110700","1107","SOUTHERN ARKANSAS UNIVERSITY","AR",2004,"3863937.1400000001","1402"
"773800","7738","SOUTHERN ARKANSAS UNIVERSITY TECH","AR",2004,"1087348.2","421"
"110800","1108","UNIVERSITY OF ARKANSAS","AR",2004,"8944771.7100000009","3364"
"111000","1110","UNIVERSITY OF ARKANSAS AT FORT SMITH","AR",2004,"5619289.5","2388"
"110100","1101","UNIVERSITY OF ARKANSAS AT LITTLE ROCK","AR",2004,"10987467","4443"
"108500","1085","UNIVERSITY OF ARKANSAS AT MONTICELLO","AR",2004,"4966675.5199999996","1823"
"108600","1086","UNIVERSITY OF ARKANSAS AT PINE BLUFF","AR",2004,"6597563.5899999999","2754"
"2073500","14042","UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT BATESVILLE","AR",2004,"2403071.1899999999","990"
"573200","5732","UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT HOPE","AR",2004,"1798375.6299999999","737"
"524500","5245","UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT MORRILTON","AR",2004,"2206122","1009"
"110900","1109","UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES","AR",2004,"735162.98999999999","283"
"109200","1092","UNIVERSITY OF CENTRAL ARKANSAS","AR",2004,"9152847.9000000004","3410"
"109400","1094","UNIVERSITY OF THE OZARKS","AR",2004,"595687","220"
"3214300","32143","VELVATEX COLLEGE OF BEAUTY CULTURE","AR",2004,"51719","24"
"110600","1106","WILLIAMS BAPTIST COLLEGE","AR",2004,"1000041","362"
"1001000","10010","AMERICAN SAMOA COMMUNITY COLLEGE","AS",2004,"2561008.2400000002","1047"
"2199900","15550","AMERICAN INDIAN COLLEGE OF THE ASSEMBLIES OF GOD","AZ",2004,"177669","64"
"2317800","16405","AMERICAN INSTITUTE OF TECHNOLOGY","AZ",2004,"786785.85999999999","521"
"2100600","14550","APOLLO COLLEGE","AZ",2004,"6829534","2810"
"886400","8864","ARIZONA ACADEMY OF BEAUTY","AZ",2004,"254018.92000000001","110"
"1180200","11802","ARIZONA ACADEMY OF BEAUTY - NORTH","AZ",2004,"205477.92999999999","82"
"1084700","10847","ARIZONA AUTOMOTIVE INSTITUTE","AZ",2004,"1878872.8700000001","742"
"3115000","31150","ARIZONA COLLEGE OF ALLIED HEALTH","AZ",2004,"776420","400"
"108100","1081","ARIZONA STATE UNIVERSITY","AZ",2004,"30485056","12151"
"107100","1071","ARIZONA WESTERN COLLEGE","AZ",2004,"6020092.1600000001","2656"
"2491500","16730","ART CENTER DESIGN COLLEGE (THE)","AZ",2004,"1022129.91","442"
"1180800","11808","ARTISTIC BEAUTY COLLEGES - FLAGSTAFF","AZ",2004,"588035","274"
"2220300","15694","ARTISTIC BEAUTY COLLEGES - GLENDALE","AZ",2004,"495018","200"
"1234300","12343","ARTISTIC BEAUTY COLLEGES - PHOENIX","AZ",2004,"476486","220"
"1293700","12937","ARTISTIC BEAUTY COLLEGES - SCOTTSDALE","AZ",2004,"182833","76"
"886500","8865","ARTISTIC BEAUTY COLLEGES - TUCSON","AZ",2004,"554184","275"
"3076400","30764","BRYMAN SCHOOL (THE) - PHOENIX","AZ",2004,"11186917","4613"
"3097800","30978","CARSTEN INSTITUTE","AZ",2004,"158568","82"
"728300","7283","CENTRAL ARIZONA COLLEGE","AZ",2004,"3048582","1404"
"3072200","30722","CHANDLER-GILBERT COMMUNITY COLLEGE","AZ",2004,"2191515","1073"
"945100","9451","CHAPARRAL COLLEGE","AZ",2004,"1151244.03","483"
"2280500","16098","CHARLES OF ITALY BEAUTY COLLEGE","AZ",2004,"120362","52"
"107200","1072","COCHISE COLLEGE","AZ",2004,"4644021.5999999996","2135"
"3100400","31004","COCONINO COUNTY COMMUNITY COLLEGE-FLAGSTAFF LONE TREE CAMPUS & DIST.OF","AZ",2004,"1401269","689"
"3120300","31203","COLLEGE AMERICA - FLAGSTAFF","AZ",2004,"416314.15000000002","161"
"2174900","15333","COLLINS COLLEGE","AZ",2004,"3749091.0600000001","1484"
"3034400","30344","CONSERVATORY OF RECORDING ARTS & SCIENCES","AZ",2004,"459279","230"
"2582700","25827","DESERT INSTITUTE OF THE HEALING ARTS","AZ",2004,"213217","108"
"2173300","15324","DEVOE COLLEGE OF BEAUTY","AZ",2004,"114927.37","66"
"824600","8246","DINE COLLEGE","AZ",2004,"4062530.0699999998","1488"
"1085800","10858","EARL'S ACADEMY OF BEAUTY","AZ",2004,"297996","134"
"3572300","35723","EAST VALLEY INSTITUTE OF TECHNOLOGY","AZ",2004,"34479","18"
"107300","1073","EASTERN ARIZONA COLLEGE","AZ",2004,"2616261","1085"
"3156300","31563","ESTRELLA MOUNTAIN COMMUNITY COLLEGE","AZ",2004,"2918933.98","1585"
"2295000","16203","EVEREST COLLEGE","AZ",2004,"1475331","784"
"830300","8303","GATEWAY COMMUNITY COLLEGE","AZ",2004,"4970924.9100000001","2584"
"107600","1076","GLENDALE COMMUNITY COLLEGE","AZ",2004,"9982011.5","5074"
"107400","1074","GRAND CANYON UNIVERSITY","AZ",2004,"1206759.25","480"
"3445300","34453","HDS TRUCK DRIVING INSTITUTE","AZ",2004,"251355","116"
"2263100","15988","HIGH-TECH INSTITUTE - PHOENIX","AZ",2004,"11519983","4720"
"1218400","14283","INTERNATIONAL ACADEMY OF HAIR DESIGN","AZ",2004,"235206","97"
"3347300","33473","INTERNATIONAL BAPTIST COLLEGE","AZ",2004,"76075","28"
"2218800","15681","INTERNATIONAL INSTITUTE OF THE AMERICAS","AZ",2004,"5955076.6200000001","2199"
"2521500","5186","LAMSON COLLEGE","AZ",2004,"663457","335"
"2071200","13884","LONG TECHNICAL COLLEGE","AZ",2004,"1432371","556"
"2181300","15391","LONG TECHNICAL COLLEGE","AZ",2004,"379365","138"
"2192300","15491","MARICOPA BEAUTY COLLEGE","AZ",2004,"135498.26999999999","50"
"107700","1077","MESA COMMUNITY COLLEGE","AZ",2004,"12122578.9","5712"
"3081200","30812","METROPOLITAN COLLEGE","AZ",2004,"260501.70999999999","92"
"1186400","11864","MOHAVE COMMUNITY COLLEGE","AZ",2004,"1866078","972"
"2100500","14518","MOTORCYCLE MECHANICS INSTITUTE, DIVISION OF CLINTON TECHNICAL INSTITUT","AZ",2004,"6794453.2400000002","2854"
"3004700","30047","MUNDUS INSTITUTE","AZ",2004,"177063.81","76"
"108200","1082","NORTHERN ARIZONA UNIVERSITY","AZ",2004,"11702813.5","4535"
"1186200","11862","NORTHLAND PIONEER COLLEGE","AZ",2004,"1964402.6899999999","950"
"2623600","26236","PARADISE VALLEY COMMUNITY COLLEGE","AZ",2004,"2895989","1475"
"107800","1078","PHOENIX COLLEGE","AZ",2004,"7758266.2999999998","3462"
"2623800","26238","PHOENIX THERAPEUTIC MASSAGE COLLEGE","AZ",2004,"290086","128"
"726600","7266","PIMA COUNTY COMMUNITY COLLEGE","AZ",2004,"17319835.5","7542"
"2217100","15666","PIMA MEDICAL INSTITUTE","AZ",2004,"9770754.3399999999","4197"
"2065300","13659","PRESCOTT COLLEGE","AZ",2004,"892673","371"
"2177500","14483","RIO SALADO COMMUNITY COLLEGE","AZ",2004,"2524010.2400000002","1610"
"2113800","14740","ROBERTO-VENN SCHOOL OF LUTHIERY","AZ",2004,"37350","20"
"3005000","30050","SAFFORD COLLEGE OF BEAUTY CULTURE","AZ",2004,"212483","79"
"830400","8304","SCOTTSDALE COMMUNITY COLLEGE","AZ",2004,"3575656","1715"
"2616700","26167","SCOTTSDALE CULINARY INSTITUTE","AZ",2004,"2283727","951"
"2146600","15001","SOUTH MOUNTAIN COMMUNITY COLLEGE","AZ",2004,"3170283.5","1545"
"3593300","35933","SOUTHWEST INSTITUTE OF HEALING ARTS","AZ",2004,"155568","78"
"711300","7113","SOUTHWESTERN COLLEGE","AZ",2004,"245609.09","96"
"1168900","14127","THE REFRIGERATION SCHOOL","AZ",2004,"644152.40000000002","293"
"2561900","25619","TONI AND GUY HAIRDRESSING ACADEMY","AZ",2004,"300626.84999999998","126"
"446700","14212","TUCSON COLLEGE","AZ",2004,"1247542","518"
"3740500","37405","TUCSON DESIGN COLLEGE","AZ",2004,"162663.48999999999","79"
"3814300","38143","TURNING POINT BEAUTY COLLEGE","AZ",2004,"11300","9"
"822100","8221","UNIVERSAL TECHNICAL INSTITUTE","AZ",2004,"11023539.789999999","4900"
"2559000","17188","UNIVERSITY OF ADVANCING COMPUTER TECHNOLOGY","AZ",2004,"819448","348"
"108300","1083","UNIVERSITY OF ARIZONA (THE)","AZ",2004,"18790760","6976"
"2098800","14593","UNIVERSITY OF PHOENIX","AZ",2004,"108311426.52","55824"
"2171500","14970","WESTERN INTERNATIONAL UNIVERSITY","AZ",2004,"773541.39000000001","377"
"107900","1079","YAVAPAI COLLEGE","AZ",2004,"2949062","1448"
"3662400","36624","ACADEMY EDUCATION SERVICES","CA",2004,"239213","103"
"753100","7531","ACADEMY OF ART UNIVERSITY","CA",2004,"3893851","1771"
"3098700","30987","ACADEMY OF COURT REPORTING - ACADEMY OF PROFESSIONAL CAREERS","CA",2004,"3377686","1319"
"2342400","23424","ACADEMY OF RADIO & TV BROADCASTING","CA",2004,"233187.67999999999","105"
"760500","7605","ACADEMY PACIFIC TRAVEL COLLEGE","CA",2004,"453131.63","161"
"3019900","30199","ADELANTE CAREER INSTITUTE","CA",2004,"481674","198"
"2520400","16897","ADRIANS BEAUTY COLLEGE OF TURLOCK","CA",2004,"101459","37"
"3736300","37363","ADVANCE BEAUTY COLLEGE","CA",2004,"542151","219"
"3786300","37863","ADVANCED COLLEGE","CA",2004,"33903.209999999999","27"
"2258600","14046","ALAMEDA BEAUTY COLLEGE","CA",2004,"246269","89"
"2282300","14260","ALHAMBRA BEAUTY COLLEGE","CA",2004,"543479","202"
"111100","1111","ALLAN HANCOCK COLLEGE","CA",2004,"3336938.54","1522"
"1111700","11117","ALLIANT INTERNATIONAL UNIVERSITY","CA",2004,"508237","184"
"2106900","14801","AMERICAN ACADEMY OF DRAMATIC ARTS-WEST","CA",2004,"202200","69"
"1307400","13074","AMERICAN BEAUTY COLLEGE","CA",2004,"100852","42"
"2241800","15829","AMERICAN CAREER COLLEGE","CA",2004,"7077006","2903"
"3144400","31444","AMERICAN COLLEGE OF HEALTH PROFESSIONS","CA",2004,"202925","70"
"3138400","31384","AMERICAN COLLEGE OF MEDICAL TECHNOLOGY","CA",2004,"942791","388"
"2099200","14545","AMERICAN CONSERVATORY THEATER FOUNDATION","CA",2004,"6250","2"
"3225300","32253","AMERICAN INSTITUTE OF HEALTH SCIENCES","CA",2004,"268014","101"
"123200","1232","AMERICAN RIVER COLLEGE","CA",2004,"12211558","5141"
"111300","1113","ANTELOPE VALLEY COLLEGE","CA",2004,"6176131.25","2996"
"3427500","34275","ANTELOPE VALLEY MEDICAL COLLEGE","CA",2004,"489528","222"
"111600","1116","ART CENTER COLLEGE OF DESIGN","CA",2004,"2366195.96","747"
"723600","7236","ART INSTITUTE OF CALIFORNIA - LOS ANGELES (THE)","CA",2004,"6530161.3499999996","2678"
"2327600","16471","ART INSTITUTE OF CALIFORNIA - SAN DIEGO","CA",2004,"1511413.8500000001","633"
"2595600","25956","ASIAN - AMERICAN INTERNATIONAL BEAUTY COLLEGE","CA",2004,"389558","138"
"902200","13988","ASSOCIATED TECHNICAL COLLEGE","CA",2004,"2066437","651"
"2553100","17134","ASSOCIATED TECHNICAL COLLEGE","CA",2004,"42400","13"
"2553500","17135","ASSOCIATED TECHNICAL COLLEGE -","CA",2004,"416245","157"
"3598300","35983","AVALON BEAUTY COLLEGE","CA",2004,"125944","50"
"2519800","16894","AVANCE BEAUTY COLLEGE","CA",2004,"141574.5","48"
"111700","1117","AZUSA PACIFIC UNIVERSITY","CA",2004,"2628601","1162"
"111800","1118","BAKERSFIELD COLLEGE","CA",2004,"15801132.52","7316"
"3067400","30674","BALDWIN PARK ADULT SCHOOL","CA",2004,"278806","159"
"111900","1119","BARSTOW COMMUNITY COLLEGE","CA",2004,"2901201.71","1328"
"705000","7050","BAY VISTA COLLEGE OF BEAUTY","CA",2004,"402872.16999999998","151"
"112100","1121","BETHANY COLLEGE OF THE ASSEMBLIES OF GOD","CA",2004,"619229.43000000005","260"
"3266300","32663","BETHESDA CHRISTIAN UNIVERSITY","CA",2004,"109074","41"
"112200","1122","BIOLA UNIVERSITY","CA",2004,"2045233.75","840"
"2065500","13703","BROOKS COLLEGE","CA",2004,"3459370.9399999999","1590"
"112300","1123","BROOKS INSTITUTE OF PHOTOGRAPHY -","CA",2004,"2035612.52","785"
"2543400","17050","BROWNSON TECHNICAL SCHOOL","CA",2004,"150736.17999999999","60"
"716400","7164","BRYAN COLLEGE OF COURT REPORTING","CA",2004,"238578","124"
"449400","4494","BRYMAN COLLEGE","CA",2004,"2863060","1400"
"760600","7606","BRYMAN COLLEGE","CA",2004,"2294051","1212"
"809000","8090","BRYMAN COLLEGE","CA",2004,"2598416","1251"
"1102400","11024","BRYMAN COLLEGE","CA",2004,"4041123","1953"
"1110700","11107","BRYMAN COLLEGE","CA",2004,"1939254","1101"
"1110900","11109","BRYMAN COLLEGE","CA",2004,"2185976","1015"
"1112100","11121","BRYMAN COLLEGE","CA",2004,"3851769","2210"
"1112300","11123","BRYMAN COLLEGE","CA",2004,"3662336","1776"
"1206100","12061","BRYMAN COLLEGE","CA",2004,"1891269","1054"
"3072300","30723","BRYMAN COLLEGE","CA",2004,"2515289","1185"
"3195400","31954","BRYMAN COLLEGE","CA",2004,"654699","319"
"807300","6972","BUTTE COLLEGE","CA",2004,"8874169","3796"
"112400","1124","CABRILLO COLLEGE","CA",2004,"4349373","1989"
"112500","1125","CALIFORNIA BAPTIST UNIVERSITY","CA",2004,"1896097.3200000001","826"
"2065700","13828","CALIFORNIA BEAUTY COLLEGE","CA",2004,"162249","54"
"2520200","16896","CALIFORNIA CAREER SCHOOL","CA",2004,"63768","28"
"884400","14128","CALIFORNIA CHRISTIAN COLLEGE","CA",2004,"110069","41"
"112700","1127","CALIFORNIA COLLEGE OF THE ARTS","CA",2004,"1022791.5","423"
"3698400","36984","CALIFORNIA COLLEGE OF VOCATIONAL CAREERS","CA",2004,"233319.22","93"
"2110800","14683","CALIFORNIA COLLEGE SAN DIEGO","CA",2004,"376806.21000000002","169"
"2086400","13500","CALIFORNIA COSMETOLOGY COLLEGE","CA",2004,"25011","17"
"2220200","15698","CALIFORNIA CULINARY ACADEMY","CA",2004,"2148218.96","843"
"3125400","31254","CALIFORNIA DESIGN COLLEGE","CA",2004,"826936.93999999994","320"
"1186500","11865","CALIFORNIA HAIR DESIGN ACADEMY","CA",2004,"299981.54999999999","125"
"3681300","36813","CALIFORNIA HEALING ARTS COLLEGE","CA",2004,"108192.03","68"
"1215400","12154","CALIFORNIA INSTITUTE OF INTEGRAL STUDIES","CA",2004,"39258","20"
"113100","1131","CALIFORNIA INSTITUTE OF TECHNOLOGY","CA",2004,"415834","158"
"113200","1132","CALIFORNIA INSTITUTE OF THE ARTS","CA",2004,"757680","254"
"3633300","36333","CALIFORNIA LEARNING CENTER","CA",2004,"415734","147"
