"OPEID","PELLID","NAME","State",,"Awards","Recipients"
"3748500","37485","DUDLEY BEAUTY COLLEGE","NC",2004,"15029.940000000001","9"
"292000","2920","DUKE UNIVERSITY","NC",2004,"1780107","702"
"544800","5448","DURHAM TECHNICAL COMMUNITY COLLEGE","NC",2004,"3916234.3100000001","1828"
"292300","2923","EAST CAROLINA UNIVERSITY","NC",2004,"13040972.5","4837"
"885500","8855","EDGECOMBE COMMUNITY COLLEGE","NC",2004,"3755619.5800000001","1625"
"292600","2926","ELIZABETH CITY STATE UNIVERSITY","NC",2004,"4306705.0800000001","1415"
"292700","2927","ELON UNIVERSITY","NC",2004,"1088575.22","433"
"2210400","15211","FAYETTEVILLE BEAUTY COLLEGE","NC",2004,"93087","47"
"292800","2928","FAYETTEVILLE STATE UNIVERSITY","NC",2004,"8162423","2842"
"764000","7640","FAYETTEVILLE TECHNICAL COMMUNITY COLLEGE","NC",2004,"10335362.68","4300"
"531700","5317","FORSYTH TECHNICAL COMMUNITY COLLEGE","NC",2004,"5024013.7400000002","2107"
"292900","2929","GARDNER-WEBB UNIVERSITY","NC",2004,"2326407","1008"
"297300","2973","GASTON COLLEGE","NC",2004,"4438973","2077"
"293000","2930","GREENSBORO COLLEGE","NC",2004,"973395.47999999998","366"
"293100","2931","GUILFORD COLLEGE","NC",2004,"1871815","817"
"483800","4838","GUILFORD TECHNICAL COMMUNITY COLLEGE","NC",2004,"7375465.5800000001","3101"
"2238700","15789","HAIRSTYLING INSTITUTE OF CHARLOTTE","NC",2004,"60966.400000000001","21"
"798600","7986","HALIFAX COMMUNITY COLLEGE","NC",2004,"3198572.9199999999","1423"
"808300","8083","HAYWOOD COMMUNITY COLLEGE","NC",2004,"1940285.1399999999","795"
"3089300","30893","HERITAGE BIBLE COLLEGE","NC",2004,"184902.5","83"
"293300","2933","HIGH POINT UNIVERSITY","NC",2004,"2396187","939"
"293400","2934","ISOTHERMAL COMMUNITY COLLEGE","NC",2004,"2534330","1092"
"768700","7687","JAMES SPRUNT COMMUNITY COLLEGE","NC",2004,"1716281.71","681"
"293500","13819","JOHN WESLEY COLLEGE","NC",2004,"184145.5","77"
"293600","2936","JOHNSON C. SMITH UNIVERSITY","NC",2004,"3088416","1065"
"933600","9336","JOHNSTON COMMUNITY COLLEGE","NC",2004,"2182219.7999999998","975"
"293700","2937","KING'S COLLEGE","NC",2004,"976041.68999999994","370"
"293900","2939","LEES-MCRAE COLLEGE","NC",2004,"737191.20999999996","288"
"294000","2940","LENOIR COMMUNITY COLLEGE","NC",2004,"3701207.54","1459"
"294100","2941","LENOIR-RHYNE COLLEGE","NC",2004,"1022142","416"
"1192600","11926","LEON'S BEAUTY SCHOOL","NC",2004,"195578","75"
"294200","2942","LIVINGSTONE COLLEGE","NC",2004,"2452060","784"
"294300","2943","LOUISBURG COLLEGE","NC",2004,"868433.55000000005","337"
"294400","2944","MARS HILL COLLEGE","NC",2004,"1447361","547"
"798800","7988","MARTIN COMMUNITY COLLEGE","NC",2004,"1480151","551"
"1119700","11197","MAYLAND COMMUNITY COLLEGE","NC",2004,"934537.52000000002","436"
"808500","8085","MCDOWELL TECHNICAL COMMUNITY COLLEGE","NC",2004,"1409736.1599999999","593"
"3361300","33613","MEDICAL ARTS MASSAGE SCHOOL","NC",2004,"49831","30"
"647800","6478","MERCY SCHOOL OF NURSING","NC",2004,"85837","41"
"294500","2945","MEREDITH COLLEGE","NC",2004,"1153239","473"
"294600","2946","METHODIST COLLEGE","NC",2004,"1668742","694"
"294700","2947","MITCHELL COMMUNITY COLLEGE","NC",2004,"2139369.77","944"
"2056500","13670","MITCHELLS HAIR STYLING ACADEMY","NC",2004,"346042.46999999997","150"
"2227900","14793","MITCHELL'S HAIR STYLING ACADEMY","NC",2004,"19183.400000000001","9"
"1179900","11799","MITCHELL'S HAIRSTYLING ACADEMY","NC",2004,"164657.98999999999","62"
"2227800","14858","MITCHELL'S HAIRSTYLING ACADEMY","NC",2004,"16200","7"
"808700","8087","MONTGOMERY COMMUNITY COLLEGE","NC",2004,"1236883.1899999999","490"
"294800","2948","MONTREAT COLLEGE","NC",2004,"753404.92000000004","360"
"294900","2949","MOUNT OLIVE COLLEGE","NC",2004,"1870919","885"
"2205000","13850","MR DAVID'S SCHOOL OF HAIR DESIGN","NC",2004,"137025.5","47"
"855700","8557","NASH COMMUNITY COLLEGE","NC",2004,"2199454.7000000002","1110"
"3827300","38273","NEW LIFE THEOLOGICAL SEMINARY","NC",2004,"11938","8"
"290500","2905","NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY","NC",2004,"12708983.199999999","4402"
"295000","2950","NORTH CAROLINA CENTRAL UNIVERSITY","NC",2004,"9054918","3087"
"398100","3981","NORTH CAROLINA SCHOOL OF THE ARTS","NC",2004,"499851","176"
"297200","2972","NORTH CAROLINA STATE UNIVERSITY","NC",2004,"10211275","3833"
"295100","2951","NORTH CAROLINA WESLEYAN COLLEGE","NC",2004,"1995966.7","751"
"703100","7031","PAMLICO COMMUNITY COLLEGE","NC",2004,"398806","188"
"295300","2953","PEACE COLLEGE","NC",2004,"605845","223"
"295500","2955","PFEIFFER UNIVERSITY","NC",2004,"1012074","400"
"295600","2956","PIEDMONT BAPTIST COLLEGE","NC",2004,"240934.5","108"
"964600","9646","PIEDMONT COMMUNITY COLLEGE","NC",2004,"1995081.2","871"
"2560600","17191","PINNACLE INSTITUTE OF COSMETOLOGY","NC",2004,"62393.529999999999","29"
"406200","4062","PITT COMMUNITY COLLEGE","NC",2004,"5828000.0899999999","2385"
"648200","6482","PRESBYTERIAN HOSPITAL SCHOOL OF NURSING","NC",2004,"85206.910000000003","41"
"295700","2957","QUEENS UNIVERSITY OF CHARLOTTE","NC",2004,"676022","329"
"544700","5447","RANDOLPH COMMUNITY COLLEGE","NC",2004,"2384445.29","1121"
"546400","5464","RICHMOND COMMUNITY COLLEGE","NC",2004,"2712352.8700000001","1126"
"2280900","14101","ROANOKE BIBLE COLLEGE","NC",2004,"216334.60000000001","90"
"861300","8613","ROANOKE CHOWAN COMMUNITY COLLEGE","NC",2004,"2212938.29","849"
"861200","8612","ROBESON COMMUNITY COLLEGE","NC",2004,"4893775.7300000004","1535"
"295800","2958","ROCKINGHAM COMMUNITY COLLEGE","NC",2004,"2012237.3","920"
"575400","5754","ROWAN CABARRUS COMMUNITY COLLEGE","NC",2004,"5494923.7999999998","2309"
"296000","2960","SALEM COLLEGE","NC",2004,"1028123.55","581"
"789200","7892","SAMPSON COMMUNITY COLLEGE","NC",2004,"2132455.0600000001","1011"
"296100","2961","SANDHILLS COMMUNITY COLLEGE","NC",2004,"4528948.4199999999","1975"
"3109000","31090","SCHOOL OF COMMUNICATION ARTS OF NORTH CAROLINA","NC",2004,"359178.40000000002","171"
"296200","2962","SHAW UNIVERSITY","NC",2004,"5259917","1967"
"1026400","10264","SOUTH COLLEGE","NC",2004,"471485.07000000001","183"
"798500","7985","SOUTH PIEDMONT COMMUNITY COLLEGE","NC",2004,"1843528.8799999999","827"
"296400","2964","SOUTHEASTERN COMMUNITY COLLEGE","NC",2004,"3389326.3300000001","1273"
"846600","8466","SOUTHWESTERN COMMUNITY COLLEGE","NC",2004,"1914777.6599999999","798"
"296800","2968","ST AUGUSTINES COLLEGE","NC",2004,"3488014","1144"
"296700","2967","ST. ANDREWS PRESBYTERIAN COLLEGE","NC",2004,"599443","234"
"1119400","11194","STANLY COMMUNITY COLLEGE","NC",2004,"1410760.3100000001","600"
"297000","2970","SURRY COMMUNITY COLLEGE","NC",2004,"2377135.8900000001","1094"
"943000","9430","TRI-COUNTY COMMUNITY COLLEGE","NC",2004,"1559702.27","665"
"297400","2974","UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL-","NC",2004,"6105957","2340"
"297500","2975","UNIVERSITY OF NORTH CAROLINA - CHARLOTTE","NC",2004,"10653716","4225"
"297600","2976","UNIVERSITY OF NORTH CAROLINA - GREENSBORO","NC",2004,"8765841","3456"
"290700","2907","UNIVERSITY OF NORTH CAROLINA AT ASHEVILLE","NC",2004,"2134476.7999999998","863"
"295400","2954","UNIVERSITY OF NORTH CAROLINA AT PEMBROKE","NC",2004,"5662778.79","2326"
"298400","2984","UNIVERSITY OF NORTH CAROLINA AT WILMINGTON (THE)","NC",2004,"5658917.25","2304"
"990300","9903","VANCE - GRANVILLE COMMUNITY COLLEGE","NC",2004,"5602712","2467"
"297800","2978","WAKE FOREST UNIVERSITY","NC",2004,"859100","332"
"484400","4844","WAKE TECHNICAL COMMUNITY COLLEGE","NC",2004,"5491805.29","2671"
"297900","2979","WARREN WILSON COLLEGE","NC",2004,"460972","189"
"298000","8216","WAYNE COMMUNITY COLLEGE","NC",2004,"3276135.8599999999","1401"
"298100","2981","WESTERN CAROLINA UNIVERSITY","NC",2004,"4528627","1758"
"298200","2982","WESTERN PIEDMONT COMMUNITY COLLEGE","NC",2004,"3507957.9500000002","1426"
"298300","2983","WILKES COMMUNITY COLLEGE","NC",2004,"2807207.6000000001","1260"
"484500","4845","WILSON TECHNICAL COMMUNITY COLLEGE","NC",2004,"3434103.98","1424"
"298500","2985","WINGATE UNIVERSITY","NC",2004,"962129.26000000001","372"
"3009500","30095","WINSTON-SALEM BARBER SCHOOL","NC",2004,"94956.160000000003","41"
"3570300","35703","WINSTON-SALEM BIBLE COLLEGE","NC",2004,"1519","1"
"298600","2986","WINSTON-SALEM STATE UNIVERSITY","NC",2004,"6575791.5","2209"
"484600","4846","AAKER'S BUSINESS COLLEGE","ND",2004,"598017","333"
"298800","2988","BISMARCK STATE COLLEGE","ND",2004,"2768297","1181"
"2236500","15793","CANKDESKA CIKANA (LITTLE HOOP) COMMUNITY COLLEGE","ND",2004,"358004","165"
"298900","2989","DICKINSON STATE UNIVERSITY","ND",2004,"2393943","977"
"2553700","15536","FORT BERTHOLD COMMUNITY COLLEGE","ND",2004,"598918","224"
"2298200","16232","HEADQUARTERS ACADEMY OF HAIR DESIGN","ND",2004,"197361.91","68"
"299000","2990","JAMESTOWN COLLEGE","ND",2004,"1073713","442"
"775600","7756","JOSEFS SCHOOL OF HAIR DESIGN","ND",2004,"134185","71"
"1040600","10406","JOSEF'S SCHOOL OF HAIR DESIGN","ND",2004,"71273","44"
"299100","2991","LAKE REGION STATE COLLEGE","ND",2004,"806562","371"
"299300","2993","MAYVILLE STATE UNIVERSITY","ND",2004,"697416","271"
"935400","9354","MEDCENTER ONE COLLEGE OF NURSING","ND",2004,"103108","37"
"299400","2994","MINOT STATE UNIVERSITY","ND",2004,"3373066","1385"
"299500","2995","MINOT STATE UNIVERSITY - BOTTINEAU","ND",2004,"612961","245"
"3087200","16929","MOLER BARBER COLLEGE OF HAIR STYLING","ND",2004,"29173.529999999999","14"
"299600","2996","NORTH DAKOTA STATE COLLEGE OF SCIENCE","ND",2004,"2507815","1015"
"299700","2997","NORTH DAKOTA STATE UNIVERSITY OF AGRICULTURE & APPLIED SCIENCE","ND",2004,"6452201","2712"
"1229500","12295","R D HAIRSTYLING COLLEGE","ND",2004,"80870","42"
"2188200","14993","SITTING BULL COLLEGE","ND",2004,"685935.95999999996","304"
"1205900","12059","TRINITY BIBLE COLLEGE","ND",2004,"698156","242"
"2301100","9450","TURTLE MOUNTAIN COMMUNITY COLLEGE","ND",2004,"1377291","500"
"2242900","14470","UNITED TRIBES TECHNICAL COLLEGE","ND",2004,"1122861","376"
"299200","2992","UNIVERSITY OF MARY","ND",2004,"1836576","774"
"300500","3005","UNIVERSITY OF NORTH DAKOTA","ND",2004,"6925646","2769"
"300800","3008","VALLEY CITY STATE UNIVERSITY","ND",2004,"794238.38","319"
"300700","3007","WILLISTON STATE COLLEGE","ND",2004,"1346518","526"
"849200","8492","ALEGENT HEALTH SCHOOL OF RADIOLOGIC TECHNOLOGY","NE",2004,"12450","5"
"974300","2538","BELLEVUE UNIVERSITY","NE",2004,"2328043.3700000001","1198"
"639900","6399","BRYAN LGH COLLEGE OF HEALTH SCIENCES","NE",2004,"181486","104"
"961700","9617","CAPITOL SCHOOLS OF HAIRSTYLING AND ESTHETICS","NE",2004,"120056","65"
"2099500","14468","CENTRAL COMMUNITY COLLEGE","NE",2004,"4259010.0599999996","2126"
"253900","2539","CHADRON STATE COLLEGE","NE",2004,"2376444.9199999999","934"
"986200","9862","CLARKSON COLLEGE","NE",2004,"382591","159"
"2079700","14176","COLLEGE OF HAIR DESIGN","NE",2004,"257765.67000000001","101"
"254000","2540","COLLEGE OF SAINT MARY","NE",2004,"1178943.1499999999","473"
"254100","2541","CONCORDIA UNIVERSITY","NE",2004,"841309","348"
"3164300","31643","CREATIVE CENTER (THE)","NE",2004,"152221.66","65"
"254200","2542","CREIGHTON UNIVERSITY","NE",2004,"1524902","609"
"254300","2543","DANA COLLEGE","NE",2004,"608781","243"
"254400","2544","DOANE COLLEGE","NE",2004,"1299342","582"
"254700","2547","GRACE UNIVERSITY","NE",2004,"552523","235"
"254800","2548","HASTINGS COLLEGE","NE",2004,"799263","326"
"1151900","11519","JOSEPH'S COLLEGE OF BEAUTY","NE",2004,"1079472.98","406"
"952300","9523","LA'JAMES INTERNATIONAL COLLEGE","NE",2004,"224305","100"
"3323300","33233","LITTLE PRIEST TRIBAL COLLEGE","NE",2004,"249849.70999999999","109"
"1258600","4432","METROPOLITAN COMMUNITY COLLEGE","NE",2004,"5010742","3638"
"255300","2553","MIDLAND LUTHERAN COLLEGE","NE",2004,"1006689","397"
"255700","2557","MID-PLAINS COMMUNITY COLLEGE","NE",2004,"2004155","838"
"3279300","32793","MYOTHERAPY INSTITUTE","NE",2004,"37700","17"
"1297600","12976","NEBRASKA CHRISTIAN COLLEGE","NE",2004,"223395","93"
"735800","7358","NEBRASKA COLLEGE OF TECHNICAL AGRICULTURE","NE",2004,"314884.60999999999","111"
"2550800","15339","NEBRASKA INDIAN COMMUNITY COLLEGE","NE",2004,"206892","93"
"640400","9937","NEBRASKA METHODIST COLLEGE OF NURSING & ALLIED HEALTH - MAIN CAMPUS","NE",2004,"378606","157"
"255500","2555","NEBRASKA WESLEYAN UNIVERSITY","NE",2004,"1266094.47","521"
"1166700","2556","NORTHEAST COMMUNITY COLLEGE","NE",2004,"2692605","1133"
"3127300","31273","OMAHA SCHOOL OF MASSAGE THERAPY","NE",2004,"93039","42"
"255900","2559","PERU STATE COLLEGE","NE",2004,"1123090.53","458"
"2508300","7591","SOUTHEAST COMMUNITY COLLEGE","NE",2004,"6187020.4299999997","3423"
"256300","2563","UNION COLLEGE","NE",2004,"741503.33999999997","293"
"256500","2565","UNIVERSITY OF NEBRASKA","NE",2004,"9194130.5","3809"
"255100","2551","UNIVERSITY OF NEBRASKA - KEARNEY","NE",2004,"4495176.0199999996","1840"
"255400","2554","UNIVERSITY OF NEBRASKA - OMAHA","NE",2004,"6183218","2688"
"689500","6895","UNIVERSITY OF NEBRASKA MEDICAL CENTER","NE",2004,"522167","225"
"750100","7501","VATTEROTT COLLEGE","NE",2004,"1309078","589"
"3023300","30233","VATTEROTT COLLEGE","NE",2004,"681079","256"
"256600","2566","WAYNE STATE COLLEGE","NE",2004,"2942345.71","1196"
"256000","2560","WESTERN NEBRASKA COMMUNITY COLLEGE","NE",2004,"2004505.6000000001","873"
"2610500","26105","XENON INTERNATIONAL SCHOOL OF HAIR DESIGN II","NE",2004,"151710","60"
"256700","2567","YORK COLLEGE","NE",2004,"525605.97999999998","204"
"473300","4733","CHESTER COLLEGE OF NEW ENGLAND","NH",2004,"135376","52"
"257200","2572","COLBY-SAWYER COLLEGE","NH",2004,"491656","209"
"3101300","31013","COLLEGE FOR LIFELONG LEARNING","NH",2004,"1040309.53","572"
"849300","8493","CONTINENTAL ACADEMIE OF HAIR DESIGN","NH",2004,"43083.050000000003","22"
"1318900","13189","CONTINENTAL ACADEMIE OF HAIR DESIGN","NH",2004,"51510","20"
"473100","4731","DANIEL WEBSTER COLLEGE","NH",2004,"447937","202"
"257300","2573","DARTMOUTH COLLEGE","NH",2004,"1299688","535"
"864500","14177","EMPIRE BEAUTY SCHOOL","NH",2004,"234921","118"
"2179600","15403","EMPIRE BEAUTY SCHOOL","NH",2004,"358011","194"
"2300200","16275","ESTHETICS INSTITUTE AT CONCORD ACADEMY","NH",2004,"8450.3999999999996","7"
"257500","2575","FRANKLIN PIERCE COLLEGE","NH",2004,"1678288","721"
"472900","4729","HESSER COLLEGE","NH",2004,"3919075","1872"
"2245400","15836","KEENE BEAUTY ACADEMY","NH",2004,"86800","35"
"259000","2590","KEENE STATE COLLEGE","NH",2004,"1881532","812"
"702500","7025","LEBANON COLLEGE","NH",2004,"1075","2"
"473000","4730","MCINTOSH COLLEGE","NH",2004,"2179277.21","937"
"2174800","15356","MICHAEL'S SCHOOL OF HAIR DESIGN & ESTHETICS","NH",2004,"144392.45999999999","72"
"257900","2579","NEW ENGLAND COLLEGE","NH",2004,"546860","218"
"2247000","15845","NEW ENGLAND SCHOOL OF HAIR DESIGN","NH",2004,"112497","47"
"258200","2582","NEW HAMPSHIRE COMMUNITY TECHNICAL COLLEGE AT MANCHESTER/STRATHAM","NH",2004,"1482252.0600000001","785"
"529100","5291","NEW HAMPSHIRE COMMUNITYTECHNICAL COLLEGE AT BERLIN/LACONIA - BERLIN","NH",2004,"1484475","697"
"3729300","37293","NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS","NH",2004,"39177","18"
"3182300","31823","NEW HAMPSHIRE INSTITUTE OF ART","NH",2004,"87098.970000000001","40"
"923600","9236","NEW HAMPSHIRE TECHNICAL COLLEGE AT NASHUA/CLAREMONT","NH",2004,"1203836.3999999999","604"
"258100","2581","NEW HAMPSHIRE TECHNICAL INSTITUTE","NH",2004,"1514680","764"
"259100","2591","PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE","NH",2004,"1947258.3500000001","855"
"2211600","13558","PORTSMOUTH BEAUTY SCHOOL OF HAIR DESIGN","NH",2004,"48255","22"
"258600","2586","RIVIER COLLEGE","NH",2004,"725974","315"
"258700","2587","SAINT ANSELM COLLEGE","NH",2004,"735245","312"
"2140400","15016","SAINT JOSEPH SCHOOL OF PRACTICAL NURSING","NH",2004,"102372.78999999999","55"
"3305300","33053","SECOND START","NH",2004,"65500","28"
"258000","2580","SOUTHERN NEW HAMPSHIRE UNIVERSITY","NH",2004,"1832796","1025"
"3043100","30431","THOMAS MORE COLLEGE OF LIBERAL ARTS","NH",2004,"96998.330000000002","34"
"258900","2589","UNIVERSITY OF NEW HAMPSHIRE","NH",2004,"4904195.8700000001","2081"
"3437300","34373","UPPER VALLEY TEACHER INSTITUTE","NH",2004,"83175","30"
"3389300","33893","ACADEMY OF MASSAGE THERAPY","NJ",2004,"155406","69"
"2525900","16954","ARTISTIC ACADEMY OF HAIR DESIGN","NJ",2004,"70191.809999999998","41"
"259600","2596","ATLANTIC CAPE COMMUNITY COLLEGE","NJ",2004,"5653042.0899999999","2674"
"2067600","13865","ATLANTIC COUNTY VOCATIONAL SCHOOL DISTRICT","NJ",2004,"26550","8"
"2132300","14968","BERDAN INSTITUTE","NJ",2004,"636552","335"
"473600","4736","BERGEN COMMUNITY COLLEGE","NJ",2004,"7048441.71","2864"
"2312000","16349","BERGEN COUNTY TECHNICAL SCHOOLS - BERGEN WORKFORCE CENTER","NJ",2004,"44002","20"
"750200","7502","BERKELEY COLLEGE","NJ",2004,"2993801","1319"
"794700","3972","BETH MEDRASH GOVOHA OF AMERICA","NJ",2004,"4382535","1289"
"259700","2597","BLOOMFIELD COLLEGE","NJ",2004,"3477055","1330"
"1191100","11911","BRICK COMPUTER SCIENCE INSTITUTE","NJ",2004,"160404.5","64"
"840400","8404","BROOKDALE COMMUNITY COLLEGE","NJ",2004,"6136394","2711"
"773000","7730","BURLINGTON COUNTY COLLEGE - PEMBERTON CAMPUS","NJ",2004,"2670366","1402"
"2301900","16279","BUSINESS TRAINING INSTITUTE","NJ",2004,"455755.84999999998","212"
"259800","2598","CALDWELL COLLEGE","NJ",2004,"1132837.04","457"
"686500","6865","CAMDEN COUNTY COLLEGE","NJ",2004,"10528279.529999999","4542"
"907800","9078","CAPRI INSTITUTE OF HAIR DESIGN","NJ",2004,"256252.28","127"
"2103700","14551","CAPRI INSTITUTE OF HAIR DESIGN","NJ",2004,"117729.77","66"
"2183600","15558","CAPRI INSTITUTE OF HAIR DESIGN","NJ",2004,"175491.23999999999","99"
"2265500","16107","CAPRI INSTITUTE OF HAIR DESIGN","NJ",2004,"144956.07999999999","85"
"259900","2599","CENTENARY COLLEGE","NJ",2004,"878987","342"
"3324300","33243","CENTRAL CAREER SCHOOL","NJ",2004,"77795","52"
"641000","6410","CHARLES E GREGORY SCHOOL OF NURSING (THE)","NJ",2004,"86288","32"
"1085100","16701","CHUBB INSTITUTE","NJ",2004,"1589976.9199999999","873"
"264200","2642","COLLEGE OF NEW JERSEY (THE)","NJ",2004,"2259209.8799999999","861"
"260000","2600","COLLEGE OF SAINT ELIZABETH","NJ",2004,"687054","257"
"2252700","15918","CONCORDE SCHOOL OF HAIR DESIGN","NJ",2004,"664095.52000000002","300"
"2248600","15857","COOPER HEALTH SYSTEM - CENTER FOR ALLIED HEALTH EDUCATION","NJ",2004,"23350","9"
"772900","7106","COUNTY COLLEGE OF MORRIS","NJ",2004,"2074831.25","931"
"260100","2601","CUMBERLAND COUNTY COLLEGE","NJ",2004,"2817872","1370"
"2154000","15188","DIVERS ACADEMY INTERNATIONAL","NJ",2004,"115003","72"
"1234600","12346","DOVER BUSINESS COLLEGE","NJ",2004,"589761","283"
"2223900","15719","DRAKE COLLEGE OF BUSINESS","NJ",2004,"2187851","886"
"260300","2603","DREW UNIVERSITY","NJ",2004,"674491.14000000001","236"
"2131100","14848","DUCRET SCHOOL OF THE ARTS","NJ",2004,"38875","15"
"2291000","16176","ENGINE CITY TECHNICAL INSTITUTE","NJ",2004,"143274","62"
"710700","7107","ESSEX COUNTY COLLEGE","NJ",2004,"11195515","4369"
"2261800","15969","EUROPEAN ACADEMY OF COSMETOLOGY","NJ",2004,"276660.54999999999","128"
"260700","2607","FAIRLEIGH DICKINSON UNIVERSITY","NJ",2004,"3825309.4900000002","1460"
"261000","2610","FELICIAN COLLEGE","NJ",2004,"1097297","421"
"849400","8494","GENERAL TECHNICAL INSTITUTE","NJ",2004,"22967","16"
"260800","2608","GEORGIAN COURT UNIVERSITY","NJ",2004,"1236399","512"
"750700","7507","GIBBS COLLEGE","NJ",2004,"5916452","2809"
"690100","6901","GLOUCESTER COUNTY COLLEGE","NJ",2004,"3136317","1445"
"2104000","14575","HARRIS SCHOOL OF BUSINESS","NJ",2004,"238783.76999999999","112"
"2186700","15442","HARRISON CAREER INSTITUTE","NJ",2004,"4059441.7000000002","1710"
"2586800","25868","HARRISON CAREER INSTITUTE","NJ",2004,"1817462.1699999999","786"
"3629300","36293","HELMA INSTITUTE OF MASSAGE THERAPY","NJ",2004,"46408","21"
"1246200","12462","HOHOKUS - HACKENSACK SCHOOL OF BUSINESS & MEDICAL SCIENCES","NJ",2004,"443599","250"
"2053700","13618","HOHOKUS SCHOOL","NJ",2004,"724550","355"
"641700","6417","HOLY NAME HOSPITAL SCHOOL OF NURSING","NJ",2004,"95988.5","34"
"1295400","12954","HUDSON COUNTY COMMUNITY COLLEGE","NJ",2004,"10903830.9","4113"
"3197300","31973","INSTITUTE FOR HEALTH EDUCATION (THE)","NJ",2004,"77079","36"
"3536300","35363","INSTITUTE FOR THERAPEUTIC MASSAGE","NJ",2004,"81788.779999999999","60"
"2146800","15102","JOE KUBERT SCHOOL OF CARTOON & GRAPHIC ART (THE)","NJ",2004,"89350","34"
"262200","2622","KEAN UNIVERSITY","NJ",2004,"7006593.7800000003","2696"
"3530300","35303","KEYSKILLS LEARNING","NJ",2004,"11391","8"
"750600","7506","LINCOLN TECHNICAL INSTITUTE","NJ",2004,"5387172.2599999998","2299"
"1246100","12461","LINCOLN TECHNICAL INSTITUTE","NJ",2004,"8187646.9000000004","3344"
"474000","2641","MERCER COUNTY COMMUNITY COLLEGE","NJ",2004,"4562115","2059"
"3122600","31226","MICRO TECH TRAINING CENTER","NJ",2004,"746365.93999999994","286"
"261500","2615","MIDDLESEX COUNTY COLLEGE","NJ",2004,"7010576","3015"
"539900","5399","MONMOUTH COUNTY VOCATIONAL SCHOOL DISTRICT","NJ",2004,"115976","52"
"261600","2616","MONMOUTH UNIVERSITY","NJ",2004,"2547472.1699999999","1028"
"261700","2617","MONTCLAIR STATE UNIVERSITY","NJ",2004,"8043834","2951"
"1152300","15846","MORRIS COUNTY SCHOOL OF TECHNOLOGY","NJ",2004,"21675","9"
"642000","6420","MOUNTAINSIDE HOSPITAL SCHOOL OF NURSING","NJ",2004,"55113.75","22"
"642100","6421","MRMC-SCHOOLS OF NURSING, MEDICAL IMAGING & THERAPEUTIC SCIENCES","NJ",2004,"242284.34","139"
"1170800","11708","NATURAL MOTION INSTITUTE OF HAIR DESIGN","NJ",2004,"251035.32000000001","117"
"3424500","34245","NEW COMMUNITY WORKFORCE DEVELOPMENT CENTER","NJ",2004,"338487","163"
"2223700","15709","NEW HORIZONS INSTITUTE OF COSMETOLOGY (AKA) NEW HORIZONS BEAUTY SCHOOL","NJ",2004,"396921","190"
"261300","2613","NEW JERSEY CITY UNIVERSITY","NJ",2004,"7600736.9199999999","2715"
"262100","2621","NEW JERSEY INSTITUTE OF TECHNOLOGY","NJ",2004,"4153030","1540"
"262400","2624","OCEAN COUNTY COLLEGE","NJ",2004,"3568028.2999999998","1571"
"2523700","16934","OCEAN COUNTY VOCATIONAL - TECHNICAL SCHOOLS","NJ",2004,"125468.95","89"
"2219600","15683","OMEGA INSTITUTE","NJ",2004,"345123.52000000002","178"
"759300","7593","PARISIAN BEAUTY ACADEMY","NJ",2004,"313232.23999999999","155"
"999400","9994","PASSAIC COUNTY COMMUNITY COLLEGE","NJ",2004,"6760013","3418"
"1062900","10629","PB COSMETOLOGY EDUCATION CENTRE","NJ",2004,"129150.88","60"
"3650600","36506","PC AGE","NJ",2004,"399652.53999999998","225"
"3650700","36507","PC AGE II","NJ",2004,"63267.160000000003","47"
"3769300","37693","PC TECH LEARNING CENTER","NJ",2004,"11296","8"
"2131600","14877","PENNCO TECH","NJ",2004,"784307","332"
"262700","2627","PRINCETON UNIVERSITY","NJ",2004,"930675","349"
"2558700","17158","PRISM CAREER INSTITUTE","NJ",2004,"263749","196"
"3077500","30775","RABBI JACOB JOSEPH SCHOOL","NJ",2004,"52850","15"
"860900","8609","RABBINICAL COLLEGE OF AMERICA","NJ",2004,"278412","80"
"934400","9344","RAMAPO COLLEGE OF NEW JERSEY","NJ",2004,"2510104.9900000002","953"
"773100","7731","RARITAN VALLEY COMMUNITY COLLEGE","NJ",2004,"1684523","817"
"1209000","12090","REIGNBOW BEAUTY ACADEMY","NJ",2004,"407655.40999999997","187"
"2528200","16935","REIGNBOW BEAUTY ACADEMY","NJ",2004,"180437.13","85"
"2092300","13129","RETS INSTITUTE","NJ",2004,"844395","373"
"934500","9345","RICHARD STOCKTON COLLEGE OF NEW JERSEY (THE)","NJ",2004,"4252487","1634"
"262800","2628","RIDER UNIVERSITY","NJ",2004,"2238760.8399999999","889"
"1090300","10903","RIZZIERI AVEDA SCHOOL OF BEAUTY AND WELLNESS","NJ",2004,"107288","58"
"2061800","13590","ROMAN ACADEMY OF BEAUTY CULTURE","NJ",2004,"181008","82"
"260900","2609","ROWAN UNIVERSITY","NJ",2004,"5295324","2037"
"262900","2629","RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY","NJ",2004,"29664538","10710"
"263800","2638","SAINT PETER'S COLLEGE","NJ",2004,"2552669.5","915"
