"OPEID","Institution","State","Recipients","Awards"
"262100","NEW JERSEY INSTITUTE OF TECHNOLOGY","NJ","1445","3921156"
"262400","OCEAN COUNTY COLLEGE","NJ","1530","3347066.73"
"2523700","OCEAN COUNTY VOCATIONAL - TECHNICAL SCHOOLS","NJ","75","111767.25"
"2219600","OMEGA INSTITUTE","NJ","157","306341.66999999998"
"759300","PARISIAN BEAUTY ACADEMY","NJ","131","287382.57000000001"
"999400","PASSAIC COUNTY COMMUNITY COLLEGE","NJ","3367","6607060"
"1062900","PB COSMETOLOGY EDUCATION CENTRE","NJ","74","170102.14000000001"
"2131600","PENNCO TECH","NJ","350","794033"
"262700","PRINCETON UNIVERSITY","NJ","372","968500"
"3077500","RABBI JACOB JOSEPH SCHOOL","NJ","9","40550"
"860900","RABBINICAL COLLEGE OF AMERICA","NJ","75","281812"
"934400","RAMAPO COLLEGE OF NEW JERSEY","NJ","924","2401840.2000000002"
"773100","RARITAN VALLEY COMMUNITY COLLEGE","NJ","721","1542446"
"1209000","REIGNBOW BEAUTY ACADEMY","NJ","160","370294.28999999998"
"2528200","REIGNBOW HAIR FASHION INSTITUTE","NJ","91","192195.10000000001"
"2092300","RETS INSTITUTE","NJ","318","677523"
"934500","RICHARD STOCKTON COLLEGE OF NEW JERSEY (THE)","NJ","1605","4062890.0499999998"
"262800","RIDER UNIVERSITY","NJ","851","2331754.23"
"1090300","RIZZIERI AVEDA SCHOOL OF BEAUTY AND WELLNESS","NJ","47","69782"
"2061800","ROMAN ACADEMY OF BEAUTY CULTURE","NJ","81","178640.35999999999"
"260900","ROWAN UNIVERSITY","NJ","2029","5084294"
"262900","RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY","NJ","10444","28605275"
"642902","SAINT FRANCIS MEDICAL CENTER - SCHOOL OF RADIOLOGIC TECH","NJ","3","5650"
"263800","SAINT PETER'S COLLEGE","NJ","946","2599444"
"546100","SALEM COMMUNITY COLLEGE","NJ","391","800734.81000000006"
"263200","SETON HALL UNIVERSITY","NJ","1131","2969292.2400000002"
"2234600","SHORE BEAUTY SCHOOL","NJ","40","84448"
"3666300","SOMERSET CHRISTIAN COLLEGE","NJ","8","10908"
"546000","SOMERSET COUNTY TECHNICAL INSTITUTE","NJ","33","71740"
"3574400","SOMERSET SCHOOL OF MASSAGE THERAPY","NJ","38","69978.449999999997"
"2586900","STAR TECHNICAL INSTITUTE","NJ","610","1391540.26"
"3187300","STENOTECH CAREER INSTITUTE","NJ","27","66249.660000000003"
"263900","STEVENS INSTITUTE OF TECHNOLOGY","NJ","375","977937"
"736200","STUART SCHOOL OF BUSINESS ADMINISTRATION (THE)","NJ","82","158389.20999999999"
"2568800","SUSSEX COUNTY COMMUNITY COLLEGE","NJ","522","1050877.23"
"1198900","TALMUDICAL ACADEMY","NJ","20","66000"
"545200","TETERBORO SCHOOL OF AERONAUTICS","NJ","93","268869.41999999998"
"2192200","THOMAS A EDISON STATE COLLEGE","NJ","620","1094715.6899999999"
"264300","UNION COUNTY COLLEGE","NJ","3637","8619328.9199999999"
"1039400","UNIVERSITY OF MEDICINE AND DENTISTRY OF NEW JERSEY","NJ","36","76204"
"2503900","WARREN COUNTY COMMUNITY COLLEGE","NJ","148","307945.89000000001"
"262500","WILLIAM PATERSON UNIVERSITY OF NEW JERSEY","NJ","1971","4959703"
"3126100","WORLDWIDE EDUCATIONAL SERVICES","NJ","129","184620.32000000001"
"3301300","WORLDWIDE EDUCATIONAL SERVICES","NJ","62","89017.660000000003"
"2496900","ALBUQUERQUE BARBER COLLEGE","NM","17","55443"
"474200","ALBUQUERQUE TECHNICAL VOCATIONAL INSTITUTE","NM","6998","11982180.800000001"
"2532900","BUSINESS SKILLS INSTITUTE","NM","243","498912.59999999998"
"474300","CLOVIS COMMUNITY COLLEGE","NM","1566","3251648.0699999998"
"264900","COLLEGE OF SANTA FE","NM","456","1181192.8899999999"
"265000","COLLEGE OF THE SOUTHWEST","NM","384","926671"
"2357600","CROWNPOINT INSTITUTE OF TECHNOLOGY","NM","280","638781"
"1063200","DEWOLFF COLLEGE OF HAIRSTYLING AND COSMETOLOGY","NM","130","317494.92999999999"
"265100","EASTERN NEW MEXICO UNIVERSITY","NM","3352","8817158.6199999992"
"265101","EASTERN NEW MEXICO UNIVERSITY - ROWSELL","NM","1","0"
"3014700","EDDY COUNTY BEAUTY COLLEGE","NM","48","112740.24000000001"
"2146400","INSTITUTE OF AMERICAN INDIAN AND ALASKA NATIONAL CULTURE AND ARTS DEV","NM","127","361526"
"3029300","INTERNATIONAL INSTITUTE OF CHINESE MEDICINE","NM","2","4000"
"996200","LUNA COMMUNITY COLLEGE","NM","462","1131171.9099999999"
"3206300","MESALANDS COMMUNITY COLLEGE","NM","249","655560"
"3099300","METROPOLITAN COLLEGE","NM","313","755832.55000000005"
"265300","NEW MEXICO HIGHLANDS UNIVERSITY","NM","1082","3026665"
"265400","NEW MEXICO INSTITUTE OF MINING & TECHNOLOGY","NM","333","852084.80000000005"
"265500","NEW MEXICO JUNIOR COLLEGE","NM","1197","2770452"
"265600","NEW MEXICO MILITARY INSTITUTE","NM","106","260681"
"265700","NEW MEXICO STATE UNIVERSITY","NM","8032","20524782"
"265704","NEW MEXICO STATE UNIVERSITY - GRANTS","NM","4","8850"
"2083900","NORTHERN NEW MEXICO COMMUNITY COLLEGE","NM","767","1801632.98"
"1300500","OLYMPIAN UNIVERSITY OF COSMETOLOGY","NM","128","303598.62"
"3297300","ROSWELL BEAUTY COLLEGE OF COSMETOLOGY ARTS & SCIENCES","NM","16","8570"
"209300","SAINT JOHN'S COLLEGE","NM","130","345373"
"266000","SAN JUAN COLLEGE","NM","1776","4320748"
"2278100","SANTA FE COMMUNITY COLLEGE","NM","1096","2017173"
"3128200","SOUTHWEST HEALTH CAREER INSTITUTE","NM","251","565573.98999999999"
"2511000","SOUTHWESTERN INDIAN POLYTECHNIC INSTITUTE","NM","464","744112"
"3430300","UNIVERSAL THERAPEUTIC MASSAGE INSTITUTE","NM","144","210079.75"
"266300","UNIVERSITY OF NEW MEXICO","NM","8750","22828636.359999999"
"266400","WESTERN NEW MEXICO UNIVERSITY","NM","1353","3585706"
"1323200","ACADEMY OF HAIR DESIGN","NV","105","208339.35999999999"
"3084600","ART INSTITUTE OF LAS VEGAS (THE)","NV","244","517764.62"
"2621500","CAREER COLLEGE OF NORTHERN NEVADA","NV","448","834015"
"3088200","CARSON CITY BEAUTY ACADEMY","NV","69","195862.01999999999"
"1036200","COMMUNITY COLLEGE OF SOUTHERN NEVADA","NV","5971","12743625.82"
"3474500","DAHAN INSTITUTE OF MASSAGE STUDIES","NV","265","199839.06"
"697700","GREAT BASIN COLLEGE","NV","515","1008196.6899999999"
"3043200","HERITAGE COLLEGE","NV","586","1428536.95"
"2237500","LAS VEGAS COLLEGE","NV","1035","1805849"
"736700","MARINELLO SCHOOLS OF BEAUTY","NV","138","354317.01000000001"
"1009800","MORRISON UNIVERSITY","NV","76","136601.85000000001"
"919200","SIERRA NEVADA COLLEGE","NV","195","432563"
"2097100","SOUTHERN NEVADA UNIVERSITY OF COSMETOLOGY","NV","136","335723.84000000003"
"2107700","TRUCKEE MEADOWS COMMUNITY COLLEGE","NV","1629","2945995.52"
"256900","UNIVERSITY OF NEVADA - LAS VEGAS","NV","3886","9739704.1600000001"
"256800","UNIVERSITY OF NEVADA - RENO","NV","1592","3764614.1400000001"
"1036300","WESTERN NEVADA COMMUNITY COLLEGE","NV","753","1387750.6100000001"
"2299900","A BUSINESS CAREER INSTITUTE","NY","8","9134"
"266600","ADELPHI UNIVERSITY","NY","935","2417213"
"3103700","ADIRONDACK BEAUTY SCHOOL","NY","26","67897"
"2171900","AILEY SCHOOL (THE)","NY","25","63623"
"288500","ALBANY COLLEGE OF PHARMACY","NY","167","396407"
"2170200","ALBANY SCHOHARIE SCHENECTADY SARATOGA BOCES PRACTICAL NURSING PROGRAM","NY","59","184762"
"266800","ALFRED UNIVERSITY","NY","731","1884296"
"3358300","ALLEN SCHOOL","NY","887","2084942"
"1081300","AMERICAN ACADEMY MCALLISTER INSTITUTE","NY","74","180050"
"746500","AMERICAN ACADEMY OF DRAMATIC ARTS","NY","59","165455"
"3342400","AMERICAN BARBER INSTITUTE","NY","120","250241"
"3031000","AMERICAN CENTER FOR CAREER TRAINING","NY","163","298255.32000000001"
"757200","AMERICAN MUSICAL & DRAMATIC ACADEMY","NY","220","552671"
"751800","APEX TECHNICAL SCHOOL","NY","1557","3671011"
"643502","ARNOT ODGEN MEDICAL CENTER, SCHOOL OF RADIOLOGY TECHNOLOGY","NY","7","18200"
"643500","ARNOT OGDEN MEDICAL CENTER - SCHOOL OF RADIOLOGIC TECHNOLOGY","NY","37","108262"
"2525600","ART INSTITUTE OF NEW YORK CITY (THE)","NY","1405","3060629.3300000001"
"3095500","ASA INSTITUTE OF BUSINESS AND COMPUTER TECHNOLOGY","NY","4302","11875342"
"2506000","ASSOCIATED BETH RIVKAH SCHOOLS","NY","84","318265"
"737200","AUSTIN BEAUTY SCHOOL","NY","98","188432"
"267100","BARD COLLEGE","NY","245","694198.5"
"270800","BARNARD COLLEGE","NY","419","1218345"
"739100","BEAUTY SCHOOL OF MIDDLETOWN","NY","104","200846"
"3713300","BEIS MEDRASH HEICHAL DOVID","NY","19","68850"
"1183000","BERK TRADE & BUSINESS SCHOOL","NY","148","307902"
"739400","BERKELEY COLLEGE","NY","1353","3341585.27"
"739402","BERKELEY COLLEGE  -  WESTCHESTER CAMPUS","NY","284","690818"
"1119200","BETH HAMEDRASH SHAAREI YOSHER INSTITUTE","NY","76","288200"
"1192200","BETH HATALMUD RABBINICAL COLLEGE","NY","39","142950"
"2138500","BOCES RENSSELAER SCHOOL OF PRACTICAL NURSING","NY","74","207177.32999999999"
"1302900","BORICUA COLLEGE","NY","1329","3832691"
"2106800","BRAMSON ORT COLLEGE MAIN CAMPUS-01","NY","655","1679758"
"2075700","BRIARCLIFFE COLLEGE","NY","1594","3633319.1099999999"
"2075702","BRIARCLIFFE COLLEGE - PATCHOGUE","NY","2","0"
"286200","BROOME COMMUNITY COLLEGE","NY","2762","6246277.9400000004"
"2153600","BROOME DELAWARE TIOGA BOCES PROGRAM OF PRACTICAL NURSING","NY","23","15975"
"267800","BRYANT & STRATTON BUSINESS INSTITUTE","NY","1574","3853842"
"1247000","BRYANT & STRATTON BUSINESS INSTITUTE - ROCHESTER","NY","715","1567578.6799999999"
"827600","BRYANT & STRATTON BUSINESS INSTITUTE - SYRACUSE-","NY","1115","2578791"
"474900","BRYANT & STRATTON BUSINESS INSTITUTE-ALBANY","NY","478","1125033.1100000001"
"2572900","BUSINESS INFORMATICS CENTER","NY","132","344800.34000000003"
"3172400","CALIBER TRAINING INSTITUTE","NY","1236","2534050"
"268100","CANISIUS COLLEGE","NY","942","2369558"
"2056400","CAPRI COSMETOLOGY LEARNING CENTER","NY","34","65285"
"2110900","CATTARAUGUS/ALLEGANY/ERIE/WYOMING BOCES OLEAN","NY","90","191758.84"
"286100","CAYUGA  COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGE","NY","1381","3218248.02"
"2145800","CAYUGA ONONDAGA BOCES PRACTICAL NURSING PROGRAM","NY","25","80733"
"268500","CAZENOVIA COLLEGE","NY","389","980175.90000000002"
"477600","CENTRAL YESHIVA TOMCHEI TMIMIM LUBAVITZ","NY","421","1672725"
"3718300","CENTURION PROFESSIONAL TRAINING","NY","80","336200"
"843700","CHAMPLAIN VALLEY EDUCATIONAL SERVICES","NY","26","75295"
"3096200","CHARLES STUART SCHOOL","NY","25","61879.440000000002"
"2176000","CHERYL FELL'S SCHOOL OF BUSINESS","NY","32","96094"
"3426400","CHUBB INSTITUTE (THE)","NY","821","1169928.24"
"2125500","CIRCLE IN THE SQUARE THEATRE SCHOOL","NY","16","46375"
"268800","CITY COLLEGE OF NEW YORK - CUNY","NY","3967","11314481.67"
"269900","CLARKSON UNIVERSITY","NY","713","1810544.22"
"678700","CLINTON COMMUNITY COLLEGE","NY","854","1830154.22"
"644300","COCHRAN SCHOOL OF NURSING ANDRUS PAVILION ST. JOHN'S RIVERSIDE HOSP.","NY","38","88613"
"270100","COLGATE UNIVERSITY","NY","303","744850"
"266500","COLLEGE OF AERONAUTICS","NY","905","2391328.1699999999"
"270300","COLLEGE OF MOUNT SAINT VINCENT","NY","566","1686892"
"270400","COLLEGE OF NEW ROCHELLE (THE)","NY","5294","14323470"
"270500","COLLEGE OF ST ROSE","NY","819","2043190.26"
"269800","COLLEGE OF STATEN ISLAND/CUNY","NY","3623","9443739.5899999999"
"3451300","COLUMBIA GREEN BEAUTY SCHOOL","NY","44","76812.25"
"270700","COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK","NY","1061","2945376"
"3089700","COMPUTER CAREER CENTER","NY","1551","2464750.2999999998"
"757300","CONCORD BEAUTY SCHOOL","NY","388","851022"
"270900","CONCORDIA COLLEGE","NY","186","465796.84000000003"
"752200","CONTINENTAL SCHOOL OF BEAUTY CULTURE","NY","463","978391.82999999996"
"2617000","CONTINENTAL SCHOOL OF BEAUTY CULTURE","NY","129","263471.31"
"271000","COOPER UNION FOR THE ADVANCEMENT OF SCIENCE & ART (THE)","NY","153","449900"
"2182100","COPE INSTITUTE","NY","16","32621"
"271100","CORNELL UNIVERSITY","NY","2338","6282166"
"286300","CORNING COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES","NY","2030","4349091"
"644500","CROUSE  HOSPITAL SCHOOL OF NURSING","NY","92","234648"
"3380300","CULINARY ACADEMY OF LONG ISLAND","NY","85","202585.75"
"730400","CULINARY INSTITUTE OF AMERICA","NY","685","1853302.21"
"727300","CUNY - BERNARD M BARUCH","NY","4932","14883698.35"
"269100","CUNY BOROUGH OF MANHATTAN COMMUNITY COLLEGE","NY","11081","27159132.719999999"
"269200","CUNY BRONX COMMUNITY COLLEGE","NY","5997","15047245.539999999"
"268700","CUNY BROOKLYN COLLEGE","NY","5119","14140212.84"
"268900","CUNY HUNTER COLLEGE","NY","5820","15696255.66"
"269300","CUNY JOHN JAY COLLEGE OF CRIMINAL JUSTICE","NY","6211","17621860.48"
"1005100","CUNY LAGUARDIA COMMUNITY COLLEGE","NY","5374","13574371.960000001"
"702200","CUNY LEHMAN COLLEGE","NY","4204","11700371.710000001"
"1009700","CUNY MEDGAR EVERS COLLEGE","NY","2792","7220238.8600000003"
"269000","CUNY QUEENS COLLEGE","NY","3797","10461881.699999999"
"475900","CUNY YORK COLLEGE","NY","2846","7648240.9800000004"
"861100","CUNY, HOSTOS COMMUNITY COLLEGE","NY","3269","9029257.1699999999"
"1161400","CVPH MEDICAL CENTER","NY","10","16450"
"280800","DAEMEN COLLEGE","NY","564","1437148"
"3007200","DANCE THEATRE OF HARLEM","NY","1","4000"
"2187300","DARKEI NOAM RABBINICAL COLLEGE","NY","20","74150"
"3081600","DELAWARE CHENANGO MADISON OTSEGO BOCES","NY","66","145500"
"271300","DOMINICAN COLLEGE OF BLAUVELT","NY","357","889295"
"2217800","DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL (THE)","NY","14","116229.89999999999"
"266700","DOWLING COLLEGE","NY","990","2624094.1400000001"
"1191500","DRAKE BUSINESS SCHOOL","NY","133","257954"
"1191600","DRAKE BUSINESS SCHOOL","NY","448","954602.34999999998"
"1191700","DRAKE SCHOOL OF MANHATTAN","NY","428","795045.43000000005"
"1191800","DRAKE SCHOOL OF THE BRONX","NY","637","1261202.1299999999"
"2172800","DUTCHESS BOCES SCHOOL OF PRACTICAL NURSING","NY","54","131390"
"286400","DUTCHESS COMMUNITY COLLEGE","NY","1484","3076308"
"271200","D'YOUVILLE COLLEGE","NY","408","1071683"
"2179400","EASTERN SUFFOLK BOCES","NY","96","205207.92999999999"
"644800","ELLIS HOSPITAL SCHOOL OF NURSING","NY","32","64730"
"904300","ELMIRA BUSINESS INSTITUTE","NY","518","1060303"
"271800","ELMIRA COLLEGE","NY","403","871328"
"1258900","ERIE 1 BOARD OF COOPERATIVE EDUCATIONAL SERVICES","NY","104","255706"
"2235600","ERIE 2 - CHAUTAUQUA - CATTARAUGUS BOCES","NY","77","244325"
"1068400","ERIE COMMUNITY COLLEGE","NY","5469","13336801"
"286600","FASHION INSTITUTE OF TECHNOLOGY","NY","1945","5090179"
"506600","FAXTON-ST.LUKE'S SCHOOL OF RADIOGRAPHY","NY","11","38500"
"753200","FINGER LAKES COMMUNITY COLLEGE","NY","1643","3630055"
"1256100","FIVE TOWNS COLLEGE","NY","376","946132"
"272206","FORDHAM UNIVERSITY - MARYMOUNT COLLEGE OF FORDHAM UNIVERSITY","NY","364","983238"
"272200","FORDHAM UNIVERSITY - ROSE HILL CAMPUS","NY","1611","4597123"
"3328300","FRANKLIN CAREER INSTITUTE","NY","245","640940"
"2575400","FRENCH CULINARY INSTITUTE","NY","64","77669.220000000001"
"3404400","GAMLA COLLEGE","NY","154","462089"
"678200","GENESEE COMMUNITY COLLEGE","NY","1934","4419201.9699999997"
"3115300","GENESEE-LIVINGSTON-STEUBEN-WYOMING BOCES","NY","27","78163.550000000003"
"2265200","GLOBAL BUSINESS INSTITUTE","NY","748","1363505"
"2540800","GLOBE INSTITUTE OF TECHNOLOGY","NY","554","1434939"
"3208300","GRACE INSTITUTE OF BUSINESS TECHNOLOGY","NY","368","819991.73999999999"
"2105900","HAIR DESIGN INSTITUTE AT FIFTH AVENUE","NY","117","272020.97999999998"
"2172100","HAMILTON - FULTON - MONTGOMERY BOCES","NY","21","14089"
"272800","HAMILTON COLLEGE","NY","255","713612"
"3315300","HARLEM SCHOOL OF TECHNOLOGY","NY","39","117797.81"
"272900","HARTWICK COLLEGE","NY","413","1138473"
"1015300","HELENE FULD COLLEGE OF NURSING NORTH GENERAL HOSPITAL","NY","184","217072"
"2098400","HERKIMER COUNTY BOCES PRACTICAL NURSING PROGRAM","NY","52","138612.5"
"273500","HILBERT COLLEGE","NY","407","969462"
"273100","HOBART AND WILLIAM SMITH COLLEGES","NY","396","1062609"
"273200","HOFSTRA UNIVERSITY","NY","2280","5930255.0599999996"
"273400","HOUGHTON COLLEGE","NY","488","1157088.9399999999"
"286800","HUDSON VALLEY COMMUNITY COLLEGE","NY","2837","6101845.7300000004"
"2206000","HUNTER BUSINESS SCHOOL","NY","287","632946"
"2294900","INSTITUTE OF AUDIO RESEARCH","NY","426","985523"
"1210700","INSTITUTE OF DESIGN AND CONSTRUCTION","NY","79","180596.5"
"843500","INTERBORO INSTITUTE","NY","3089","7952506.2000000002"
"273700","IONA COLLEGE","NY","849","2314341"
"737500","ISLAND DRAFTING & TECHNICAL INSTITUTE","NY","145","352817.71999999997"
"273900","ITHACA COLLEGE","NY","1140","2967512.1899999999"
"849500","JAMESTOWN BUSINESS COLLEGE","NY","324","702578"
"286900","JAMESTOWN COMMUNITY COLLEGE","NY","1821","4001949"
"287000","JEFFERSON COMMUNITY COLLEGE","NY","1705","3493445.3700000001"
"1005200","JEFFERSON LEWIS BOCES PROGRAM OF PRACTICAL NURSING","NY","98","225234"
"2511500","JOFFREY BALLET SCHOOL, AMERICAN BALLET CENTER","NY","5","15775"
"274200","JUILLIARD SCHOOL (THE)","NY","91","281550"
"739800","KATHARINE GIBBS SCHOOL (THE)","NY","5577","11965693"
"1164700","KATHARINE GIBBS SCHOOL (THE)","NY","797","1802688.6699999999"
"1054900","KEHILATH YAKOV RABBINICAL SEMINARY","NY","96","382600"
"274400","KEUKA COLLEGE","NY","474","1105485.71"
"269400","KINGSBOROUGH COMMMUNITY COLLEGE/CUNY","NY","6108","15988110.33"
"2256700","KOL YAAKOV TORAH CENTER","NY","11","45950"
"746600","LABORATORY INSTITUTE OF MERCHANDISING","NY","115","291400"
"274800","LE MOYNE COLLEGE","NY","814","2089959"
"738700","LEARNING INSTITUTE FOR BEAUTY SCIENCES","NY","162","323199.34000000003"
"738800","LEARNING INSTITUTE FOR BEAUTY SCIENCES","NY","150","311140.87"
"928400","LEARNING INSTITUTE FOR BEAUTY SCIENCES","NY","106","225611"
"2173200","LEARNING INSTITUTES FOR BEAUTY SCIENCES","NY","784","2019396"
"3568300","LEON STUDIO ONE SCHOOL OF HAIR DESIGN & CAREER TRAINING CENTER","NY","79","186790.04999999999"
"3433500","LIA SCHORR INSTITUTE OF COSMETIC SKIN CARE TRAINING","NY","37","41557"
"2093700","LONG ISLAND BUSINESS INSTITUTE","NY","793","2164553"
"2118700","LONG ISLAND COLLEGE HOSPITAL - SCHOOL OF NURSING","NY","28","125543"
"275100","LONG ISLAND UNIVERSITY","NY","1454","3836279.5"
"477900","LONG ISLAND UNIVERSITY - BROOKLYN CAMPUS","NY","4150","11861284"
"275500","LONG ISLAND UNIVERSITY - SOUTHAMPTON COLLEGE-","NY","455","1243375.5"
"1302600","MACHZIKEI HADATH RABBINICAL COLLEGE","NY","117","451050"
"2126300","MADISON ONEIDA BOCES PRACTICAL NURSING PROGRAM","NY","159","254945.88"
"740100","MANDL SCHOOL","NY","881","2097794"
"275800","MANHATTAN COLLEGE","NY","776","2009534.5"
"3193300","MANHATTAN SCHOOL OF COMPUTER TECHNOLOGY","NY","99","205305.37"
"275900","MANHATTAN SCHOOL OF MUSIC","NY","76","242937"
"276000","MANHATTANVILLE COLLEGE","NY","392","1055774"
"276300","MARIA COLLEGE","NY","358","720180.01000000001"
"2160100","MARION S WHELAN SCHOOL OF PRACTICAL NURSING OF GENEVA GENERAL HOSPITAL","NY","17","42928"
"276500","MARIST COLLEGE","NY","890","2105218"
"2513500","MARJON SCHOOL OF BEAUTY CULTURE, LTD.","NY","70","192775"
"276900","MARYMOUNT MANHATTAN COLLEGE","NY","587","1539999.0900000001"
"277700","MEDAILLE COLLEGE","NY","631","1557190.9299999999"
"1220300","MEMORIAL HOSPITAL SCHOOL OF NURSING","NY","38","94848"
"1167700","MEMORIAL SLOAN KETTERING CANCER CENTER","NY","3","6300"
"2506200","MERCE CUNNINGHAM STUDIO","NY","5","11105"
"277200","MERCY COLLEGE","NY","3853","9710581.3499999996"
"3181400","MERKAZ BNOS","NY","356","1006291"
"933500","MESIVTA OF EASTERN PARKWAY RABBINICAL SEMINARY","NY","23","75325"
"726400","MESIVTA TORAH VODAATH RABBINICAL SEMINARY","NY","48","165750"
"397400","MESIVTHA TIFERETH JERUSALEM OF AMERICA","NY","17","62250"
"976900","METROPOLITAN COLLEGE OF NEW YORK","NY","1218","3668421"
"3652300","METROPOLITAN LEARNING INSTITUTE","NY","170","413712"
"928300","MIDWAY PARIS BEAUTY SCHOOL","NY","103","250678"
"2219500","MILDRED ELLEY","NY","671","1585635.8600000001"
"479800","MIRRER YESHIVA CENTRAL INSTITUTE","NY","122","352150"
"2275900","MODERN WELDING SCHOOL, INC","NY","82","188915.75"
"277500","MOLLOY COLLEGE","NY","669","1723536"
"479900","MONROE COLLEGE","NY","6176","17248090.02"
"287200","MONROE COMMUNITY COLLEGE","NY","6108","14457058"
"277800","MOUNT SAINT MARY COLLEGE","NY","597","1529173.8500000001"
"287300","NASSAU COMMUNITY COLLEGE","NY","5525","13270740.5"
"2287800","NATIONAL TRACTOR TRAILER SCHOOL","NY","40","36805"
"277900","NAZARETH COLLEGE OF ROCHESTER","NY","587","1466142.5600000001"
"902900","NEIGHBORHOOD PLAYHOUSE SCHOOL OF THE THEATRE (THE)","NY","4","9100"
"2182200","NEW SCHOOL OF RADIO AND TELEVISION","NY","25","51273"
"2066200","NEW SCHOOL UNIVERSITY","NY","1093","3059345.0800000001"
"3537300","NEW YORK AUTOMOTIVE & DIESEL INSTITUTE","NY","193","451499"
"2163400","NEW YORK CAREER INSTITUTE","NY","458","879005"
"269600","NEW YORK CITY COLLEGE OF TECHNOLOGY OF THE CITY UNIVERSITY OF NEW YORK","NY","7265","18825970.84"
"2599400","NEW YORK COLLEGE OF HEALTH PROFESSIONS","NY","250","546221.55000000005"
"2325600","NEW YORK INSTITUTE OF ENGLISH AND BUSINESS","NY","518","1118114"
"3203300","NEW YORK INSTITUTE OF MASSAGE","NY","118","215531.26000000001"
"278200","NEW YORK INSTITUTE OF TECHNOLOGY","NY","1835","4864497.3200000003"
"3088500","NEW YORK INTERNATIONAL BEAUTY SCHOOL","NY","259","612652"
"3111100","NEW YORK PARALEGAL SCHOOL","NY","112","145702.45999999999"
"1055100","NEW YORK SCHOOL FOR MEDICAL & DENTAL ASSISTANTS","NY","478","1201590"
"2069000","NEW YORK SCHOOL OF INTERIOR DESIGN","NY","40","72353.5"
"278500","NEW YORK UNIVERSITY","NY","3539","9756613.9199999999"
"287400","NIAGARA COUNTY COMMUNITY COLLEGE","NY","2044","4444264"
"278800","NIAGARA UNIVERSITY","NY","754","1866870.3500000001"
"711100","NORTH COUNTRY COMMUNITY COLLEGE","NY","818","2017911.76"
