"OPE_ID","INSTITUTION NAME","INSTITUTION CITY","INSTITUTION STATE","INSTITUTION TYPE AND CONTROL","TOTAL AWARDS","TOTAL RECIPIENTS"
"4135900","ORION COLLEGE","PLANTATION","FL","Proprietary 2yr","284112","86"
"4136400","AMERICAN INSTITUTE OF MEDICAL SCIENCES &","SOUTH PLAINFIELD","NJ","Proprietary 2yr","658217","168"
"4136500","PCCENTER","FARMERS BRANCH","TX","Proprietary 2yr","108132","21"
"4136900","UNIVERSITY OF AESTHETICS (THE)","CHICAGO","IL","Proprietary 2yr","84456","24"
"4137000","UNIVERSITY OF AESTHETICS & COSMETOLOGY (","DOWNERS GROVE","IL","Proprietary 2yr","120445","29"
"4137200","BORNER'S BARBER COLLEGE","LOS ANGELES","CA","Proprietary 2yr","127680","34"
"4137300","CAYCE/REILLY SCHOOL OF MASSOTHERAPY","VIRGINIA BEACH","VA","Private 2yr","110715","34"
"4137500","TRICOCI UNIVERSITY OF BEAUTY CULTURE","CHICAGO","IL","Proprietary 2yr","738486","203"
"4137800","AVEDA INSTITUTE COLUMBUS","COLUMBUS","OH","Proprietary 2yr","1258685","359"
"4138100","YESHIVA OF MACHZIKAI HADAS","BROOKLYN","NY","Private 4yr","2021500","345"
"4138200","SALON PROFESSIONAL ACADEMY (THE)","APPLETON","WI","Proprietary 2yr","253918","48"
"4138400","SALON PROFESSIONAL ACADEMY (THE)","BATTLE CREEK","MI","Proprietary 2yr","180212","44"
"4138500","CARDIOTECH ULTRASOUND SCHOOL","HOUSTON","TX","Proprietary 2yr","297672","64"
"4138600","ALASKA CHRISTIAN COLLEGE","SOLDOTNA","AK","Private 2yr","397963","86"
"4138700","PAUL MITCHELL THE SCHOOL - PASADENA","PASADENA","CA","Proprietary 2yr","744113","179"
"4139000","MIDWESTERN CAREER COLLEGE","CHICAGO","IL","Proprietary 2yr","1554839","450"
"4139300","NATIONAL BEAUTY COLLEGE","DENVER","CO","Proprietary 2yr","172575","34"
"4139400","HAIR ACADEMY (THE)","BISMARCK","ND","Proprietary 2yr","154469","30"
"4139700","FREDERICK SCHOOL OF COSMETOLOGY","FREDERICK","MD","Proprietary 2yr","85891","22"
"4139800","DELAWARE COLLEGE OF ART & DESIGN","WILMINGTON","DE","Private 2yr","292207","64"
"4140000","GLOBAL HEALTH COLLEGE","ALEXANDRIA","VA","Proprietary 4yr","86088","56"
"4140200","MISSISSIPPI INSTITUTE OF AESTHETICS, NAI","CLINTON","MS","Proprietary 2yr","160531","41"
"4140500","HORIZON UNIVERSITY","SAN DIEGO","CA","Private 4yr","16108","10"
"4140700","AVEDA INSTITUTE CHAPEL HILL","CHAPEL HILL","NC","Proprietary 2yr","716225","187"
"4140900","INTERNATIONAL COSMETOLOGY ACADEMY","GRAND RAPIDS","MI","Proprietary 2yr","168371","42"
"4141000","DOUGLAS J AVEDA INSTITUTE CHICAGO","CHICAGO","IL","Proprietary 2yr","277374","65"
"4141100","FRENCH ACADEMY OF COSMETOLOGY","SPRING LAKE","MI","Proprietary 2yr","162947","38"
"4141200","TONI & GUY HAIRDRESSING ACADEMY","CRANSTON","RI","Proprietary 2yr","492591","108"
"4141300","SAN FRANCISCO INSTITUTE OF ESTHETICS","SAN FRANCISCO","CA","Proprietary 2yr","615731","158"
"4141400","LAURUS COLLEGE","SAN LUIS OBISPO","CA","Proprietary 4yr","3192915","750"
"4141600","OMEGA STUDIOS' SCHOOL OF APPLIED RECORDI","ROCKVILLE","MD","Proprietary 2yr","155351","49"
"4141700","HEALING HANDS SCHOOL OF HOLISTIC HEALTH","ESCONDIDO","CA","Proprietary 2yr","246854","76"
"4142000","AUSTIN'S BEAUTY COLLEGE","CLARKSVILLE","TN","Proprietary 2yr","165529","43"
"4142300","AVEDA INSTITUTE SAN ANTONIO","SAN ANTONIO","TX","Proprietary 2yr","769920","178"
"4142500","TOURO COLLEGE LOS ANGELES","WEST HOLLYWOOD","CA","Private 4yr","1646248","341"
"4142600","TOURO UNIVERSITY","VALLEJO","CA","Private 4yr","21641","9"
"4142900","GEORGIA GWINNETT COLLEGE","LAWRENCEVILLE","GA","Public 4yr","32084936","7437"
"4143100","PROFESSIONAL HANDS INSTITUTE","MIAMI","FL","Proprietary 2yr","553566","118"
"4143200","HULT INTERNATIONAL BUSINESS SCHOOL","CAMBRIDGE","MA","Private 4yr","129797","24"
"4143800","WOODLAND COMMUNITY COLLEGE","WOODLAND","CA","Public 2yr","4558526","1345"
"4144000","VIRGINIA INTERNATIONAL UNIVERSITY","FAIRFAX","VA","Private 4yr","7400","2"
"4144200","CAREER DEVELOPMENT INSTITUTE","LOS ANGELES","CA","Proprietary 2yr","446029","97"
"4144300","INSTITUTE OF CULINARY EDUCATION","NEW YORK","NY","Proprietary 2yr","437460","191"
"4144400","ACADEMY OF HAIR DESIGN (THE)","OKLAHOMA CITY","OK","Proprietary 2yr","194902","42"
"4144500","HAIR ACDMY PAUL MITCHELL PARTNER SCHOOL","REXBURG","ID","Proprietary 2yr","749991","153"
"4144800","INTERNATIONAL ACADEMY OF STYLE","RENO","NV","Proprietary 2yr","331213","78"
"4145000","SAN DIEGO CULINARY INSTITUTE","SAN DIEGO","CA","Proprietary 2yr","126949","32"
"4145200","TRANSFORMED BARBER AND COSMETOLOGY ACADE","KANSAS CITY","MO","Proprietary 2yr","146899","41"
"4145400","OXFORD ACADEMY OF HAIR DESIGN","SEYMOUR","CT","Proprietary 2yr","280979","77"
"4145500","SKIN SCIENCE INSTITUTE OF LASER & ESTHET","SALT LAKE CITY","UT","Proprietary 2yr","401554","106"
"4145600","INTERNATIONAL COLLEGE OF COSMETOLOGY","OAKLAND","CA","Proprietary 2yr","419939","113"
"4145700","THE SYSTEM A PAUL MITCHELL PARTNER SCHL","SPRINGFIELD","MO","Proprietary 2yr","744036","163"
"4145800","PULSE BEAUTY ACADEMY A PAUL MITCHELL PAR","DOWNINGTON","PA","Proprietary 2yr","153460","50"
"4145900","CELEBRITY SCHOOL OF BEAUTY","MIAMI","FL","Proprietary 2yr","1043318","294"
"4146000","NATIONAL CAREER COLLEGE","NORTH HOLLYWOOD","CA","Proprietary 2yr","1361323","293"
"4146200","EMERALD COAST TECHNICAL COLLEGE","DEFUNIAK SPRINGS","FL","Public 2yr","752367","174"
"4146300","MARCHMAN TECHNICAL EDUCATION CENTER","NEW PORT RICHEY","FL","Public 2yr","804271","222"
"4146500","PORTLAND ACTORS CONSERVATORY","PORTLAND","OR","Private 2yr","21830","4"
"4146700","AVIATION INSTITUTE OF MAINTENANCE","HOUSTON","TX","Proprietary 2yr","1601959","282"
"4146800","SOUTH TEXAS TRAINING CENTER","SAN BENITO","TX","Proprietary 2yr","898985","210"
"4146900","ADVANCED WELDING INSTITUTE","SOUTH BURLINGTON","VT","Proprietary 2yr","73318","20"
"4147000","PAUL MITCHELL THE SCHOOL ATLANTA","ATLANTA","GA","Proprietary 2yr","785136","182"
"4147100","TRICOCI UNIVERSITY OF BEAUTY CULTURE","LIBERTYVILLE","IL","Proprietary 2yr","800356","220"
"4147200","TRICOCI UNIVERSITY OF BEAUTY CULTURE","BRIDGEVIEW","IL","Proprietary 2yr","907998","262"
"4147300","TRICOCI UNIVERSITY OF BEAUTY CULTURE","GLENDALE HEIGHTS","IL","Proprietary 2yr","598698","174"
"4147400","TRICOCI UNIVERSITY OF BEAUTY CULTURE","PEORIA","IL","Proprietary 2yr","456534","127"
"4147500","TRICOCI UNIVERSITY OF BEAUTY CULTURE","ROCKFORD","IL","Proprietary 2yr","818648","211"
"4147600","AVEDA INSTITUTE LAS VEGAS","LAS VEGAS","NV","Proprietary 2yr","689439","170"
"4147700","LAKE LANIER SCHOOL OF MASSAGE","GAINESVILLE","GA","Proprietary 2yr","456195","121"
"4148200","BEYOND 21ST CENTURY BEAUTY ACADEMY","SANTA FE SPRINGS","CA","Proprietary 2yr","174153","50"
"4148300","DENVER SCHOOL OF NURSING","DENVER","CO","Proprietary 4yr","863778","220"
"4148400","EUROPEAN ACADEMY OF COSMETOLOGY AND HAIR","GUILFORD","CT","Proprietary 2yr","49605","11"
"4148500","MEDICAL INSTITUTE OF PALM BEACH","GREENACRES","FL","Proprietary 2yr","402348","125"
"4148700","AMERICAN INSTITUTE OF INTERIOR DESIGN","FOUNTAIN HILLS","AZ","Proprietary 2yr","56403","13"
"4148800","CENTERPOINT MASSAGE & SHIATSU THERAPY SC","MINNEAPOLIS","MN","Proprietary 2yr","182983","49"
"4149100","PAUL MITCHELL THE SCHOOL CINCINNATI","CINCINNATI","OH","Proprietary 2yr","1470733","352"
"4149200","XCELL ACADEMY-A PAUL MITCHELL PARTNER SC","HOOVER","AL","Proprietary 2yr","509180","108"
"4149400","GARY MANUEL AVEDA INSTITUTE","SEATTLE","WA","Proprietary 2yr","225126","55"
"4149700","HOMESTEAD SCHOOLS","TORRANCE","CA","Private 2yr","772441","168"
"4149800","SOMERSET COUNTY TECHNOLOGY CENTER","SOMERSET","PA","Public 2yr","198109","57"
"4149900","PROFILE INSTITUTE OF BARBER-STYLING","ATLANTA","GA","Proprietary 2yr","90265","33"
"4150100","GOLDEN STATE COLLEGE OF COURT REPORTING","DUBLIN","CA","Proprietary 2yr","21403","5"
"4150300","RWM FIBER OPTICS","CARSON","CA","Proprietary 2yr","118599","39"
"4150600","URBAN 113 SCHOOL OF COSMETOLOGY","TWIN FALLS","ID","Proprietary 2yr","80077","17"
"4150800","IMMOKALEE TECHNICAL CENTER","IMMOKALEE","FL","Public 2yr","590858","147"
"4150900","PROCESS INSTITUTE OF COSMETOLOGY (THE)","LAWRENCEVILLE","GA","Proprietary 2yr","308937","63"
"4151200","SALON PROFESSIONAL ACADEMY (THE)","TONAWANDA","NY","Proprietary 2yr","378926","108"
"4151400","ELEVATE SALON INSTITUTE","MIDDLEBURG HEIGHTS","OH","Proprietary 2yr","215547","46"
"4151500","AMERICAN ACADEMY OF COSMETOLOGY","ORANGE PARK","FL","Proprietary 2yr","266413","83"
"4151600","MY-LE'S BEAUTY COLLEGE","GRETNA","LA","Proprietary 2yr","291961","86"
"4151700","BELLA CAPELLI ACADEMY A PAUL MITCHELL PA","MONROEVILLE","PA","Proprietary 2yr","627259","145"
"4151800","TEMPLE (THE): A PAUL MITCHELL PARTNER SC","FREDERICK","MD","Proprietary 2yr","914685","228"
"4151900","COLUMBIA GORGE COMMUNITY COLLEGE","THE DALLES","OR","Public 2yr","1203458","370"
"4152200","CARTHAGE R-9 SCHOOL DISTRICT/CARTHAGE TE","CARTHAGE","MO","Public 2yr","197050","39"
"4152300","GEORGIA BEAUTY ACADEMY","DALTON","GA","Proprietary 2yr","166055","54"
"4152400","INTERNATIONAL INSTITUTE OF COSMETOLOGY","WETHERSFIELD","CT","Proprietary 2yr","481111","104"
"4152700","ASTRODOME CAREER CENTERS","HOUSTON","TX","Proprietary 2yr","138654","32"
"4152800","CALIFORNIA ACADEMY (THE) - A PAUL MITCHE","SACRAMENTO","CA","Proprietary 2yr","1651279","454"
"4152900","STUDIO ACADEMY OF BEAUTY (THE)","CHANDLER","AZ","Proprietary 2yr","1808367","472"
"4153000","RENAISSANCE ACADEMIE","PROVO","UT","Proprietary 2yr","286480","75"
"4153200","SOUTHERN WORCESTER COUNTY REGIONAL VOC S","CHARLTON","MA","Public 2yr","98524","22"
"4153300","PAUL MITCHELL THE SCHOOL COLUMBUS","COLUMBUS","OH","Proprietary 2yr","546962","126"
"4153800","BETHEL COLLEGE","HAMPTON","VA","Private 4yr","78804","19"
"4153900","PROVIDENCE CHRISTIAN COLLEGE","PASADENA","CA","Private 4yr","298343","68"
"4154200","CAROLINA COLLEGE OF BIBLICAL STUDIES","FAYETTEVILLE","NC","Private 4yr","382600","103"
"4154500","STARTING POINTS FOR CHILDREN","JERSEY CITY","NJ","Private 2yr","16280","8"
"4154800","DUVALL'S SCHOOL OF COSMETOLOGY","BEDFORD","TX","Proprietary 2yr","239042","71"
"4154900","NATIONAL CAREER INSTITUTE","EAST ORANGE","NJ","Proprietary 2yr","894390","304"
"4155000","NORTHWEST SCHOOL OF WOODEN BOAT BUILDING","PORT HADLOCK","WA","Private 2yr","53078","20"
"4155100","INSTITUTE OF MEDICAL CAREERS","PITTSBURGH","PA","Proprietary 2yr","1089419","273"
"4155200","OLIVER FINLEY ACADEMY OF COSMETOLOGY","BOISE","ID","Proprietary 2yr","738618","182"
"4155300","ONONDAGA SCHOOL OF THERAPEUTIC MASSAGE","SYRACUSE","NY","Proprietary 2yr","277254","69"
"4155800","ADVANCED BEAUTY COLLEGE","IRVING","TX","Proprietary 2yr","238184","45"
"4155900","AVEDA FREDRIC'S INSTITUTE","INDIANAPOLIS","IN","Proprietary 2yr","505117","127"
"4156000","ACADEMY OF COSMETOLOGY & ESTHETICS NYC (","STATEN ISLAND","NY","Proprietary 2yr","259255","63"
"4156100","TONI & GUY HAIRDRESSING ACADEMY","MODESTO","CA","Proprietary 2yr","279619","65"
"4156200","INSTITUTE OF ADVANCED MEDICAL ESTHETICS","RICHMOND","VA","Proprietary 2yr","85831","22"
"4156300","UNIVERSITY OF FORT LAUDERDALE","LAUDERHILL","FL","Private 4yr","171128","49"
"4156400","AVIATION INSTITUTE OF MAINTENANCE","ORLANDO","FL","Proprietary 2yr","1775103","344"
"4156500","GEORGIA CHRISTIAN UNIVERSITY","LILBURN","GA","Private 4yr","31410","6"
"4157100","L3 COMMERCIAL TRAINING SOLUTIONS AIRLINE","SANFORD","FL","Proprietary 2yr","81225","42"
"4157200","LOVE BEAUTY SCHOOL","MANCHESTER","TN","Proprietary 2yr","244131","63"
"4157400","NATIONAL PARALEGAL COLLEGE","PHOENIX","AZ","Proprietary 4yr","2358337","538"
"4157600","NOVA ACADEMY OF COSMETOLOGY","ROCHESTER","MN","Proprietary 2yr","375913","82"
"4157700","SALON PROFESSIONAL ACADEMY (THE)","ONALASKA","WI","Proprietary 2yr","287846","58"
"4157800","GRACE MISSION UNIVERSITY","FULLERTON","CA","Private 4yr","194251","43"
"4158000","METRO BEAUTY ACADEMY","ALLENTOWN","PA","Proprietary 2yr","335884","81"
"4158100","AIKEN SCHOOL OF COSMETOLOGY","AIKEN","SC","Proprietary 2yr","158039","38"
"4158200","PAUL MITCHELL THE SCHOOL SHERMAN OAKS","SHERMAN OAKS","CA","Proprietary 2yr","846419","209"
"4158300","FLAGLER TECHNICAL INSTITUTE","PALM COAST","FL","Public 2yr","91673","28"
"4158400","L'ESPRIT ACADEMY","LIVONIA","MI","Proprietary 2yr","331480","104"
"4158500","TEXAS BEAUTY COLLEGE","HALTOM CITY","TX","Proprietary 2yr","230041","55"
"4158800","THEATRE OF ARTS","HOLLYWOOD","CA","Proprietary 2yr","196043","51"
"4158900","FLAIR BEAUTY COLLEGE","CANYON COUNTRY","CA","Proprietary 2yr","201044","51"
"4159300","MARKETTI ACADEMY OF COSMETOLOGY","WATERFORD","MI","Proprietary 2yr","86736","25"
"4159400","COLUMBIA COLLEGE OF NURSING","GLENDALE","WI","Private 4yr","265981","59"
"4159600","GALAXY MEDICAL COLLEGE","NORTH HOLLYWOOD","CA","Proprietary 2yr","266702","52"
"4159700","AMERICAN MEDICAL SCIENCES CENTER","GLENDALE","CA","Proprietary 2yr","548598","92"
"4160100","TRINITY SCHOOL OF HEALTH AND ALLIED SCIE","GARDENA","CA","Proprietary 2yr","9472","3"
"4160400","ANGELES COLLEGE","LOS ANGELES","CA","Proprietary 2yr","395041","89"
"4160500","AVALON SCHOOL OF COSMETOLOGY","WORTHINGTON","MN","Proprietary 2yr","89644","17"
"4160600","PAUL MITCHELL THE SCHOOL NORMAL","NORMAL","IL","Proprietary 2yr","373939","87"
"4160700","AVENUE FIVE INSTITUTE","AUSTIN","TX","Proprietary 2yr","770864","212"
"4161700","SHASTA SCHOOL OF COSMETOLOGY","REDDING","CA","Proprietary 2yr","295491","66"
"4161800","BRANDMAN UNIVERSITY","IRVINE","CA","Private 4yr","7452618","2024"
"4161900","MANDALYN ACADEMY","AMERICAN FORK","UT","Proprietary 2yr","195272","51"
"4162000","JOSE MARIA VARGAS UNIVERSITY","PEMBROKE PINES","FL","Proprietary 4yr","28059","8"
"4162200","LAIRD INSTITUTE OF SPA THERAPY","MANCHESTER","NH","Proprietary 2yr","119883","31"
"4162400","TONI AND GUY HAIRDRESSING ACADEMY","ALBUQUERQUE","NM","Proprietary 2yr","742435","176"
"4162500","HOLLYWOOD INSTITUTE OF BEAUTY CAREERS","HOLLYWOOD","FL","Proprietary 2yr","3070087","826"
"4162700","ERIC FISHER ACADEMY","WICHITA","KS","Proprietary 2yr","590250","156"
"4162800","S.I.C.E PAUL MITCHELL PARTNER SCHOOL","MODESTO","CA","Proprietary 2yr","1214327","279"
"4163000","SUMMIT SALON ACADEMY","TAMPA","FL","Proprietary 2yr","421048","107"
"4163100","SUMMIT SALON ACADEMY - GAINESVILLE","GAINESVILLE","FL","Proprietary 2yr","366591","100"
"4163200","SALON PROFESSIONAL ACADEMY (THE)","THE VILLAGES","FL","Proprietary 2yr","679272","154"
"4163300","COMPASS COLLEGE OF CINEMATIC ARTS","GRAND RAPIDS","MI","Private 4yr","436565","81"
"4163400","COSMO BEAUTY ACADEMY","WEST SACRAMENTO","CA","Proprietary 2yr","174959","52"
"4163700","BITTERROOT SCHOOL OF COSMETOLOGY","HAMILTON","MT","Proprietary 2yr","139155","30"
"4164100","MONTANA ACADEMY OF SALON","GREAT FALLS","MT","Proprietary 2yr","381622","79"
"4164300","GLOBAL INSTITUTE","CAGUAS","PR","Proprietary 2yr","14138","12"
"4164400","ANGELES INSTITUTE","LAKEWOOD","CA","Proprietary 2yr","659140","163"
"4164600","D. A. DORSEY EDUCATIONAL CENTER","MIAMI","FL","Public 2yr","238206","68"
"4164700","KEWEENAW BAY OJIBWA COMMUNITY COLLEGE","BARAGA","MI","Public 2yr","255702","73"
"4165000","MERIDIAN INSTITUTE OF SURGICAL ASSISTING","JOELTON","TN","Proprietary 2yr","413194","179"
"4165300","PAUL MITCHELL THE SCHOOL MILWAUKEE","PEWAUKEE","WI","Proprietary 2yr","348365","81"
"4165500","ACAYDIA SCHOOL OF AESTHETICS","PROVO","UT","Proprietary 2yr","227700","58"
"4165800","SALON PROFESSIONAL ACADEMY (THE)","LEWISVILLE","TX","Proprietary 2yr","370749","87"
"4165900","PAUL MITCHELL THE SCHOOL FRESNO","FRESNO","CA","Proprietary 2yr","1248440","267"
"4166000","MANHATTAN INSTITUTE (THE)","NEW YORK","NY","Proprietary 2yr","798040","199"
"4166700","REM SPA INC","ANDERSON","IN","Proprietary 2yr","338767","84"
"4166800","SALON PROFESSIONAL ACADEMY (THE)","PERRYSBURG","OH","Proprietary 2yr","162729","38"
"4166900","COSMETIC ARTS INSTITUTE","WALTERBORO","SC","Proprietary 2yr","65839","17"
"4167000","PAUL MITCHELL THE SCHOOL TEMECULA","TEMECULA","CA","Proprietary 2yr","1451801","335"
"4167100","AVEDA INSTITUTE DENVER","DENVER","CO","Proprietary 2yr","1055803","252"
"4167300","SALON PROFESSIONAL ACADEMY (THE)","NORTH FORT MYERS","FL","Proprietary 2yr","186341","58"
"4167400","SAGE SCHOOL OF MASSAGE & HEALING ARTS","BEND","OR","Proprietary 2yr","59265","19"
"4167600","FINGER LAKES SCHOOL OF MASSAGE (THE)","ITHACA","NY","Proprietary 2yr","743528","214"
"4167700","ARTISAN COLLEGE OF COSMETOLOGY (THE)","FINDLAY","OH","Proprietary 2yr","21694","7"
"4167800","INNOVATIONS DESIGN ACADEMY","CANTON","IL","Proprietary 2yr","131667","29"
"4168600","COLLEGE OF MASSAGE THERAPY","BLACKFOOT","ID","Proprietary 2yr","52521","15"
"4168700","LAWYER'S ASSISTANT SCHOOL OF DALLAS","DALLAS","TX","Proprietary 2yr","1147396","270"
"4168800","ABC BEAUTY ACADEMY","GARLAND","TX","Proprietary 2yr","168117","44"
"4168900","HOLISTIC MASSAGE TRAINING INSTITUTE","BALTIMORE","MD","Proprietary 2yr","60188","22"
"4169000","SALON & SPA INSTITUTE","BROWNSVILLE","TX","Proprietary 2yr","369245","96"
"4169100","DIAMONDS COSMETOLOGY COLLEGE","SHERMAN","TX","Proprietary 2yr","212162","50"
"4169400","NORTHERN VIRGINIA SCHOOL OF THERAPEUTIC","FALLS CHURCH","VA","Proprietary 2yr","215253","73"
"4169700","UNITEK COLLEGE","FREMONT","CA","Proprietary 4yr","6143852","1581"
"4169800","GURNICK ACADEMY OF MEDICAL ARTS","SAN MATEO","CA","Proprietary 4yr","6118286","1359"
"4169900","AMERICAN BEAUTY ACADEMY","PAYSON","UT","Proprietary 2yr","287075","79"
"4170100","SUMMIT SALON ACADEMY","TACOMA","WA","Proprietary 2yr","376865","92"
"4170200","PAUL MITCHELL THE SCHOOL COLORADO SPRING","COLORADO SPRINGS","CO","Proprietary 2yr","673165","171"
"4170300","BEAUTY ACADEMY OF SOUTH FLORIDA","HIALEAH","FL","Proprietary 2yr","992004","275"
"4170600","SALON PROFESSIONAL ACADEMY (THE)","ST. CHARLES","MO","Proprietary 2yr","400419","86"
"4170700","PAUL MITCHELL THE SCHOOL ST LOUIS","ST. LOUIS","MO","Proprietary 2yr","675572","156"
"4170800","UNITY COSMETOLOGY COLLEGE","PONTIAC","IL","Proprietary 2yr","57819","16"
"4171000","ADVANCED TRAINING INSTITUTE","LAS VEGAS","NV","Proprietary 2yr","1911663","573"
"4171100","PAUL MITCHELL THE SCHOOL-DELAWARE","NEWARK","DE","Proprietary 2yr","333577","77"
"4171400","AVEDA INSTITUTE PORTLAND","PORTLAND","OR","Proprietary 2yr","1020201","245"
"4171500","COSMOPOLITAN BEAUTY & TECH SCHOOL","ANNANDALE","VA","Proprietary 2yr","436450","110"
"4171700","AVANT GARD THE SCHOOL","INDIANAPOLIS","IN","Proprietary 2yr","33906","11"
"4172000","SOUTHERN CALIFORNIA UNIVERSITY SOMA","LOS ANGELES","CA","Proprietary 4yr","7892","1"
"4172300","ETERNITY COSMETOLOGY SCHOOL","WEST PALM BEACH","FL","Proprietary 2yr","298543","90"
"4172500","ROLF INSTITUTE OF STRUCTURAL INTEGRATION","BOULDER","CO","Private 2yr","34010","14"
"4172700","SALON PROFESSIONAL ACADEMY (THE)","EVANSVILLE","IN","Proprietary 2yr","436084","101"
"4173200","TAYLOR ANDREWS ACADEMY OF HAIR DESIGN","WEST JORDAN","UT","Proprietary 2yr","762348","215"
"4173400","SANTA ANA BEAUTY ACADEMY","SANTA ANA","CA","Proprietary 2yr","90588","24"
"4173500","MORENO VALLEY COLLEGE","MORENO VALLEY","CA","Public 2yr","10286332","3203"
"4173700","GRACE COLLEGE OF DIVINITY","FAYETTEVILLE","NC","Private 4yr","148874","40"
"4173800","SALON PROFESSIONAL ACADEMY (THE)","COLORADO SPRINGS","CO","Proprietary 2yr","330182","84"
"4173900","COSMETOLOGY COLLEGE OF FRANKLIN COUNTY","SAINT CLAIR","MO","Proprietary 2yr","71259","17"
"4174000","SKIN INSTITUTE","SAINT LOUIS","MO","Proprietary 2yr","133017","36"
"4174100","PAUL MITCHELL THE SCHOOL PHOENIX","PHOENIX","AZ","Proprietary 2yr","582131","115"
"4174200","ALL BEAUTY COLLEGE","KINGMAN","AZ","Proprietary 2yr","370573","81"
"4174400","ROCHESTER SCHOOL OF HAIR DESIGN","ROCHESTER","MN","Proprietary 2yr","80130","19"
"4174500","AVEDA INSTITUTE OF NEW MEXICO (THE)","ALBUQUERQUE","NM","Proprietary 2yr","449068","105"
"4174600","NASHVILLE BARBER AND STYLE ACADEMY","NASHVILLE","TN","Proprietary 2yr","51697","20"
"4174800","AMERICAN TRADE SCHOOL","SAINT ANN","MO","Proprietary 2yr","320770","86"
"4174900","SKIN CARE AND SPA INSTITUTE","SKOKIE","IL","Proprietary 2yr","340029","100"
"4175000","UNIVERSAL SPA TRAINING ACADEMY","DOWNERS GROVE","IL","Proprietary 2yr","219439","68"
"4175100","PAUL MITCHELL THE SCHOOL HONOLULU","HONOLULU","HI","Proprietary 2yr","498969","101"
"4175200","PAUL MITCHELL THE SCHOOL EAST BAY","PLEASANT HILL","CA","Proprietary 2yr","725396","164"
"4175300","PENROSE ACADEMY","SCOTTSDALE","AZ","Proprietary 2yr","550920","151"
"4175400","ELITE COSMETOLOGY SCHOOL","YUCCA VALLEY","CA","Proprietary 2yr","528205","131"
"4175800","JRENEE COLLEGE","ELGIN","IL","Proprietary 2yr","2223","1"
"4175900","LEWISTOWN HOSPITAL SCHOOL OF NURSING","LEWISTOWN","PA","Private 2yr","64048","18"
"4176000","AMERICAN TECHNICAL INSTITUTE","BAYAMON","PR","Proprietary 2yr","152608","49"
"4176100","NORCO COLLEGE","NORCO","CA","Public 2yr","9511957","2803"
"4176300","BERGIN UNIVERSITY OF CANINE STUDIES","SANTA ROSA","CA","Private 4yr","71360","16"
"4176700","AVEDA INSTITUTE BOISE","BOISE","ID","Proprietary 2yr","195418","39"
"4177100","PIMA MEDICAL INSTITUTE-SOUTH DENVER","DENVER","CO","Proprietary 2yr","3205551","872"
"4177200","REAL BARBERS COLLEGE (THE)","ANAHEIM","CA","Proprietary 2yr","320987","84"
"4177300","OHIO MEDICAL CAREER COLLEGE","DAYTON","OH","Proprietary 2yr","293579","125"
"4177400","CAPILO SCHOOL OF HAIR DESIGN","AUGUSTA","ME","Proprietary 2yr","354711","97"
"4177500","PURE AESTHETICS","TUCSON","AZ","Proprietary 2yr","70747","23"
"4177600","LINDSEY INSTITUTE OF COSMETOLOGY","BOWLING GREEN","KY","Proprietary 2yr","136481","34"
"4177700","TRI-STATE INSTITUTE OF HAIR DESIGN","LONDON","KY","Proprietary 2yr","99701","29"
"4177800","SALON PROFESSIONAL ACADEMY (THE)","IOWA CITY","IA","Proprietary 2yr","81725","17"
"4177900","BUCKNER BARBER SCHOOL","DALLAS","TX","Proprietary 2yr","123933","31"
"4178000","SIMMONS COLLEGE OF KENTUCKY","LOUISVILLE","KY","Private 4yr","732540","162"
"4178100","CAROLINA COLLEGE OF HAIR DESIGN","ASHEVILLE","NC","Proprietary 2yr","153174","41"
"4178200","VOGUE COLLEGE - SAN ANTONIO","SAN ANTONIO","TX","Proprietary 2yr","413417","113"
"4178300","VOGUE BEAUTY ACADEMY","SAN ANTONIO","TX","Proprietary 2yr","380258","107"
"4178400","VOGUE COLLEGE - MCALLEN","MCALLEN","TX","Proprietary 2yr","1402744","352"
"4178500","VOGUE COLLEGE OF COSMETOLOGY","SANTA FE","NM","Proprietary 2yr","289110","74"
"4178700","ATELIER ESTHETIQUE INSTITUTE OF ESTHETIC","NEW YORK","NY","Proprietary 2yr","328022","112"
"4179100","PCCTI IT & HEALTHCARE","OAK BROOK","IL","Proprietary 2yr","735723","229"
"4179200","ADVANCED COLLEGE OF COSMETOLOGY","WAUPUN","WI","Proprietary 2yr","95949","21"
"4179500","NORTH AMERICAN UNIVERSITY","HOUSTON","TX","Private 4yr","496685","106"
"4179600","ENTOURAGE INSTITUTE OF BEAUTY AND ESTHET","LENEXA","KS","Proprietary 2yr","209613","65"
"4179700","UNITED BEAUTY COLLEGE","DENVER","CO","Proprietary 2yr","247468","57"
"4179900","TOMORROW'S IMAGE BARBER ACADEMY OF VIRGI","NEWPORT NEWS","VA","Proprietary 2yr","194496","43"
"4180000","CINTA AVEDA INSTITUTE","SAN FRANCISCO","CA","Proprietary 2yr","745966","186"
"4180200","LONG ISLAND NAIL SKIN & HAIR INSTITUTE","LEVITTOWN","NY","Proprietary 2yr","153825","51"
"4181200","SOUTHERN CALIFORNIA HEALTH INSTITUTE","NORTH HOLLYWOOD","CA","Proprietary 2yr","1473800","319"
"4181400","BEST CARE TRAINING INSTITUTE","EAST ORANGE","NJ","Proprietary 2yr","308314","74"
