"OPEID","PELLID","Name","State","Type & Control","Recipients","Awards"
"100300","1003","FAULKNER UNIVERSITY","AL","private 4 year","1597","3999106"
"446200","4462","GADSDEN BUSINESS COLLEGE","AL","proprietary","20","23542"
"101700","1017","GADSDEN STATE COMMUNITY COLLEGE","AL","public 2 year","2415","5671366"
"2323800","16445","GAITHER & COMPANY BEAUTY COLLEGE","AL","proprietary","3","5767"
"101800","1018","GEORGE C. WALLACE COMMUNITY COLLEGE","AL","public 2 year","1784","3203252"
"787100","7871","GEORGE C. WALLACE STATE COMMUNITY COLLEGE-MAIN CAMPUS","AL","public 2 year","2631","6482458"
"569900","9980","GEORGE CORLEY WALLACE STATE COMMUNITY COLLEGE-CLANTON","AL","public 2 year","1569","3706573"
"573400","5734","H. COUNCILL TRENHOLM STATE TECHNICAL COLLEGE","AL","public 2 year","1030","1656478"
"2199700","15370","HERITAGE CHRISTIAN UNIVERSITY","AL","private 4 year","44","103733"
"1019300","10193","HERZING COLLEGE","AL","proprietary","435","1087047"
"101900","1019","HUNTINGDON COLLEGE","AL","private 4 year","264","625088"
"3894300","38943","HUNTSVILLE BIBLE COLLEGE","AL","private 4 year","3","6037"
"526000","5260","J F DRAKE STATE TECHNICAL COLLEGE","AL","public 2 year","591","1365562"
"102000","1020","JACKSONVILLE STATE UNIVERSITY","AL","public 4 year","2851","7736642"
"102100","1021","JEFFERSON DAVIS COMMUNITY COLLEGE","AL","public 2 year","706","1509917"
"102200","1022","JEFFERSON STATE COMMUNITY COLLEGE","AL","public 2 year","1940","4003890"
"102300","1023","JUDSON COLLEGE","AL","private 4 year","124","306072"
"105900","1059","LAWSON STATE COMMUNITY COLLEGE","AL","public 2 year","2393","5806065"
"898800","8988","LURLEEN B. WALLACE COMMUNITY COLLEGE","AL","public 2 year","825","2145299"
"102600","1026","MARION MILITARY INSTITUTE","AL","private 2 year","88","228435"
"102800","1028","MILES COLLEGE","AL","private 4 year","1558","4653922"
"103100","1031","NORTHEAST ALABAMA COMMUNITY COLLEGE","AL","public 2 year","1454","3426448"
"569700","5697","NORTHWEST - SHOALS COMMUNITY COLLEGE","AL","public 2 year","1826","4441811"
"103300","1033","OAKWOOD COLLEGE","AL","private 4 year","750","2179209"
"2296000","16217","PRINCE INSTITUTE OF PROFESSIONAL STUDIES","AL","proprietary","49","132457"
"2503400","16885","REGIONS UNIVERSITY","AL","private 4 year","247","575282"
"569200","5692","REID STATE TECHNICAL COLLEGE","AL","public 2 year","439","760937"
"2605500","26055","REMINGTON COLLEGE - MOBILE CAMPUS","AL","proprietary","3742","7762273"
"103600","1036","SAMFORD UNIVERSITY","AL","private 4 year","358","935350"
"569100","5691","SHELTON STATE COMMUNITY COLLEGE","AL","public 2 year","2455","5542593"
"103800","1038","SNEAD STATE COMMUNITY COLLEGE","AL","public 2 year","1050","2548374"
"2270400","13857","SOUTHEASTERN BIBLE COLLEGE","AL","private 4 year","91","198071"
"3459300","34593","SOUTHEASTERN SCHOOL OF COSMETOLOGY","AL","private 2 year","135","347159"
"1123700","11237","SOUTHERN COMMUNITY COLLEGE","AL","private 2 year","97","198080"
"104000","1040","SOUTHERN UNION STATE COMMUNITY COLLEGE","AL","public 2 year","1643","4052216"
"104100","1041","SPRING HILL COLLEGE","AL","private 4 year","349","904940"
"104400","1044","STILLMAN COLLEGE","AL","private 4 year","625","1940144"
"104600","1046","TALLADEGA COLLEGE","AL","private 4 year","251","794331"
"104700","1047","TROY UNIVERSITY","AL","public 4 year","7667","19077401"
"105000","1050","TUSKEGEE UNIVERSITY","AL","private 4 year","1236","3779379"
"2170600","21706","UNITED STATES SPORTS ACADEMY","AL","private 4 year","50","82367"
"105100","1051","UNIVERSITY OF ALABAMA","AL","public 4 year","3832","10512902"
"105200","1052","UNIVERSITY OF ALABAMA AT BIRMINGHAM","AL","public 4 year","3211","8671887"
"105500","1055","UNIVERSITY OF ALABAMA IN HUNTSVILLE","AL","public 4 year","1490","3755467"
"102900","1029","UNIVERSITY OF MOBILE","AL","private 4 year","632","1679969"
"100400","1004","UNIVERSITY OF MONTEVALLO","AL","public 4 year","680","1806797"
"101600","1016","UNIVERSITY OF NORTH ALABAMA","AL","public 4 year","1565","4254403"
"105700","1057","UNIVERSITY OF SOUTH ALABAMA","AL","public 4 year","3138","8050742"
"102400","1024","UNIVERSITY OF WEST ALABAMA","AL","public 4 year","1079","3192943"
"3010600","30106","VIRGINIA COLLEGE OF BIRMINGHAM","AL","proprietary","7005","16091653"
"3010611","15609","VIRGINIA COLLEGE OF BIRMINGHAM - THE GOLF ACADEMY OF","AL","proprietary","278","673675"
"3010608","31005","VIRGINIA COLLEGE OF BIRMINGHAM - VIRGINIA COLLEGE AT","AL","proprietary","1412","3095712"
"3065100","30651","ARKADELPHIA BEAUTY COLLEGE","AR","proprietary","44","105740"
"108700","1087","ARKANSAS BAPTIST COLLEGE","AR","private 4 year","319","831396"
"3997300","39973","ARKANSAS BEAUTY COLLEGE","AR","proprietary","43","97282"
"3005100","30051","ARKANSAS BEAUTY SCHOOL","AR","proprietary","72","186895"
"3007600","30076","ARKANSAS BEAUTY SCHOOL/CONWAY","AR","proprietary","56","122735"
"3023400","30234","ARKANSAS COLLEGE OF BARBERING & HAIR DESIGN","AR","proprietary","102","290018"
"1286000","12860","ARKANSAS NORTHEASTERN COLLEGE","AR","public 2 year","933","2152680"
"109000","1090","ARKANSAS STATE UNIVERSITY","AR","public 4 year","5487","14233809"
"109100","1091","ARKANSAS STATE UNIVERSITY - BEEBE","AR","public 2 year","1411","3444467"
"108900","1089","ARKANSAS TECH UNIVERSITY","AR","public 4 year","2863","7602613"
"2363500","15099","ARTHUR'S BEAUTY COLLEGE","AR","proprietary","74","129434"
"2538500","17020","ARTHUR'S BEAUTY COLLEGE","AR","proprietary","176","374021"
"3127200","31272","ASKINS VO TECH","AR","proprietary","18","22100"
"3105200","31052","BAPTIST HEALTH MEDICAL CENTER","AR","private 4 year","370","778598"
"2260400","14554","BEE JAY'S HAIRSTYLING ACADEMY","AR","proprietary","27","63752"
"2052200","11948","BLACK RIVER TECHNICAL COLLEGE","AR","public 2 year","1191","2736865"
"3212300","32123","BLYTHEVILLE ACADEMY OF COSMETOLOGY","AR","proprietary","13","42942"
"2341700","16596","CAREER ACADEMY OF HAIR DESIGN","AR","proprietary","47","109560"
"109300","1093","CENTRAL BAPTIST COLLEGE","AR","private 4 year","174","407400"
"2220900","12432","COSSATOT COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKAN","AR","public 2 year","548","1334880"
"3912300","39123","CROSSETT SCHOOL OF COSMETOLOGY","AR","proprietary","29","63374"
"109500","1095","CROWLEY'S RIDGE COLLEGE","AR","private 2 year","70","177599"
"704400","13583","CROWLEY'S RIDGE TECHNICAL INSTITUTE","AR","public 2 year","193","479944"
"3116800","31168","DELUXE BEAUTY SCHOOL","AR","proprietary","11","28309"
"1226000","12260","EAST ARKANSAS COMMUNITY COLLEGE","AR","public 2 year","867","2214407"
"2272400","16041","EASTERN COLLEGE OF HEALTH VOCATIONS","AR","proprietary","609","1301671"
"3855300","38553","ECCLESIA COLLEGE","AR","private 4 year","35","110312"
"792100","8070","FAYETTEVILLE BEAUTY COLLEGE","AR","proprietary","59","127720"
"3124900","31249","HAIR ACADEMY OF LITTLE ROCK, A PAUL MITCHELL PARTNER","AR","proprietary","12","28983"
"109700","1097","HARDING UNIVERSITY","AR","private 4 year","1086","2951076"
"109800","1098","HENDERSON STATE UNIVERSITY","AR","public 4 year","1444","3919540"
"109900","1099","HENDRIX COLLEGE","AR","private 4 year","195","553069"
"3007100","30071","HOT SPRINGS BEAUTY COLLEGE","AR","proprietary","57","143414"
"2330800","16498","JEFFERSON SCHOOL OF NURSING","AR","private 2 year","48","99266"
"110000","1100","JOHN BROWN UNIVERSITY","AR","private 4 year","464","1064809"
"2525800","16925","LEES SCHOOL OF COSMETOLOGY","AR","proprietary","36","105842"
"3519400","35194","LYNNDALE FUNDAMENTALS OF BEAUTY SCHOOL","AR","proprietary","23","63859"
"108800","1088","LYON COLLEGE","AR","private 4 year","181","500810"
"3254300","32543","MARGARET'S  HAIR ACADEMY","AR","proprietary","50","130065"
"2287400","16123","MARSHA KAY BEAUTY COLLEGE","AR","proprietary","21","45019"
"1074100","10741","MELLIE'S BEAUTY COLLEGE","AR","proprietary","47","86224"
"2348200","15862","MID-SOUTH COMMUNITY COLLEGE","AR","public 2 year","909","1742227"
"1210500","12105","NATIONAL PARK COMMUNITY COLLEGE","AR","public 2 year","1323","3042254"
"2284200","16053","NEW TYLER BARBER COLLEGE","AR","proprietary","102","270943"
"1226100","12261","NORTH ARKANSAS COLLEGE","AR","public 2 year","1107","2713727"
"3063300","30633","NORTHWEST ARKANSAS COMMUNITY COLLEGE","AR","public 2 year","1355","2807964"
"2073700","14044","NORTHWEST TECHNICAL INSTITUTE","AR","public 2 year","157","286696"
"110200","1102","OUACHITA BAPTIST UNIVERSITY","AR","private 4 year","326","862597"
"997600","9976","OUACHITA TECHNICAL COLLEGE","AR","public 2 year","456","1032217"
"2087000","13217","OZARKA COLLEGE","AR","public 2 year","646","1726153"
"110300","1103","PHILANDER SMITH COLLEGE","AR","private 4 year","474","1340644"
"110400","1104","PHILLIPS COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKAN","AR","public 2 year","1062","2557183"
"2202400","15585","PROFESSIONAL COSMETOLOGY EDUCATION CENTER","AR","proprietary","55","153747"
"2075300","14167","PULASKI TECHNICAL COLLEGE","AR","public 2 year","5644","13795872"
"2111100","12435","RICH MOUNTAIN COMMUNITY COLLEGE","AR","public 2 year","420","1007353"
"2569600","17262","SEARCY BEAUTY COLLEGE","AR","proprietary","71","149516"
"2074600","13858","SOUTH ARKANSAS COMMUNITY COLLEGE","AR","public 2 year","684","1586675"
"570700","14893","SOUTHEAST ARKANSAS COLLEGE","AR","public 2 year","1166","2836258"
"110700","1107","SOUTHERN ARKANSAS UNIVERSITY","AR","public 4 year","1417","3971021"
"773800","7738","SOUTHERN ARKANSAS UNIVERSITY TECH","AR","public 2 year","343","833243"
"110800","1108","UNIVERSITY OF ARKANSAS","AR","public 4 year","2915","7826242"
"111000","1110","UNIVERSITY OF ARKANSAS AT FORT SMITH","AR","public 4 year","2708","6616902"
"110100","1101","UNIVERSITY OF ARKANSAS AT LITTLE ROCK","AR","public 4 year","3917","9742181"
"108500","1085","UNIVERSITY OF ARKANSAS AT MONTICELLO","AR","public 4 year","1698","4462899"
"108600","1086","UNIVERSITY OF ARKANSAS AT PINE BLUFF","AR","public 4 year","2191","6521259"
"2073500","14042","UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT BATESVILL","AR","public 2 year","871","2072752"
"573200","5732","UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT HOPE","AR","public 2 year","635","1536976"
"524500","5245","UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT MORRILTON","AR","public 2 year","1002","2113188"
"110900","1109","UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES","AR","public 4 year","324","873134"
"109200","1092","UNIVERSITY OF CENTRAL ARKANSAS","AR","public 4 year","3553","9680793"
"109400","1094","UNIVERSITY OF THE OZARKS","AR","private 4 year","166","491958"
"3214300","32143","VELVATEX COLLEGE OF BEAUTY CULTURE","AR","proprietary","30","85992"
"110600","1106","WILLIAMS BAPTIST COLLEGE","AR","private 4 year","266","714753"
"1001000","10010","AMERICAN SAMOA COMMUNITY COLLEGE","AS","public 2 year","1378","3631759"
"2199900","15550","AMERICAN INDIAN COLLEGE OF THE ASSEMBLIES OF GOD","AZ","private 4 year","53","134463"
"2317800","16405","AMERICAN INSTITUTE OF TECHNOLOGY","AZ","proprietary","553","761233"
"2263100","15988","ANTHEM COLLEGE","AZ","proprietary","8313","18558483"
"2100600","14550","APOLLO COLLEGE","AZ","proprietary","3399","8542070"
"886400","8864","ARIZONA ACADEMY OF BEAUTY","AZ","proprietary","53","139777"
"1180200","11802","ARIZONA ACADEMY OF BEAUTY - NORTH","AZ","proprietary","55","124591"
"1084700","10847","ARIZONA AUTOMOTIVE INSTITUTE","AZ","proprietary","826","2057920"
"3115000","31150","ARIZONA COLLEGE OF ALLIED HEALTH","AZ","proprietary","281","559564"
"4120900","41209","ARIZONA CULINARY INSTITUTE","AZ","proprietary","6","13800"
"108100","1081","ARIZONA STATE UNIVERSITY","AZ","public 4 year","11783","30369110"
"107100","1071","ARIZONA WESTERN COLLEGE","AZ","public 2 year","3010","6812903"
"2491500","16730","ART CENTER DESIGN COLLEGE (THE)","AZ","proprietary","359","868678"
"4051300","40513","ART INSTITUTE OF PHOENIX (THE)","AZ","proprietary","577","1368222"
"1180800","11808","ARTISTIC BEAUTY COLLEGES - FLAGSTAFF","AZ","proprietary","280","589314"
"2220300","15694","ARTISTIC BEAUTY COLLEGES - GLENDALE","AZ","proprietary","146","363779"
"1234300","12343","ARTISTIC BEAUTY COLLEGES - PHOENIX","AZ","proprietary","216","466221"
"1293700","12937","ARTISTIC BEAUTY COLLEGES - SCOTTSDALE","AZ","proprietary","40","97846"
"886500","8865","ARTISTIC BEAUTY COLLEGES - TUCSON","AZ","proprietary","370","842743"
"3076400","30764","BRYMAN SCHOOL (THE) - PHOENIX","AZ","proprietary","5659","11822635"
"3097800","30978","CARSTEN INSTITUTE","AZ","proprietary","82","195248"
"728300","7283","CENTRAL ARIZONA COLLEGE","AZ","public 2 year","1291","2700264"
"3072200","30722","CHANDLER-GILBERT COMMUNITY COLLEGE","AZ","public 2 year","1132","2202325"
"945100","9451","CHAPARRAL COLLEGE","AZ","proprietary","424","1044007"
"2280500","16098","CHARLES OF ITALY BEAUTY COLLEGE","AZ","proprietary","96","251892"
"107200","1072","COCHISE COLLEGE","AZ","public 2 year","1514","3416375"
"3100400","31004","COCONINO COUNTY COMMUNITY COLLEGE-FLAGSTAFF LONE TREE","AZ","public 2 year","674","1450504"
"3120300","31203","COLLEGE AMERICA - FLAGSTAFF","AZ","proprietary","325","902740"
"2174900","15333","COLLINS COLLEGE","AZ","proprietary","1120","2761012"
"3034400","30344","CONSERVATORY OF RECORDING ARTS & SCIENCES","AZ","proprietary","269","551733"
"2582700","25827","CORTIVA INSTITUTE - DESERT INSTITUTE OF THE HEALING A","AZ","proprietary","48","92992"
"2623800","26238","CORTIVA INSTITUTE - SCHOOL OF MASSAGE THERAPY","AZ","proprietary","66","140280"
"2173300","15324","DEVOE COLLEGE OF BEAUTY","AZ","proprietary","25","57429"
"824600","8246","DIN? COLLEGE","AZ","public 2 year","1202","3162357"
"1085800","10858","EARL'S ACADEMY OF BEAUTY","AZ","proprietary","152","358511"
"3572300","35723","EAST VALLEY INSTITUTE OF TECHNOLOGY","AZ","public 2 year","34","96471"
"107300","1073","EASTERN ARIZONA COLLEGE","AZ","public 2 year","1030","2345878"
"3156300","31563","ESTRELLA MOUNTAIN COMMUNITY COLLEGE","AZ","public 2 year","1377","2665586"
"2295000","16203","EVEREST COLLEGE","AZ","proprietary","1895","3824162"
"830300","8303","GATEWAY COMMUNITY COLLEGE","AZ","public 2 year","1778","3211636"
"107600","1076","GLENDALE COMMUNITY COLLEGE","AZ","public 2 year","3971","7922287"
"107400","1074","GRAND CANYON UNIVERSITY","AZ","proprietary","1208","2273748"
"3445300","34453","HDS TRUCK DRIVING INSTITUTE","AZ","proprietary","87","201250"
"1218400","14283","INTERNATIONAL ACADEMY OF HAIR DESIGN","AZ","proprietary","105","212369"
"3347300","33473","INTERNATIONAL BAPTIST COLLEGE","AZ","private 4 year","27","64500"
"2218800","15681","INTERNATIONAL INSTITUTE OF THE AMERICAS","AZ","private 4 year","1610","4423241"
"2071200","13884","KAPLAN COLLEGE","AZ","proprietary","363","865800"
"2521500","5186","LAMSON COLLEGE","AZ","proprietary","424","966721"
"2181300","15391","LONG TECHNICAL COLLEGE","AZ","proprietary","71","128991"
"2192300","15491","MARICOPA BEAUTY COLLEGE","AZ","proprietary","66","182722"
"107700","1077","MESA COMMUNITY COLLEGE","AZ","public 2 year","4958","10042317"
"1186400","11864","MOHAVE COMMUNITY COLLEGE","AZ","public 2 year","2410","5041043"
"3004700","30047","MUNDUS INSTITUTE","AZ","proprietary","15","20980"
"108200","1082","NORTHERN ARIZONA UNIVERSITY","AZ","public 4 year","4476","11847443"
"1186200","11862","NORTHLAND PIONEER COLLEGE","AZ","public 2 year","759","1540273"
"2623600","26236","PARADISE VALLEY COMMUNITY COLLEGE","AZ","public 2 year","1342","2619780"
"107800","1078","PHOENIX COLLEGE","AZ","public 2 year","2798","5989975"
"726600","7266","PIMA COUNTY COMMUNITY COLLEGE","AZ","public 2 year","6621","14111867"
"2217100","15666","PIMA MEDICAL INSTITUTE","AZ","proprietary","4172","9866029"
"2065300","13659","PRESCOTT COLLEGE","AZ","private 4 year","333","790151"
"2177500","14483","RIO SALADO COMMUNITY COLLEGE","AZ","public 2 year","2861","4534783"
"2113800","14740","ROBERTO-VENN SCHOOL OF LUTHIERY","AZ","proprietary","12","26796"
"3005000","30050","SAFFORD COLLEGE OF BEAUTY CULTURE","AZ","proprietary","52","152188"
"830400","8304","SCOTTSDALE COMMUNITY COLLEGE","AZ","public 2 year","1437","2901986"
"2616700","26167","SCOTTSDALE CULINARY INSTITUTE","AZ","proprietary","1147","2821029"
"2146600","15001","SOUTH MOUNTAIN COMMUNITY COLLEGE","AZ","public 2 year","1300","2588362"
"3593300","35933","SOUTHWEST INSTITUTE OF HEALING ARTS","AZ","proprietary","147","309705"
"711300","7113","SOUTHWESTERN COLLEGE","AZ","private 4 year","90","233589"
"1168900","14127","THE REFRIGERATION SCHOOL","AZ","proprietary","269","635389"
"3784400","37844","TOHONO O'ODHAM COMMUNITY COLLEGE","AZ","private 2 year","70","141393"
"2561900","25619","TONI AND GUY HAIRDRESSING ACADEMY","AZ","proprietary","101","243477"
"446700","14212","TUCSON COLLEGE","AZ","proprietary","622","1404799"
"4059300","40593","TUCSON COLLEGE OF BEAUTY","AZ","proprietary","33","60442"
"3740500","37405","TUCSON DESIGN COLLEGE","AZ","proprietary","120","260615"
"3814300","38143","TURNING POINT BEAUTY COLLEGE","AZ","proprietary","14","40447"
"822100","8221","UNIVERSAL TECHNICAL INSTITUTE","AZ","proprietary","4842","10844460"
"2100500","14518","UNIVERSAL TECHNICAL INSTITUTE","AZ","proprietary","3625","8591201"
"2559000","17188","UNIVERSITY OF ADVANCING COMPUTER TECHNOLOGY","AZ","proprietary","404","984968"
"108300","1083","UNIVERSITY OF ARIZONA (THE)","AZ","public 4 year","6251","16673174"
"2098800","14593","UNIVERSITY OF PHOENIX","AZ","proprietary","115462","245111505"
"2171500","14970","WESTERN INTERNATIONAL UNIVERSITY","AZ","proprietary","5363","12746848"
"107900","1079","YAVAPAI COLLEGE","AZ","public 2 year","1306","2634115"
"3150500","31505","A - TECHNICAL COLLEGE","CA","proprietary","86","242407"
"3662400","36624","ACADEMY EDUCATION SERVICES","CA","proprietary","32","53004"
"753100","7531","ACADEMY OF ART UNIVERSITY","CA","proprietary","2369","5127296"
"4109300","41093","ACADEMY OF BARBERING ARTS (THE)","CA","proprietary","22","49892"
"2342400","23424","ACADEMY OF RADIO & TV BROADCASTING","CA","proprietary","81","200986"
"3327400","33274","ACUPUNCTURE AND INTEGRATIVE MEDICINE COLLEGE, BERKELE","CA","private 4 year","5","11405"
"3019900","30199","ADELANTE CAREER INSTITUTE","CA","proprietary","136","336457"
"3736300","37363","ADVANCE BEAUTY COLLEGE","CA","proprietary","292","688606"
"3786300","37863","ADVANCED COLLEGE","CA","proprietary","149","358772"
"3532400","35324","ADVANCED TRAINING ASSOCIATES","CA","proprietary","12","35294"
"2258600","14046","ALAMEDA BEAUTY COLLEGE","CA","proprietary","78","184752"
"2282300","14260","ALHAMBRA BEAUTY COLLEGE","CA","proprietary","206","533760"
"111100","1111","ALLAN HANCOCK COLLEGE","CA","public 2 year","1367","3233530"
"1111700","11117","ALLIANT INTERNATIONAL UNIVERSITY","CA","private 4 year","83","240464"
"2106900","14801","AMERICAN ACADEMY OF DRAMATIC ARTS-WEST","CA","private 2 year","55","178025"
"3969600","39696","AMERICAN AUTO INSTITUTE","CA","proprietary","86","210898"
"1307400","13074","AMERICAN BEAUTY COLLEGE","CA","proprietary","93","260437"
"2241800","15829","AMERICAN CAREER COLLEGE","CA","proprietary","3237","7927016"
"3971300","39713","AMERICAN CAREER COLLEGE","CA","proprietary","410","1017012"
"3144400","31444","AMERICAN COLLEGE OF HEALTH PROFESSIONS","CA","proprietary","28","86775"
"3138400","31384","AMERICAN COLLEGE OF MEDICAL TECHNOLOGY","CA","proprietary","365","800204"
"2099200","14545","AMERICAN CONSERVATORY THEATER FOUNDATION","CA","private 4 year","4","16200"
"3962300","39623","AMERICAN INSTITUTE OF MASSAGE THERAPY","CA","proprietary","12","28939"
"274100","2741","AMERICAN JEWISH UNIVERSITY","CA","private 4 year","32","91050"
"123200","1232","AMERICAN RIVER COLLEGE","CA","public 2 year","6704","15151081"
"3225300","32253","AMERICAN UNIVERSITY OF HEALTH SCIENCES","CA","proprietary","47","115913"
"111300","1113","ANTELOPE VALLEY COLLEGE","CA","public 2 year","3911","8478362"
"3427500","34275","ANTELOPE VALLEY MEDICAL COLLEGE","CA","proprietary","606","1408621"
"111600","1116","ART CENTER COLLEGE OF DESIGN","CA","private 4 year","739","2207474"
"723600","7236","ART INSTITUTE OF CALIFORNIA - LOS ANGELES (THE)","CA","proprietary","2862","7106448"
"2327600","16471","ART INSTITUTE OF CALIFORNIA - SAN DIEGO","CA","proprietary","1208","2867789"
"2595600","25956","ASIAN - AMERICAN INTERNATIONAL BEAUTY COLLEGE","CA","proprietary","147","383595"
"902200","13988","ASSOCIATED TECHNICAL COLLEGE","CA","proprietary","640","1940768"
"2553500","17135","ASSOCIATED TECHNICAL COLLEGE","CA","proprietary","90","241358"
"3740400","37404","ATI COLLEGE","CA","proprietary","123","317591"
"2519800","16894","AVANCE BEAUTY COLLEGE","CA","proprietary","62","161606"
"111700","1117","AZUSA PACIFIC UNIVERSITY","CA","private 4 year","957","2327616"
"111800","1118","BAKERSFIELD COLLEGE","CA","public 2 year","7646","17074546"
"3067400","30674","BALDWIN PARK ADULT SCHOOL","CA","public 2 year","118","199570"
"111900","1119","BARSTOW COMMUNITY COLLEGE","CA","public 2 year","1086","2227033"
"705000","7050","BAY VISTA COLLEGE OF BEAUTY","CA","proprietary","138","371884"
"3999300","39993","BEAUMONT ADULT SCHOOL","CA","public 2 year","32","84619"
"2242700","14311","BERKELEY CITY COLLEGE","CA","public 2 year","1127","2408974"
"112100","1121","BETHANY UNIVERSITY OF THE ASSEMBLIES OF GOD","CA","private 4 year","187","466873"
"3266300","32663","BETHESDA CHRISTIAN UNIVERSITY","CA","private 4 year","26","55970"
"112200","1122","BIOLA UNIVERSITY","CA","private 4 year","884","2096489"
"2180600","15384","BRIDGES  ACADEMY OF BEAUTY","CA","proprietary","8","17106"
"2065500","13703","BROOKS COLLEGE","CA","proprietary","562","1408168"
"112300","1123","BROOKS INSTITUTE","CA","proprietary","842","2409790"
"2543400","17050","BROWNSON TECHNICAL SCHOOL","CA","proprietary","62","151281"
"716400","7164","BRYAN COLLEGE","CA","proprietary","224","502437"
"3399300","33993","BRYAN COLLEGE","CA","proprietary","228","610786"
"807300","6972","BUTTE COLLEGE","CA","public 2 year","3996","9493606"
"112400","1124","CABRILLO COLLEGE","CA","public 2 year","2186","4651099"
"112500","1125","CALIFORNIA BAPTIST UNIVERSITY","CA","private 4 year","932","2224052"
"2065700","13828","CALIFORNIA BEAUTY COLLEGE","CA","proprietary","42","116982"
"3467300","34673","CALIFORNIA BEAUTY COLLEGE","CA","proprietary","132","316480"
"3974500","39745","CALIFORNIA CAREER COLLEGE","CA","proprietary","66","167295"
"884400","14128","CALIFORNIA CHRISTIAN COLLEGE","CA","private 4 year","22","62405"
"112700","1127","CALIFORNIA COLLEGE OF THE ARTS","CA","private 4 year","404","1085205"
"3698400","36984","CALIFORNIA COLLEGE OF VOCATIONAL CAREERS","CA","proprietary","63","161085"
"2110800","14683","CALIFORNIA COLLEGE SAN DIEGO","CA","proprietary","409","1111870"
"2086400","13500","CALIFORNIA COSMETOLOGY COLLEGE","CA","proprietary","13","30518"
"2220200","15698","CALIFORNIA CULINARY ACADEMY","CA","proprietary","572","1389997"
"3125400","31254","CALIFORNIA DESIGN COLLEGE","CA","proprietary","456","1104594"
"1186500","11865","CALIFORNIA HAIR DESIGN ACADEMY","CA","proprietary","83","199943"
"3681300","36813","CALIFORNIA HEALING ARTS COLLEGE","CA","proprietary","88","232250"
"1215400","12154","CALIFORNIA INSTITUTE OF INTEGRAL STUDIES","CA","private 4 year","27","57624"
"113100","1131","CALIFORNIA INSTITUTE OF TECHNOLOGY","CA","private 4 year","98","278816"
"113200","1132","CALIFORNIA INSTITUTE OF THE ARTS","CA","private 4 year","250","766727"
"3976400","39764","CALIFORNIA INSTITUTE OF THE HEALING ARTS AND SCIENCES","CA","proprietary","2","7088"
"113300","1133","CALIFORNIA LUTHERAN UNIVERSITY","CA","private 4 year","347","901411"
"113400","1134","CALIFORNIA MARITIME ACADEMY","CA","public 4 year","183","516323"
