"OPEID","PELLID","Name","State","Type & Control","Recipients","Awards"
"985500","9855","YESHIVA TORAS CHAIM TALMUDICAL SEMINARY","CO","private 4 year","1","4050"
"4104300","41043","ACADEMY DI CAPELLI - SCHOOL OF COSMETOLOGY","CT","proprietary","6","12992"
"982200","9822","ALBERT I PRINCE REGIONAL VOCATIONAL TECHNICAL SCHOOL","CT","public 2 year","49","78006"
"137400","1374","ALBERTUS MAGNUS COLLEGE","CT","private 4 year","544","1097606"
"1115000","11150","ASNUNTUCK COMMUNITY COLLEGE","CT","public 2 year","265","518186"
"2228800","15725","BARAN INSTITUTE OF TECHNOLOGY","CT","proprietary","466","1099583"
"4053300","40533","BRADLEY COLLEGE","CT","proprietary","9","19103"
"2074000","13954","BRANFORD HALL CAREER INSTITUTE","CT","proprietary","2793","5656496"
"940700","9407","BRIARWOOD COLLEGE","CT","proprietary","264","612802"
"618100","6181","BRIDGEPORT HOSPITAL SCHOOL OF NURSING","CT","private 2 year","50","110158"
"887400","8874","BRIO ACADEMY OF COSMETOLOGY","CT","proprietary","284","646580"
"3927300","39273","BRIO ACADEMY OF COSMETOLOGY  -  NIANTIC","CT","proprietary","58","123476"
"1041700","10417","BRIO ACADEMY OF EAST HARTFORD","CT","proprietary","192","393301"
"1149600","11496","BULLARD - HAVENS TECHNICAL HIGH SCHOOL","CT","public 2 year","21","23998"
"2115100","14742","BUTLER BUSINESS SCHOOL","CT","proprietary","273","578436"
"763500","7635","CAPITAL COMMUNITY COLLEGE","CT","public 2 year","1877","3616230"
"137800","1378","CENTRAL CONNECTICUT STATE UNIVERSITY","CT","public 4 year","1782","4298395"
"3234300","32343","CHARTER OAK STATE COLLEGE","CT","public 4 year","207","309327"
"2316600","23166","CONNECTICUT CENTER FOR MASSAGE THERAPY","CT","proprietary","158","173519"
"137900","1379","CONNECTICUT COLLEGE","CT","private 4 year","172","506312"
"3316300","33163","CONNECTICUT CULINARY INSTITUTE","CT","proprietary","262","674949"
"2148700","15059","CONNECTICUT INSTITUTE OF HAIR DESIGN","CT","proprietary","17","45150"
"3381300","33813","CONNECTICUT TRAINING CENTER","CT","private 2 year","317","557253"
"927700","15834","E C GOODWIN REGIONAL VOCATIONAL TECHNICAL SCHOOL","CT","public 2 year","29","44681"
"142500","1425","EASTERN CONNECTICUT STATE UNIVERSITY","CT","public 4 year","890","2217067"
"730000","13514","ELI WHITNEY REGIONAL VOCATIONAL TECHNICAL SCHOOL","CT","public 2 year","53","107950"
"2213000","15635","ELLA T GRASSO SOUTHEASTERN REGIONAL VOCATIONAL TECHNI","CT","public 2 year","1","4050"
"138500","1385","FAIRFIELD UNIVERSITY","CT","private 4 year","294","779015"
"2106600","14645","FOX INSTITUTE OF BUSINESS","CT","proprietary","409","850043"
"803700","6981","GATEWAY COMMUNITY COLLEGE","CT","public 2 year","1811","3588417"
"1287700","12877","GIBBS COLLEGE","CT","proprietary","510","1009209"
"2244900","15833","GOODWIN COLLEGE","CT","private 2 year","1063","2220109"
"906500","9065","HARTFORD SCHOOL OF MUSIC (THE)-","CT","private 2 year","18","35613"
"2058900","13265","HARVARD H ELLIS TECHNICAL SCHOOL","CT","public 2 year","9","25744"
"1326400","13264","HENRY ABBOTT TECHNICAL HIGH SCHOOL","CT","public 2 year","22","26080"
"138900","1389","HOLY APOSTLES COLLEGE & SEMINARY","CT","private 4 year","1","4050"
"451300","4513","HOUSATONIC COMMUNITY COLLEGE","CT","public 2 year","1741","3302377"
"2245300","15835","HOWELL CHENEY REGIONAL VOCATIONAL-TECHNICAL SCHOOL","CT","public 2 year","20","25672"
"3094800","30948","INDUSTRIAL MANAGEMENT & TRAINING INSTITUTE","CT","proprietary","57","98267"
"929100","9291","J. M. WRIGHT REGIONAL VOCATIONAL - TECHNICAL SCHOOL","CT","public 2 year","16","21220"
"1291300","12913","LEON INSTITUTE OF HAIR DESIGN","CT","proprietary","25","57256"
"730300","15712","LINCOLN TECHNICAL INSTITUTE","CT","proprietary","1101","2610561"
"3079400","30794","LYME ACADEMY COLLEGE OF FINE ARTS","CT","private 4 year","34","108632"
"139200","1392","MANCHESTER COMMUNITY COLLEGE","CT","public 2 year","1523","2942837"
"803800","8038","MIDDLESEX COMMUNITY COLLEGE","CT","public 2 year","609","1156621"
"139300","1393","MITCHELL COLLEGE","CT","private 4 year","227","646662"
"698200","6982","NAUGATUCK VALLEY COMMUNITY COLLEGE","CT","public 2 year","1135","2212222"
"2202500","22025","NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN","CT","proprietary","613","746050"
"2112700","14730","NORTH HAVEN ACADEMY","CT","proprietary","71","174002"
"139800","1398","NORTHWESTERN CONNECTICUT COMMUNITY COLLEGE","CT","public 2 year","280","542948"
"139900","1399","NORWALK COMMUNITY COLLEGE","CT","public 2 year","1088","2176724"
"1184300","11843","NORWICH REGIONAL VOCATIONAL TECHNICAL SCHOOL","CT","public 2 year","21","23679"
"745900","7459","PAIER COLLEGE OF ART","CT","proprietary","56","126794"
"887300","13794","PAUL MITCHELL THE SCHOOL","CT","proprietary","49","106323"
"2565000","25650","PLATT REGIONAL VOCATIONAL TECHNICAL SCHOOL","CT","public 2 year","7","24900"
"1077900","10779","PORTER AND CHESTER INSTITUTE","CT","proprietary","1070","1890052"
"730500","7305","PORTER AND CHESTER INSTITUTE OF BRANFORD","CT","proprietary","131","199828"
"140100","1401","POST UNIVERSITY","CT","proprietary","523","1276455"
"1053000","10530","QUINEBAUG VALLEY COMMUNITY COLLEGE","CT","public 2 year","628","1130514"
"140200","1402","QUINNIPIAC UNIVERSITY","CT","private 4 year","472","1112482"
"887200","8872","RENASCI ACADEMY OF HAIR","CT","proprietary","18","45843"
"2112300","14703","RIDLEY - LOWELL BUSINESS & TECHNICAL INSTITUTE","CT","proprietary","378","816859"
"140300","1403","SACRED HEART UNIVERSITY","CT","private 4 year","518","1269685"
"140900","1409","SAINT JOSEPH COLLEGE","CT","private 4 year","312","793967"
"140600","1406","SOUTHERN CONNECTICUT STATE UNIVERSITY","CT","public 4 year","1810","4636842"
"619100","6191","ST VINCENT'S COLLEGE","CT","private 2 year","122","229931"
"1242500","12425","STONE ACADEMY","CT","proprietary","1214","2585567"
"976500","9765","THREE RIVERS COMMUNITY COLLEGE","CT","public 2 year","963","1686217"
"141400","1414","TRINITY COLLEGE","CT","private 4 year","296","791757"
"976400","9764","TUNXIS COMMUNITY COLLEGE","CT","public 2 year","786","1528373"
"141600","1416","UNIVERSITY OF BRIDGEPORT","CT","private 4 year","716","1745431"
"141700","1417","UNIVERSITY OF CONNECTICUT","CT","public 4 year","3020","8083680"
"142200","1422","UNIVERSITY OF HARTFORD","CT","private 4 year","832","2078106"
"139700","1397","UNIVERSITY OF NEW HAVEN","CT","private 4 year","568","1456797"
"1169700","11697","VINAL REGIONAL VOCATIONAL - TECHNICAL SCHOOL","CT","public 2 year","16","20037"
"2300000","14603","W F KAYNOR REGIONAL VOCATIONAL TECHNICAL SCHOOL","CT","public 2 year","26","27046"
"142400","1424","WESLEYAN UNIVERSITY","CT","private 4 year","332","929974"
"138000","1380","WESTERN CONNECTICUT STATE UNIVERSITY","CT","public 4 year","854","2110809"
"2265900","16003","WINDHAM COMMUNITY MEMORIAL HOSPITAL PROGRAM OF RADIOL","CT","private 4 year","11","21595"
"731100","7311","WINDHAM REGIONAL VOCATIONAL TECHNICAL SCHOOL","CT","public 2 year","19","31521"
"142600","1426","YALE UNIVERSITY","CT","private 4 year","510","1417677"
"143400","1434","AMERICAN UNIVERSITY","DC","private 4 year","676","1764713"
"3409600","34096","BENNETT CAREER INSTITUTE","DC","proprietary","126","269728"
"3104300","31043","CAREER TECHNICAL INSTITUTE","DC","proprietary","350","579535"
"143700","1437","CATHOLIC UNIVERSITY OF AMERICA","DC","private 4 year","328","805352"
"1195000","11950","CORCORAN COLLEGE OF ART AND DESIGN","DC","private 4 year","144","387339"
"2279200","16085","DUDLEY BEAUTY COLLEGE","DC","proprietary","91","226262"
"144300","1443","GALLAUDET UNIVERSITY","DC","private 4 year","417","1127197"
"144400","1444","GEORGE WASHINGTON UNIVERSITY","DC","private 4 year","946","2480503"
"144500","1445","GEORGETOWN UNIVERSITY","DC","private 4 year","643","1774675"
"1266500","12665","HARRISON CENTER FOR CAREER EDUCATION","DC","private 2 year","29","64972"
"144800","1448","HOWARD UNIVERSITY","DC","private 4 year","2375","6671084"
"2132800","14941","NATIONAL CONSERVATORY OF DRAMATIC ARTS","DC","private 2 year","4","7800"
"3218300","32183","POTOMAC COLLEGE","DC","proprietary","215","496334"
"145600","1456","SOUTHEASTERN UNIVERSITY","DC","private 4 year","450","838472"
"145900","1459","STRAYER UNIVERSITY","DC","proprietary","10060","21042512"
"3750300","37503","TECHNICAL LEARNING CENTERS","DC","proprietary","81","282939"
"146000","1460","TRINITY UNIVERSITY","DC","private 4 year","527","1322075"
"144100","7015","UNIVERSITY OF THE DISTRICT OF COLUMBIA","DC","public 4 year","1851","4324619"
"2125200","21252","BEEBE SCHOOL OF NURSING","DE","private 2 year","14","34663"
"3025800","30258","DAWN TRAINING CENTRE","DE","proprietary","315","789171"
"3702300","37023","DELAWARE LEARNING INSTITUTE OF COSMETOLOGY","DE","proprietary","26","63207"
"142800","1428","DELAWARE STATE UNIVERSITY","DE","public 4 year","1577","4517060"
"2144900","11387","DELAWARE TECHNICAL & COMMUNITY COLLEGE","DE","public 2 year","1500","2664374"
"1172700","11727","DELAWARE TECHNICAL & COMMUNITY COLLEGE","DE","public 2 year","966","1789127"
"705300","7053","DELAWARE TECHNICAL & COMMUNITY COLLEGE - OWENS CAMPUS","DE","public 2 year","1335","2511757"
"142900","1429","GOLDEY-BEACOM COLLEGE","DE","private 4 year","242","592339"
"3543300","35433","HARRIS SCHOOL","DE","proprietary","228","429341"
"3021000","30210","HARRISON CAREER INSTITUTE","DE","proprietary","45","97697"
"2190400","15477","SCHILLING-DOUGLAS SCHOOL OF HAIR DESIGN","DE","proprietary","105","235599"
"143100","1431","UNIVERSITY OF DELAWARE","DE","public 4 year","1230","2915862"
"143300","1433","WESLEY COLLEGE","DE","private 4 year","570","1268782"
"794800","7948","WILMINGTON UNIVERSITY","DE","private 4 year","1095","2536009"
"3346300","33463","ACADEMY FOR PRACTICAL NURSING AND HEALTH OCCUPATIONS","FL","private 2 year","410","865015"
"2499000","16785","ACADEMY OF COSMETOLOGY","FL","proprietary","74","137470"
"2612700","26127","ACADEMY OF COSMETOLOGY - PALM BAY","FL","proprietary","71","141033"
"3113400","31134","ACADEMY OF HEALING ARTS, MASSAGE & FACIAL SKIN CARE","FL","proprietary","68","130827"
"3414500","34145","ACUPUNCTURE AND MASSAGE COLLEGE","FL","proprietary","25","55929"
"3757300","37573","ADVANCE SCIENCE INSTITUTE","FL","proprietary","146","367430"
"3491400","34914","AMERICAN ADVANCED TECHNICIANS INSTITUTE","FL","proprietary","82","157948"
"4016500","40165","AMERICAN INSTITUTE OF BEAUTY","FL","proprietary","136","232964"
"3390300","33903","AMERICARE SCHOOL OF NURSING","FL","proprietary","537","1119621"
"3595400","35954","ANGLEY COLLEGE","FL","proprietary","130","265964"
"1019500","10195","ART INSTITUTE OF FORT LAUDERDALE (THE)","FL","proprietary","1607","3754844"
"3816300","38163","ARTISTIC NAILS & BEAUTY ACADEMY","FL","proprietary","183","326908"
"3012300","30123","ASM BEAUTY WORLD ACADEMY","FL","proprietary","69","127990"
"2215900","15646","ATI CAREER TRAINING CENTER","FL","proprietary","534","1110267"
"2293200","16180","ATI CAREER TRAINING CENTER","FL","proprietary","824","1839136"
"2151100","14612","ATI COLLEGE OF HEALTH","FL","proprietary","872","2281083"
"1226300","12263","ATLANTIC TECHNICAL CENTER","FL","public 4 year","220","429965"
"3941300","39413","AVE MARIA UNIVERSITY","FL","private 4 year","241","739636"
"2159600","13001","BAPTIST COLLEGE OF FLORIDA (THE)","FL","private 4 year","252","639183"
"146600","1466","BARRY UNIVERSITY","FL","private 4 year","1982","5039406"
"3373300","33733","BEACON COLLEGE","FL","private 4 year","25","85975"
"3801400","38014","BEAUTY INSTITUTE (THE)","FL","proprietary","99","225316"
"2283800","16111","BEAUTY SCHOOLS OF AMERICA-","FL","proprietary","1258","2787706"
"3018500","14752","BENE'S INTERNATIONAL SCHOOL OF BEAUTY","FL","proprietary","182","309374"
"146700","1467","BETHUNE COOKMAN COLLEGE","FL","private 4 year","2117","6303520"
"2200100","15565","BRADENTON BEAUTY & BARBER ACADEMY","FL","proprietary","164","308363"
"3382300","33823","BRADFORD-UNION AREA CAREERTECHNICAL CENTER","FL","public 2 year","61","122382"
"147000","1470","BREVARD COMMUNITY COLLEGE","FL","public 2 year","2932","5685338"
"150000","1500","BROWARD COMMUNITY COLLEGE","FL","public 2 year","9966","21349550"
"3842500","38425","CAMBRIDGE INSTITUTE OF ALLIED HEALTH","FL","proprietary","75","162329"
"3906300","39063","CAREER INSTITUTE OF FLORIDA","FL","proprietary","173","307154"
"2245500","22455","CENTRAL FLORIDA COLLEGE","FL","proprietary","948","2175632"
"147100","1471","CENTRAL FLORIDA COMMUNITY COLLEGE","FL","public 2 year","1931","3704486"
"3425400","34254","CENTRAL FLORIDA INSTITUTE","FL","proprietary","392","830577"
"2297000","16165","CHARLOTTE TECHNICAL CENTER","FL","public 4 year","78","170157"
"147200","1472","CHIPOLA COLLEGE","FL","public 4 year","577","1358151"
"2515400","16839","CITY COLLEGE","FL","private 4 year","987","2245220"
"3079900","30799","CITY COLLEGE","FL","private 2 year","127","241624"
"147300","15025","CLEARWATER CHRISTIAN COLLEGE","FL","private 4 year","222","575427"
"3071600","30716","COLLEGE OF BUSINESS & TECHNOLOGY","FL","proprietary","660","1810298"
"3985300","39853","COMMERCIAL DIVING ACADEMY","FL","proprietary","70","80270"
"3108600","31086","COMPU-MED VOCATIONAL CAREERS,CORP.","FL","proprietary","824","2624110"
"2089600","14016","CONCORDE CAREER INSTITUTE","FL","proprietary","855","1691636"
"2172700","15307","CONCORDE CAREER INSTITUTE","FL","proprietary","798","1425243"
"2275100","16050","CONCORDE CAREER INSTITUTE","FL","proprietary","632","1305777"
"3178400","31784","CORAL RIDGE TRAINING SCHOOL","FL","proprietary","4","13850"
"2279600","16092","CORTIVA INSTITUTE - HUMANITIES CENTER SCHOOL OF MASSA","FL","proprietary","46","64040"
"559400","5594","D. G. ERWIN TECHNICAL CENTER","FL","public 4 year","607","1034313"
"3832300","38323","DADE MEDICAL INSTITUTE","FL","proprietary","219","591653"
"147500","1475","DAYTONA BEACH COMMUNITY COLLEGE","FL","public 4 year","4410","9447146"
"3939600","39396","DAYTONA COLLEGE","FL","proprietary","54","95876"
"148700","1487","ECKERD COLLEGE","FL","private 4 year","445","1090860"
"147700","1477","EDISON COLLEGE","FL","public 4 year","2207","4683042"
"147800","1478","EDWARD WATERS COLLEGE","FL","private 4 year","684","2001942"
"147900","1479","EMBRY-RIDDLE AERONAUTICAL UNIVERSITY","FL","private 4 year","2016","4510981"
"3570400","35704","ENGLISH CENTER  (THE)","FL","public 2 year","57","71956"
"3108500","31085","EVERGLADES UNIVERSITY","FL","private 4 year","460","1164813"
"2148200","15111","FASHION FOCUS HAIR ACADEMY","FL","proprietary","25","38558"
"1254400","12544","FIRST COAST TECHNICAL INSTITUTE","FL","public 2 year","250","422022"
"789300","7893","FLAGLER COLLEGE","FL","private 4 year","522","1302443"
"3823300","38233","FLORIDA ACADEMY OF HEALTH & BEAUTY","FL","proprietary","50","131000"
"148000","1480","FLORIDA AGRICULTURAL & MECHANICAL UNIV","FL","public 4 year","6463","16358399"
"148100","1481","FLORIDA ATLANTIC UNIVERSITY","FL","public 4 year","5459","13437338"
"3611400","36114","FLORIDA BARBER ACADEMY","FL","proprietary","45","99908"
"2305800","16302","FLORIDA CAREER COLLEGE","FL","proprietary","4767","10308533"
"2586200","25862","FLORIDA CAREER COLLEGE","FL","proprietary","768","1501607"
"3096300","30963","FLORIDA CAREER INSTITUTE","FL","proprietary","165","386985"
"2156700","15192","FLORIDA CHRISTIAN COLLEGE","FL","private 4 year","97","236168"
"148200","1482","FLORIDA COLLEGE","FL","private 4 year","110","274404"
"3008600","30086","FLORIDA COLLEGE OF NATURAL HEALTH","FL","proprietary","632","1341125"
"148400","1484","FLORIDA COMMUNITY COLLEGE AT JACKSONVILLE","FL","public 4 year","6531","13473285"
"3627600","36276","FLORIDA EDUCATION INSTITUTE","FL","proprietary","225","539230"
"3255300","32553","FLORIDA GULF COAST UNIVERSITY","FL","public 4 year","1154","2809132"
"3115500","31155","FLORIDA HOSPITAL COLLEGE OF HEALTH SCIENCES","FL","private 4 year","522","1161718"
"3618300","36183","FLORIDA INSTITUTE OF ANIMAL ARTS","FL","proprietary","59","153578"
"146900","1469","FLORIDA INSTITUTE OF TECHNOLOGY","FL","private 4 year","468","1186468"
"2329900","16483","FLORIDA INSTITUTE OF ULTRASOUND","FL","proprietary","36","102208"
"963500","9635","FLORIDA INTERNATIONAL UNIVERSITY - UNIVERSITY PARK CA","FL","public 4 year","10669","27236041"
"148500","1485","FLORIDA KEYS COMMUNITY COLLEGE","FL","public 2 year","275","528720"
"148600","1486","FLORIDA MEMORIAL UNIVERSITY","FL","private 4 year","1309","3741595"
"153400","1534","FLORIDA METROPOLITAN UNIVERSITY","FL","proprietary","8187","14159856"
"814600","8146","FLORIDA METROPOLITAN UNIVERSITY","FL","proprietary","2754","5290801"
"2599800","25998","FLORIDA METROPOLITAN UNIVERSITY","FL","proprietary","3211","6099962"
"149900","7735","FLORIDA METROPOLITAN UNIVERSITY - ORLANDO NORTH","FL","proprietary","6357","12053886"
"2547600","17069","FLORIDA NATIONAL COLLEGE","FL","proprietary","2604","5785612"
"148800","1488","FLORIDA SOUTHERN COLLEGE","FL","private 4 year","535","1336941"
"148900","1489","FLORIDA STATE UNIVERSITY","FL","public 4 year","7994","17836035"
"2218700","15670","FLORIDA TECHNICAL COLLEGE","FL","proprietary","1170","2727377"
"2598200","25982","FLORIDA TECHNICAL COLLEGE OF JACKSONVILLE","FL","proprietary","113","237822"
"2338400","16573","FT PIERCE BEAUTY ACADEMY","FL","proprietary","322","536418"
"2362100","16812","FULL SAIL REAL WORLD EDUCATION","FL","proprietary","1938","4974561"
"3866300","38663","GALIANO CAREER ACADEMY","FL","proprietary","485","920360"
"2307400","16280","GEORGE STONE AREA VOCATIONAL TECHNICAL CENTER","FL","public 2 year","114","180773"
"3079800","30798","GEORGE T BAKER AVIATION SCHOOL","FL","public 2 year","108","222115"
"2305700","16301","GULF COAST COLLEGE","FL","proprietary","172","388351"
"149000","1490","GULF COAST COMMUNITY COLLEGE","FL","public 2 year","1775","3601778"
"4058300","40583","HEALTH OPPORTUNITY TECHNICAL CENTER","FL","proprietary","83","177150"
"2601600","15158","HENRY W. BREWSTER TECHNICAL CENTER","FL","public 2 year","141","268349"
"2597100","25971","HERITAGE INSTITUTE","FL","proprietary","324","742794"
"3035800","30358","HERITAGE INSTITUTE","FL","proprietary","254","518301"
"787000","7870","HILLSBOROUGH COMMUNITY COLLEGE","FL","public 2 year","6368","13528225"
"4120400","41204","HI-TECH SCHOOL OF COSMETOLOGY","FL","proprietary","7","9525"
"2188900","15463","HOBE SOUND BIBLE COLLEGE","FL","private 4 year","60","146831"
"3037500","30375","HODGES UNIVERSITY","FL","private 4 year","1079","2383965"
"149300","1493","INDIAN RIVER COMMUNITY COLLEGE","FL","public 4 year","2505","5173371"
"2257900","15962","INTERNATIONAL ACADEMY","FL","proprietary","249","518644"
"3031400","30314","INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY","FL","proprietary","2873","6347452"
"3564300","35643","INTERNATIONAL SCHOOL OF HEALTH & BEAUTY","FL","proprietary","64","134661"
"3411400","34114","INTERNATIONAL TRAINING CAREERS","FL","private 2 year","347","1009509"
"3627400","36274","JACKSONVILLE BEAUTY INSTITUTE","FL","proprietary","156","371808"
"149500","1495","JACKSONVILLE UNIVERSITY","FL","private 4 year","791","1983290"
"149700","1497","JONES COLLEGE","FL","private 4 year","618","1509624"
"3123900","31239","KEISER CAREER COLLEGE","FL","proprietary","852","2033343"
"2151900","15159","KEISER UNIVERSITY","FL","proprietary","8218","20175944"
"2325100","15191","KEY COLLEGE","FL","proprietary","70","156669"
"2573200","17272","LA BELLE BEAUTY ACADEMY","FL","proprietary","236","549274"
"2287100","14746","LA BELLE BEAUTY SCHOOL","FL","proprietary","376","959390"
"150100","1501","LAKE CITY COMMUNITY COLLEGE","FL","public 2 year","1023","2288360"
"2228300","13000","LAKE TECHNICAL CENTER","FL","public 2 year","126","272279"
"150200","1502","LAKE-SUMTER COMMUNITY COLLEGE","FL","public 2 year","749","1499389"
"3158300","31583","LEE COUNTY HIGH TECH CENTER NORTH","FL","public 2 year","67","165831"
"755800","7558","LEE COUNTY HIGH TECHNICAL CENTER CENTRAL","FL","public 2 year","122","257626"
"2280800","16095","LINCOLN COLLEGE OF TECHNOLOGY","FL","proprietary","989","2066594"
"558600","5586","LINDSEY HOPKINS TECHNICAL EDUCATION CENTER","FL","public 4 year","256","490244"
"558500","13997","LIVELY TECHNICAL CENTER","FL","public 2 year","280","415227"
"1016100","14146","LORAINE'S ACADEMY","FL","proprietary","173","256261"
"1323400","13234","LORENZO WALKER INSTITUTE OF TECHNOLOGY","FL","public 2 year","132","276776"
"150500","1505","LYNN UNIVERSITY","FL","private 4 year","335","937106"
"150400","1504","MANATEE COMMUNITY COLLEGE","FL","public 2 year","3391","7475507"
"561200","15496","MANATEE TECHNICAL INSTITUTE","FL","public 2 year","269","546474"
"2148300","15110","MANHATTAN BEAUTY SCHOOL","FL","proprietary","738","1665095"
"3103900","31039","MARION COUNTY COMMUNITY TECHNICAL  & ADULT EDUCATION","FL","public 4 year","120","297182"
"560800","14706","MAYNARD A. TRAVISS CAREER CENTER","FL","public 2 year","211","399331"
"3875300","38753","MEDICAL CAREER INSTITUTE OF SOUTH FLORIDA","FL","proprietary","303","727276"
"3099600","30996","MERCY HOSPITAL SCHOOL OF PRACTICAL NURSING","FL","private 2 year","43","95004"
"3125600","31256","MIAMI AD SCHOOL","FL","proprietary","39","89832"
"150600","1506","MIAMI DADE COLLEGE","FL","public 4 year","26945","65726031"
"887800","8878","MIAMI INTERNATIONAL UNIVERSITY OF ART & DESIGN","FL","proprietary","1294","3223766"
"2316200","16400","MIAMI LAKES EDUCATIONAL CENTER","FL","public 2 year","288","604458"
"2501500","16875","MID FLORIDA TECH","FL","public 2 year","82","135197"
"3035900","30359","NATIONAL AVIATION ACADEMY","FL","proprietary","281","753981"
"2121800","14560","NATIONAL SCHOOL OF TECHNOLOGY","FL","proprietary","2680","5068268"
"3003200","30032","NATIONAL SCHOOL OF TECHNOLOGY","FL","proprietary","1979","3477967"
"3957400","39574","NEW COLLEGE OF FLORIDA","FL","public 4 year","142","400381"
"3433400","34334","NEW CONCEPT MASSAGE AND BEAUTY SCHOOL","FL","proprietary","20","49530"
"3224300","32243","NEW PROFESSIONS TECHNICAL INSTITUTE","FL","proprietary","565","1117179"
"2149900","14748","NORMANDY BEAUTY SCHOOL OF JACKSONVILLE","FL","proprietary","65","136032"
"150800","1508","NORTH FLORIDA COMMUNITY COLLEGE","FL","public 2 year","604","1372681"
"3557300","35573","NORTH FLORIDA COSMETOLOGY INSTITUTE","FL","proprietary","46","94393"
"3434300","34343","NORTH FLORIDA INSTITUTE","FL","proprietary","512","1136695"
"3089200","30892","NOUVELLE INSTITUTE","FL","proprietary","582","1442715"
"150900","1509","NOVA SOUTHEASTERN UNIVERSITY-DAVIE","FL","private 4 year","2068","5095858"
"3230300","32303","OKALOOSA APPLIED TECHNOLOGY CENTER","FL","public 2 year","130","229102"
"151000","1510","OKALOOSA WALTON COLLEGE","FL","public 4 year","1258","2645345"
"2513200","14719","ORANGE TECHNICAL EDUCATION CENTERS - ORLANDO TECHNICA","FL","public 2 year","148","278878"
"2321200","15036","ORANGE TECHNICAL EDUCATION CENTERS-WESTSIDE TECH","FL","public 2 year","173","358409"
"884900","8849","PALM BEACH ATLANTIC UNIVERSITY","FL","private 4 year","756","1888014"
"151200","1512","PALM BEACH COMMUNITY COLLEGE","FL","public 2 year","4169","9001550"
"1065200","10652","PASCO HERNANDO COMMUNITY COLLEGE - WEST CAMPUS","FL","public 2 year","2873","5937547"
"151300","1513","PENSACOLA JUNIOR COLLEGE","FL","public 2 year","2847","6139761"
"4105400","41054","PENSACOLA SCHOOL OF MASSAGE THERAPY & HEALTH CAREERS","FL","proprietary","22","37959"
"560500","5605","PINELLAS TECHNICAL EDUCATION CENTER - CLEARWATER CAMP","FL","public 4 year","194","309362"
"2115300","13917","PINELLAS TECHNICAL EDUCATION CENTERS - ST. PETERSBURG","FL","public 2 year","182","317893"
"151400","1514","POLK COMMUNITY COLLEGE","FL","public 2 year","1656","3293861"
"3939400","39394","POLYTECHNIC INSTITUTE OF AMERICA","FL","proprietary","169","344698"
"3114700","31147","PRAXIS INSTITUTE","FL","proprietary","377","777214"
"4116600","41166","PROFESSIONAL HEALTH TRAINING ACADEMY","FL","proprietary","14","23327"
"3348400","33484","PROFESSIONAL TRAINING CENTERS","FL","proprietary","619","1636631"
"2554200","17198","RADFORD LOCKLIN TECHNICAL CENTER","FL","public 2 year","51","70908"
"850100","8501","RASMUSSEN COLLEGE","FL","proprietary","968","1827223"
"758600","7586","REMINGTON COLLEGE - TAMPA CAMPUS","FL","proprietary","2087","4243624"
"2326800","15548","RESORT & SPA SCHOOLS INTERNATIONAL","FL","proprietary","111","227859"
"2511700","15780","RIDGE CAREER CENTER","FL","public 2 year","110","195472"
"1257400","12574","RINGLING SCHOOL OF ART & DESIGN","FL","private 4 year","273","810129"
"910400","9104","RIVERSIDE HAIRSTYLING ACADEMY","FL","proprietary","47","95186"
"2524200","16919","ROBERT MORGAN EDUCATIONAL CENTER","FL","public 2 year","288","552819"
"151500","1515","ROLLINS COLLEGE","FL","private 4 year","534","1388226"
"3696400","36964","SABER","FL","private 2 year","16","26919"
"152300","1523","SAINT JOHNS RIVER COMMUNITY COLLEGE","FL","public 2 year","1608","3298288"
"152600","1526","SAINT LEO UNIVERSITY","FL","private 4 year","4156","8661698"
"3459400","34594","SAINT PETERSBURG THEOLOGICAL SEMINARY","FL","private 4 year","6","7874"
"146800","1468","SAINT THOMAS UNIVERSITY","FL","private 4 year","560","1494598"
"2616400","26164","SANFORD-BROWN INSTITUTE","FL","proprietary","1665","3332821"
"151900","1519","SANTA FE COMMUNITY COLLEGE","FL","public 2 year","3757","7889368"
"560700","13689","SARASOTA COUNTY TECHNICAL INSTITUTE","FL","public 4 year","82","189760"
"2517100","16937","SARASOTA SCHOOL OF MASSAGE THERAPY","FL","proprietary","50","87696"
"2314100","23141","SCHILLER INTERNATIONAL UNIVERSITY","FL","proprietary","39","116258"
"3706300","37063","SCHOOL OF HEALTH CAREERS (THE)","FL","proprietary","337","649154"
"152000","1520","SEMINOLE COMMUNITY COLLEGE","FL","public 2 year","3459","7451257"
"990200","9902","SHERIDAN TECHNICAL CENTER","FL","public 4 year","374","842178"
"152200","1522","SOUTH FLORIDA COMMUNITY COLLEGE","FL","public 2 year","800","1586164"
"3661400","36614","SOUTH FLORIDA INSTITUTE OF TECHNOLOGY","FL","proprietary","454","1289858"
"3553300","35533","SOUTHEASTERN SCHOOL OF NEUROMUSCULAR AND MASSAGE THER","FL","proprietary","20","52900"
"152100","1521","SOUTHEASTERN UNIVERSITY","FL","private 4 year","817","1935311"
"3903500","39035","SOUTHERN TECHNICAL COLLEGE","FL","proprietary","23","22655"
"2278800","16068","SOUTHWEST FLORIDA COLLEGE","FL","private 4 year","1677","3920840"
"807500","8075","ST. JOHN VIANNEY COLLEGE SEMINARY","FL","private 4 year","6","22400"
