"PELLID","Institution","State","Recipients","Awards"
"4887","Brandywine School Of Nursing","PA","11","23642"
"3237","Bryn Mawr College","PA","183","405601"
"3238","Bucknell University","PA","428","919963"
"3239","Bucks County Community College","PA","846","1470558"
"16563","Bucks County School Of Beauty Culture, Inc.","PA","21","40194"
"5337","Bucks County Technical School","PA","19","47814"
"14254","Business Institute Of Pennsylvania","PA","130","272846"
"17146","Butler Beauty School","PA","141","231626"
"3240","Butler County Community College","PA","817","1484031.3"
"3241","Cabrini College","PA","376","748205"
"3316","California University Of Pennsylvania","PA","1793","3711498.27"
"31804","Cambria County Area Community College - Downtown","PA","432","725581.34999999998"
"4889","Cambria Rowe Business College","PA","262","511684.88"
"15035","Career Technology Center Of Lackawanna County","PA","50","73234"
"26095","Career Training Academy","PA","153","224672.45999999999"
"3303","Carlow College","PA","620","1202474"
"3242","Carnegie-Mellon University","PA","539","1231260"
"3243","Cedar Crest College","PA","457","852270"
"7529","Center For Arts & Technology","PA","60","112818"
"31260","Center For Innovative Training And Education (Cite)","PA","34","72825"
"4890","Central Pennsylvania College","PA","229","402703"
"15445","Central Pennyslvania Institute Of Science And Technology","PA","15","42502"
"15168","Central Susquehanna Lpn Career Center","PA","40","77328"
"3244","Chatham College","PA","244","489193"
"3245","Chestnut Hill College","PA","295","575831.01000000001"
"3317","Cheyney University Of Pennsylvania","PA","670","1877926.24"
"16146","Chi Institute - Southampton","PA","443","705476.72999999998"
"7781","Chi Institute/Rets Campus","PA","556","945665.02000000002"
"8441","Chubb Institute Keystone School","PA","472","524848.88"
"14217","Churchman Business School","PA","30","59068"
"6534","Citizens School Of Nursing","PA","32","69440"
"17091","Clarion County Career Center Practical Nursing","PA","25","61814"
"3318","Clarion University Of Pennsylvania","PA","1838","3725279"
"16972","Clearfield Beauty Academy","PA","18","30692"
"15422","Clearfield County Career And Technology Center","PA","20","28065"
"3247","College Misericordia","PA","418","804454.09999999998"
"17034","Commonwealth Technical Institute","PA","144","300844.26000000001"
"3231","Community College Of Allegheny County","PA","4062","6827243.1900000004"
"6807","Community College Of Beaver County","PA","747","1328528"
"3249","Community College Of Philadelphia","PA","9059","16393868.99"
"16319","Computer Learning Network","PA","179","249551"
"30819","Computer Learning Network","PA","225","387219"
"6537","Conemaugh Valley Memorial Hospital","PA","31","65611"
"5344","Connelley Technical Institute & Adult Education Center","PA","187","341677.10999999999"
"16170","Consolidated School Of Business","PA","96","173502"
"30299","Consolidated School Of Business","PA","162","321031"
"15520","Crawford County Area Vocational Technical School Practical Nursing","PA","20","50717.800000000003"
"33073","Csc Institute","PA","678","1535791.25"
"3251","Curtis Institute Of Music","PA","14","33750"
"30726","Dci Career Institute","PA","62","138138"
"9186","Dean Institute Of Technology","PA","85","144603"
"7110","Delaware County Community College","PA","1393","2374037.2400000002"
"31284","Delaware County Technical School","PA","72","148312"
"16755","Delaware Valley Academy Of Medical & Dental Assistants","PA","195","383347.40999999997"
"3252","Delaware Valley College Of Science & Agriculture","PA","339","681500"
"3253","Dickinson College","PA","282","571018"
"13957","Douglas School Of Business","PA","94","219130"
"30316","Dpt Business School","PA","1991","4050479.9300000002"
"3256","Drexel University","PA","1882","3931295.6899999999"
"4893","Dubois Business College","PA","330","600127"
"7091","Duff'S Business Institute","PA","969","1510984.9299999999"
"3258","Duquesne University Of The Holy Ghost","PA","1025","2077743.1499999999"
"3320","East Stroudsburg University","PA","1201","2363260"
"16763","Eastern Center For Arts And Technology-Practical Nursing","PA","28","47197"
"3259","Eastern University","PA","411","796742.5"
"3321","Edinboro University Of Pennsylvania","PA","2189","4559585.1500000004"
"4886","Electronic Institutes","PA","31","51709"
"3262","Elizabethtown College","PA","297","521424"
"5946","Elkins Park Hospital","PA","13","33600"
"10542","Empire Beauty School","PA","1290","1973194.8"
"6539","Episcopal Hospital School Of Nursing","PA","55","112512.39999999999"
"4894","Erie Business Center","PA","476","811726"
"14695","Erie Institute Of Technology","PA","29","50050.510000000002"
"15946","Fayette County Area Vocational Technology","PA","65","125058"
"31014","Forbes Road Career And Technology Center","PA","20","43450.75"
"9723","Frankford Hospital School Of Nursing","PA","134","275066"
"3265","Franklin & Marshall College","PA","163","337225"
"15456","Franklin County Career And Technology Center","PA","20","42993.230000000003"
"3266","Gannon University","PA","717","1470453"
"31288","Gecac Training Institute","PA","14","30125"
"3267","Geneva College","PA","670","1311897"
"3268","Gettysburg College","PA","249","470200"
"13810","Gordon Phillips Beauty School","PA","975","1647464.3600000001"
"14820","Great Lakes Institute Of Technology","PA","233","420346.40999999997"
"16626","Greater Johnstown Area Vocational Technical School -","PA","99","184757"
"16825","Greene County Vocational Technical School","PA","15","29436"
"3270","Gwynedd-Mercy College","PA","272","541744.58999999997"
"16084","Hanover Public School District Practical Nursing Program","PA","21","31975"
"3272","Harcum College","PA","176","379628.78000000003"
"3273","Harrisburg Area Community College","PA","2434","3730287.4100000001"
"30852","Harrison Career Institute","PA","943","1541288.45"
"3274","Haverford College","PA","149","359125"
"25545","Hazleton Area Vocational Technical School Practical Nursing Program","PA","19","46468"
"3275","Holy Family College","PA","460","902844"
"35353","Huntingdon County Career And Technology Center","PA","10","23200"
"7469","Hussian School Of Art","PA","29","58169.650000000001"
"7436","Icm School Of Business And Medical Careers","PA","758","1349993"
"15355","Ict:  School Of Welding","PA","21","34709"
"3276","Immaculata College","PA","248","384139"
"23502","Indiana County Technology Center","PA","24","47997.5"
"3277","Indiana University Of Pennsylvania - Main Campus","PA","4012","8209601.0700000003"
"22552","Information Computer Systems Inst","PA","24","31516"
"10217","International Academy Of Design And Technology","PA","1198","2215958.5899999999"
"8200","Jameson Memorial Hospital School Of Nursing","PA","29","67074"
"26161","Jean Madeline Education Center For Cosmetology","PA","70","137357.63"
"16566","Jefferson County Dubois Area Vocational Techl School Practical Nursing","PA","15","42749"
"31033","Jna Institute Of Culinary Arts","PA","44","78997.550000000003"
"14734","Johnson Technical Institute","PA","137","290251.87"
"3279","Juniata College","PA","305","619194"
"15206","Juniata Mifflin Counties Area Vocational Technical School","PA","29","61531"
"3280","Keystone College","PA","527","1042695.05"
"3282","Kings College","PA","438","885489.10999999999"
"3322","Kutztown University","PA","1324","2640991.6200000001"
"32364","L T International Beauty School","PA","12","34887"
"3987","La Roche College","PA","319","603550"
"3287","La Salle University","PA","856","1831434"
"3283","Lackawanna College","PA","530","995182"
"3284","Lafayette College","PA","169","350575"
"3285","Lancaster Bible College","PA","200","355677"
"16342","Lancaster County Career And Technology Center","PA","84","149346.76999999999"
"9863","Lancaster Institute For Health Education","PA","38","72235"
"15630","Lancaster School Of Cosmetology","PA","68","101732"
"7779","Lansdale School Of Business","PA","141","255504.66"
"16197","Lansdale School Of Cosmetology","PA","10","18096.099999999999"
"17118","Laurel Business Institute","PA","302","662135.25"
"17212","Lawrence County Area Vocational Technical School","PA","26","67667"
"16494","Lebanon County Career And Technology Center","PA","24","55908"
"3288","Lebanon Valley College","PA","275","538055"
"6810","Lehigh Carbon Community College","PA","738","1190970.6299999999"
"3289","Lehigh University","PA","562","1168769"
"16100","Lenape Area Vocational Technical School","PA","87","169902.37"
"14300","Levittown Beauty Academy","PA","80","154433"
"7759","Lincoln Technical Institute","PA","411","685183"
"7832","Lincoln Technical Institute","PA","560","1070600"
"3290","Lincoln University","PA","801","1928350.96"
"3323","Lock Haven University Of Pennsylvania","PA","1213","2475214"
"6811","Luzerne County Community College","PA","1327","2353160.1400000001"
"3293","Lycoming College","PA","363","704850.5"
"3294","Manor College","PA","214","404764"
"3324","Mansfield University","PA","1069","2037125"
"3296","Marywood University","PA","496","1011898"
"32413","Mbf Center (The)","PA","6","8601"
"4898","Mccann School Of Business & Technology","PA","470","737028"
"3271","Mcp Hahnemann University","PA","138","297751"
"8568","Median School Of Allied Health Careers","PA","253","400376.38"
"16831","Mercer County Ares Vocational Technical School","PA","17","43958"
"4899","Mercy Hospital School Of Nursing","PA","17","40229"
"3297","Mercyhurst College","PA","743","1430773.73"
"3298","Messiah College","PA","517","1003375"
"7090","Methodist Hospital School Of Nursing","PA","41","87446.649999999994"
"31091","Metropolitan Career Center","PA","119","256487.22"
"3325","Millersville University","PA","1236","2355587"
"4452","Montgomery County Community College","PA","995","1721166.3400000001"
"3300","Moore College Of Art","PA","156","354962"
"3301","Moravian College","PA","270","536714"
"3302","Mount Aloysius College","PA","594","1114417.8999999999"
"3304","Muhlenberg College","PA","173","352824"
"3988","Neumann College","PA","444","876205.59999999998"
"7780","New Castle School Of Trades","PA","482","855771"
"4901","Newport Business Institute","PA","111","238850.45999999999"
"4914","Newport Business Institute","PA","111","212916.45000000001"
"34833","North Montco Technical Career Center","PA","1","0"
"7191","Northampton Community College","PA","1234","2005195.5800000001"
"15052","Northeastern Hospital School Of Nursing","PA","51","84630"
"16702","Northern Tier Career Center","PA","30","58939"
"15063","Oakbridge Academy Of Arts","PA","61","111222.53"
"15427","Orleans Technical Institute","PA","417","562505.02000000002"
"16162","Pace Institute","PA","151","260014"
"3309","Peirce College","PA","996","1829979.95"
"15631","Penn State Cosmetology Academy","PA","26","53049.68"
"5939","Pennco Tech","PA","376","687489"
"14822","Pennsylvania Academy Of Cosmetology, Arts & Sciences","PA","95","174371"
"14653","Pennsylvania Academy Of The Fine Arts","PA","63","143800"
"3395","Pennsylvania College Of Technology","PA","1836","3461371"
"4902","Pennsylvania Commercial College","PA","264","379776"
"16508","Pennsylvania Gunsmith School","PA","9","22050"
"30068","Pennsylvania Institute Of Culinary Arts","PA","974","1558446.26"
"17353","Pennsylvania Institute Of Taxidermy","PA","2","3200"
"10998","Pennsylvania Institute Of Technology","PA","133","228787"
"16021","Pennsylvania School Of Art & Design","PA","52","95713.839999999997"
"3351","Philadelphia Biblical University","PA","318","534148"
"3354","Philadelphia University","PA","581","1145957"
"8954","Pittsburgh Beauty Academy","PA","356","520429.91999999998"
"5310","Pittsburgh Institute Of Aeronautics","PA","144","229300"
"10814","Pittsburgh Institute Of Mortuary Science","PA","50","102838"
"7437","Pittsburgh Technical Institute","PA","1230","2431108.0600000001"
"23013","Pja School","PA","284","630313"
"3357","Point Park College","PA","871","1648752.1100000001"
"11715","Pottsville Hospital & Warne Clinic","PA","25","55695"
"9737","Presbyterian University Of Pa Medical Cer School Practical Nursing Prg","PA","19","35657"
"15865","Pruontos Hair Design Institute & Beauty School Of Costmetology","PA","29","48354.629999999997"
"31107","Quaker City Institute Of Aviation","PA","149","272022"
"16343","Randy Rick Beauty Academy","PA","42","59025"
"10388","Reading Area Community College","PA","859","1384130.6399999999"
"14104","Reading Hospital School Of Nursing","PA","34","53834"
"31204","Regional Career & Technical Center","PA","13","20158"
"15499","Restaurant School (The)","PA","145","345260"
"3359","Robert Morris University","PA","984","1917317"
"12050","Rosedale Technical Institute","PA","82","149937.89000000001"
"3360","Rosemont College - Rosemont College","PA","151","334962"
"13124","Roxborough Memorial Hospital","PA","35","64577"
"3367","Saint Joseph'S University","PA","514","1017321"
"6574","Saint Luke'S Hospital School Of Nursing","PA","38","54211"
"3368","Saint Vincent College & Seminary","PA","272","541368"
"15888","Schuylkill County Area Vocational Technical School","PA","47","76584"
"14984","Schuylkill Institute Of Business & Technology","PA","153","257363"
"3362","Seton Hill College","PA","365","775191"
"6576","Sewickley Valley Hospital","PA","26","48879.949999999997"
"6578","Sharon Regional Health System School Of Nursing","PA","21","42350"
"3326","Shippensburg University","PA","1241","2282392"
"3327","Slippery Rock University","PA","1859","3865730"
"12929","South Hills Beauty Academy","PA","36","52985.529999999999"
"13263","South Hills School Of Business & Technology","PA","347","632125"
"25878","South Philadelphia Beauty Academy","PA","72","114940.59"
"16229","St Charles Borromeo Seminary","PA","18","45487"
"3366","St Francis College","PA","357","708004.20999999996"
"6568","St Francis Hospital School Of Nursing","PA","32","62366"
"6551","St Margaret Memorial Hospital School Of Nursing","PA","9","21105"
"17013","Star Technical Institute","PA","594","1093608.6200000001"
"26154","Star Technical Institute","PA","345","526859.34999999998"
"15604","Stroudsburg School Of Cosmetology","PA","22","35431.529999999999"
"3369","Susquehanna University","PA","303","573224"
"3370","Swarthmore College","PA","179","421650"
"12523","Talmudical Yeshiva Of Philadelphia","PA","25","67080"
"3371","Temple University","PA","6394","14363611.140000001"
"14990","Thaddeus Stevens College Of Technology","PA","183","347122.91999999998"
"3329","The Pennsylvania State University","PA","15108","30791251.5"
"3376","Thiel College","PA","364","790502"
"13549","Thomas Jefferson University","PA","120","252078"
"4910","Thompson Institute","PA","1497","2702047.3199999998"
"30108","Tri State Business Institute","PA","390","650673"
"7839","Triangle Tech","PA","650","1240464.6399999999"
"3378","University Of Pennsylvania","PA","1127","2469181"
"8815","University Of Pittsburgh","PA","3829","7797979"
"3380","University Of Pittsburgh - Bradford","PA","425","800797.56999999995"
"3381","University Of Pittsburgh - Greensburg","PA","473","884383"
"3382","University Of Pittsburgh At Johnstown","PA","884","1616463"
"3383","University Of Pittsburgh At Titusville","PA","190","383018.35999999999"
"3353","University Of Sciences In Philadelphia","PA","428","963718"
"3384","University Of Scranton","PA","673","1394081"
"3350","University Of The Arts","PA","483","1089764.6499999999"
"5942","Upmc Presbyterian School Of Radiologic Technology","PA","3","8650"
"16623","Upper Bucks County Area Vocational Technical School","PA","43","111352"
"3385","Ursinus College","PA","215","456764"
"3306","Valley Forge Christian College","PA","288","627691"
"3386","Valley Forge Military College","PA","42","91625"
"16298","Venango County Area Vocational Technical School","PA","19","48892.400000000001"
"13650","Venus Beauty School","PA","75","141055.37"
"3388","Villanova University","PA","585","1199791"
"3389","Washington And Jefferson College","PA","277","565870"
"6582","Washington Hospital (The)","PA","41","70524"
"3391","Waynesburg College","PA","558","1089882"
"11622","Welder Training & Testing Institute","PA","5","13450"
"3328","West Chester University Of Pennsylvania","PA","1776","3623278"
"16699","Western Area Career & Technology Center","PA","14","34303"
"6583","Western Pennsylvania Hospital School Of Nursing","PA","21","41137.5"
"15574","Western School Of Health And Business Careers","PA","653","1295312"
"3392","Westminister College","PA","311","595509"
"10176","Westmoreland County Community College","PA","1613","2628306"
"3313","Widener University","PA","666","1350700"
"17083","Wilkes Barre Area Vocational Technical School Practical Nursing Prgm","PA","59","86849"
"3394","Wilkes University","PA","512","996028"
"3396","Wilson College","PA","173","305804"
"35033","Winner Institute Of Arts & Sciences","PA","1","1650"
"34554","Wrightco Technologies Technical Training Institute","PA","28","45679"
"13134","Yeshivath Beth Moshe","PA","17","43699.199999999997"
"3399","York College Of Pennsylvania","PA","691","1226162"
"16526","York County Area Vocational Technical School","PA","48","75172"
"14765","York Technical Institute","PA","354","668764.89000000001"
"14766","Yorktowne Business Institute","PA","165","315598"
"31012","A-1 Business And Technical College","PR","608","1304575.6499999999"
"31225","Academia Serrant","PR","172","377383.90000000002"
"31423","Academia Vocational Del Turabo","PR","130","247880.70000000001"
"17140","American Business College","PR","832","1370910.1000000001"
"16268","American Educational College","PR","743","1689811.05"
"11941","American University Of Puerto Rico","PR","4678","11929366"
"15758","Antilles School Of Technical Careers","PR","433","1132363.47"
"35443","Atenas College","PR","60","91542"
"16871","Atlantic College, Inc","PR","454","1062152"
"16212","Automeca Technical College","PR","1734","4016847"
"10015","Bayamon Central University","PR","3001","7336997.5199999996"
"30988","Cadimar College, Inc.","PR","333","608579.98999999999"
"31205","Caguas Central College","PR","184","360392.15000000002"
"30255","Caguas Institute Of Mechanical Technology","PR","1766","4077615"
"15274","Caribbean Beauty & Technical Institute","PR","392","896659.17000000004"
"25948","Caribbean Beauty & Technical Institute","PR","180","442473.66999999998"
"12525","Caribbean University","PR","3071","7494786"
"10724","Carlos Albizu University","PR","200","461357"
"15465","Centro De Estudios Multidisciplinarios","PR","1436","3539457.5"
"33363","Century College","PR","323","467319"
"16544","Colegio Biblico Pentecostal De Puerto Rico","PR","136","328933"
"31576","Colegio De Las Ciencias, Artes Y Television","PR","294","485424"
"17120","Colegio Mayor De Technologia","PR","273","659956.59999999998"
"30619","Colegio Technologico Y Comercial De Puerto Rico","PR","114","206655"
"20970","Colegio Tecnico Metropolitano","PR","219","359435.84999999998"
"10567","Colegio Tecnologico Del Municipio De San Juan","PR","686","1555955.54"
"13517","Columbia College","PR","1379","3249953.7400000002"
"15868","Commonwealth Of Puerto Rico Department Of Education -Dept Of Educatio","PR","2427","6295507.4400000004"
"10819","Conservatorio De Musica De Puerto Rico","PR","178","470297"
"30705","D'Mart Institute","PR","459","914001.90000000002"
"17287","Educational Technical College (Edutec)-1","PR","293","651472.40000000002"
"13587","Electronic Data Processing College Of Puerto Rico","PR","1691","4128567.8799999999"
"14823","Emma'S Beauty Academy","PR","515","1059456.8300000001"
"30756","Emma'S Beauty Academy","PR","510","1011256"
"17345","Escuela De Artes Plasticas De Puerto Rico","PR","229","513229.5"
"31069","Escuela De Peritos Electricistas De Isabela","PR","290","517321"
"17346","Escuela Tecnica De Electricidad","PR","553","1183564"
"31231","Globelle Technical Institute Incorporated","PR","179","390477.79999999999"
"31227","Hamilton Professional Schools -","PR","1400","2702411"
"14105","Huertas Junior College","PR","2206","4584365"
"14952","Humacao Community College","PR","470","943927.43999999994"
"16915","Institucion Chaviano De Mayaguez","PR","104","234958.23000000001"
"15542","Institute Of Beauty Careers","PR","533","956361.83999999997"
"11940","Instituto Comercial De Puerto Rico Junior College","PR","1918","3861476.73"
"14534","Instituto De Banca Y Comercio-","PR","14229","32452727.449999999"
"15305","Instituto De Educacion Tecnica Ocupacional La Reine","PR","832","1683753"
"31156","Instituto De Educacion Vocacional","PR","498","995477.59999999998"
"17099","Instituto De Estetica Y Belleza Marugie","PR","1173","2198540.9700000002"
"31167","Instituto Fontecha","PR","551","1327729.5"
"25937","Instituto Fotografico Y Technologico De Carolina","PR","112","254000"
"30981","Instituto Irma Valentin - Manati","PR","586","822796"
"16099","Instituto Irma Valentin - Utuado","PR","197","355581"
"26111","Instituto Merlix","PR","403","695976"
"31242","Instituto Tecnico Del Futuro","PR","92","210083"
"34693","Instituto Vocacional Aurea E. Mendez","PR","51","90115.880000000005"
"30219","Instituto Vocacional Y Comercial Edic","PR","683","1438241.6699999999"
"3938","Inter American University Of Puerto Rico - Central Office","PR","32747","81685736.849999994"
"16055","International Junior College - Main Campus","PR","1089","2468924.0499999998"
"17233","International Technical College","PR","154","366697.59999999998"
"31121","John Dewey College","PR","2262","4853064.7599999998"
"30259","Liceo De Arte Y Disenos","PR","582","1287573.1499999999"
"14452","Liceo De Arte Y Tecnologia","PR","1215","2521847"
"17139","Maison D' Esthetique Academy","PR","215","416770"
"14882","Marugie Beauty And Technical College","PR","741","1305555.05"
"12178","Mbti Business Training Institute","PR","1582","3311844.98"
"15006","Modern Hairstyling Institute","PR","285","511203.38"
"15007","Modern Hairstyling Institute","PR","90","164969.64999999999"
"15008","Modern Hairstyling Institute","PR","429","780716.68000000005"
"34143","Monteclaro Instituto De Capacitacion Tecnica En Servicios De Hospital","PR","14","32891.32"
"15953","National College Of Business And Technology","PR","3695","7147280"
"34614","Politec Institute","PR","24","56900"
"16989","Ponce Paramedical College Inc (Popac)","PR","1476","3350213.1899999999"
"15769","Ponce Technical School","PR","79","194881"
"3936","Pontifical Catholic University Of Puerto Rico (The)","PR","7466","19995605.210000001"
"31044","Professional Electrical School","PR","171","374447"
"30857","Professional Technical Institution","PR","538","1097106"
"30760","Puerto Rico Barber College - Fajardo","PR","126","277149"
"17246","Puerto Rico Tech Junior College -","PR","313","694702.34999999998"
"13148","Ramirez College Of Business & Technology","PR","925","2208085.3999999999"
"17357","Rogie'S School Of Beauty Culture","PR","486","778435.23999999999"
"11203","Ryder Memorial Hospital, School Of Practical Nursing","PR","19","50095"
"16829","Serbia'S School Of Beauty Culture","PR","478","704353.5"
"30684","Star Career College","PR","58","101822"
"15089","Teddy Ulmo Institute","PR","153","236837.60000000001"
"31159","Trinity College Of Puerto Rico","PR","318","846896.75"
"33263","Universal Careers Counseling Centers","PR","669","1259888"
"30297","Universal Technology College Of  Pr  -  #111 Comercio Street","PR","913","2150890.3500000001"
"5019","Universidad Adventista De Las Antillas","PR","707","1896231.28"
"14999","Universidad Central Del Caribe","PR","82","212539.98999999999"
"11718","Universidad Del Este","PR","8112","19908626.280000001"
"11719","Universidad Del Turabo","PR","7890","20375622.52"
"25875","Universidad Metropolitana","PR","6064","14949331.73"
"14255","Universidad Politecnica De Puerto Rico/Polytechnic University Of P.R.","PR","3126","6511441"
"3942","University Of Puerto Rico - Central Administration","PR","38686","104920302.73999999"
"3937","University Of The Sacred Heart","PR","3389","8851988"
"11009","Palau Community College","PW","684","1567705"
"13983","Arthur Angelo School Of Cosmetology And Hair Design","RI","126","210831.94"
"3401","Brown University","RI","506","1076996"
"3402","Bryant College","RI","427","841170"
"4916","Community College Of Rhode Island","RI","2887","4671649"
"32323","Computer-Ed Institute","RI","75","88114.309999999998"
"3404","Johnson & Wales University","RI","4430","9109766"
"7844","Katharine Gibbs School","RI","548","874077"
"17006","Loretta'S School Of Cosmetology","RI","52","83907.690000000002"
"31152","Motoring Technical Training Institute","RI","110","196935"
"7845","New England Institute Of Technology","RI","1385","2385137.8199999998"
"14377","Newport School Of Hairdressing","RI","37","72603"
"30800","Newport School Of Hairdressing","RI","78","139095"
"3406","Providence College","RI","349","707290"
"31278","Rhode Island Beauty Academy","RI","110","232424.12"
"3407","Rhode Island College","RI","1762","3461431"
"3409","Rhode Island School Of Design","RI","246","599777"
"3410","Roger Williams College","RI","525","944965"
"3411","Salve Regina College","RI","296","603244"
"11159","Sawyer School  (The)","RI","836","1381013.48"
"6591","St Joseph Hospital School Of Nursing","RI","13","27900"
"3414","University Of Rhode Island","RI","2361","4936770"
"15357","Warwick Academy Of Beauty Culture","RI","106","157579"
"30883","Academy Of Cosmetology","SC","147","311485"
"17124","Academy Of Hair Technology","SC","53","80957.119999999995"
"10056","Aiken Technical College","SC","1179","2218428"
"3417","Allen University","SC","362","868093"
"3418","Anderson College","SC","432","887868.93000000005"
"3420","Benedict College","SC","3512","6781588"
"33043","Beta Tech","SC","327","546326"
"3995","Central Carolina Technical College","SC","1579","2734214"
"16737","Charleston Cosmetology Institute","SC","131","186276.92999999999"
"3419","Charleston Southern University","SC","815","1777374"
"16567","Charzanne Beauty College","SC","124","246534.63"
"3423","Citadel, The Military College Of South Carolina","SC","294","654819"
"3424","Claflin College","SC","1029","2641025"
"3425","Clemson University","SC","1942","4221714.25"
"4923","Clinton Junior College","SC","55","136172.04000000001"
"3451","Coastal Carolina University","SC","1123","2257472.29"
"3427","Coker College","SC","509","1096367"
"3428","College Of Charleston","SC","1545","3252573.5600000001"
"14629","Columbia Beauty School","SC","29","45207.279999999999"
"3430","Columbia College Of South Carolina","SC","512","1068651.5"
"3429","Columbia International University","SC","199","379422"
"4922","Columbia Junior College Of Business","SC","314","598865"
"3431","Converse College","SC","199","426282"
"15495","Conway School Of Practical Nursing","SC","32","64910"
"5363","Denmark Technical College","SC","1302","2501529.1499999999"
"3432","Erskine College","SC","100","211968"
"3990","Florence-Darlington Technical College","SC","2362","4993537"
"4924","Forrest Junior College","SC","168","310428.27000000002"
"9226","Francis Marion University","SC","970","2142900.6699999999"
"3434","Furman University","SC","247","499565.29999999999"
"3991","Greenville Technical College","SC","3424","4483213.8799999999"
"4925","Horry Georgetown Technical College","SC","1615","2885287"
"17125","Kenneth Shuler School Of Cosmetology & Hair Design","SC","35","67656.300000000003"
"16588","Kenneth Shuler'S School Of Cosmetology & Hair Design","SC","110","195772"
"30523","Kenneth Shuler'S School Of Cosmetology & Hair Design","SC","70","141410"
"35133","Lacy Cosmetology School","SC","21","38436.599999999999"
"3435","Lander College","SC","778","1637934.6699999999"
"3436","Limestone College","SC","602","1091411"
"3438","Medical University Of South Carolina","SC","70","143536"
"3993","Midlands Technical College - Airport Campus","SC","3339","5833302.9699999997"
"3439","Morris College","SC","896","2249150.7799999998"
"3440","Newberry College","SC","220","496817"
"15478","North American Institute Of Aviation Of South Carolina","SC","14","26521"
"3441","North Greenville College","SC","537","1061545"
"7602","Northeastern Technical College","SC","607","777448"
"6815","Orangeburg Calhoun Technical College","SC","1362","2108802.6600000001"
"3992","Piedmont Technical College","SC","1866","2648933.9100000001"
"12092","Plaza School Of Beauty","SC","69","90354.779999999999"
"3445","Presbyterian College","SC","135","293746"
"3446","South Carolina State University","SC","2219","5431657"
"32583","Southern Methodist College","SC","39","77849.080000000002"
"3422","Southern Wesleyan University","SC","647","930079"
"3447","Spartanburg Methodist College","SC","242","509937"
"3994","Spartanburg Technical College","SC","1404","2625190.0899999999"
"32933","Strand College Of Hair Design","SC","29","64940"
"17236","Sumter Beauty College","SC","77","135094.23000000001"
"9910","Technical College Of The Lowcountry- Beaufort Campus","SC","1087","1420025.47"
"4926","Tri County Technical College","SC","926","1568733.8200000001"
"4920","Trident Technical College","SC","3222","4302070"
"3449","University Of South Carolina - Aiken","SC","896","1942355.7"
"3448","University Of South Carolina - Columbia","SC","3356","7594115.3499999996"
"9911","University Of South Carolina Regional Campuses","SC","1244","2341771.9300000002"
"6951","University Of South Carolina Spartanburg","SC","1198","2538359.5699999998"
"3455","Voorhees College","SC","653","1513715"
"9322","Williamsburg Technical College","SC","466","742969.41000000003"
"3456","Winthrop University","SC","1222","2581359"
"3457","Wofford College","SC","152","322454"
"3996","York Technical College","SC","1346","2330472.8900000001"
"3458","Augustana College","SD","436","873403"
"14945","Black Hills Beauty College","SD","58","108715"
"3459","Black Hills State University","SD","1260","2496216.4399999999"
"3463","Dakota State University","SD","511","1031303.4300000001"
"3461","Dakota Wesleyan University","SD","371","777523"
"16231","Headlines Academy Of Cosmetology","SD","47","72849"
"3464","Huron University","SD","339","756055.33999999997"
"15000","Kilian Community College","SD","178","268964"
"5309","Lake Area Technical Institute","SD","399","873953"
"4929","Mckennan Hospital","SD","1","2750"
"8284","Mitchell Technical Institute","SD","423","946664"
"3465","Mount Marty College","SD","385","817463.62"
"4057","National American University","SD","1368","2291061.23"
"3466","Northern State University","SD","939","1843979.1599999999"
"14659","Oglala Lakota College","SD","862","1628713.53"
"3467","Presentation College","SD","289","572453.03000000003"
"5987","Sacred Heart Hospital School Of Radiologic Technology","SD","5","13900"
"14303","Sinte Gleska University","SD","610","1132225"
"11477","Sioux Valley Hospital","SD","6","15450"
"16080","Sisseton Wahpeton Community College","SD","165","329503"
"3470","South Dakota School Of Mines And Technology","SD","554","1135027"
"3471","South Dakota State University","SD","2139","4254790.8899999997"
"8285","Southeast Technical Institute","SD","660","1178719"
"3469","University Of Sioux Falls","SD","302","558974"
"3474","University Of South Dakota","SD","1509","3073620.1800000002"
"10170","Western Dakota Technical Institute","SD","534","1091231.73"
"10460","American Baptist Theological Seminary","TN","32","80729"
"3477","Aquinas College","TN","202","335217.14000000001"
"15937","Arnold'S Beauty School","TN","74","113643.89"
"3478","Austin Peay State University","TN","2326","4535854.9100000001"
"34403","Baptist Memorial College Of Health Sciences","TN","103","216809.26999999999"
"3479","Belmont University","TN","421","832211.31999999995"
"3480","Bethel College","TN","329","674807"
"3536","Bryan College","TN","175","334650.71999999997"
"3481","Carson-Newman College","TN","658","1386148"
"16787","Chattanooga Barber College","TN","21","41230"
"3998","Chattanooga State Technical Community College","TN","2467","4433395.1699999999"
"3482","Christian Brothers University","TN","419","860688"
"3999","Cleveland State Community College","TN","758","1463313"
"3483","Columbia State Community College","TN","1085","1984019.1399999999"
"15510","Concorde Career Institute","TN","1303","2280058"
"9982","Crichton College","TN","349","582958"
"3485","Cumberland University","TN","348","798207.5"
"3486","David Lipscomb University","TN","377","739808"
"4934","Draughons Junior College Of Business","TN","1046","1828066.1000000001"
"6835","Dyersburg State Community College","TN","797","1527008.6699999999"
"3487","East Tennessee State University","TN","3237","6897754.5"
"15575","Electronic Computer Programming College, Inc","TN","177","285168.92999999999"
