"PELLID","OPEID","Name","City","State","Type & Control","Recips","Awards"
"30063","3006300","INST OF BUSINESS & MEDICAL CAREERS","FORT COLLINS","CO","Proprietary","541","1246136"
"15908","2253700","INTELLITEC COLLEGE","COLORADO SPRINGS","CO","Proprietary","417","1223506"
"30669","3066900","INTELLITEC COLLEGE","GRAND JUNCTION","CO","Proprietary","540","1541599"
"8635","863500","INTELLITEC MEDICAL INSTITUTE","COLORADO SPRINGS","CO","Proprietary","340","958019"
"12850","1285000","INTERNATIONAL SALON AND SPA ACADEMY","COLORADO SPRINGS","CO","Proprietary","186","447511"
"16500","2321700","ITT TECHNICAL INSTITUTE","THORNTON","CO","Proprietary","1217","2961380"
"35343","3534300","JONES INTERNATIONAL UNIVERSITY","CENTENNIAL","CO","Proprietary","109","215279"
"21676","2167600","KAPLAN COLLEGE","THORNTON","CO","Proprietary","310","791722"
"1355","135500","LAMAR COMMUNITY COLLEGE","LAMAR","CO","Public 2 Year","434","1148917"
"7547","754700","LINCOLN COLLEGE OF TECHNOLOGY","DENVER","CO","Proprietary","705","1790645"
"39763","3976300","MASSAGE THERAPY INSTITUTE OF COLORADO","DENVER","CO","Proprietary","18","25641"
"1358","135800","MESA STATE COLLEGE","GRAND JUNCTION","CO","Public 4 Year","1925","5004347"
"1360","136000","METROPOLITAN STATE CLG OF DENVER","DENVER","CO","Public 4 Year","5919","14712994"
"41251","4125100","MONTESSORI CENTRE INTERNATIONAL DENVER","GREENWOOD VILLAGE","CO","Private 2 Year","2","3608"
"33063","3306300","MONTESSORI EDUC CRT OF THE ROCKIES","BOULDER","CO","Private 2 Year","4","15852"
"9981","998100","MORGAN COMMUNITY COLLEGE","FORT MORGAN","CO","Public 2 Year","505","1217946"
"14652","2117500","NAROPA UNIVERSITY","BOULDER","CO","Private 4 Year","194","562778"
"13007","1300700","NAZARENE BIBLE COLLEGE","COLORADO SPRINGS","CO","Private 4 Year","333","645233"
"1361","136100","NORTHEASTERN JUNIOR COLLEGE","STERLING","CO","Public 2 Year","467","1246260"
"1362","136200","OTERO JUNIOR COLLEGE","LA JUNTA","CO","Public 2 Year","856","2290409"
"12875","1287500","PICKENS TECHNICAL COLLEGE","AURORA","CO","Public 2 Year","177","383081"
"8896","889600","PIKES PEAK COMMUNITY COLLEGE","COLORADO SPRINGS","CO","Public 2 Year","3923","8455889"
"30149","3014900","PLATT COLLEGE","AURORA","CO","Proprietary","74","218742"
"14829","2116300","PUEBLO COMMUNITY COLLEGE","PUEBLO","CO","Public 2 Year","3039","7156063"
"9543","954300","RED ROCKS COMMUNITY COLLEGE","LAKEWOOD","CO","Public 2 Year","1429","3026855"
"7297","729700","REDSTONE COLLEGE","BROOMFIELD","CO","Proprietary","329","869274"
"1363","136300","REGIS UNIVERSITY","DENVER","CO","Private 4 Year","1121","2611186"
"30121","3012100","REMINGTON COLLEGE - COLORADO SPRINGS CAM","LAKEWOOD","CO","Proprietary","184","438316"
"13991","764900","ROCKY MOUNTAIN COLG OF ART & DESIGN","DENVER","CO","Proprietary","114","307468"
"15264","2165200","SALON PROFESSIONAL ACADEMY (THE)","GRAND JUNCTION","CO","Proprietary","45","147708"
"10732","1073200","SAN JUAN BASINTECHNICAL COLLEGE","MANCOS","CO","Public 2 Year","96","273880"
"32893","3289300","TEIKYO LORETTO HEIGHTS UNIVERSITY","DENVER","CO","Private 4 Year","94","309665"
"36703","3670300","TONI & GUY HAIRDRESSING ACADEMY","COLORADO SPRINGS","CO","Proprietary","34","85814"
"1368","136800","TRINIDAD STATE JR COLLEGE","TRINIDAD","CO","Public 2 Year","864","2224174"
"4509","450900","UNIV OF COLORADO AT COLO SPRINGS","COLORADO SPRINGS","CO","Public 4 Year","1746","4619968"
"4508","450800","UNIVERSITY OF CO ANSCHUTZ MED CAMPUS","AURORA","CO","Public 4 Year","123","335152"
"6740","450824","UNIVERSITY OF COLORADO DENVER - AURARIA","DENVER","CO","Public 4 Year","2275","6314069"
"1370","137000","UNIVERSITY OF COLORADO-BOULDER","BOULDER","CO","Public 4 Year","3533","10343725"
"1371","137100","UNIVERSITY OF DENVER","DENVER","CO","Private 4 Year","760","2081595"
"1349","134900","UNIVERSITY OF NORTHERN COLORADO","GREELEY","CO","Public 4 Year","1945","5287537"
"1372","137200","WESTERN STATE COLLEGE","GUNNISON","CO","Public 4 Year","486","1385983"
"7548","754800","WESTWOOD COLLEGE - DENVER NORTH","DENVER","CO","Proprietary","6525","16326866"
"30274","3027400","XENON INTERNATIONAL ACADEMY III","AURORA","CO","Proprietary","37","86555"
"9855","985500","YESHIVA TORAS CHAIM TALMUDICAL SEM","DENVER","CO","Private 4 Year","2","7020"
"41043","4104300","ACADEMY DI CAPELLI - SCHOOL OF COSMETOLO","WALLINGFORD","CT","Proprietary","29","87064"
"9822","982200","ALBERT I PRINCE TECHNICAL HIGH SCHOOL","HARTFORD","CT","Public 2 Year","26","78035"
"39273","3927300","ALBERT SCHOOL (THE)","NIANTIC","CT","Proprietary","86","184689"
"1374","137400","ALBERTUS MAGNUS COLLEGE","NEW HAVEN","CT","Private 4 Year","518","1267051"
"11150","1115000","ASNUNTUCK COMMUNITY COLLEGE","ENFIELD","CT","Public 2 Year","319","667053"
"15725","2228800","BARAN INSTITUTE OF TECHNOLOGY","EAST WINDSOR","CT","Proprietary","513","1339574"
"41288","4128800","BRANFORD ACADEMY OF HAIR & COSMETOLOGY","BRANFORD","CT","Proprietary","17","57865"
"13954","2074000","BRANFORD HALL CAREER INSTITUTE","BRANFORD","CT","Proprietary","2994","7018494"
"9407","940700","BRIARWOOD COLLEGE","SOUTHINGTON","CT","Proprietary","312","779897"
"6181","618100","BRIDGEPORT HOSP SCHL OF NURSING","BRIDGEPORT","CT","Private 2 Year","56","128463"
"8874","887400","BRIO ACADEMY OF COSMETOLOGY","MERIDEN","CT","Proprietary","303","716144"
"10417","1041700","BRIO ACADEMY OF EAST HARTFORD","EAST HARTFORD","CT","Proprietary","135","336159"
"11496","1149600","BULLARD HAVENS VOC TECH SCHOOL","BRIDGEPORT","CT","Public 2 Year","10","24875"
"14742","2115100","BUTLER BUSINESS SCHOOL","BRIDGEPORT","CT","Proprietary","279","640006"
"7635","763500","CAPITAL COMMUNITY COLLEGE","HARTFORD","CT","Public 2 Year","2007","4243179"
"1378","137800","CENTRAL CONNECTICUT STATE UNIV","NEW BRITAIN","CT","Public 4 Year","1898","4978209"
"32343","3234300","CHARTER OAK STATE COLLEGE","NEW BRITAIN","CT","Public 4 Year","204","316527"
"40533","4053300","CLEMENS COLLEGE","SUFFIELD","CT","Proprietary","15","49682"
"1379","137900","CONNECTICUT COLLEGE","NEW LONDON","CT","Private 4 Year","175","546588"
"23166","2316600","CONNECTICUT CTR FOR MASSAGE THERAPY","NEWINGTON","CT","Proprietary","196","223195"
"33163","3316300","CONNECTICUT CULINARY INSTITUTE","HARTFORD","CT","Proprietary","323","865192"
"15059","2148700","CONNECTICUT INST OF HAIR DESIGN","WOLCOTT","CT","Proprietary","29","86684"
"33813","3381300","CONNECTICUT TRAINING CENTER","EAST HARTFORD","CT","Private 2 Year","280","485560"
"15834","927700","E C GOODWIN TECHNICAL HIGH SCHOOL","NEW BRITAIN","CT","Public 2 Year","16","42821"
"1425","142500","EASTERN CONNECTICUT STATE UNIV","WILLIMANTIC","CT","Public 4 Year","994","2686768"
"13514","730000","ELI WHITNEY TECHNICAL HIGH SCHOOL","HAMDEN","CT","Public 2 Year","31","90010"
"1385","138500","FAIRFIELD UNIVERSITY","FAIRFIELD","CT","Private 4 Year","359","988257"
"14645","2106600","FOX INSTITUTE OF BUSINESS","WEST HARTFORD","CT","Proprietary","442","1048511"
"6981","803700","GATEWAY COMMUNITY-TECHNICAL COLLEGE","NEW HAVEN","CT","Public 2 Year","2032","4350079"
"12877","1287700","GIBBS COLLEGE","NORWALK","CT","Proprietary","547","1261063"
"15833","2244900","GOODWIN COLLEGE","EAST HARTFORD","CT","Private 2 Year","991","2134364"
"13265","2058900","HARVARD H. ELLIS REG VOC-TECH","DANIELSON","CT","Public 2 Year","6","19316"
"13264","1326400","HENRY ABBOTT TECHNICAL HIGH SCHOOL","DANBURY","CT","Public 2 Year","20","39893"
"4513","451300","HOUSATONIC COMMUNITY COLLEGE","BRIDGEPORT","CT","Public 2 Year","1806","3610964"
"15835","2245300","HOWELL CHENEY TECHNICAL HIGH SCHOOL","MANCHESTER","CT","Public 2 Year","8","21066"
"30948","3094800","INDUSTRIAL MANAGEMENT & TRAINING","WATERBURY","CT","Proprietary","68","136609"
"9291","929100","J M WRIGHT TECHNICAL HIGH SCHOOL","STAMFORD","CT","Public 2 Year","8","19090"
"12913","1291300","LEON INSTITUTE OF HAIR DESIGN","BRIDGEPORT","CT","Proprietary","21","39720"
"15712","730300","LINCOLN TECHNICAL INSTITUTE","NEW BRITAIN","CT","Proprietary","1388","3696797"
"30794","3079400","LYME ACADEMY COLLEGE OF FINE ARTS","OLD LYME","CT","Private 4 Year","26","75168"
"1392","139200","MANCHESTER COMMUNITY COLLEGE","MANCHESTER","CT","Public 2 Year","1700","3478935"
"8038","803800","MIDDLESEX COMMUNITY CLG","MIDDLETOWN","CT","Public 2 Year","688","1390855"
"1393","139300","MITCHELL COLLEGE","NEW LONDON","CT","Private 4 Year","252","732120"
"6982","698200","NAUGATUCK VALLEY COMM-TECH COLG","WATERBURY","CT","Public 2 Year","1258","2737918"
"22025","2202500","NEW ENGLAND TRACTOR TRAILER SCH","SOMERS","CT","Proprietary","578","785107"
"14730","2112700","NORTH HAVEN ACADEMY","NORTH HAVEN","CT","Proprietary","93","241538"
"1398","139800","NORTHWESTERN CT COMMUNITY COLLEGE","WINSTED","CT","Public 2 Year","347","675034"
"1399","139900","NORWALK COMMUNITY TECHNICAL COLLEGE","NORWALK","CT","Public 2 Year","1174","2501358"
"11843","1184300","NORWICH TECHNICAL HIGH SCHOOL","NORWICH","CT","Public 2 Year","7","14327"
"7459","745900","PAIER COLLEGE OF ART","HAMDEN","CT","Proprietary","59","151335"
"13794","887300","PAUL MITCHELL THE SCHOOL","DANBURY","CT","Proprietary","62","159479"
"25650","2565000","PLATT TECHNICAL HIGH SCHOOL","MILFORD","CT","Public 2 Year","10","29333"
"7305","730500","PORTER AND CHESTER INSTITUTE OF BRANFORD","BRANFORD","CT","Proprietary","170","277872"
"10779","1077900","PORTER AND CHESTER INSTITUTE-ALLCAMPUSES","STRATFORD","CT","Proprietary","1236","2433800"
"1401","140100","POST UNIVERSITY","WATERBURY","CT","Proprietary","581","1601008"
"10530","1053000","QUINEBAUG VALLEY COMMUNITY COLLEGE","DANIELSON","CT","Public 2 Year","709","1329847"
"1402","140200","QUINNIPIAC UNIVERSITY","HAMDEN","CT","Private 4 Year","508","1298917"
"8872","887200","RENASCI ACADEMY OF HAIR","MILFORD","CT","Proprietary","20","60623"
"14703","2112300","RIDLEY LOWELL BUSINESS & TECH INST","NEW LONDON","CT","Proprietary","346","860637"
"1403","140300","SACRED HEART UNIVERSITY","FAIRFIELD","CT","Private 4 Year","496","1372622"
"1409","140900","SAINT JOSEPH COLLEGE","WEST HARTFORD","CT","Private 4 Year","311","875906"
"1406","140600","SOUTHERN CONNECTICUT STATE UNIV","NEW HAVEN","CT","Public 4 Year","1883","5193804"
"6191","619100","ST. VINCENT'S COLLEGE","BRIDGEPORT","CT","Private 2 Year","123","242697"
"12425","1242500","STONE ACADEMY","HAMDEN","CT","Proprietary","1107","2359990"
"9065","906500","THE HARTFORD CONSERVATORY","HARTFORD","CT","Private 2 Year","15","28850"
"9765","976500","THREE RIVERS COMMUNITY TECH COLLEGE","NORWICH","CT","Public 2 Year","1171","2150197"
"1414","141400","TRINITY COLLEGE","HARTFORD","CT","Private 4 Year","311","901601"
"9764","976400","TUNXIS COMMUNITY COLLEGE","FARMINGTON","CT","Public 2 Year","964","1983408"
"1416","141600","UNIVERSITY OF BRIDGEPORT","BRIDGEPORT","CT","Private 4 Year","703","1872596"
"1417","141700","UNIVERSITY OF CONNECTICUT-STORRS","STORRS","CT","Public 4 Year","3348","9498536"
"1422","142200","UNIVERSITY OF HARTFORD","WEST HARTFORD","CT","Private 4 Year","910","2518992"
"1397","139700","UNIVERSITY OF NEW HAVEN","WEST HAVEN","CT","Private 4 Year","662","1819911"
"11697","1169700","VINAL REGIONAL VOC TECH SCHOOL","MIDDLETOWN","CT","Public 2 Year","11","14622"
"14603","2300000","W F KAYNOR TECHNICAL HIGH SCHOOL","WATERBURY","CT","Public 2 Year","9","22417"
"1424","142400","WESLEYAN UNIVERSITY","MIDDLETOWN","CT","Private 4 Year","341","1062708"
"1380","138000","WESTERN CONNECTICUT STATE UNIV","DANBURY","CT","Public 4 Year","949","2599534"
"16003","2265900","WINDHAM COMMUNITY MEM HOSP-RAD TECH","WILLIMANTIC","CT","Private 2 Year","3","10780"
"7311","731100","WINDHAM TECHNICAL HIGH SCHOOL","WILLIMANTIC","CT","Public 2 Year","12","38391"
"1426","142600","YALE UNIVERSITY","NEW HAVEN","CT","Private 4 Year","525","1583540"
"1434","143400","AMERICAN UNIVERSITY","WASHINGTON","DC","Private 4 Year","698","1973800"
"34096","3409600","BENNETT CAREER INSTITUTE","WASHINGTON","DC","Proprietary","121","290934"
"31043","3104300","CAREER BLAZERS LEARNING CENTER OF WASHIN","WASHINGTON","DC","Proprietary","495","965411"
"1437","143700","CATHOLIC UNIVERSITY OF AMERICA","WASHINGTON","DC","Private 4 Year","349","913703"
"16085","2279200","DUDLEY BEAUTY COLG-WASHINGTON","WASHINGTON","DC","Proprietary","114","281416"
"1443","144300","GALLAUDET UNIVERSITY","WASHINGTON","DC","Private 4 Year","368","1055865"
"1444","144400","GEORGE WASHINGTON UNIVERSITY","WASHINGTON","DC","Private 4 Year","976","2860404"
"1445","144500","GEORGETOWN UNIVERSITY","WASHINGTON","DC","Private 4 Year","701","2077102"
"1448","144800","HOWARD UNIVERSITY","WASHINGTON","DC","Private 4 Year","2449","7574780"
"14941","2132800","NAT'L CONSERVATORY DRAMATIC ARTS","WASHINGTON","DC","Private 2 Year","6","17710"
"32183","3218300","POTOMAC COLLEGE","WASHINGTON","DC","Proprietary","188","461769"
"25889","2588900","SANZ SCHOOL","WASHINGTON","DC","Proprietary","1112","3147863"
"1456","145600","SOUTHEASTERN UNIVERSITY","WASHINGTON","DC","Private 4 Year","425","913286"
"1459","145900","STRAYER UNIVERSITY","WASHINGTON","DC","Proprietary","12945","28043815"
"37503","3750300","TECHNICAL LEARNING CENTERS","WASHINGTON","DC","Proprietary","64","252677"
"11950","1195000","THE CORCORAN COLLEGE OF ART & DESIG","WASHINGTON","DC","Private 4 Year","138","419622"
"1460","146000","TRINITY UNIVERSITY","WASHINGTON","DC","Private 4 Year","633","1730047"
"7015","144100","UNIV OF THE DISTRICT OF COLUMBIA","WASHINGTON","DC","Public 4 Year","1926","4789232"
"41307","4130700","ACADEMY OF MASSAGE AND BODYWORK","BEAR","DE","Proprietary","4","11727"
"21252","2125200","BEEBE SCHOOL OF NURSING","LEWES","DE","Private 2 Year","10","20680"
"30258","3025800","DAWN TRAINING CENTRE","WILMINGTON","DE","Proprietary","326","839608"
"37023","3702300","DELAWARE LEARNING INSTITUTE OF COSMETOLO","DAGSBORO","DE","Proprietary","33","78491"
"1428","142800","DELAWARE STATE UNIVERSITY","DOVER","DE","Public 4 Year","1523","4627308"
"11387","2144900","DELAWARE TECH & CMTY CLG-STANTN/WLM","WILMINGTON","DE","Public 2 Year","1650","3115133"
"11727","1172700","DELAWARE TECH & CMTY CLG-TERRY","DOVER","DE","Public 2 Year","1135","2201299"
"7053","705300","DELAWARE TECH & CMTY COLLEGE-OWENS","GEORGETOWN","DE","Public 2 Year","1477","2983061"
"1429","142900","GOLDEY BEACOM COLLEGE","WILMINGTON","DE","Private 4 Year","218","615128"
"35433","3543300","HARRIS SCHOOL OF BUSINESS","WILMINGTON","DE","Proprietary","393","974933"
"15477","2190400","SCHILLING DOUGLAS SCH OF HAIR DSGN","NEWARK","DE","Proprietary","127","296534"
"1431","143100","UNIVERSITY OF DELAWARE","NEWARK","DE","Public 4 Year","1378","3592990"
"1433","143300","WESLEY COLLEGE","DOVER","DE","Private 4 Year","638","1647075"
"7948","794800","WILMINGTON UNIVERSITY","NEW CASTLE","DE","Private 4 Year","1187","2907400"
"14146","1016100","""LORAINE'S ACADEMY, INC""","ST PETERSBURG","FL","Proprietary","153","316169"
"16875","2501500","""O*TEC, MID-FLORIDA TECH""","ORLANDO","FL","Public 2 Year","107","225988"
"33463","3346300","ACAD FOR PRAC NURSING & HEALTH OCCP","WEST PALM BEACH","FL","Private 2 Year","441","909822"
"41269","4126900","ACADEMY OF CAREER TRAINING","KISSIMMEE","FL","Proprietary","33","86107"
"16785","2499000","ACADEMY OF COSMETOLOGY","MERRITT ISLAND","FL","Proprietary","116","246939"
"31134","3113400","ACADEMY OF HEALING ARTS","LAKE WORTH","FL","Proprietary","63","137747"
"41205","4120500","ACADEMY OF PROFESSIONAL CAREERS","WINTER PARK","FL","Proprietary","41","122620"
"37573","3757300","ADVANCE SCIENCE INSTITUTE","HIALEAH","FL","Proprietary","141","355412"
"16181","2293600","ADVANCED TECHNICAL CENTERS","MIAMI SPRINGS","FL","Private 2 Year","2","2083"
"34914","3491400","AMERICAN ADVANCED TECHNICIANS INST","HIALEAH","FL","Proprietary","86","179418"
"40165","4016500","AMERICAN INSTITUTE OF BEAUTY","LARGO","FL","Proprietary","160","336143"
"33903","3390300","AMERICARE SCHOOL OF NURSING","FERN PARK","FL","Proprietary","455","1129297"
"35954","3595400","ANGLEY COLLEGE","DELAND","FL","Proprietary","94","269251"
"10195","1019500","ART INSTITUTE OF FT LAUDERDALE","FORT LAUDERDALE","FL","Proprietary","1666","4015779"
"38163","3816300","ARTISTIC NAILS & BEAUTY ACADEMY","TAMPA","FL","Proprietary","193","401780"
"30123","3012300","ASM BEAUTY WORLD ACADEMY","HOLLYWOOD","FL","Proprietary","83","160992"
"16180","2293200","ATI CAREER TRAINING CENTER","OAKLAND PARK","FL","Proprietary","1129","2900873"
"15646","2215900","ATI CAREER TRAINING CENTER","FORT LAUDERDALE","FL","Proprietary","353","787340"
"14612","2151100","ATI COLLEGE OF HEALTH","MIAMI","FL","Proprietary","1343","3789217"
"12263","1226300","ATLANTIC TECHNICAL CENTER","COCONUT CREEK","FL","Public 2 Year","291","746028"
"39413","3941300","AVE MARIA UNIVERSITY","AVE MARIA","FL","Private 4 Year","282","939739"
"41194","4119400","AVEDA INSTITUTE - SAINT PETERSBURG","SAINT PETERSBURG","FL","Proprietary","47","128400"
"41348","4134800","AVEDA INSTITUTE - TALLAHASSEE","TALLAHASSEE","FL","Proprietary","17","35517"
"13001","2159600","BAPTIST COLLEGE OF FLORIDA (THE)","GRACEVILLE","FL","Private 4 Year","238","641549"
"1466","146600","BARRY UNIVERSITY","MIAMI SHORES","FL","Private 4 Year","1981","5300777"
"33733","3373300","BEACON COLLEGE","LEESBURG","FL","Private 4 Year","29","95010"
"38014","3801400","BEAUTY INSTITUTE (THE)","WEST PALM BEACH","FL","Proprietary","114","277253"
"16111","2283800","BEAUTY SCHOOLS OF AMERICA","HIALEAH","FL","Proprietary","1553","3767260"
"14752","3018500","BENE'S INTERNATIONAL SCHOOL OF BEAUTY","NEW PORT RICHEY","FL","Proprietary","174","380619"
"1467","146700","BETHUNE COOKMAN UNIVERSITY","DAYTONA BEACH","FL","Private 4 Year","2344","7616233"
"15565","2200100","BRADENTON BEAUTY & BARBER ACADEMY","BRADENTON","FL","Proprietary","147","360113"
"33823","3382300","BRADFORD-UNION AREA CAREERTECHNICAL CENT","STARKE","FL","Public 2 Year","64","154469"
"1470","147000","BREVARD COMMUNITY COLLEGE","COCOA","FL","Public 2 Year","3475","7623315"
"1500","150000","BROWARD CMNTY COLG - DOWNTOWN CTR","FORT LAUDERDALE","FL","Public 2 Year","11327","26961600"
"38425","3842500","CAMBRIDGE INSTITUTE OF ALLIED HEALTH","LONGWOOD","FL","Proprietary","116","254616"
"39063","3906300","CAREER INSTITUTE OF FLORIDA","SAINT PETERSBURG","FL","Proprietary","165","364982"
"22455","2245500","CENTRAL FLORIDA COLLEGE","WINTER PARK","FL","Proprietary","863","2440151"
"1471","147100","CENTRAL FLORIDA COMMUNITY COLLEGE","OCALA","FL","Public 2 Year","2144","4747211"
"34254","3425400","CENTRAL FLORIDA INSTITUTE","PALM HARBOR","FL","Proprietary","387","978861"
"39394","3939400","CENTURA INSTITUTE","ORLANDO","FL","Proprietary","120","326459"
"16165","2297000","CHARLOTTE TECHNICAL CENTER","PORT CHARLOTTE","FL","Public 2 Year","94","208904"
"1472","147200","CHIPOLA  COLLEGE","MARIANNA","FL","Public 4 Year","636","1634500"
"30799","3079900","CITY COLLEGE","CASSELBERRY","FL","Private 2 Year","169","373729"
"16839","2515400","CITY COLLEGE","FORT LAUDERDALE","FL","Private 4 Year","921","2213183"
"15025","147300","CLEARWATER CHRISTIAN COLLEGE","CLEARWATER","FL","Private 4 Year","237","608562"
"30716","3071600","COLLEGE OF BUSINESS & TECHNOLOGY","MIAMI","FL","Proprietary","736","2073609"
"39853","3985300","COMMERCIAL DIVING ACADEMY","JACKSONVILLE","FL","Proprietary","120","250998"
"31086","3108600","COM-PU-MED VOCATIONAL CAREERS","HIALEAH","FL","Proprietary","674","2145438"
"15307","2172700","CONCORDE CAREER INSTITUTE","TAMPA","FL","Proprietary","707","1653941"
"16050","2275100","CONCORDE CAREER INSTITUTE","MIRAMAR","FL","Proprietary","463","1128829"
"14016","2089600","CONCORDE CAREER INSTITUTE","JACKSONVILLE","FL","Proprietary","964","2291134"
"31784","3178400","CORAL RIDGE NURSES ASST TRAINING","FORT LAUDERDALE","FL","Proprietary","19","57715"
"16092","2279600","CORTIVA INSTITUTE - HUMANITIES CENTER SC","PINELLAS PARK","FL","Proprietary","61","106693"
"5594","559400","D G ERWIN TECHNICAL CENTER","TAMPA","FL","Public 2 Year","669","1274820"
"38323","3832300","DADE MEDICAL COLLEGE","MIAMI","FL","Proprietary","451","1222417"
"26127","2612700","DARLYNE MCGEE'S ACAD OF COSMETOLOGY","PALM BAY","FL","Proprietary","91","198533"
"39396","3939600","DAYTONA COLLEGE","ORMOND BEACH","FL","Proprietary","58","124805"
