"OPEID","Name","State","Type & Control","Recips","Awards"
"3677","UTAH STATE UNIVERSITY","UT","Public 4 Year","7257","26941483"
"4027","UTAH VALLEY UNIVERSITY","UT","Public 4 Year","11705","42506565"
"25728","VISTA COLLEGE","UT","Proprietary 2 Year","143","566589"
"3680","WEBER STATE UNIVERSITY","UT","Public 4 Year","6393","21793737"
"33394","WESTERN GOVERNORS UNIVERSITY","UT","Private 4 Year","7593","26391015"
"3681","WESTMINSTER COLLEGE","UT","Private 4 Year","622","2419323"
"30911","ACT COLLEGE","VA","Proprietary 2 Year","479","1540848"
"31275","ADVANCED TECHNOLOGY INSTITUTE","VA","Proprietary 2 Year","567","2834580"
"3702","AVERETT UNIVERSITY","VA","Private 4 Year","705","2575469"
"40384","AVI CAREER TRAINING","VA","Proprietary 2 Year","40","148601"
"31263","AVIATION INSTITUTE OF MAINTENANCE","VA","Proprietary 2 Year","326","1290134"
"38834","AVIATION INSTITUTE OF MAINTENANCE","VA","Proprietary 2 Year","223","780987"
"30107","BAR PALMA BEAUTY CAREERS ACADEMY","VA","Proprietary 2 Year","87","318761"
"41538","BETHEL COLLEGE","VA","Private 4 Year","1","5350"
"6819","BLUE RIDGE COMMUNITY COLLEGE","VA","Public 2 Year","1697","5359925"
"3703","BLUEFIELD COLLEGE","VA","Private 4 Year","325","1326918"
"10043","BON SECOURS MEMORIAL COLLEGE OF NURSING","VA","Private 2 Year","63","167464"
"23585","BON SECOURS SAINT MARY'S HOSPITAL SCHOOL OF MEDICAL IMAGING","VA","Private 2 Year","16","60342"
"3704","BRIDGEWATER COLLEGE","VA","Private 4 Year","431","1654324"
"36543","CAREER TRAINING SOLUTIONS","VA","Proprietary 2 Year","217","764474"
"41373","CAYCE/REILLY SCHOOL OF MASSOTHERAPY","VA","Private 2 Year","20","54503"
"21287","CENTRAL SCHOOL OF PRACTICAL NURSING","VA","Public 2 Year","24","88250"
"4988","CENTRAL VIRGINIA COMMUNITY COLLEGE","VA","Public 2 Year","1451","4145986"
"31264","CENTURA COLLEGE","VA","Proprietary 2 Year","625","2539416"
"41334","CENTURA COLLEGE","VA","Proprietary 2 Year","50","187553"
"23344","CENTURA COLLEGE","VA","Proprietary 4 Year","4305","18292601"
"3706","CHRISTOPHER NEWPORT UNIVERSITY","VA","Public 4 Year","705","2578880"
"3705","COLLEGE OF WILLIAM & MARY","VA","Public 4 Year","670","2770531"
"41273","COLUMBIA COLLEGE","VA","Proprietary 2 Year","55","167835"
"38763","CULPEPER COSMETOLOGY TRAINING CENTER","VA","Public 2 Year","20","73909"
"4996","DABNEY S LANCASTER COMMUNITY COLLEGE","VA","Public 2 Year","552","1890566"
"3758","DANVILLE COMMUNITY COLLEGE","VA","Public 2 Year","1932","6285742"
"21116","DANVILLE REGIONAL MEDICAL CENTER SCHOOL OF HEALTH PROFESSIONS","VA","Proprietary 2 Year","61","221429"
"41240","DOMINION SCHOOL OF HAIR DESIGN","VA","Proprietary 2 Year","26","108324"
"3708","EASTERN MENNONITE UNIVERSITY","VA","Private 4 Year","305","1064038"
"3748","EASTERN SHORE COMMUNITY COLLEGE","VA","Public 2 Year","614","2008916"
"10198","ECPI COLLEGE OF TECHNOLOGY","VA","Proprietary 4 Year","9500","43709671"
"3709","EMORY & HENRY COLLEGE","VA","Private 4 Year","392","1483706"
"9267","EVEREST COLLEGE","VA","Proprietary 2 Year","2037","6776669"
"3711","FERRUM COLLEGE","VA","Private 4 Year","762","3002480"
"23427","FORTIS COLLEGE","VA","Proprietary 2 Year","802","2990428"
"3749","GEORGE MASON UNIVERSITY","VA","Public 4 Year","4890","19346152"
"8660","GERMANNA COMMUNITY COLLEGE","VA","Public 2 Year","1619","4649646"
"41400","GLOBAL HEALTH NURSE TRAINING SERVICES","VA","Proprietary 2 Year","63","245550"
"30024","GRAHAM WEBB INTERNATIONAL ACADEMY OF HAIR","VA","Proprietary 2 Year","70","248760"
"3713","HAMPDEN SYDNEY COLLEGE","VA","Private 4 Year","168","657477"
"3714","HAMPTON UNIVERSITY","VA","Private 4 Year","1693","6814526"
"22424","HENRICO COUNTY-SAINT MARY'S HOSPITAL SCHOOL OF PRACTICAL NURSING","VA","Public 2 Year","17","35240"
"23045","HERITAGE INSTITUTE","VA","Proprietary 2 Year","330","1201595"
"3715","HOLLINS UNIVERSITY","VA","Private 4 Year","332","1321875"
"41562","INSTITUTE OF ADVANCED MEDICAL ESTHETICS","VA","Proprietary 2 Year","14","43000"
"3759","J SARGEANT REYNOLDS COMMUNITY COLLEGE","VA","Public 2 Year","5001","15520703"
"3721","JAMES MADISON UNIVERSITY","VA","Public 4 Year","2066","8015001"
"6622","JEFFERSON COLLEGE OF HEALTH SCIENCES","VA","Private 4 Year","316","1281034"
"4004","JOHN TYLER COMMUNITY COLLEGE","VA","Public 2 Year","3117","8967561"
"11596","LEGENDS INSTITUTE","VA","Proprietary 2 Year","41","156578"
"20530","LIBERTY UNIVERSITY","VA","Private 4 Year","15781","51906738"
"3719","LONGWOOD UNIVERSITY","VA","Public 4 Year","806","3007101"
"8659","LORD FAIRFAX COMMUNITY COLLEGE","VA","Public 2 Year","1906","5529877"
"3720","LYNCHBURG COLLEGE","VA","Private 4 Year","612","2332497"
"21758","LYNCHBURG GENERAL HOSPITAL SCHOOL OF NURSING","VA","Private 2 Year","95","299889"
"3723","MARY BALDWIN COLLEGE","VA","Private 4 Year","710","2724395"
"3724","MARYMOUNT UNIVERSITY","VA","Private 4 Year","537","2076793"
"22472","MEDSPA CAREERS INSTITUTE","VA","Proprietary 2 Year","101","333172"
"4992","MILLER-MOTTE TECHNICAL COLLEGE","VA","Proprietary 2 Year","2430","7818406"
"9629","MOUNTAIN EMPIRE COMMUNITY COLLEGE","VA","Public 2 Year","1857","6481011"
"3726","NATIONAL COLLEGE","VA","Proprietary 4 Year","7891","29612504"
"5223","NEW RIVER COMMUNITY COLLEGE","VA","Public 2 Year","1908","7047280"
"3765","NORFOLK STATE UNIVERSITY","VA","Public 4 Year","3979","16831618"
"3727","NORTHERN VIRGINIA COMMUNITY COLLEGE","VA","Public 2 Year","8657","29754475"
"3728","OLD DOMINION UNIVERSITY","VA","Public 4 Year","5724","23394344"
"3751","PATRICK HENRY COMMUNITY COLLEGE","VA","Public 2 Year","2197","6986324"
"9159","PAUL D. CAMP COMMUNITY COLLEGE","VA","Public 2 Year","910","2952290"
"9928","PIEDMONT VIRGINIA COMMUNITY COLLEGE","VA","Public 2 Year","1366","3572705"
"3732","RADFORD UNIVERSITY","VA","Public 4 Year","1873","7384449"
"3734","RANDOLPH COLLEGE","VA","Private 4 Year","146","621901"
"3733","RANDOLPH-MACON COLLEGE","VA","Private 4 Year","266","1020420"
"9160","RAPPAHANNOCK COMMUNITY COLLEGE","VA","Public 2 Year","940","2703058"
"30913","REGENT UNIVERSITY","VA","Private 4 Year","1034","3445244"
"3707","RICHARD BLAND COLLEGE OF THE COLLEGE OF WILLIAM & MARY","VA","Public 2 Year","490","1637243"
"21400","RIVERSIDE SCHOOL OF HEALTH CAREERS","VA","Private 2 Year","135","389526"
"3736","ROANOKE COLLEGE","VA","Private 4 Year","416","1602778"
"34095","RSHT","VA","Proprietary 2 Year","695","2641720"
"36454","RUDY & KELLY ACADEMY OF HAIR AND NAILS","VA","Proprietary 2 Year","134","496776"
"3739","SAINT PAUL'S COLLEGE","VA","Private 4 Year","475","1904329"
"9420","SANFORD-BROWN COLLEGE","VA","Proprietary 4 Year","1044","4157680"
"25889","SANZ SCHOOL","VA","Proprietary 2 Year","1623","6315203"
"30428","SCHOOL BOARD - CITY OF VA. BEACH, VA. BEACH SCHOOL OF PRCTL. NRSG.","VA","Public 2 Year","13","24525"
"31065","SENTARA NORFOLK GENERAL HOSPITAL","VA","Private 2 Year","156","541203"
"3737","SHENANDOAH UNIVERSITY","VA","Private 4 Year","456","1720878"
"30927","SKYLINE COLLEGE","VA","Proprietary 4 Year","407","1829709"
"25354","SKYLINE COLLEGE - RICHMOND","VA","Proprietary 4 Year","68","296063"
"41338","SOUTHEAST CULINARY & HOSPITALITY COLLEGE","VA","Proprietary 2 Year","77","393239"
"3738","SOUTHERN VIRGINIA UNIVERSITY","VA","Private 4 Year","362","1616548"
"12744","SOUTHSIDE REGIONAL MEDICAL CENTER PROFESSIONAL SCHOOLS","VA","Proprietary 2 Year","68","312200"
"8661","SOUTHSIDE VIRGINIA COMMUNITY COLLEGE","VA","Public 2 Year","2942","8833478"
"7260","SOUTHWEST VIRGINIA COMMUNITY COLLEGE","VA","Public 2 Year","1916","6479986"
"30965","SPRINGFIELD BEAUTY ACADEMY","VA","Proprietary 2 Year","112","504680"
"9535","STAUNTON SCHOOL OF COSMETOLOGY","VA","Proprietary 2 Year","29","126823"
"25412","STRATFORD UNIVERSITY","VA","Proprietary 4 Year","511","2014541"
"25388","SUFFOLK BEAUTY ACADEMY","VA","Proprietary 2 Year","84","282374"
"8592","SUFFOLK PUBLIC SCHOOLS SENTARA OBICI HOSPITAL SCHOOL OF PRACTICAL NURS","VA","Private 2 Year","10","21744"
"3742","SWEET BRIAR COLLEGE","VA","Private 4 Year","150","570275"
"36384","TAP THIS VALLEY WORKS CENTER FOR EMPLOYMENT TRAINING","VA","Private 2 Year","8","28778"
"6871","THOMAS NELSON COMMUNITY COLLEGE","VA","Public 2 Year","4534","13031528"
"3712","TIDEWATER COMMUNITY COLLEGE","VA","Public 2 Year","14161","44770059"
"23209","TIDEWATER TECH","VA","Proprietary 2 Year","452","1789074"
"3746","UNIVERSITY OF MARY WASHINGTON","VA","Public 4 Year","575","2116588"
"3744","UNIVERSITY OF RICHMOND","VA","Private 4 Year","500","1899370"
"3745","UNIVERSITY OF VIRGINIA","VA","Public 4 Year","1667","6895760"
"3747","UNIVERSITY OF VIRGINIA'S COLLEGE AT WISE (THE)","VA","Public 4 Year","782","2994682"
"3735","VIRGINIA COMMONWEALTH UNIVERSITY","VA","Public 4 Year","5651","21939626"
"7099","VIRGINIA HIGHLANDS COMMUNITY COLLEGE","VA","Public 2 Year","1281","4199380"
"3752","VIRGINIA INTERMONT COLLEGE","VA","Private 4 Year","253","944595"
"3753","VIRGINIA MILITARY INSTITUTE","VA","Public 4 Year","257","1014954"
"3754","VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY","VA","Public 4 Year","3508","13795704"
"9537","VIRGINIA SCHOOL OF HAIR DESIGN","VA","Proprietary 2 Year","146","516628"
"32804","VIRGINIA SCHOOL OF MASSAGE","VA","Proprietary 2 Year","156","471788"
"3764","VIRGINIA STATE UNIVERSITY","VA","Public 4 Year","3147","13327300"
"3766","VIRGINIA UNION UNIVERSITY","VA","Private 4 Year","911","3813396"
"3762","VIRGINIA UNIVERSITY OF LYNCHBURG","VA","Private 4 Year","251","777200"
"3767","VIRGINIA WESLEYAN COLLEGE","VA","Private 4 Year","446","1669366"
"3760","VIRGINIA WESTERN COMMUNITY COLLEGE","VA","Public 2 Year","2814","8532530"
"21088","WARDS CORNER BEAUTY ACADEMY","VA","Proprietary 2 Year","284","1063439"
"3768","WASHINGTON AND LEE UNIVERSITY","VA","Private 4 Year","106","421343"
"26101","WASHINGTON COUNTY ADULT SKILL CENTER","VA","Public 2 Year","82","350800"
"21976","WOODROW WILSON REHABILITATION CENTER","VA","Public 2 Year","31","104358"
"3761","WYTHEVILLE COMMUNITY COLLEGE","VA","Public 2 Year","1638","5938764"
"3946","UNIVERSITY OF THE VIRGIN ISLANDS","VI","Public 4 Year","1282","5213979"
"41469","ADVANCED WELDING INSTITUTE","VT","Proprietary 2 Year","13","53388"
"3682","BENNINGTON COLLEGE","VT","Private 4 Year","150","601791"
"12183","BURLINGTON COLLEGE","VT","Private 4 Year","89","271875"
"37083","BURLINGTON TECHNICAL CENTER","VT","Public 2 Year","1","1166"
"3683","CASTLETON STATE COLLEGE","VT","Public 4 Year","638","2371524"
"3684","CHAMPLAIN COLLEGE","VT","Private 4 Year","643","2355617"
"3685","COLLEGE OF ST JOSEPH","VT","Private 4 Year","127","493873"
"11167","COMMUNITY COLLEGE OF VERMONT","VT","Public 2 Year","3191","7947571"
"3686","GODDARD COLLEGE","VT","Private 4 Year","185","634856"
"3687","GREEN MOUNTAIN COLLEGE","VT","Private 4 Year","276","1083132"
"3688","JOHNSON STATE COLLEGE","VT","Public 4 Year","879","3153894"
"25326","LANDMARK COLLEGE","VT","Private 2 Year","96","342612"
"3689","LYNDON STATE COLLEGE","VT","Public 4 Year","611","2298347"
"3690","MARLBORO COLLEGE","VT","Private 4 Year","103","361859"
"3691","MIDDLEBURY COLLEGE","VT","Private 4 Year","309","1293790"
"22540","NEW ENGLAND CULINARY INSTITUTE","VT","Proprietary 4 Year","214","800348"
"3692","NORWICH UNIVERSITY","VT","Private 4 Year","567","2224422"
"8658","O'BRIENS AVEDA INSTITUTE","VT","Proprietary 2 Year","27","97856"
"3694","SAINT MICHAEL'S COLLEGE","VT","Private 4 Year","322","1266376"
"8575","SALON PROFESSIONAL ACADEMY (THE)","VT","Proprietary 2 Year","60","255624"
"3693","SOUTHERN VERMONT COLLEGE","VT","Private 4 Year","207","805812"
"21435","STERLING COLLEGE","VT","Private 4 Year","52","220388"
"3696","UNIVERSITY OF VERMONT AND STATE AGRICULTURAL COLLEGE","VT","Public 4 Year","2194","8304885"
"3698","VERMONT TECHNICAL COLLEGE","VT","Public 4 Year","516","1954629"
"25049","ACADEMY OF HAIR DESIGN","WA","Proprietary 2 Year","66","270936"
"40434","ALPINE COLLEGE","WA","Proprietary 2 Year","158","518445"
"22913","ART INSTITUTE OF SEATTLE (THE)","WA","Proprietary 4 Year","1203","4173171"
"22425","BASTYR UNIVERSITY","WA","Private 4 Year","99","399433"
"5306","BATES TECHNICAL COLLEGE","WA","Public 2 Year","802","2552372"
"3769","BELLEVUE  COLLEGE","WA","Public 4 Year","2004","6658834"
"13094","BELLINGHAM BEAUTY SCHOOL","WA","Proprietary 2 Year","59","263521"
"4999","BELLINGHAM TECHNICAL COLLEGE","WA","Public 2 Year","1126","3774722"
"3770","BIG BEND COMMUNITY COLLEGE","WA","Public 2 Year","1379","4486674"
"25419","BJ'S BEAUTY & BARBER COLLEGE","WA","Proprietary 2 Year","93","489603"
"41308","CASCADE BEAUTY COLLEGE","WA","Proprietary 2 Year","26","118565"
"34835","CASCADIA COMMUNITY COLLEGE","WA","Public 2 Year","451","1403567"
"3771","CENTRAL WASHINGTON UNIVERSITY","WA","Public 4 Year","3469","13309149"
"3772","CENTRALIA COLLEGE","WA","Public 2 Year","1328","4643681"
"13022","CITY UNIVERSITY OF SEATTLE","WA","Private 4 Year","357","951526"
"30650","CLARE'S BEAUTY COLLEGE","WA","Proprietary 2 Year","88","329658"
"3773","CLARK COLLEGE","WA","Public 2 Year","6170","18339520"
"5752","CLOVER PARK TECHNICAL COLLEGE","WA","Public 2 Year","2303","8425013"
"3774","COLUMBIA BASIN COLLEGE","WA","Public 4 Year","2460","8075259"
"12315","CORNISH COLLEGE OF THE ARTS","WA","Private 4 Year","275","1107095"
"30990","CORTIVA INSTITUTE - SEATTLE","WA","Proprietary 2 Year","176","454287"
"37243","DIGIPEN INSTITUTE OF TECHNOLOGY","WA","Proprietary 4 Year","250","1161335"
"11481","DIVERS INSTITUTE OF TECHNOLOGY","WA","Proprietary 2 Year","188","750536"
"3775","EASTERN WASHINGTON UNIVERSITY","WA","Public 4 Year","3662","14849907"
"5001","EDMONDS COMMUNITY COLLEGE","WA","Public 2 Year","2399","8145235"
"34904","EMIL FRIES PIANO HOSPITAL & TRAINING CENTER","WA","Private 2 Year","5","24200"
"23001","EVEREST COLLEGE","WA","Proprietary 2 Year","3552","10966338"
"26062","EVEREST COLLEGE","WA","Proprietary 2 Year","2434","8094303"
"26175","EVEREST COLLEGE","WA","Proprietary 2 Year","1197","3956599"
"3776","EVERETT COMMUNITY COLLEGE","WA","Public 2 Year","2213","6986888"
"21053","EVERGREEN BEAUTY AND BARBER COLLEGE","WA","Proprietary 2 Year","61","290713"
"39173","EVERGREEN BEAUTY AND BARBER COLLEGE","WA","Proprietary 2 Year","119","494860"
"8155","EVERGREEN STATE COLLEGE (THE)","WA","Public 4 Year","1858","7882147"
"36894","FAITH EVANGELICAL SEMINARY","WA","Private 4 Year","36","112641"
"41494","GARY MANUEL AVEDA INSTITUTE","WA","Proprietary 2 Year","68","233940"
"22033","GENE JUAREZ ACADEMY OF BEAUTY","WA","Proprietary 2 Year","515","2180408"
"9739","GLEN DOW ACADEMY OF HAIR DESIGN & SALONS","WA","Proprietary 2 Year","166","521790"
"3778","GONZAGA UNIVERSITY","WA","Private 4 Year","845","3334846"
"3779","GRAYS HARBOR COLLEGE","WA","Public 2 Year","1298","4497909"
"3780","GREEN RIVER COMMUNITY COLLEGE","WA","Public 2 Year","2650","9108556"
"12496","GREENWOOD ACADEMY OF HAIR","WA","Proprietary 2 Year","50","171127"
"3777","HERITAGE UNIVERSITY","WA","Private 4 Year","664","2668141"
"3781","HIGHLINE COMMUNITY COLLEGE","WA","Public 2 Year","2721","8964032"
"41328","INLAND MASSAGE INSTITUTE","WA","Proprietary 2 Year","31","96916"
"23265","INTERFACE COLLEGE","WA","Proprietary 2 Year","196","699234"
"22229","INTERNATIONAL AIR & HOSPITALITY ACADEMY","WA","Proprietary 2 Year","542","1851895"
"30718","ITT TECHNICAL INSTITUTE","WA","Proprietary 2 Year","1669","5917995"
"8443","ITT TECHNICAL INSTITUTE -","WA","Proprietary 2 Year","1424","5007992"
"5373","LAKE WASHINGTON TECHNICAL COLLEGE","WA","Public 4 Year","1070","3468746"
"3782","LOWER COLUMBIA COLLEGE","WA","Public 2 Year","2409","8374218"
"9704","NORTH SEATTLE COMMUNITY COLLEGE","WA","Public 2 Year","1197","3622892"
"26021","NORTHWEST COLLEGE OF ART","WA","Proprietary 4 Year","55","318920"
"23314","NORTHWEST HAIR ACADEMY","WA","Proprietary 2 Year","169","569277"
"32833","NORTHWEST HVAC/R ASSOCIATION & TRAINING","WA","Private 2 Year","34","128223"
"21800","NORTHWEST INDIAN COLLEGE","WA","Public 4 Year","455","1482352"
"41550","NORTHWEST SCHOOL OF WOODEN BOAT BUILDING","WA","Private 2 Year","10","45266"
"3783","NORTHWEST UNIVERSITY","WA","Private 4 Year","390","1411984"
"3784","OLYMPIC COLLEGE","WA","Public 4 Year","2051","6903686"
"3785","PACIFIC LUTHERAN UNIVERSITY","WA","Private 4 Year","891","3440645"
"21842","PAROBA COLLEGE OF COSMETOLOGY","WA","Proprietary 2 Year","90","349518"
"3786","PENINSULA COLLEGE","WA","Public 4 Year","1043","3449006"
"9387","PERRY TECHNICAL INSTITUTE","WA","Private 2 Year","613","2202332"
"5000","PIERCE COLLEGE","WA","Public 2 Year","3145","8921409"
"22368","PROFESSIONAL BEAUTY SCHOOL","WA","Proprietary 2 Year","64","254141"
"10434","RENTON TECHNICAL COLLEGE","WA","Public 2 Year","842","2681869"
"3794","SAINT MARTIN'S UNIVERSITY","WA","Private 4 Year","421","1713002"
"41701","SALON PROFESSIONAL ACADEMY (THE)","WA","Proprietary 2 Year","3","7200"
"3787","SEATTLE CENTRAL COMMUNITY COLLEGE","WA","Public 4 Year","2728","9156433"
"3788","SEATTLE PACIFIC UNIVERSITY","WA","Private 4 Year","840","3300957"
"3790","SEATTLE UNIVERSITY","WA","Private 4 Year","1011","3872098"
"3791","SHORELINE COMMUNITY COLLEGE","WA","Public 2 Year","1538","5034958"
"3792","SKAGIT VALLEY COLLEGE","WA","Public 2 Year","1673","5182520"
"5372","SOUTH PUGET SOUND COMMUNITY COLLEGE","WA","Public 2 Year","2197","6863890"
"9706","SOUTH SEATTLE COMMUNITY COLLEGE","WA","Public 4 Year","907","2788070"
"3793","SPOKANE COMMUNITY COLLEGE","WA","Public 2 Year","5462","20328964"
"9544","SPOKANE FALLS COMMUNITY COLLEGE","WA","Public 2 Year","3802","13337707"
"22022","STYLEMASTERS COLLEGE OF HAIR DESIGN","WA","Proprietary 2 Year","105","441619"
"41200","SUNNYSIDE BEAUTY ACADEMY","WA","Proprietary 2 Year","13","56075"
"3796","TACOMA COMMUNITY COLLEGE","WA","Public 2 Year","3339","11650904"
"39325","TOTAL COSMETOLOGY TRAINING CENTER","WA","Proprietary 2 Year","131","481106"
"21067","TRINITY LUTHERAN COLLEGE","WA","Private 4 Year","47","177446"
"3797","UNIVERSITY OF PUGET SOUND","WA","Private 4 Year","516","1916671"
"3798","UNIVERSITY OF WASHINGTON","WA","Public 4 Year","9049","37370883"
"41272","VICTORIA'S ACADEMY OF COSMETOLOGY","WA","Proprietary 2 Year","69","301049"
"5006","WALLA WALLA COMMUNITY COLLEGE","WA","Public 2 Year","1903","6936601"
"3799","WALLA WALLA UNIVERSITY","WA","Private 4 Year","544","2112140"
"3800","WASHINGTON STATE UNIVERSITY","WA","Public 4 Year","6532","25773052"
"3801","WENATCHEE VALLEY COLLEGE","WA","Public 2 Year","1999","6780941"
"3802","WESTERN WASHINGTON UNIVERSITY","WA","Public 4 Year","3088","11526463"
"10364","WHATCOM COMMUNITY COLLEGE","WA","Public 2 Year","1403","3964117"
"3803","WHITMAN COLLEGE","WA","Private 4 Year","182","747577"
"3804","WHITWORTH UNIVERSITY","WA","Private 4 Year","723","2627023"
"39533","YAKIMA BEAUTY SCHOOL BEAUTYWORKS","WA","Proprietary 2 Year","32","154213"
"3805","YAKIMA VALLEY COMMUNITY COLLEGE","WA","Public 2 Year","2883","9100421"
"41186","ACADEMY OF COSMETOLOGY","WI","Proprietary 2 Year","56","208326"
"41653","ACADEMY WAUKESHA (THE)","WI","Proprietary 2 Year","11","23188"
"11484","ADVANCED INSTITUTE OF HAIR DESIGN","WI","Proprietary 2 Year","171","893730"
"3832","ALVERNO COLLEGE","WI","Private 4 Year","1387","5045097"
"6126","AURORA SAINT LUKE'S MEDICAL CENTER","WI","Private 2 Year","3","14501"
"6639","BELLIN COLLEGE","WI","Private 4 Year","53","185981"
"6108","BELLIN HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY","WI","Private 2 Year","1","2500"
"3835","BELOIT COLLEGE","WI","Private 4 Year","272","1081618"
"5390","BLACKHAWK TECHNICAL COLLEGE","WI","Public 2 Year","1768","5613211"
"39253","BLUE SKY SCHOOL OF PROFESSIONAL MASSAGE AND THERAPEUTIC BODYWORK","WI","Private 2 Year","61","180543"
"3837","CARDINAL STRITCH UNIVERSITY","WI","Private 4 Year","1277","4178285"
"3838","CARROLL UNIVERSITY","WI","Private 4 Year","740","2595365"
"3839","CARTHAGE COLLEGE","WI","Private 4 Year","696","2532117"
"5304","CHIPPEWA VALLEY TECHNICAL COLLEGE","WI","Public 2 Year","2736","8318366"
"31251","COLLEGE OF THE MENOMINEE NATION","WI","Private 2 Year","552","1791218"
"3842","CONCORDIA UNIVERSITY WISCONSIN - CONCORDIA UNIVERSITY WISCONSIN","WI","Private 4 Year","1300","4415569"
"3848","EDGEWOOD COLLEGE","WI","Private 4 Year","578","2007778"
"23321","EMPIRE BEAUTY SCHOOL","WI","Proprietary 2 Year","401","1624573"
"9744","FOX VALLEY TECHNICAL COLLEGE","WI","Public 2 Year","2875","9022946"
"5389","GATEWAY TECHNICAL COLLEGE","WI","Public 2 Year","3784","10789464"
"24943","GILL TECH ACADEMY OF HAIR DESIGN","WI","Proprietary 2 Year","88","312320"
"9621","HERZING UNIVERSITY","WI","Proprietary 4 Year","4534","14625153"
"38083","INSTITUTE OF BEAUTY AND WELLNESS (THE)","WI","Proprietary 2 Year","58","292821"
"30875","ITT TECHNICAL INSTITUTE -","WI","Proprietary 2 Year","3229","11678565"
"25322","LAC COURTE OREILLES OJIBWA COMMUNITY COLLEGE","WI","Public 2 Year","386","1398007"
"3854","LAKELAND COLLEGE","WI","Private 4 Year","908","2677578"
"9194","LAKESHORE TECHNICAL COLLEGE","WI","Public 2 Year","1121","3483664"
"30074","LAKESIDE SCHOOL OF MASSAGE THERAPY","WI","Private 2 Year","86","291189"
"3856","LAWRENCE UNIVERSITY","WI","Private 4 Year","323","1215772"
"4007","MADISON AREA TECHNICAL COLLEGE","WI","Public 2 Year","4275","12646332"
