"OPE_ID","INSTITUTION NAME","INSTITUTION CITY","INSTITUTION STATE","INSTITUTION TYPE AND CONTROL","TOTAL AWARDS","TOTAL RECIPIENTS"
"245400","UNIVERSITY OF CENTRAL MISSOURI","WARRENSBURG","MO","Public 4 Year","13456579","3341"
"245600","COLUMBIA COLLEGE","COLUMBIA","MO","Private 4 Year","29161151","9132"
"245800","COTTEY COLLEGE","NEVADA","MO","Private 4 Year","561788","122"
"245900","CROWDER COLLEGE","NEOSHO","MO","Public 2 Year","7620993","2262"
"246000","CULVER STOCKTON COLLEGE","CANTON","MO","Private 4 Year","1782401","423"
"246100","DRURY UNIVERSITY","SPRINGFIELD","MO","Private 4 Year","6567643","1823"
"246300","EVANGEL UNIVERSITY","SPRINGFIELD","MO","Private 4 Year","3107508","757"
"246400","FONTBONNE UNIVERSITY","ST LOUIS","MO","Private 4 Year","1484377","390"
"246600","HARRIS - STOWE STATE UNIVERSITY","SAINT LOUIS","MO","Public 4 Year","4948026","1162"
"246700","CONCEPTION SEMINARY COLLEGE","CONCEPTION","MO","Private 4 Year","116400","24"
"246800","JEFFERSON COLLEGE","HILLSBORO","MO","Public 2 Year","6675306","2013"
"247100","ST LOUIS COMMUNITY COLLEGE","ST LOUIS","MO","Public 2 Year","24388106","7849"
"247300","KANSAS CITY ART INSTITUTE","KANSAS CITY","MO","Private 4 Year","1288005","278"
"247600","KENRICK-GLENNON SEMINARY","ST LOUIS","MO","Private 4 Year","21410","4"
"247900","LINCOLN UNIVERSITY","JEFFERSON CITY","MO","Public 4 Year","6449694","1513"
"248000","LINDENWOOD UNIVERSITY","ST CHARLES","MO","Private 4 Year","10891563","2930"
"248200","MARYVILLE UNIVERSITY","ST LOUIS","MO","Private 4 Year","3178784","868"
"248400","METROPOLITAN COMMUNITY COLLEGE","KANSAS CITY","MO","Public 2 Year","20562598","6906"
"248500","MIDWESTERN BAPTIST THEOL SEMINARY","KANSAS CITY","MO","Private 4 Year","618899","183"
"248600","MINERAL AREA COLLEGE","PARK HILLS","MO","Public 2 Year","5952339","1598"
"248800","MISSOURI SOUTHERN STATE UNIVERSITY","JOPLIN","MO","Public 4 Year","11651881","2964"
"248900","MISSOURI VALLEY COLLEGE","MARSHALL","MO","Private 4 Year","3046430","693"
"249000","MISSOURI WESTERN STATE UNIVERSITY","ST JOSEPH","MO","Public 4 Year","7817928","1979"
"249100","MOBERLY AREA COMMUNITY COLLEGE","MOBERLY","MO","Public 2 Year","7098257","2198"
"249500","TRUMAN STATE UNIVERSITY","KIRKSVILLE","MO","Public 4 Year","4608840","1151"
"249600","NORTHWEST MISSOURI STATE UNIV","MARYVILLE","MO","Public 4 Year","7634358","1870"
"249800","PARK UNIVERSITY","PARKVILLE","MO","Private 4 Year","13424210","4063"
"249900","ROCKHURST UNIVERSITY","KANSAS CITY","MO","Private 4 Year","1125111","280"
"250000","COLLEGE OF THE OZARKS","POINT LOOKOUT","MO","Private 4 Year","3205178","851"
"250100","SOUTHEAST MISSOURI STATE UNIV","CAPE GIRARDEAU","MO","Public 4 Year","13618839","3479"
"250200","SOUTHWEST BAPTIST UNIVERSITY","BOLIVAR","MO","Private 4 Year","4666398","1240"
"250300","MISSOURI STATE UNIVERSITY","SPRINGFIELD","MO","Public 4 Year","24863479","6242"
"250400","ST LOUIS COLLEGE OF PHARMACY","ST LOUIS","MO","Private 4 Year","722921","172"
"250600","SAINT LOUIS UNIVERSITY","ST LOUIS","MO","Private 4 Year","6003118","1518"
"251200","STEPHENS COLLEGE","COLUMBIA","MO","Private 4 Year","1506918","351"
"251400","NORTH CENTRAL MISSOURI COLLEGE","TRENTON","MO","Public 2 Year","2593278","748"
"251600","UNIVERSITY OF MISSOURI - COLUMBIA","COLUMBIA","MO","Public 4 Year","20183106","5043"
"251700","MISSOURI UNIVERSITY OF SCIENCE & TECHNOL","ROLLA","MO","Public 4 Year","6929073","1748"
"251800","UNIVERSITY OF MISSOURI-KANSAS CITY","KANSAS CITY","MO","Public 4 Year","12372602","3052"
"251900","UNIVERSITY OF MISSOURI-ST LOUIS","ST LOUIS","MO","Public 4 Year","13231077","3527"
"252000","WASHINGTON UNIVERSITY","ST LOUIS","MO","Private 4 Year","3242882","766"
"252100","WEBSTER UNIVERSITY","ST LOUIS","MO","Private 4 Year","4420727","1168"
"252200","WENTWORTH MILITARY ACADEMY","LEXINGTON","MO","Private 2 Year","901523","216"
"252300","WESTMINSTER COLLEGE","FULTON","MO","Private 4 Year","1154884","266"
"252400","WILLIAM JEWELL COLLEGE","LIBERTY","MO","Private 4 Year","1067076","245"
"252500","WILLIAM WOODS UNIVERSITY","FULTON","MO","Private 4 Year","1161460","313"
"252600","CARROLL COLLEGE","HELENA","MT","Private 4 Year","1208570","291"
"252700","UNIVERSITY OF PROVIDENCE","GREAT FALLS","MT","Private 4 Year","987452","247"
"252800","MILES COMMUNITY COLLEGE","MILES CITY","MT","Public 2 Year","614643","168"
"252900","DAWSON COMMUNITY COLLEGE","GLENDIVE","MT","Public 2 Year","373394","108"
"253000","MONTANA STATE UNIVERSITY - BILLINGS","BILLINGS","MT","Public 4 Year","5117829","1432"
"253100","MONTANA TECH OF THE UNIV OF MONTANA","BUTTE","MT","Public 4 Year","3348418","827"
"253200","MONTANA STATE UNIVERSITY - BOZEMAN","BOZEMAN","MT","Public 4 Year","13840642","3605"
"253300","MONTANA STATE UNIVERSITY-NORTHERN","HAVRE","MT","Public 4 Year","2287771","581"
"253400","ROCKY MOUNTAIN COLLEGE","BILLINGS","MT","Private 4 Year","1236081","303"
"253600","UNIVERSITY OF MONTANA (THE)","MISSOULA","MT","Public 4 Year","14800226","3762"
"253700","UNIVERSITY OF MONTANA WESTERN (THE)","DILLON","MT","Public 4 Year","2365271","608"
"253900","CHADRON STATE COLLEGE","CHADRON","NE","Public 4 Year","3080569","786"
"254000","COLLEGE OF ST MARY","OMAHA","NE","Private 4 Year","1338514","313"
"254100","CONCORDIA UNIVERSITY","SEWARD","NE","Private 4 Year","1414852","338"
"254200","CREIGHTON UNIVERSITY","OMAHA","NE","Private 4 Year","2403584","612"
"254400","DOANE COLLEGE","CRETE","NE","Private 4 Year","2355021","628"
"254700","GRACE UNIVERSITY","OMAHA","NE","Private 4 Year","660913","161"
"254800","HASTINGS COLLEGE","HASTINGS","NE","Private 4 Year","1456774","359"
"255100","UNIVERSITY OF NEBRASKA AT KEARNEY","KEARNEY","NE","Public 4 Year","6611416","1677"
"255300","MIDLAND UNIVERSITY","FREMONT","NE","Private 4 Year","1910072","461"
"255400","UNIVERSITY OF NEBRASKA-OMAHA","OMAHA","NE","Public 4 Year","17174919","4355"
"255500","NEBRASKA WESLEYAN UNIVERSITY","LINCOLN","NE","Private 4 Year","2021661","530"
"255700","MID-PLAINS COMM. COLLEGE-ALL CAMPUSES","NORTH PLATTE","NE","Public 2 Year","2342418","682"
"255900","PERU STATE COLLEGE","PERU","NE","Public 4 Year","2850247","719"
"256000","WESTERN NEBRASKA COMMUNITY COLLEGE","SCOTTSBLUFF","NE","Public 2 Year","1932485","563"
"256300","UNION COLLEGE","LINCOLN","NE","Private 4 Year","1285834","306"
"256500","UNIVERSITY OF NEBRASKA-LINCOLN","LINCOLN","NE","Public 4 Year","18053169","4498"
"256596","UNIVERSITY OF NEBRASKA - CURTIS","CURTIS","NE","Public 4 Year","408448","99"
"256600","WAYNE STATE COLLEGE","WAYNE","NE","Public 4 Year","3944426","1012"
"256700","YORK COLLEGE","YORK","NE","Private 4 Year","857172","191"
"256800","UNIVERSITY OF NEVADA RENO","RENO","NV","Public 4 Year","20449178","5008"
"256900","UNIVERSITY OF NEVADA-LAS VEGAS","LAS VEGAS","NV","Public 4 Year","37392553","9350"
"257200","COLBY-SAWYER COLLEGE","NEW LONDON","NH","Private 4 Year","1195949","296"
"257300","DARTMOUTH COLLEGE","HANOVER","NH","Private 4 Year","2703025","642"
"257500","FRANKLIN PIERCE UNIVERSITY","RINDGE","NH","Private 4 Year","2200367","553"
"257900","NEW ENGLAND COLLEGE","HENNIKER","NH","Private 4 Year","4063827","1094"
"258000","SOUTHERN NEW HAMPSHIRE UNIVERSITY","MANCHESTER","NH","Private 4 Year","65967330","34147"
"258100","NHTI  - CONCORD'S COMMUNITY COLLEGE","CONCORD","NH","Public 2 Year","4536984","1409"
"258200","MANCHESTER COMMUNITY COLLEGE","MANCHESTER","NH","Public 2 Year","3155067","1069"
"258300","GREAT BAY COMMUNITY COLLEGE","PORTSMOUTH","NH","Public 2 Year","2076197","710"
"258600","RIVIER UNIVERSITY","NASHUA","NH","Private 4 Year","1510880","425"
"258700","SAINT ANSELM COLLEGE","MANCHESTER","NH","Private 4 Year","1057997","262"
"258900","UNIVERSITY OF NEW HAMPSHIRE","DURHAM","NH","Public 4 Year","12318843","2993"
"259000","KEENE STATE COLLEGE","KEENE","NH","Public 4 Year","3955601","976"
"259100","PLYMOUTH STATE UNIVERSITY","PLYMOUTH","NH","Public 4 Year","5285066","1285"
"259600","ATLANTIC COMMUNITY COLLEGE","MAYS LANDING","NJ","Public 2 Year","11842776","3593"
"259700","BLOOMFIELD COLLEGE","BLOOMFIELD","NJ","Private 4 Year","6362568","1375"
"259800","CALDWELL COLLEGE","CALDWELL","NJ","Private 4 Year","3190971","719"
"259900","CENTENARY UNIVERSITY","HACKETTSTOWN","NJ","Private 4 Year","2280151","534"
"260000","COLLEGE OF SAINT ELIZABETH","MORRISTOWN","NJ","Private 4 Year","1796494","383"
"260100","CUMBERLAND COUNTY COLLEGE","VINELAND","NJ","Public 2 Year","7112821","1990"
"260300","DREW UNIVERSITY","MADISON","NJ","Private 4 Year","2034931","450"
"260700","FAIRLEIGH DICKINSON UNIV-TEANECK","TEANECK","NJ","Private 4 Year","10854175","2546"
"260800","GEORGIAN COURT UNIVERSITY","LAKEWOOD","NJ","Private 4 Year","2815846","654"
"260900","ROWAN UNIVERSITY","GLASSBORO","NJ","Public 4 Year","19552934","4607"
"261000","FELICIAN COLLEGE","LODI","NJ","Private 4 Year","4277253","952"
"261300","NEW JERSEY CITY UNIVERSITY","JERSEY CITY","NJ","Public 4 Year","17955817","4115"
"261500","MIDDLESEX COUNTY COLLEGE","EDISON","NJ","Public 2 Year","16199072","4521"
"261600","MONMOUTH UNIVERSITY","WEST LONG BRANCH","NJ","Private 4 Year","5939233","1341"
"261700","MONTCLAIR STATE UNIVERSITY","MONTCLAIR","NJ","Public 4 Year","31907464","7257"
"262100","NEW JERSEY INST OF TECHNOLOGY","NEWARK","NJ","Public 4 Year","12986330","3006"
"262200","KEAN UNIVERSITY","UNION","NJ","Public 4 Year","23249866","5653"
"262400","OCEAN COUNTY COLLEGE","TOMS RIVER","NJ","Public 2 Year","10237612","2885"
"262500","WILLIAM PATERSON UNIVERSITY","WAYNE","NJ","Public 4 Year","18072091","4252"
"262700","PRINCETON UNIVERSITY","PRINCETON","NJ","Private 4 Year","3893815","880"
"262800","RIDER UNIVERSITY","LAWRENCEVILLE","NJ","Private 4 Year","5238637","1197"
"262900","RUTGERS, THE STATE UNIVERSITY OF NJ","NEW BRUNS-NEWARK-CAMDEN","NJ","Public 4 Year","77477537","17454"
"263200","SETON HALL UNIVERSITY","SOUTH ORANGE","NJ","Private 4 Year","7548541","1685"
"263800","SAINT PETER'S UNIVERSITY","JERSEY CITY","NJ","Private 4 Year","7883590","1661"
"263900","STEVENS INSTITUTE OF TECHNOLOGY","HOBOKEN","NJ","Private 4 Year","2014878","489"
"264200","COLLEGE OF NEW JERSEY (THE)","EWING","NJ","Public 4 Year","5115860","1151"
"264300","UNION COUNTY COLLEGE","CRANFORD","NJ","Public 2 Year","17905633","5249"
"264900","SANTA FE UNIVERSITY OF ART AND DESIGN","SANTA FE","NM","Proprietary 4 Year","1706123","373"
"265000","UNIVERSITY OF THE SOUTHWEST","HOBBS","NM","Private 4 Year","1256074","292"
"265100","EASTERN NEW MEXICO UNIV PORTALES","PORTALES","NM","Public 4 Year","7106119","1766"
"265101","EASTERN NEW MEXICO UNIV-ROSWELL CAM","ROSWELL","NM","Public 4 Year","2610610","734"
"265300","NEW MEXICO HIGHLANDS UNIVERSITY","LAS VEGAS","NM","Public 4 Year","4963627","1226"
"265400","NEW MEXICO INST OF MINING & TECH","SOCORRO","NM","Public 4 Year","2103838","476"
"265500","NEW MEXICO JUNIOR COLLEGE","HOBBS","NM","Public 2 Year","2735623","748"
"265600","NEW MEXICO MILITARY INSTITUTE","ROSWELL","NM","Public 2 Year","756647","163"
"265700","NEW MEXICO STATE UNIVERSITY","LAS CRUCES","NM","Public 4 Year","39599574","9687"
"266000","SAN JUAN COLLEGE","FARMINGTON","NM","Public 2 Year","10614722","2940"
"266300","THE UNIVERSITY OF NEW MEXICO","ALBUQUERQUE","NM","Public 4 Year","45618707","11495"
"266400","WESTERN NEW MEXICO UNIVERSITY","SILVER CITY","NM","Public 4 Year","5059488","1247"
"266500","VAUGHN COLLEGE OF AERONAUTICS AND TECHNO","EAST ELMHURST","NY","Private 4 Year","4352283","1025"
"266600","ADELPHI UNIVERSITY","GARDEN CITY","NY","Private 4 Year","6952594","1609"
"266800","ALFRED UNIVERSITY","ALFRED","NY","Private 4 Year","3000770","689"
"267000","CLARKS SUMMIT UNIVERSITY","SOUTH ABINGTON TWP.","PA","Private 4 Year","1161086","330"
"267100","BARD COLLEGE","ANNANDALE-ON-HUDSON","NY","Private 4 Year","1986711","448"
"267104","BARD COLLEGE - LONGY SCHOOL OF MUSIC","CAMBRIDGE","MA","Private 4 Year","31337","6"
"267800","BRYANT & STRATTON COLLEGE","BUFFALO","NY","Proprietary 4 Year","46988491","12213"
"268100","CANISIUS COLLEGE","BUFFALO","NY","Private 4 Year","3453159","797"
"268500","CAZENOVIA COLLEGE","CAZENOVIA","NY","Private 4 Year","2074985","485"
"268700","CUNY-BROOKLYN COLLEGE","BROOKLYN","NY","Public 4 Year","36284972","8143"
"268800","CITY COLLEGE-CUNY","NEW YORK","NY","Public 4 Year","34072456","7444"
"268900","CUNY-HUNTER COLLEGE","NEW YORK","NY","Public 4 Year","36307716","7960"
"269000","QUEENS COLLEGE-CUNY","FLUSHING","NY","Public 4 Year","34026172","7660"
"269100","CUNY- BOROUGH OF MANHATTAN CMTY CLG","NEW YORK","NY","Public 2 Year","76425634","18962"
"269200","CUNY BRONX COMMUNITY COLLEGE","BRONX","NY","Public 2 Year","34891094","9003"
"269300","CUNY-JOHN JAY CLG CRIMINAL JUSTICE","NEW YORK","NY","Public 4 Year","33581251","7461"
"269400","KINGSBOROUGH COMMUNITY COLLEGE","BROOKLYN","NY","Public 2 Year","31813811","7821"
"269600","NY CITY COLLEGE OF TECHNOLOGY-CUNY","BROOKLYN","NY","Public 4 Year","41095185","9674"
"269700","QUEENSBOROUGH COMMUNITY COLLEGE","BAYSIDE","NY","Public 2 Year","32567065","8162"
"269800","CUNY THE COLLEGE OF STATEN ISLAND","STATEN ISLAND","NY","Public 4 Year","27665001","6207"
"269900","CLARKSON UNIVERSITY","POTSDAM","NY","Private 4 Year","3142913","761"
"270100","COLGATE UNIVERSITY","HAMILTON","NY","Private 4 Year","1522645","348"
"270300","COLLEGE OF MOUNT SAINT VINCENT","RIVERDALE","NY","Private 4 Year","3667137","784"
"270400","COLLEGE OF NEW ROCHELLE","NEW ROCHELLE","NY","Private 4 Year","9173467","2145"
"270500","COLLEGE OF SAINT ROSE","ALBANY","NY","Private 4 Year","4890049","1110"
"270700","COLUMBIA UNIVERSITY IN THE CITY OF NEW Y","NEW YORK","NY","Private 4 Year","8661654","1914"
"270800","BARNARD COLLEGE-COLUMBIA UNIV","NEW YORK","NY","Private 4 Year","2054928","440"
"270900","CONCORDIA COLLEGE","BRONXVILLE","NY","Private 4 Year","1649819","371"
"271000","COOPER UNION","NEW YORK","NY","Private 4 Year","996497","210"
"271100","CORNELL UNIVERSITY","ITHACA","NY","Private 4 Year","10127006","2311"
"271200","D'YOUVILLE COLLEGE","BUFFALO","NY","Private 4 Year","2496326","611"
"271300","DOMINICAN COLLEGE","ORANGEBURG","NY","Private 4 Year","2849959","647"
"271800","ELMIRA COLLEGE","ELMIRA","NY","Private 4 Year","1428577","362"
"272200","FORDHAM UNIVERSITY","BRONX","NY","Private 4 Year","8345957","1838"
"272800","HAMILTON COLLEGE","CLINTON","NY","Private 4 Year","1446662","312"
"272900","HARTWICK COLLEGE","ONEONTA","NY","Private 4 Year","2215754","507"
"273100","HOBART & WILLIAM SMITH COLLEGES","GENEVA","NY","Private 4 Year","1708514","390"
"273200","HOFSTRA UNIVERSITY","HEMPSTEAD","NY","Private 4 Year","6687982","1509"
"273400","HOUGHTON COLLEGE","HOUGHTON","NY","Private 4 Year","1851034","438"
"273500","HILBERT COLLEGE","HAMBURG","NY","Private 4 Year","1738218","403"
"273700","IONA COLLEGE","NEW ROCHELLE","NY","Private 4 Year","4671876","1018"
"273900","ITHACA COLLEGE","ITHACA","NY","Private 4 Year","5521997","1247"
"274000","JEWISH THEOLOGICAL SEMINARY OF AMER","NEW YORK","NY","Private 4 Year","29046","9"
"274100","AMERICAN JEWISH UNIVERSITY","BEL AIR","CA","Private 4 Year","158980","38"
"274200","THE JUILLIARD SCHOOL","NEW YORK","NY","Private 4 Year","365181","82"
"274400","KEUKA COLLEGE","KEUKA PARK","NY","Private 4 Year","3262593","847"
"274800","LEMOYNE COLLEGE","SYRACUSE","NY","Private 4 Year","3779611","885"
"275100","LONG ISLAND UNIVERSITY","BROOKVILLE","NY","Private 4 Year","16111501","3594"
"275800","MANHATTAN COLLEGE","RIVERDALE","NY","Private 4 Year","4609321","1003"
"275900","MANHATTAN SCHOOL OF MUSIC","NEW YORK","NY","Private 4 Year","307529","64"
"276000","MANHATTANVILLE COLLEGE","PURCHASE","NY","Private 4 Year","2624513","602"
"276300","MARIA COLLEGE","ALBANY","NY","Private 4 Year","1233682","378"
"276500","MARIST COLLEGE","POUGHKEEPSIE","NY","Private 4 Year","3785501","901"
"276900","MARYMOUNT MANHATTAN COLLEGE","NEW YORK","NY","Private 4 Year","2471484","591"
"277200","MERCY COLLEGE","DOBBS FERRY","NY","Private 4 Year","16371121","3786"
"277500","MOLLOY COLLEGE","ROCKVILLE CENTRE","NY","Private 4 Year","4631058","1130"
"277700","MEDAILLE COLLEGE","BUFFALO","NY","Private 4 Year","3587846","890"
"277800","MOUNT SAINT MARY COLLEGE","NEWBURGH","NY","Private 4 Year","2993561","727"
"277900","NAZARETH COLLEGE OF ROCHESTER","ROCHESTER","NY","Private 4 Year","2638235","641"
"278200","NEW YORK INSTITUTE OF TECHNOLOGY","OLD WESTBURY","NY","Private 4 Year","6135550","1417"
"278500","NEW YORK UNIVERSITY","NEW YORK","NY","Private 4 Year","25473498","5512"
"278800","NIAGARA UNIVERSITY","NIAGARA UNIVERSITY","NY","Private 4 Year","3603075","871"
"279000","NYACK COLLEGE","NYACK","NY","Private 4 Year","3674011","886"
"279100","PACE UNIVERSITY - NEW YORK","NEW YORK","NY","Private 4 Year","11410583","2547"
"279500","PAUL SMITHS CLG OF ARTS & SCIENCES","PAUL SMITHS","NY","Private 4 Year","1452510","343"
"279800","PRATT INSTITUTE","BROOKLYN","NY","Private 4 Year","3364456","729"
"280300","RENSSELAER POLYTECHNIC INSTITUTE","TROY","NY","Private 4 Year","4657608","1070"
"280500","ROBERTS WESLEYAN COLLEGE","ROCHESTER","NY","Private 4 Year","2249124","589"
"280600","ROCHESTER INSTITUTE OF TECHNOLOGY","ROCHESTER","NY","Private 4 Year","16709284","3854"
"280800","DAEMEN COLLEGE","AMHERST","NY","Private 4 Year","2996124","746"
"281000","THE SAGE COLLEGES","TROY","NY","Private 4 Year","2943200","688"
"281200","TROCAIRE COLLEGE","BUFFALO","NY","Private 4 Year","2698287","813"
"281300","SARAH LAWRENCE COLLEGE","BRONXVILLE","NY","Private 4 Year","1085902","245"
"281400","SKIDMORE COLLEGE","SARATOGA SPRINGS","NY","Private 4 Year","1645518","352"
"281600","SIENA COLLEGE","LOUDONVILLE","NY","Private 4 Year","3625340","851"
"281700","ST BONAVENTURE UNIVERSITY","SAINT BONAVENTURE","NY","Private 4 Year","1905044","442"
"282000","ST FRANCIS COLLEGE","BROOKLYN","NY","Private 4 Year","4885531","1093"
"282100","ST JOHN FISHER COLLEGE","ROCHESTER","NY","Private 4 Year","3413684","851"
"282300","ST JOHN'S UNIVERSITY","JAMAICA","NY","Private 4 Year","21229600","4697"
"282500","ST JOSEPH'S COLLEGE","BROOKLYN","NY","Private 4 Year","5695336","1425"
"282900","ST LAWRENCE UNIVERSITY","CANTON","NY","Private 4 Year","2022316","456"
"283200","ST THOMAS AQUINAS COLLEGE","SPARKILL","NY","Private 4 Year","1846877","414"
"283400","EXCELSIOR COLLEGE","ALBANY","NY","Private 4 Year","9376587","3771"
"283500","SUNY AT ALBANY","ALBANY","NY","Public 4 Year","25236507","5583"
"283600","BINGHAMTON UNIVERSITY (SUNY)","BINGHAMTON","NY","Public 4 Year","17286204","3738"
"283700","SUNY AT BUFFALO","BUFFALO","NY","Public 4 Year","30522385","6708"
"283800","SUNY AT STONY BROOK","STONY BROOK","NY","Public 4 Year","27094339","5807"
"283900","SUNY-DOWNSTATE MEDICAL CENTER","BROOKLYN","NY","Public 4 Year","236421","70"
"284000","SUNY UPSTATE MEDICAL UNIVERSITY","SYRACUSE","NY","Public 4 Year","245854","61"
"284100","SUNY BROCKPORT - FIN AID OFF","BROCKPORT","NY","Public 4 Year","12755543","3057"
"284200","BUFFALO STATE COLLEGE - SUNY","BUFFALO","NY","Public 4 Year","20537723","4637"
"284300","SUNY COLLEGE-CORTLAND","CORTLAND","NY","Public 4 Year","8265190","1931"
"284400","SUNY AT FREDONIA","FREDONIA","NY","Public 4 Year","7307513","1714"
"284500","SUNY GENESEO","GENESEO","NY","Public 4 Year","5789630","1328"
"284600","SUNY COLLEGE-NEW PALTZ","NEW PALTZ","NY","Public 4 Year","10397089","2300"
"284700","SUNY COLLEGE-ONEONTA","ONEONTA","NY","Public 4 Year","7834697","1786"
"284800","SUNY OSWEGO","OSWEGO","NY","Public 4 Year","13469980","3054"
"284900","SUNY COLLEGE AT PLATTSBURGH","PLATTSBURGH","NY","Public 4 Year","8880750","1974"
"285000","SUNY COLLEGE-POTSDAM","POTSDAM","NY","Public 4 Year","7957583","1754"
"285100","SUNY COLLEGE OF ENVIRONMENT SCIENCE AND","SYRACUSE","NY","Public 4 Year","1852994","453"
"285300","SUNY MARITIME COLLEGE","THROGGS NECK","NY","Public 4 Year","1694278","392"
"285400","SUNY COLLEGE OF TECHNOLOGY-ALFRED","ALFRED","NY","Public 4 Year","8124425","1897"
"285500","SUNY CANTON COLG OF TECHNOLOGY","CANTON","NY","Public 4 Year","7902388","1856"
"285600","SUNY AG & TECH COLLEGE-COBLESKILL","COBLESKILL","NY","Public 4 Year","5178402","1188"
"285700","SUNY DELHI","DELHI","NY","Public 4 Year","6982272","1597"
"285800","SUNY FARMINGDALE","FARMINGDALE","NY","Public 4 Year","11339552","2770"
"285900","SUNY COLLEGE OF AG & TECH AT MORRISVILLE","MORRISVILLE","NY","Public 4 Year","6978589","1649"
"286000","ADIRONDACK COMMUNITY COLLEGE","QUEENSBURY","NY","Public 2 Year","5661121","1557"
"286100","CAYUGA COMMUNITY COLLEGE","AUBURN","NY","Public 2 Year","5393225","1461"
"286200","BROOME COMMUNITY COLLEGE","BINGHAMTON","NY","Public 2 Year","11981092","3152"
"286300","CORNING COMMUNITY COLLEGE","CORNING","NY","Public 2 Year","5153876","1466"
"286400","DUTCHESS COMMUNITY COLLEGE","POUGHKEEPSIE","NY","Public 2 Year","8684437","2366"
"286600","FASHION INSTITUTE OF TECHNOLOGY","NEW YORK","NY","Public 4 Year","10318674","2387"
"286700","SUNY FULTON MONTGOMERY COMM CLG","JOHNSTOWN","NY","Public 2 Year","4486918","1216"
"286800","HUDSON VALLEY COMMUNITY COLLEGE","TROY","NY","Public 2 Year","11431089","3323"
"286900","JAMESTOWN COMMUNITY COLLEGE","JAMESTOWN","NY","Public 2 Year","6406710","1734"
"287000","JEFFERSON COMMUNITY COLLEGE","WATERTOWN","NY","Public 2 Year","6482097","1894"
"287100","SUNY, MOHAWK VALLEY COMMUNITY CLG","UTICA","NY","Public 2 Year","11502862","3016"
"287200","MONROE COMMUNITY COLLEGE","ROCHESTER","NY","Public 2 Year","26705498","7294"
"287300","NASSAU COMMUNITY COLLEGE","GARDEN CITY","NY","Public 2 Year","30161986","8081"
"287400","NIAGARA COUNTY COMMUNITY COLLEGE","SANBORN","NY","Public 2 Year","9076987","2442"
"287500","ONONDAGA COMMUNITY COLLEGE","SYRACUSE","NY","Public 2 Year","16977726","4473"
"287600","ORANGE COUNTY COMMUNITY COLLEGE","MIDDLETOWN","NY","Public 2 Year","6956452","1971"
"287700","ROCKLAND COMMUNITY COLLEGE","SUFFERN","NY","Public 2 Year","7578717","2080"
"287800","SUFFOLK COMMUNITY COLLEGE","SELDEN","NY","Public 2 Year","27470408","7562"
"287900","SULLIVAN COUNTY COMMUNITY COLLEGE","LOCH SHELDRAKE","NY","Public 2 Year","3025234","754"
"288000","ULSTER COUNTY COMMUNITY COLLEGE","STONE RIDGE","NY","Public 2 Year","3338275","886"
"288100","SUNY WESTCHESTER COMMUNITY COLLEGE","VALHALLA","NY","Public 2 Year","20838974","5362"
"288200","SYRACUSE UNIVERSITY","SYRACUSE","NY","Private 4 Year","14580764","3340"
"288300","UTICA COLLEGE- UTICA","UTICA","NY","Private 4 Year","5572453","1375"
"288500","ALBANY COLLEGE OF PHARMACY AND HEALTH SC","ALBANY","NY","Private 4 Year","1004258","226"
"288900","UNION COLLEGE","SCHENECTADY","NY","Private 4 Year","1326729","285"
"289200","UNITED STATES MERCHANT MARINE ACADEMY","GREAT NECK","NY","Public 4 Year","291817","69"
"289400","UNIVERSITY OF ROCHESTER","ROCHESTER","NY","Private 4 Year","5019099","1098"
"289401","EASTMAN SCH OF MUSIC/UNIV ROCHESTER","ROCHESTER","NY","Private 4 Year","281446","65"
"289500","VASSAR COLLEGE","POUGHKEEPSIE","NY","Private 4 Year","2606639","575"
"289600","VILLA MARIA COLLEGE-BUFFALO","BUFFALO","NY","Private 4 Year","1800923","425"
"289900","WAGNER COLLEGE","STATEN ISLAND","NY","Private 4 Year","1791320","386"
"290000","WEBB INSTITUTE","GLEN COVE","NY","Private 4 Year","31720","6"
"290100","WELLS COLLEGE","AURORA","NY","Private 4 Year","1126252","244"
"290300","YESHIVA UNIVERSITY","NEW YORK","NY","Private 4 Year","1927455","448"
"290500","NORTH CAROLINA A&T STATE UNIV","GREENSBORO","NC","Public 4 Year","27187589","6046"
"290600","APPALACHIAN STATE UNIVERSITY","BOONE","NC","Public 4 Year","20109238","4941"
"290700","UNIVERSITY OF NC AT ASHEVILLE","ASHEVILLE","NC","Public 4 Year","5343775","1324"
"290800","BARTON COLLEGE","WILSON","NC","Private 4 Year","2246695","528"
"291000","BELMONT ABBEY COLLEGE","BELMONT","NC","Private 4 Year","2500470","613"
"291100","BENNETT COLLEGE","GREENSBORO","NC","Private 4 Year","1575671","338"
"291200","BREVARD COLLEGE","BREVARD","NC","Private 4 Year","1343909","311"
"291300","CAMPBELL UNIVERSITY","BUIES CREEK","NC","Private 4 Year","7255108","1868"
"291400","CATAWBA COLLEGE","SALISBURY","NC","Private 4 Year","2347788","553"
"291500","CENTRAL PIEDMONT COMMUNITY COLLEGE","CHARLOTTE","NC","Public 2 Year","28064858","9030"
"291600","CHOWAN UNIVERSITY","MURFREESBORO","NC","Private 4 Year","5584559","1171"
"291700","COLLEGE OF THE ALBEMARLE","ELIZABETH CITY","NC","Public 2 Year","2740819","817"
