"OPE_ID","INSTITUTION NAME","INSTITUTION CITY","INSTITUTION STATE","INSTITUTION TYPE AND CONTROL","TOTAL AWARDS","TOTAL RECIPIENTS"
"107400","GRAND CANYON UNIVERSITY","PHOENIX","AZ","Proprietary 4 Year","117975392","31399"
"107600","GLENDALE COMMUNITY COLLEGE","GLENDALE","AZ","Public 2 Year","25233325","7375"
"107700","MESA COMMUNITY COLLEGE","MESA","AZ","Public 2 Year","22858649","6886"
"107800","PHOENIX COLLEGE","PHOENIX","AZ","Public 2 Year","17218843","5138"
"107900","YAVAPAI COLLEGE","PRESCOTT","AZ","Public 2 Year","8433892","2609"
"108100","ARIZONA STATE UNIV (ALL CAMPUSES)","TEMPE","AZ","Public 4 Year","118427382","31101"
"108200","NORTHERN ARIZONA UNIVERSITY","FLAGSTAFF","AZ","Public 4 Year","40582053","10188"
"108300","UNIVERSITY OF ARIZONA","TUCSON","AZ","Public 4 Year","45559243","10750"
"108500","UNIV ARKANSAS MONTICELLO","MONTICELLO","AR","Public 4 Year","7324368","1810"
"108600","UNIV OF ARKANSAS AT PINE BLUFF","PINE BLUFF","AR","Public 4 Year","9363215","2113"
"108700","ARKANSAS BAPTIST COLLEGE","LITTLE ROCK","AR","Private 4 Year","3584592","841"
"108800","LYON COLLEGE","BATESVILLE","AR","Private 4 Year","1103930","257"
"108900","ARKANSAS TECH UNIVERSITY","RUSSELLVILLE","AR","Public 4 Year","18952004","4705"
"109000","ARKANSAS STATE UNIVERSITY","JONESBORO","AR","Public 4 Year","18102274","4430"
"109100","ARKANSAS STATE UNIVERSITY - BEEBE","BEEBE","AR","Public 2 Year","5706911","1492"
"109200","UNIVERSITY OF CENTRAL ARKANSAS","CONWAY","AR","Public 4 Year","16784136","3984"
"109300","CENTRAL BAPTIST COLLEGE","CONWAY","AR","Private 4 Year","1627314","422"
"109400","UNIVERSITY OF THE OZARKS","CLARKSVILLE","AR","Private 4 Year","1319971","290"
"109500","CROWLEYS RIDGE COLLEGE","PARAGOULD","AR","Private 4 Year","486459","115"
"109700","HARDING UNIVERSITY","SEARCY","AR","Private 4 Year","4753792","1159"
"109800","HENDERSON STATE UNIVERSITY","ARKADELPHIA","AR","Public 4 Year","6925974","1575"
"109900","HENDRIX COLLEGE","CONWAY","AR","Private 4 Year","1273460","301"
"110000","JOHN BROWN UNIVERSITY","SILOAM SPRINGS","AR","Private 4 Year","2368393","591"
"110100","UNIV ARKANSAS LITTLE ROCK","LITTLE ROCK","AR","Public 4 Year","14899129","3852"
"110200","OUACHITA BAPTIST UNIVERSITY","ARKADELPHIA","AR","Private 4 Year","1874092","436"
"110300","PHILANDER SMITH COLLEGE","LITTLE ROCK","AR","Private 4 Year","3405634","781"
"110400","PHILLIPS COUNTY COMMUNITY COLLEGE","HELENA","AR","Public 2 Year","2619596","706"
"110500","SHORTER COLLEGE","NORTH LITTLE ROCK","AR","Private 2 Year","2509340","674"
"110600","WILLIAMS BAPTIST COLLEGE","WALNUT RIDGE","AR","Private 4 Year","953596","217"
"110700","SOUTHERN ARKANSAS UNIVERSITY","MAGNOLIA","AR","Public 4 Year","7207105","1612"
"110800","UNIV ARKANSAS FAYETTEVILLE","FAYETTEVILLE","AR","Public 4 Year","19473396","4792"
"110900","UNIVERSITY OF ARKANSAS FOR MEDICAL SCIEN","LITTLE ROCK","AR","Public 4 Year","1017464","258"
"111000","UNIVERSITY OF ARKANSAS-FORT SMITH","FORT SMITH","AR","Public 4 Year","12960536","3223"
"111100","ALLAN HANCOCK COLLEGE","SANTA MARIA","CA","Public 2 Year","9459988","2874"
"111300","ANTELOPE VALLEY COLLEGE","LANCASTER","CA","Public 4 Year","24298866","7647"
"111600","ART CENTER COLLEGE OF DESIGN","PASADENA","CA","Private 4 Year","3611888","820"
"111700","AZUSA PACIFIC UNIVERSITY","AZUSA","CA","Private 4 Year","13201512","3348"
"111800","BAKERSFIELD COLLEGE","BAKERSFIELD","CA","Public 4 Year","28332903","9212"
"111900","BARSTOW COMMUNITY COLLEGE","BARSTOW","CA","Public 2 Year","7192956","2131"
"112200","BIOLA UNIVERSITY","LA MIRADA","CA","Private 4 Year","5424491","1308"
"112300","BROOKS INSTITUTE","SANTA BARBARA","CA","Proprietary 4 Year","133973","39"
"112400","CABRILLO COLLEGE","APTOS","CA","Public 2 Year","10242832","3004"
"112500","CALIFORNIA BAPTIST UNIVERSITY","RIVERSIDE","CA","Private 4 Year","14132416","3526"
"112700","CALIFORNIA COLLEGE OF THE ARTS","SAN FRANCISCO","CA","Private 4 Year","2041863","469"
"113100","CALIFORNIA INSTITUTE OF TECHNOLOGY","PASADENA","CA","Private 4 Year","496470","121"
"113200","CALIFORNIA INSTITUTE OF THE ARTS","VALENCIA","CA","Private 4 Year","1274628","271"
"113300","CALIFORNIA LUTHERAN UNIVERSITY","THOUSAND OAKS","CA","Private 4 Year","3849803","940"
"113400","CALIFORNIA MARITIME ACADEMY","VALLEJO","CA","Public 4 Year","1533353","333"
"113700","CALIF STATE UNIV-FULLERTON","FULLERTON","CA","Public 4 Year","74469465","17601"
"113800","CALIFORNIA STATE UNIVERSITY, EAST BAY","HAYWARD","CA","Public 4 Year","28686589","6949"
"113900","CALIF STATE UNIV-LONG BEACH","LONG BEACH","CA","Public 4 Year","76205452","17619"
"114000","CALIF STATE UNIV-LOS ANGELES","LOS ANGELES","CA","Public 4 Year","76614345","16778"
"114100","CALIF STATE UNIV, DOMINGUEZ HILLS","CARSON","CA","Public 4 Year","34790409","8223"
"114200","CALIF STATE UNIV SAN BERNARDINO","SAN BERNARDINO","CA","Public 4 Year","54203802","12201"
"114300","CAL POLY STATE UNIVERSITY","SAN LUIS OBISPO","CA","Public 4 Year","16122267","3828"
"114400","CALIF STATE POLYTECHNIC UNIV POMONA","POMONA","CA","Public 4 Year","50891488","11606"
"114600","CALIF STATE UNIV - CHICO","CHICO","CA","Public 4 Year","35487398","7966"
"114700","CALIF STATE UNIV - FRESNO","FRESNO","CA","Public 4 Year","60452567","13433"
"114900","HUMBOLDT STATE UNIVERSITY","ARCATA","CA","Public 4 Year","21635093","4768"
"115000","CALIF STATE UNIV-SACRAMENTO","SACRAMENTO","CA","Public 4 Year","66870820","15865"
"115100","SAN DIEGO STATE UNIVERSITY","SAN DIEGO","CA","Public 4 Year","48003791","10763"
"115300","CALIF STATE UNIV-NORTHRIDGE","NORTHRIDGE","CA","Public 4 Year","89028500","20168"
"115400","SAN FRANCISCO STATE UNIVERSITY","SAN FRANCISCO","CA","Public 4 Year","51215252","11895"
"115500","SAN JOSE STATE UNIVERSITY","SAN JOSE","CA","Public 4 Year","48085774","11234"
"115600","SONOMA STATE UNIVERSITY","ROHNERT PARK","CA","Public 4 Year","13005626","3078"
"115700","CALIF STATE UNIV-STANISLAUS","TURLOCK","CA","Public 4 Year","24058192","5802"
"116100","CERRITOS COLLEGE","NORWALK","CA","Public 2 Year","32623580","10109"
"116200","CHABOT COLLEGE","HAYWARD","CA","Public 2 Year","10487706","3180"
"116300","CHAFFEY COLLEGE","RANCHO CUCAMONGA","CA","Public 2 Year","24613800","8339"
"116400","CHAPMAN UNIVERSITY","ORANGE","CA","Private 4 Year","5023055","1179"
"116600","CITRUS COLLEGE","GLENDORA","CA","Public 2 Year","15837687","4659"
"117000","CLAREMONT MCKENNA COLLEGE","CLAREMONT","CA","Private 4 Year","744713","167"
"117100","HARVEY MUDD COLLEGE","CLAREMONT","CA","Private 4 Year","443533","106"
"117200","PITZER COLLEGE","CLAREMONT","CA","Private 4 Year","754409","171"
"117300","POMONA COLLEGE","CLAREMONT","CA","Private 4 Year","1511853","322"
"117400","SCRIPPS COLLEGE","CLAREMONT","CA","Private 4 Year","474273","110"
"117600","WEST HILLS COMMUNITY COLLEGE","COALINGA","CA","Public 2 Year","4153691","1108"
"117700","COGSWELL POLYTECHNICAL COLLEGE","SUNNYVALE","CA","Proprietary 4 Year","1385678","327"
"117800","COLLEGE OF MARIN","KENTFIELD","CA","Public 2 Year","2700610","852"
"117900","NOTRE DAME DE NAMUR UNIVERSITY","BELMONT","CA","Private 4 Year","1907923","487"
"118100","COLLEGE OF SAN MATEO","SAN MATEO","CA","Public 2 Year","4335363","1202"
"118200","COLLEGE OF THE DESERT","PALM DESERT","CA","Public 2 Year","15688812","4716"
"118300","HOLY NAMES UNIVERSITY","OAKLAND","CA","Private 4 Year","1143513","280"
"118500","COLLEGE OF THE REDWOODS","EUREKA","CA","Public 2 Year","7085086","2086"
"118600","COLLEGE OF THE SEQUOIAS","VISALIA","CA","Public 2 Year","18987816","5596"
"118700","COLLEGE OF THE SISKIYOUS","WEED","CA","Public 2 Year","2919283","804"
"119000","CONTRA COSTA COLLEGE","SAN PABLO","CA","Public 2 Year","6895950","2010"
"119100","DIABLO VALLEY COLLEGE","PLEASANT HILL","CA","Public 2 Year","12933646","3691"
"119200","CUESTA COLLEGE","SAN LUIS OBISPO","CA","Public 2 Year","7607701","2333"
"119300","CYPRESS COLLEGE","CYPRESS","CA","Public 4 Year","17972330","5061"
"119600","DOMINICAN UNIVERSITY OF CALIFORNIA","SAN RAFAEL","CA","Private 4 Year","1730576","438"
"119700","EL CAMINO COLLEGE","TORRANCE","CA","Public 2 Year","28938357","8234"
"119701","COMPTON COMMUNITY COLLEGE","COMPTON","CA","Public 2 Year","9464644","2742"
"119900","FOOTHILL COLLEGE","LOS ALTOS HILLS","CA","Public 4 Year","4530750","1359"
"120100","FULLERTON COLLEGE","FULLERTON","CA","Public 2 Year","23875424","6436"
"120200","GAVILAN COLLEGE","GILROY","CA","Public 2 Year","5620727","1674"
"120300","GLENDALE COMMUNITY COLLEGE","GLENDALE","CA","Public 2 Year","23088581","6206"
"120500","GOLDEN GATE UNIVERSITY","SAN FRANCISCO","CA","Private 4 Year","403097","125"
"120600","GOLDEN WEST COLLEGE","HUNTINGTON BEACH","CA","Public 2 Year","11125269","3196"
"120800","GROSSMONT COLLEGE","EL CAJON","CA","Public 2 Year","19795693","5359"
"120900","HARTNELL COMMUNITY COLLEGE","SALINAS","CA","Public 2 Year","10623175","2868"
"121200","HUMPHREYS UNIVERSITY","STOCKTON","CA","Private 4 Year","1340751","360"
"121400","IMPERIAL VALLEY COLLEGE","IMPERIAL","CA","Public 2 Year","19132333","4926"
"121500","LA SIERRA UNIVERSITY","RIVERSIDE","CA","Private 4 Year","4244529","972"
"121600","UNIVERSITY OF LA VERNE","LA VERNE","CA","Private 4 Year","10290068","2749"
"121700","LASSEN COLLEGE","SUSANVILLE","CA","Public 2 Year","1421635","354"
"121800","LOMA LINDA UNIVERSITY","LOMA LINDA","CA","Private 4 Year","1940845","472"
"121900","LONG BEACH CITY COLLEGE","LONG BEACH","CA","Public 2 Year","34634769","9389"
"122000","MASTER'S COLLEGE & SEMINARY (THE)","SANTA CLARITA","CA","Private 4 Year","1488723","401"
"122300","LOS ANGELES CITY COLLEGE","LOS ANGELES","CA","Public 2 Year","20478210","5596"
"122400","LOS ANGELES HARBOR COLLEGE","WILMINGTON","CA","Public 2 Year","9355409","2741"
"122600","LOS ANGELES PIERCE COLLEGE","WOODLAND HILLS","CA","Public 2 Year","23437973","6787"
"122700","LOS ANGELES TRADE TECH COLLEGE","LOS ANGELES","CA","Public 2 Year","18624786","5540"
"122800","LOS ANGELES VALLEY COLLEGE","VALLEY GLEN","CA","Public 2 Year","23103207","6513"
"122900","SO CA UNIV  HEALTH SCIENCES","WHITTIER","CA","Private 4 Year","169389","47"
"123200","AMERICAN RIVER COLLEGE","SACRAMENTO","CA","Public 2 Year","27384631","8590"
"123300","SACRAMENTO CITY COLLEGE","SACRAMENTO","CA","Public 2 Year","19728994","6142"
"123600","MENLO COLLEGE","ATHERTON","CA","Private 4 Year","1169700","255"
"123700","MERCED COMMUNITY COLLEGE","MERCED","CA","Public 2 Year","17339970","4916"
"123800","MILLS COLLEGE","OAKLAND","CA","Private 4 Year","1803542","396"
"123900","MIRACOSTA COLLEGE","OCEANSIDE","CA","Public 4 Year","14969897","4466"
"124000","MODESTO JUNIOR COLLEGE","MODESTO","CA","Public 4 Year","25611605","7753"
"124200","MONTEREY PENINSULA COLLEGE","MONTEREY","CA","Public 2 Year","5707080","1658"
"124300","MOUNT ST MARYS COLLEGE","LOS ANGELES","CA","Private 4 Year","6977844","1675"
"124500","MT. SAN ANTONIO COLLEGE","WALNUT","CA","Public 2 Year","38302340","10969"
"124600","MT SAN JACINTO COLLEGE","SAN JACINTO","CA","Public 2 Year","19586980","6485"
"124700","NAPA VALLEY COLLEGE","NAPA","CA","Public 2 Year","4708639","1419"
"124900","OCCIDENTAL COLLEGE","LOS ANGELES","CA","Private 4 Year","1802563","416"
"125000","ORANGE COAST COLLEGE - FIN AID OFF","COSTA MESA","CA","Public 2 Year","20369897","5630"
"125100","OTIS COLLEGE OF ART AND DESIGN","LOS ANGELES","CA","Private 4 Year","1842154","392"
"125200","HOPE INTERNATIONAL UNIVERSITY","FULLERTON","CA","Private 4 Year","1764596","455"
"125300","FRESNO PACIFIC UNIVERSITY","FRESNO","CA","Private 4 Year","7037723","1935"
"125500","PACIFIC OAKS COLLEGE","PASADENA","CA","Private 4 Year","1297441","427"
"125800","PACIFIC UNION COLLEGE","ANGWIN","CA","Private 4 Year","2646109","641"
"125900","PALO VERDE COLLEGE","BLYTHE","CA","Public 2 Year","909723","264"
"126000","PALOMAR COLLEGE","SAN MARCOS","CA","Public 2 Year","14705965","4545"
"126100","PASADENA CITY COLLEGE","PASADENA","CA","Public 2 Year","33873844","9246"
"126200","POINT LOMA NAZARENE UNIVERSITY","SAN DIEGO","CA","Private 4 Year","3857248","934"
"126600","LANEY COLLEGE","OAKLAND","CA","Public 2 Year","11619164","3036"
"126700","MERRITT COLLEGE","OAKLAND","CA","Public 2 Year","5596735","1603"
"126800","PORTERVILLE COLLEGE","PORTERVILLE","CA","Public 2 Year","8119313","2268"
"126900","RIO HONDO COLLEGE","WHITTIER","CA","Public 4 Year","16605525","5095"
"127000","RIVERSIDE CITY COLLEGE","RIVERSIDE","CA","Public 2 Year","24040393","7686"
"127200","SAN BERNARDINO VALLEY COLLEGE","SAN BERNARDINO","CA","Public 2 Year","15901340","4926"
"127300","SAN DIEGO CITY COLLEGE","SAN DIEGO","CA","Public 2 Year","21016904","5823"
"127500","SAN DIEGO MESA COLLEGE","SAN DIEGO","CA","Public 4 Year","18919686","4990"
"127800","SAN FRANCISCO CONSERVATORY OF MUSIC","SAN FRANCISCO","CA","Private 4 Year","265834","57"
"128000","SAN JOAQUIN DELTA COLLEGE","STOCKTON","CA","Public 2 Year","23457539","6482"
"128100","WILLIAM JESSUP UNIVERSITY","ROCKLIN","CA","Private 4 Year","2229631","545"
"128200","SAN JOSE CITY COLLEGE","SAN JOSE","CA","Public 2 Year","6174612","1813"
"128400","SANTA ANA COLLEGE","SANTA ANA","CA","Public 4 Year","14195743","4035"
"128500","SANTA BARBARA CITY COLLEGE","SANTA BARBARA","CA","Public 2 Year","14788695","4086"
"128600","SANTA MONICA COLLEGE","SANTA MONICA","CA","Public 4 Year","26640247","7656"
"128700","SANTA ROSA JUNIOR COLLEGE","SANTA ROSA","CA","Public 2 Year","12351793","3597"
"128900","SHASTA COLLEGE","REDDING","CA","Public 4 Year","13106519","3745"
"129000","SIERRA COLLEGE","ROCKLIN","CA","Public 2 Year","19928787","5722"
"129100","SIMPSON UNIVERSITY","REDDING","CA","Private 4 Year","2059463","515"
"129200","SOLANO COMMUNITY COLLEGE","FAIRFIELD","CA","Public 4 Year","7324501","2256"
"129300","VANGUARD UNIVERSITY OF SOUTHERN CA","COSTA MESA","CA","Private 4 Year","3834579","899"
"129400","SOUTHWESTERN COLLEGE","CHULA VISTA","CA","Public 2 Year","25395023","6742"
"130200","SAINT MARY'S COLLEGE OF CALIFORNIA","MORAGA","CA","Private 4 Year","2913541","696"
"130500","STANFORD UNIVERSITY","STANFORD","CA","Private 4 Year","4784752","1068"
"130700","FRESNO CITY COLLEGE","FRESNO","CA","Public 2 Year","32687327","9737"
"130800","REEDLEY COLLEGE","REEDLEY","CA","Public 2 Year","16131852","4442"
"130900","TAFT COLLEGE","TAFT","CA","Public 2 Year","4557616","1306"
"131200","UNIVERSITY OF CALIFORNIA, BERKELEY","BERKELEY","CA","Public 4 Year","38286178","8692"
"131300","UNIVERSITY OF CALIFORNIA-DAVIS","DAVIS","CA","Public 4 Year","52199446","11480"
"131400","UNIVERSITY OF CALIFORNIA-IRVINE","IRVINE","CA","Public 4 Year","55267835","11841"
"131500","UNIVERSITY OF CALIFORNIA (UCLA)","LOS ANGELES","CA","Public 4 Year","50407489","11146"
"131600","UNIVERSITY OF CALIFORNIA-RIVERSIDE","RIVERSIDE","CA","Public 4 Year","52242278","11472"
"131700","UNIVERSITY OF CALIFORNIA-SAN DIEGO","LA JOLLA","CA","Public 4 Year","44734301","9793"
"132000","UNIVERSITY OF CALIFORNIA-SANTA BARB","SANTA BARBARA","CA","Public 4 Year","37155696","8100"
"132100","UNIVERSITY OF CALIFORNIA-SANTA CRUZ","SANTA CRUZ","CA","Public 4 Year","30813190","6883"
"132200","UNIVERSITY OF REDLANDS","REDLANDS","CA","Private 4 Year","3809245","957"
"132500","UNIVERSITY OF SAN FRANCISCO","SAN FRANCISCO","CA","Private 4 Year","7406296","1722"
"132600","SANTA CLARA UNIVERSITY","SANTA CLARA","CA","Private 4 Year","2445165","567"
"132800","UNIVERSITY OF SOUTHERN CALIFORNIA","LOS ANGELES","CA","Private 4 Year","18563572","4139"
"132900","UNIVERSITY OF THE PACIFIC","STOCKTON","CA","Private 4 Year","5748300","1277"
"133400","VENTURA COLLEGE","VENTURA","CA","Public 2 Year","13039474","3571"
"133500","VICTOR VALLEY COLLEGE","VICTORVILLE","CA","Public 2 Year","23360176","6923"
"133800","WEST VALLEY COLLEGE","SARATOGA","CA","Public 2 Year","4078335","1145"
"133900","CORBAN UNIVERSITY","SALEM","OR","Private 4 Year","1486194","366"
"134100","WESTMONT COLLEGE","SANTA BARBARA","CA","Private 4 Year","1015101","242"
"134200","WHITTIER COLLEGE","WHITTIER","CA","Private 4 Year","2666652","587"
"134300","WOODBURY UNIVERSITY","BURBANK","CA","Private 4 Year","2171737","475"
"134400","YUBA COLLEGE","MARYSVILLE","CA","Public 2 Year","9974314","3058"
"134500","ADAMS STATE COLLEGE","ALAMOSA","CO","Public 4 Year","4629423","1088"
"134600","ARAPAHOE COMMUNITY COLLEGE","LITTLETON","CO","Public 2 Year","5696525","2076"
"134700","COLORADO COLLEGE","COLORADO SPRINGS","CO","Private 4 Year","1081954","234"
"134800","COLORADO SCHOOL OF MINES","GOLDEN","CO","Public 4 Year","2894738","693"
"134900","UNIVERSITY OF NORTHERN COLORADO","GREELEY","CO","Public 4 Year","12482917","3025"
"135000","COLORADO STATE UNIVERSITY","FORT COLLINS","CO","Public 4 Year","22118869","5621"
"135300","FORT LEWIS COLLEGE","DURANGO","CO","Public 4 Year","5375050","1312"
"135500","LAMAR COMMUNITY COLLEGE","LAMAR","CO","Public 2 Year","1056007","291"
"135800","COLORADO MESA UNIVERSITY","GRAND JUNCTION","CO","Public 4 Year","13850436","3509"
"135900","COLORADO NORTHWESTERN COMMUNITY COLLEGE","RANGELY","CO","Public 2 Year","1035193","277"
"136000","METROPOLITAN STATE UNIVERSITY OF DENVER","DENVER","CO","Public 4 Year","27417343","7640"
"136100","NORTHEASTERN JUNIOR COLLEGE","STERLING","CO","Public 2 Year","1961681","542"
"136200","OTERO JUNIOR COLLEGE","LA JUNTA","CO","Public 2 Year","2393315","677"
"136300","REGIS UNIVERSITY","DENVER","CO","Private 4 Year","4324573","1256"
"136500","COLORADO STATE UNIVERSITY-PUEBLO","PUEBLO","CO","Public 4 Year","8057389","1943"
"136800","TRINIDAD STATE JR COLLEGE","TRINIDAD","CO","Public 2 Year","2583026","699"
"137000","UNIVERSITY OF COLORADO-BOULDER","BOULDER","CO","Public 4 Year","19522320","4582"
"137100","UNIVERSITY OF DENVER","DENVER","CO","Private 4 Year","3689115","895"
"137200","WESTERN STATE COLORADO UNIVERSITY","GUNNISON","CO","Public 4 Year","2449010","592"
"137400","ALBERTUS MAGNUS COLLEGE","NEW HAVEN","CT","Private 4 Year","3154543","827"
"137800","CENTRAL CONNECTICUT STATE UNIV","NEW BRITAIN","CT","Public 4 Year","13641480","3508"
"137900","CONNECTICUT COLLEGE","NEW LONDON","CT","Private 4 Year","1353521","299"
"138000","WESTERN CONNECTICUT STATE UNIV","DANBURY","CT","Public 4 Year","7528790","1845"
"138500","FAIRFIELD UNIVERSITY","FAIRFIELD","CT","Private 4 Year","2024647","458"
"138900","HOLY APOSTLES COLLEGE & SEMINARY","CROMWELL","CT","Private 4 Year","151859","35"
"139200","MANCHESTER COMMUNITY COLLEGE","MANCHESTER","CT","Public 2 Year","8072484","2806"
"139300","MITCHELL COLLEGE","NEW LONDON","CT","Private 4 Year","1010645","232"
"139700","UNIVERSITY OF NEW HAVEN","WEST HAVEN","CT","Private 4 Year","5436570","1282"
"139800","NORTHWESTERN CT COMMUNITY COLLEGE","WINSTED","CT","Public 2 Year","1487184","464"
"139900","NORWALK COMMUNITY TECHNICAL COLLEGE","NORWALK","CT","Public 2 Year","7532603","2385"
"140100","POST UNIVERSITY","WATERBURY","CT","Proprietary 4 Year","18675612","6449"
"140200","QUINNIPIAC UNIVERSITY","HAMDEN","CT","Private 4 Year","4733155","1097"
"140300","SACRED HEART UNIVERSITY","FAIRFIELD","CT","Private 4 Year","3864267","947"
"140600","SOUTHERN CONNECTICUT STATE UNIV","NEW HAVEN","CT","Public 4 Year","13139173","3179"
"140900","UNIVERSITY OF SAINT JOSEPH","WEST HARTFORD","CT","Private 4 Year","1493103","359"
"141400","TRINITY COLLEGE","HARTFORD","CT","Private 4 Year","1268509","299"
"141600","UNIVERSITY OF BRIDGEPORT","BRIDGEPORT","CT","Private 4 Year","6146466","1550"
"141700","UNIVERSITY OF CONNECTICUT-STORRS","STORRS","CT","Public 4 Year","24971947","5674"
"142200","UNIVERSITY OF HARTFORD","WEST HARTFORD","CT","Private 4 Year","5756796","1380"
"142400","WESLEYAN UNIVERSITY","MIDDLETOWN","CT","Private 4 Year","2426579","528"
"142500","EASTERN CONNECTICUT STATE UNIV","WILLIMANTIC","CT","Public 4 Year","6435170","1553"
"142600","YALE UNIVERSITY","NEW HAVEN","CT","Private 4 Year","3606516","812"
"142800","DELAWARE STATE UNIVERSITY","DOVER","DE","Public 4 Year","9059151","2079"
"142900","GOLDEY BEACOM COLLEGE","WILMINGTON","DE","Private 4 Year","1146889","265"
"143100","UNIVERSITY OF DELAWARE","NEWARK","DE","Public 4 Year","10846865","2666"
"143300","WESLEY COLLEGE","DOVER","DE","Private 4 Year","3434351","786"
