"OPEID","PELLID","Name","State","Type & Control","Recipients","Awards"
"106100","1061","ALASKA PACIFIC UNIVERSITY","AK","private 4 year","141","332839"
"3160300","31603","ALASKA VOCATIONAL TECHNICAL CENTER","AK","public 2 year","90","211054.66"
"2541000","17066","CAREER ACADEMY","AK","proprietary","253","564801.25"
"2576900","17377","CHARTER COLLEGE","AK","proprietary","222","426661.01000000001"
"3461300","34613","ILISAGVIK COLLEGE","AK","public 2 year","36","88745.5"
"106200","1062","SHELDON JACKSON COLLEGE","AK","private 4 year","53","144749.42000000001"
"1146200","11462","UNIVERSITY OF ALASKA - ANCHORAGE","AK","public 4 year","2408","5345598.0499999998"
"106300","1063","UNIVERSITY OF ALASKA FAIRBANKS","AK","public 4 year","1272","2911951"
"106500","1065","UNIVERSITY OF ALASKA SOUTHEAST","AK","public 4 year","338","679106.90000000002"
"100200","1002","ALABAMA AGRICULTURAL & MECHANICAL UNIVERSITY","AL","public 4 year","3576","9502320.1799999997"
"103400","1034","ALABAMA SOUTHERN COMMUNITY COLLEGE","AL","public 2 year","895","2209247.8599999999"
"3032500","30325","ALABAMA STATE COLLEGE OF BARBER STYLING","AL","proprietary","22","56059.660000000003"
"100500","1005","ALABAMA STATE UNIVERSITY","AL","public 4 year","3501","10203724"
"100800","1008","ATHENS STATE UNIVERSITY","AL","public 4 year","981","2225983"
"100900","1009","AUBURN UNIVERSITY","AL","public 4 year","2781","7385461"
"831000","8310","AUBURN UNIVERSITY MONTGOMERY","AL","public 4 year","1610","3850659"
"573300","5733","BEVILL STATE COMMUNITY COLLEGE","AL","public 2 year","2558","5802328.3700000001"
"101200","1012","BIRMINGHAM SOUTHERN COLLEGE","AL","private 4 year","156","378587"
"103000","1030","BISHOP STATE COMMUNITY COLLEGE - MAIN CAMPUS","AL","public 2 year","3586","9222584.0500000007"
"3783300","37833","BLUE CLIFF CAREER COLLEGE","AL","proprietary","65","127860.10000000001"
"101300","1013","CALHOUN COMMUNITY COLLEGE-DECATUR","AL","public 2 year","3218","6763031"
"2341000","16592","CAPPS COLLEGE","AL","proprietary","1028","2595993"
"3361400","33614","CAPPS COLLEGE","AL","proprietary","370","923217"
"100700","1007","CENTRAL ALABAMA COMMUNITY COLLEGE","AL","public 2 year","1379","3243184.6299999999"
"1218200","12182","CHATTAHOOCHEE VALLEY COMMUNITY COLLEGE","AL","public 2 year","1144","2801507.2400000002"
"1055400","10554","CONCORDIA COLLEGE","AL","private 4 year","757","2149758.5600000001"
"101500","1015","ENTERPRISE-OZARK COMMUNITY COLLEGE","AL","public 2 year","775","1758720"
"106000","1060","FAULKNER STATE COMMUNITY COLLEGE","AL","public 2 year","1670","3534605"
"100300","1003","FAULKNER UNIVERSITY","AL","private 4 year","1542","3773923"
"446200","4462","GADSDEN BUSINESS COLLEGE","AL","proprietary","82","131369"
"101700","1017","GADSDEN STATE COMMUNITY COLLEGE","AL","public 2 year","2453","5728016.8499999996"
"2323800","16445","GAITHER & COMPANY BEAUTY COLLEGE","AL","proprietary","43","128407.72"
"101800","1018","GEORGE C. WALLACE COMMUNITY COLLEGE","AL","public 2 year","1946","3387561.9700000002"
"787100","7871","GEORGE C. WALLACE STATE COMMUNITY COLLEGE-MAIN CAMPUS","AL","public 2 year","2710","7033827.3899999997"
"569900","9980","GEORGE CORLEY WALLACE STATE COMMUNITY COLLEGE-CLANTON EXTENTION","AL","public 2 year","1729","4314357.0199999996"
"573400","5734","H. COUNCILL TRENHOLM STATE TECHNICAL COLLEGE","AL","public 2 year","1943","1775926.8400000001"
"2199700","15370","HERITAGE CHRISTIAN UNIVERSITY","AL","private 4 year","47","115462"
"1019300","10193","HERZING COLLEGE","AL","proprietary","413","935288"
"101900","1019","HUNTINGDON COLLEGE","AL","private 4 year","244","582212"
"526000","5260","J F DRAKE STATE TECHNICAL COLLEGE","AL","public 2 year","611","1376635.1899999999"
"102000","1020","JACKSONVILLE STATE UNIVERSITY","AL","public 4 year","2889","7757067"
"102100","1021","JEFFERSON DAVIS COMMUNITY COLLEGE","AL","public 2 year","708","1586401.55"
"102200","1022","JEFFERSON STATE COMMUNITY COLLEGE","AL","public 2 year","2155","4436791"
"102300","1023","JUDSON COLLEGE","AL","private 4 year","133","310212.46000000002"
"105900","1059","LAWSON STATE COMMUNITY COLLEGE","AL","public 2 year","2492","6120983.8799999999"
"898800","8988","LURLEEN B. WALLACE COMMUNITY COLLEGE","AL","public 2 year","807","2058578.3799999999"
"102600","1026","MARION MILITARY INSTITUTE","AL","private 2 year","67","197142.14999999999"
"102800","1028","MILES COLLEGE","AL","private 4 year","1638","4783698.8899999997"
"103100","1031","NORTHEAST ALABAMA COMMUNITY COLLEGE","AL","public 2 year","1406","3158618.5800000001"
"569700","5697","NORTHWEST-SHOALS COMMUNITY COLLEGE","AL","public 2 year","2009","4777008.7599999998"
"103300","1033","OAKWOOD COLLEGE","AL","private 4 year","775","2219785.73"
"2296000","16217","PRINCE INSTITUTE OF PROFESSIONAL STUDIES","AL","proprietary","30","59063"
"569200","5692","REID STATE TECHNICAL COLLEGE","AL","public 2 year","486","944710"
"2605500","26055","REMINGTON COLLEGE - MOBILE CAMPUS","AL","proprietary","4086","10046242"
"103600","1036","SAMFORD UNIVERSITY","AL","private 4 year","360","936730.25"
"569100","5691","SHELTON STATE COMMUNITY COLLEGE","AL","public 2 year","2548","5910376.9500000002"
"103800","1038","SNEAD STATE COMMUNITY COLLEGE","AL","public 2 year","1083","2592321.3799999999"
"2270400","13857","SOUTHEASTERN BIBLE COLLEGE","AL","private 4 year","94","213468.23000000001"
"3459300","34593","SOUTHEASTERN SCHOOL OF COSMETOLOGY","AL","private 2 year","158","499213.90000000002"
"2503400","16885","SOUTHERN CHRISTIAN UNIVERSITY","AL","private 4 year","264","655266"
"1123700","11237","SOUTHERN COMMUNITY COLLEGE","AL","private 2 year","105","281486"
"104000","1040","SOUTHERN UNION STATE COMMUNITY COLLEGE","AL","public 2 year","1727","4143875.8799999999"
"104100","1041","SPRING HILL COLLEGE","AL","private 4 year","368","898206.5"
"104400","1044","STILLMAN COLLEGE","AL","private 4 year","632","1950092.8899999999"
"104600","1046","TALLADEGA COLLEGE","AL","private 4 year","294","724445.44999999995"
"104700","1047","TROY UNIVERSITY","AL","public 4 year","7266","17924080"
"105000","1050","TUSKEGEE UNIVERSITY","AL","private 4 year","1271","3766552.21"
"2170600","21706","UNITED STATES SPORTS ACADEMY","AL","private 4 year","31","55732"
"105100","1051","UNIVERSITY OF ALABAMA","AL","public 4 year","3615","9767986.5"
"105200","1052","UNIVERSITY OF ALABAMA AT BIRMINGHAM","AL","public 4 year","3411","8988577"
"105500","1055","UNIVERSITY OF ALABAMA IN HUNTSVILLE","AL","public 4 year","1534","3806051"
"102900","1029","UNIVERSITY OF MOBILE","AL","private 4 year","791","1794759"
"100400","1004","UNIVERSITY OF MONTEVALLO","AL","public 4 year","749","1940963"
"101600","1016","UNIVERSITY OF NORTH ALABAMA","AL","public 4 year","1609","4268832"
"105700","1057","UNIVERSITY OF SOUTH ALABAMA","AL","public 4 year","3303","8438210.8399999999"
"102400","1024","UNIVERSITY OF WEST ALABAMA","AL","public 4 year","966","2786193.4100000001"
"3010600","30106","VIRGINIA COLLEGE","AL","proprietary","6399","14291796"
"3065100","30651","ARKADELPHIA BEAUTY COLLEGE","AR","proprietary","60","156246"
"108700","1087","ARKANSAS BAPTIST COLLEGE","AR","private 4 year","197","572711"
"3997300","39973","ARKANSAS BEAUTY COLLEGE","AR","proprietary","23","46609"
"3005100","30051","ARKANSAS BEAUTY SCHOOL","AR","proprietary","71","161154"
"3007600","30076","ARKANSAS BEAUTY SCHOOL/CONWAY","AR","proprietary","39","86506"
"3023400","30234","ARKANSAS COLLEGE OF BARBERING & HAIR DESIGN","AR","proprietary","137","286886.46999999997"
"1286000","12860","ARKANSAS NORTHEASTERN COLLEGE","AR","public 2 year","1105","2440054.5"
"109000","1090","ARKANSAS STATE UNIVERSITY","AR","public 4 year","5604","14527948"
"109100","1091","ARKANSAS STATE UNIVERSITY - BEEBE","AR","public 2 year","1229","2946945.1299999999"
"108900","1089","ARKANSAS TECH UNIVERSITY","AR","public 4 year","2901","7544146.3700000001"
"2363500","15099","ARTHUR'S BEAUTY COLLEGE","AR","proprietary","81","165283"
"2538500","17020","ARTHUR'S BEAUTY COLLEGE","AR","proprietary","259","509962"
"3127200","31272","ASKINS VO TECH","AR","proprietary","15","21812"
"3105200","31052","BAPTIST HEALTH MEDICAL CENTER","AR","private 2 year","397","806843"
"2260400","14554","BEE JAY'S HAIRSTYLING ACADEMY","AR","proprietary","23","58783"
"2052200","11948","BLACK RIVER TECHNICAL COLLEGE","AR","public 2 year","1083","2538501"
"3212300","32123","BLYTHEVILLE ACADEMY OF COSMETOLOGY","AR","proprietary","20","56817"
"2341700","16596","CAREER ACADEMY OF HAIR DESIGN","AR","proprietary","60","132740"
"109300","1093","CENTRAL BAPTIST COLLEGE","AR","private 4 year","165","382227"
"2220900","12432","COSSATOT COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS","AR","public 2 year","493","1190795.75"
"3912300","39123","CROSSETT SCHOOL OF COSMETOLOGY","AR","proprietary","33","69308"
"109500","1095","CROWLEY'S RIDGE COLLEGE","AR","private 2 year","59","150094"
"704400","13583","CROWLEY'S RIDGE TECHNICAL INSTITUTE","AR","public 2 year","239","536059.02000000002"
"3116800","31168","DELUXE BEAUTY SCHOOL","AR","proprietary","13","33900"
"1226000","12260","EAST ARKANSAS COMMUNITY COLLEGE","AR","public 2 year","832","2028066.1699999999"
"2272400","16041","EASTERN COLLEGE OF HEALTH VOCATIONS","AR","proprietary","497","1024567"
"3124900","31249","EATON BEAUTY STYLIST COLLEGE","AR","proprietary","17","28493"
"3855300","38553","ECCLESIA COLLEGE","AR","private 4 year","17","48031"
"792100","8070","FAYETTEVILLE BEAUTY COLLEGE","AR","proprietary","65","124216.66"
"109700","1097","HARDING UNIVERSITY","AR","private 4 year","1166","3170685.7400000002"
"109800","1098","HENDERSON STATE UNIVERSITY","AR","public 4 year","1559","4201114.3700000001"
"109900","1099","HENDRIX COLLEGE","AR","private 4 year","202","557560"
"3007100","30071","HOT SPRINGS BEAUTY COLLEGE","AR","proprietary","58","137143"
"2330800","16498","JEFFERSON SCHOOL OF NURSING","AR","private 2 year","52","89116"
"110000","1100","JOHN BROWN UNIVERSITY","AR","private 4 year","500","1154368.27"
"2525800","16925","LEES SCHOOL OF COSMETOLOGY","AR","proprietary","40","108670"
"3519400","35194","LYNNDALE FUNDAMENTALS OF BEAUTY SCHOOL","AR","proprietary","28","67821.559999999998"
"108800","1088","LYON COLLEGE","AR","private 4 year","189","560706"
"3254300","32543","MARGARET'S  HAIR ACADEMY","AR","proprietary","62","129393.78999999999"
"2287400","16123","MARSHA KAY BEAUTY COLLEGE","AR","proprietary","22","59110"
"1074100","10741","MELLIE'S BEAUTY COLLEGE","AR","proprietary","36","49923"
"2348200","15862","MID-SOUTH COMMUNITY COLLEGE","AR","public 2 year","769","1463706.75"
"1210500","12105","NATIONAL PARK COMMUNITY COLLEGE","AR","public 2 year","1347","2950413.4700000002"
"2284200","16053","NEW TYLER BARBER COLLEGE","AR","proprietary","90","250519.91"
"1226100","12261","NORTH ARKANSAS COLLEGE","AR","public 2 year","1219","3078513"
"3688300","36883","NORTHWEST ARKANSAS AVIATION TECHNOLOGIES CENTER","AR","private 2 year","33","69539.240000000005"
"3063300","30633","NORTHWEST ARKANSAS COMMUNITY COLLEGE","AR","public 2 year","1293","2596653.5"
"2073700","14044","NORTHWEST TECHNICAL INSTITUTE","AR","public 2 year","179","291624"
"110200","1102","OUACHITA BAPTIST UNIVERSITY","AR","private 4 year","352","958440"
"997600","9976","OUACHITA TECHNICAL COLLEGE","AR","public 2 year","504","1145083"
"2087000","13217","OZARKA COLLEGE","AR","public 2 year","676","1741346.78"
"110300","1103","PHILANDER SMITH COLLEGE","AR","private 4 year","636","1873155"
"110400","1104","PHILLIPS COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS","AR","public 2 year","1194","2895363.1699999999"
"2202400","15585","PROFESSIONAL COSMETOLOGY EDUCATION CENTER","AR","proprietary","55","149619"
"2075300","14167","PULASKI TECHNICAL COLLEGE","AR","public 2 year","5047","12893721.5"
"2111100","12435","RICH MOUNTAIN COMMUNITY COLLEGE","AR","public 2 year","408","990140"
"2569600","17262","SEARCY BEAUTY COLLEGE","AR","proprietary","58","136982"
"2074600","13858","SOUTH ARKANSAS COMMUNITY COLLEGE","AR","public 2 year","741","1702281.1699999999"
"570700","14893","SOUTHEAST ARKANSAS COLLEGE","AR","public 2 year","1134","2839733.6699999999"
"110700","1107","SOUTHERN ARKANSAS UNIVERSITY","AR","public 4 year","1450","4084051.1600000001"
"773800","7738","SOUTHERN ARKANSAS UNIVERSITY TECH","AR","public 2 year","363","919716.40000000002"
"110800","1108","UNIVERSITY OF ARKANSAS","AR","public 4 year","3069","7977742.4699999997"
"111000","1110","UNIVERSITY OF ARKANSAS AT FORT SMITH","AR","public 4 year","2823","6662465.25"
"110100","1101","UNIVERSITY OF ARKANSAS AT LITTLE ROCK","AR","public 4 year","4332","10468287.300000001"
"108500","1085","UNIVERSITY OF ARKANSAS AT MONTICELLO","AR","public 4 year","1743","4611516.0599999996"
"108600","1086","UNIVERSITY OF ARKANSAS AT PINE BLUFF","AR","public 4 year","2302","6773738.6600000001"
"2073500","14042","UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT BATESVILLE","AR","public 2 year","982","2240163.8799999999"
"573200","5732","UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT HOPE","AR","public 2 year","616","1438906"
"524500","5245","UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT MORRILTON","AR","public 2 year","1017","2356603"
"110900","1109","UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES","AR","public 4 year","291","797672.81000000006"
"109200","1092","UNIVERSITY OF CENTRAL ARKANSAS","AR","public 4 year","3543","9515327.9499999993"
"109400","1094","UNIVERSITY OF THE OZARKS","AR","private 4 year","180","533225"
"3214300","32143","VELVATEX COLLEGE OF BEAUTY CULTURE","AR","proprietary","23","52677"
"110600","1106","WILLIAMS BAPTIST COLLEGE","AR","private 4 year","281","696229"
"1001000","10010","AMERICAN SAMOA COMMUNITY COLLEGE","AS","public 2 year","1136","2966719.0800000001"
"2199900","15550","AMERICAN INDIAN COLLEGE OF THE ASSEMBLIES OF GOD","AZ","private 4 year","53","147782.39000000001"
"2317800","16405","AMERICAN INSTITUTE OF TECHNOLOGY","AZ","proprietary","447","656870.41000000003"
"2100600","14550","APOLLO COLLEGE","AZ","proprietary","3365","8130004"
"886400","8864","ARIZONA ACADEMY OF BEAUTY","AZ","proprietary","66","134091.34"
"1180200","11802","ARIZONA ACADEMY OF BEAUTY - NORTH","AZ","proprietary","71","177354"
"1084700","10847","ARIZONA AUTOMOTIVE INSTITUTE","AZ","proprietary","863","2015496.6100000001"
"3115000","31150","ARIZONA COLLEGE OF ALLIED HEALTH","AZ","proprietary","370","746115"
"108100","1081","ARIZONA STATE UNIVERSITY","AZ","public 4 year","12223","31092398"
"107100","1071","ARIZONA WESTERN COLLEGE","AZ","public 2 year","2761","6075805.8099999996"
"2491500","16730","ART CENTER DESIGN COLLEGE (THE)","AZ","proprietary","378","899230.14000000001"
"1180800","11808","ARTISTIC BEAUTY COLLEGES - FLAGSTAFF","AZ","proprietary","292","593838"
"2220300","15694","ARTISTIC BEAUTY COLLEGES - GLENDALE","AZ","proprietary","184","404950"
"1234300","12343","ARTISTIC BEAUTY COLLEGES - PHOENIX","AZ","proprietary","222","467054"
"1293700","12937","ARTISTIC BEAUTY COLLEGES - SCOTTSDALE","AZ","proprietary","44","107534"
"886500","8865","ARTISTIC BEAUTY COLLEGES - TUCSON","AZ","proprietary","359","786815"
"3076400","30764","BRYMAN SCHOOL (THE) - PHOENIX","AZ","proprietary","6117","14613577.49"
"3097800","30978","CARSTEN INSTITUTE","AZ","proprietary","93","197550.12"
"728300","7283","CENTRAL ARIZONA COLLEGE","AZ","public 2 year","1437","3222516"
"3072200","30722","CHANDLER-GILBERT COMMUNITY COLLEGE","AZ","public 2 year","1173","2247838"
"945100","9451","CHAPARRAL COLLEGE","AZ","proprietary","447","1028568"
"2280500","16098","CHARLES OF ITALY BEAUTY COLLEGE","AZ","proprietary","96","235706"
"107200","1072","COCHISE COLLEGE","AZ","public 2 year","1738","3848412"
"3100400","31004","COCONINO COUNTY COMMUNITY COLLEGE-FLAGSTAFF LONE TREE CAMPUS","AZ","public 2 year","731","1398384"
"3120300","31203","COLLEGE AMERICA - FLAGSTAFF","AZ","proprietary","337","962960.29000000004"
"2174900","15333","COLLINS COLLEGE","AZ","proprietary","1361","3428606.8700000001"
"3034400","30344","CONSERVATORY OF RECORDING ARTS & SCIENCES","AZ","proprietary","261","564659"
"2582700","25827","DESERT INSTITUTE OF THE HEALING ARTS","AZ","proprietary","78","170721"
"2173300","15324","DEVOE COLLEGE OF BEAUTY","AZ","proprietary","32","60524.519999999997"
"824600","8246","DINE COLLEGE","AZ","public 2 year","1257","3249744.2400000002"
"1085800","10858","EARL'S ACADEMY OF BEAUTY","AZ","proprietary","175","357189"
"3572300","35723","EAST VALLEY INSTITUTE OF TECHNOLOGY","AZ","public 2 year","18","33880"
"107300","1073","EASTERN ARIZONA COLLEGE","AZ","public 2 year","1187","2830949"
"3156300","31563","ESTRELLA MOUNTAIN COMMUNITY COLLEGE","AZ","public 2 year","1484","2779397.1400000001"
"2295000","16203","EVEREST COLLEGE","AZ","proprietary","1384","2668662"
"830300","8303","GATEWAY COMMUNITY COLLEGE","AZ","public 2 year","1992","3691385.5"
"107600","1076","GLENDALE COMMUNITY COLLEGE","AZ","public 2 year","4352","8597682.9000000004"
"107400","1074","GRAND CANYON UNIVERSITY","AZ","proprietary","613","1300440"
"3445300","34453","HDS TRUCK DRIVING INSTITUTE","AZ","proprietary","92","215144"
"2263100","15988","HIGH-TECH INSTITUTE - PHOENIX","AZ","proprietary","7587","17342647.960000001"
"1218400","14283","INTERNATIONAL ACADEMY OF HAIR DESIGN","AZ","proprietary","96","182039"
"3347300","33473","INTERNATIONAL BAPTIST COLLEGE","AZ","private 4 year","24","71049.5"
"2218800","15681","INTERNATIONAL INSTITUTE OF THE AMERICAS","AZ","private 4 year","1908","5354085.1299999999"
"2521500","5186","LAMSON COLLEGE","AZ","proprietary","363","821174.56999999995"
"2071200","13884","LONG TECHNICAL COLLEGE","AZ","proprietary","346","851000"
"2181300","15391","LONG TECHNICAL COLLEGE","AZ","proprietary","134","314125"
"2192300","15491","MARICOPA BEAUTY COLLEGE","AZ","proprietary","61","152373.01000000001"
"107700","1077","MESA COMMUNITY COLLEGE","AZ","public 2 year","5407","11103519.85"
"3081200","30812","METROPOLITAN COLLEGE","AZ","private 4 year","51","124132.10000000001"
"1186400","11864","MOHAVE COMMUNITY COLLEGE","AZ","public 2 year","2235","4996228"
"3004700","30047","MUNDUS INSTITUTE","AZ","proprietary","30","70616.539999999994"
"108200","1082","NORTHERN ARIZONA UNIVERSITY","AZ","public 4 year","4472","11801249"
"1186200","11862","NORTHLAND PIONEER COLLEGE","AZ","public 2 year","777","1600667"
"2623600","26236","PARADISE VALLEY COMMUNITY COLLEGE","AZ","public 2 year","1451","2825405.3599999999"
"107800","1078","PHOENIX COLLEGE","AZ","public 2 year","3196","6780198"
"2623800","26238","PHOENIX THERAPEUTIC MASSAGE COLLEGE","AZ","proprietary","123","246060"
"726600","7266","PIMA COUNTY COMMUNITY COLLEGE","AZ","public 2 year","7304","15664557"
"2217100","15666","PIMA MEDICAL INSTITUTE","AZ","proprietary","4348","10382651.130000001"
"2065300","13659","PRESCOTT COLLEGE","AZ","private 4 year","378","950369"
"2177500","14483","RIO SALADO COMMUNITY COLLEGE","AZ","public 2 year","2576","4183991.0099999998"
"2113800","14740","ROBERTO-VENN SCHOOL OF LUTHIERY","AZ","proprietary","18","37448"
"3005000","30050","SAFFORD COLLEGE OF BEAUTY CULTURE","AZ","proprietary","55","182425"
"830400","8304","SCOTTSDALE COMMUNITY COLLEGE","AZ","public 2 year","1517","3054262"
"2616700","26167","SCOTTSDALE CULINARY INSTITUTE","AZ","proprietary","1122","2865121"
"2146600","15001","SOUTH MOUNTAIN COMMUNITY COLLEGE","AZ","public 2 year","1590","3239581.3199999998"
"3593300","35933","SOUTHWEST INSTITUTE OF HEALING ARTS","AZ","proprietary","124","235840"
"711300","7113","SOUTHWESTERN COLLEGE","AZ","private 4 year","94","267888"
"1168900","14127","THE REFRIGERATION SCHOOL","AZ","proprietary","275","582286.97999999998"
"3784400","37844","TOHONO O'ODHAM COMMUNITY COLLEGE","AZ","private 2 year","83","212366.5"
"2561900","25619","TONI AND GUY HAIRDRESSING ACADEMY","AZ","proprietary","110","243646.85000000001"
"446700","14212","TUCSON COLLEGE","AZ","proprietary","530","1284101"
"4059300","40593","TUCSON COLLEGE OF BEAUTY","AZ","proprietary","6","13850"
"3740500","37405","TUCSON DESIGN COLLEGE","AZ","proprietary","119","251367.72"
"3814300","38143","TURNING POINT BEAUTY COLLEGE","AZ","proprietary","21","38719.510000000002"
"822100","8221","UNIVERSAL TECHNICAL INSTITUTE","AZ","proprietary","5028","11752143.93"
"2100500","14518","UNIVERSAL TECHNICAL INSTITUTE","AZ","proprietary","3294","8179062.5199999996"
"2559000","17188","UNIVERSITY OF ADVANCING COMPUTER TECHNOLOGY","AZ","proprietary","384","952665"
"108300","1083","UNIVERSITY OF ARIZONA (THE)","AZ","public 4 year","6603","17497265.5"
"2098800","14593","UNIVERSITY OF PHOENIX","AZ","proprietary","65991","133552050.98999999"
"2171500","14970","WESTERN INTERNATIONAL UNIVERSITY","AZ","proprietary","32083","70770923"
"107900","1079","YAVAPAI COLLEGE","AZ","public 2 year","1454","2788624"
"3150500","31505","A - TECHNICAL COLLEGE","CA","proprietary","78","225058"
"3662400","36624","ACADEMY EDUCATION SERVICES","CA","proprietary","80","173943"
"753100","7531","ACADEMY OF ART UNIVERSITY","CA","proprietary","2086","4733001"
"2342400","23424","ACADEMY OF RADIO & TV BROADCASTING","CA","proprietary","92","222522.82000000001"
"760500","7605","ACADEMY PACIFIC TRAVEL COLLEGE","CA","proprietary","83","237067"
"3327400","33274","ACUPUNCTURE AND INTEGRATIVE MEDICINE COLLEGE, BERKELEY","CA","private 4 year","5","13387"
"3019900","30199","ADELANTE CAREER INSTITUTE","CA","proprietary","163","380885"
"3736300","37363","ADVANCE BEAUTY COLLEGE","CA","proprietary","324","775174"
"3786300","37863","ADVANCED COLLEGE","CA","proprietary","103","222593.60000000001"
"3532400","35324","ADVANCED TRAINING ASSOCIATES","CA","proprietary","3","9720"
"2258600","14046","ALAMEDA BEAUTY COLLEGE","CA","proprietary","87","207743"
"2282300","14260","ALHAMBRA BEAUTY COLLEGE","CA","proprietary","206","541503.87"
"111100","1111","ALLAN HANCOCK COLLEGE","CA","public 2 year","1377","3123096.29"
"1111700","11117","ALLIANT INTERNATIONAL UNIVERSITY","CA","private 4 year","104","281303"
"2106900","14801","AMERICAN ACADEMY OF DRAMATIC ARTS-WEST","CA","private 2 year","64","202400"
"3969600","39696","AMERICAN AUTO INSTITUTE","CA","proprietary","47","115442.45"
"1307400","13074","AMERICAN BEAUTY COLLEGE","CA","proprietary","59","155990"
"2241800","15829","AMERICAN CAREER COLLEGE","CA","proprietary","3110","7319020"
"3971300","39713","AMERICAN CAREER COLLEGE","CA","proprietary","226","563254"
"4011900","40119","AMERICAN COLLEGE OF CALIFORNIA","CA","proprietary","1","1260"
"3144400","31444","AMERICAN COLLEGE OF HEALTH PROFESSIONS","CA","proprietary","52","145150"
"3138400","31384","AMERICAN COLLEGE OF MEDICAL TECHNOLOGY","CA","proprietary","495","1224965.1000000001"
"2099200","14545","AMERICAN CONSERVATORY THEATER FOUNDATION","CA","private 4 year","2","8100"
"3225300","32253","AMERICAN INSTITUTE OF HEALTH SCIENCES","CA","proprietary","72","176910"
"3962300","39623","AMERICAN INSTITUTE OF MASSAGE THERAPY","CA","proprietary","2","5500"
"3722300","37223","AMERICAN MEDICAL SCIENCES CENTER","CA","proprietary","9","22734.360000000001"
"123200","1232","AMERICAN RIVER COLLEGE","CA","public 2 year","6592","14580266"
"111300","1113","ANTELOPE VALLEY COLLEGE","CA","public 2 year","3574","7573149.21"
"3427500","34275","ANTELOPE VALLEY MEDICAL COLLEGE","CA","proprietary","486","1190483"
"111600","1116","ART CENTER COLLEGE OF DESIGN","CA","private 4 year","746","2313708.77"
"723600","7236","ART INSTITUTE OF CALIFORNIA - LOS ANGELES (THE)","CA","proprietary","3034","7429756.2000000002"
"2327600","16471","ART INSTITUTE OF CALIFORNIA - SAN DIEGO","CA","proprietary","989","2301297.4900000002"
"2595600","25956","ASIAN - AMERICAN INTERNATIONAL BEAUTY COLLEGE","CA","proprietary","151","419923"
"902200","13988","ASSOCIATED TECHNICAL COLLEGE","CA","proprietary","649","2172619"
"2553500","17135","ASSOCIATED TECHNICAL COLLEGE -","CA","proprietary","62","155795"
"3740400","37404","ATI COLLEGE","CA","proprietary","81","178792.98999999999"
"3598300","35983","AVALON BEAUTY COLLEGE","CA","proprietary","43","125218"
"2519800","16894","AVANCE BEAUTY COLLEGE","CA","proprietary","54","150242"
"111700","1117","AZUSA PACIFIC UNIVERSITY","CA","private 4 year","957","2255522.4300000002"
"111800","1118","BAKERSFIELD COLLEGE","CA","public 2 year","7588","16729870.869999999"
"3067400","30674","BALDWIN PARK ADULT SCHOOL","CA","public 2 year","137","246551"
"111900","1119","BARSTOW COMMUNITY COLLEGE","CA","public 2 year","938","1999942.5"
"705000","7050","BAY VISTA COLLEGE OF BEAUTY","CA","proprietary","149","391580.79999999999"
"2242700","14311","BERKELEY CITY COLLEGE","CA","public 2 year","1010","2291728.7400000002"
"112100","1121","BETHANY UNIVERSITY OF THE ASSEMBLIES OF GOD","CA","private 4 year","221","538326.28000000003"
"3266300","32663","BETHESDA CHRISTIAN UNIVERSITY","CA","private 4 year","27","75077"
"112200","1122","BIOLA UNIVERSITY","CA","private 4 year","892","2164286.3199999998"
"2065500","13703","BROOKS COLLEGE","CA","proprietary","780","1875968.1399999999"
"112300","1123","BROOKS INSTITUTE OF PHOTOGRAPHY -","CA","proprietary","1016","2824412.9300000002"
"2543400","17050","BROWNSON TECHNICAL SCHOOL","CA","proprietary","61","113325.72"
"716400","7164","BRYAN COLLEGE OF COURT REPORTING","CA","proprietary","213","460314"
"760600","7606","BRYMAN COLLEGE","CA","proprietary","610","1181935"
"809000","8090","BRYMAN COLLEGE","CA","proprietary","1191","2696940"
"1102400","11024","BRYMAN COLLEGE","CA","proprietary","2692","6076913"
"1110700","11107","BRYMAN COLLEGE","CA","proprietary","688","1288474"
"1110900","11109","BRYMAN COLLEGE","CA","proprietary","667","1432344"
"1112100","11121","BRYMAN COLLEGE","CA","proprietary","947","1408817"
"1112300","11123","BRYMAN COLLEGE","CA","proprietary","1842","3969785"
"3195400","31954","BRYMAN COLLEGE","CA","proprietary","264","542087"
"449400","4494","BRYMAN COLLEGE","CA","proprietary","1019","2293399"
"1206100","12061","BRYMAN COLLEGE","CA","proprietary","450","875737"
"3072300","30723","BRYMAN COLLEGE","CA","proprietary","1832","3431626"
"807300","6972","BUTTE COLLEGE","CA","public 2 year","4020","9597746"
"112400","1124","CABRILLO COLLEGE","CA","public 2 year","2090","4598059"
"112500","1125","CALIFORNIA BAPTIST UNIVERSITY","CA","private 4 year","876","2093708.5"
"2065700","13828","CALIFORNIA BEAUTY COLLEGE","CA","proprietary","41","121527"
"3467300","34673","CALIFORNIA BEAUTY COLLEGE","CA","proprietary","102","241998"
