"OPEID","PELLID","Name","State","Type & Control","Recipients","Awards"
"2099500","14468","CENTRAL COMMUNITY COLLEGE","NE","public 2 year","1932","3738716.0699999998"
"253900","2539","CHADRON STATE COLLEGE","NE","public 4 year","795","1931421.72"
"986200","9862","CLARKSON COLLEGE","NE","private 4 year","159","363089"
"2079700","14176","COLLEGE OF HAIR DESIGN","NE","proprietary","111","272462.88"
"254000","2540","COLLEGE OF SAINT MARY","NE","private 4 year","435","1088340"
"254100","2541","CONCORDIA UNIVERSITY","NE","private 4 year","291","685309"
"3164300","31643","CREATIVE CENTER (THE)","NE","proprietary","30","76598.880000000005"
"254200","2542","CREIGHTON UNIVERSITY","NE","private 4 year","603","1492476"
"254300","2543","DANA COLLEGE","NE","private 4 year","231","592227.38"
"254400","2544","DOANE COLLEGE","NE","private 4 year","480","1127138.47"
"254700","2547","GRACE UNIVERSITY","NE","private 4 year","172","374647"
"254800","2548","HASTINGS COLLEGE","NE","private 4 year","316","763603"
"1151900","11519","JOSEPH'S COLLEGE OF BEAUTY","NE","proprietary","382","1060677.6799999999"
"952300","9523","LA'JAMES INTERNATIONAL COLLEGE","NE","proprietary","80","185368.07000000001"
"3323300","33233","LITTLE PRIEST TRIBAL COLLEGE","NE","private 2 year","84","200950.54999999999"
"1258600","4432","METROPOLITAN COMMUNITY COLLEGE","NE","public 2 year","3691","5114818.5"
"255300","2553","MIDLAND LUTHERAN COLLEGE","NE","private 4 year","300","689309.63"
"255700","2557","MID-PLAINS COMMUNITY COLLEGE","NE","public 2 year","746","1706607"
"3279300","32793","MYOTHERAPY INSTITUTE","NE","proprietary","25","52348"
"1297600","12976","NEBRASKA CHRISTIAN COLLEGE","NE","private 4 year","72","178704.32000000001"
"2550800","15339","NEBRASKA INDIAN COMMUNITY COLLEGE","NE","private 2 year","36","91982.5"
"640400","9937","NEBRASKA METHODIST COLLEGE OF NURSING & ALLIED HEALTH","NE","private 4 year","151","373413"
"255500","2555","NEBRASKA WESLEYAN UNIVERSITY","NE","private 4 year","420","1034617.5"
"1166700","2556","NORTHEAST COMMUNITY COLLEGE","NE","public 2 year","1172","2602057"
"3127300","31273","OMAHA SCHOOL OF MASSAGE THERAPY","NE","proprietary","51","103248.17"
"255900","2559","PERU STATE COLLEGE","NE","public 4 year","507","1243101.5"
"2508300","7591","SOUTHEAST COMMUNITY COLLEGE","NE","public 2 year","3071","5205389.4000000004"
"256300","2563","UNION COLLEGE","NE","private 4 year","303","827706"
"3821400","38214","UNIVERSAL COLLEGE OF HEALING ARTS","NE","proprietary","13","26947"
"256500","2565","UNIVERSITY OF NEBRASKA","NE","public 4 year","3390","7899047.21"
"255100","2551","UNIVERSITY OF NEBRASKA - KEARNEY","NE","public 4 year","1734","4195692.8300000001"
"255400","2554","UNIVERSITY OF NEBRASKA - OMAHA","NE","public 4 year","2583","6015741"
"689500","6895","UNIVERSITY OF NEBRASKA MEDICAL CENTER","NE","public 4 year","265","632292"
"750100","7501","VATTEROTT COLLEGE","NE","proprietary","601","1435719"
"3023300","30233","VATTEROTT COLLEGE","NE","proprietary","59","128275"
"256600","2566","WAYNE STATE COLLEGE","NE","public 4 year","1043","2578497.02"
"256000","2560","WESTERN NEBRASKA COMMUNITY COLLEGE","NE","public 2 year","687","1443454.79"
"2610500","26105","XENON INTERNATIONAL SCHOOL OF HAIR DESIGN II","NE","proprietary","82","166988.31"
"256700","2567","YORK COLLEGE","NE","private 4 year","172","443207.60999999999"
"473300","4733","CHESTER COLLEGE OF NEW ENGLAND","NH","private 4 year","61","148626"
"257200","2572","COLBY-SAWYER COLLEGE","NH","private 4 year","166","446562"
"849300","8493","CONTINENTAL ACADEMIE OF HAIR DESIGN","NH","proprietary","21","58044"
"1318900","13189","CONTINENTAL ACADEMIE OF HAIR DESIGN","NH","proprietary","25","61726"
"473100","4731","DANIEL WEBSTER COLLEGE","NH","private 4 year","161","378908"
"257300","2573","DARTMOUTH COLLEGE","NH","private 4 year","564","1413965"
"864500","14177","EMPIRE BEAUTY SCHOOL","NH","proprietary","118","218486"
"2179600","15403","EMPIRE BEAUTY SCHOOL","NH","proprietary","203","419885"
"2300200","16275","ESTHETICS INSTITUTE AT CONCORD ACADEMY","NH","proprietary","5","9763"
"257500","2575","FRANKLIN PIERCE COLLEGE","NH","private 4 year","595","1322484"
"3101300","31013","GRANITE STATE COLLEGE","NH","public 4 year","485","819667.54000000004"
"472900","4729","HESSER COLLEGE","NH","proprietary","2246","4771658.5"
"2245400","15836","KEENE BEAUTY ACADEMY","NH","proprietary","39","90503"
"259000","2590","KEENE STATE COLLEGE","NH","public 4 year","730","1690554"
"702500","7025","LEBANON COLLEGE","NH","private 2 year","9","23299.990000000002"
"473000","4730","MCINTOSH COLLEGE","NH","proprietary","703","1425510.51"
"2174800","15356","MICHAEL'S SCHOOL OF HAIR DESIGN & ESTHETICS","NH","proprietary","84","165552.95000000001"
"257900","2579","NEW ENGLAND COLLEGE","NH","private 4 year","215","550843"
"2247000","15845","NEW ENGLAND SCHOOL OF HAIR DESIGN","NH","proprietary","44","104202"
"258200","2582","NEW HAMPSHIRE COMMUNITY TECHNICAL COLLEGE AT MANCHESTER/STRATHAM","NH","public 2 year","659","1219488.8600000001"
"529100","5291","NEW HAMPSHIRE COMMUNITYTECHNICAL COLLEGE AT BERLIN/LACONIA - BERLIN","NH","public 2 year","640","1268535"
"3729300","37293","NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS","NH","proprietary","19","49975"
"3182300","31823","NEW HAMPSHIRE INSTITUTE OF ART","NH","private 4 year","61","156851.5"
"923600","9236","NEW HAMPSHIRE TECHNICAL COLLEGE AT NASHUA/CLAREMONT","NH","public 2 year","712","1340292.6599999999"
"258100","2581","NEW HAMPSHIRE TECHNICAL INSTITUTE","NH","public 2 year","759","1439650"
"259100","2591","PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE","NH","public 4 year","801","1923419.46"
"2211600","13558","PORTSMOUTH BEAUTY SCHOOL OF HAIR DESIGN","NH","proprietary","19","51885"
"258600","2586","RIVIER COLLEGE","NH","private 4 year","247","506114"
"258700","2587","SAINT ANSELM COLLEGE","NH","private 4 year","261","623405"
"2140400","15016","SAINT JOSEPH SCHOOL OF PRACTICAL NURSING","NH","private 2 year","39","70197.389999999999"
"3305300","33053","SECOND START","NH","private 2 year","62","155355.51000000001"
"258000","2580","SOUTHERN NEW HAMPSHIRE UNIVERSITY","NH","private 4 year","922","1644614"
"3043100","30431","THOMAS MORE COLLEGE OF LIBERAL ARTS","NH","private 4 year","20","56075"
"258900","2589","UNIVERSITY OF NEW HAMPSHIRE","NH","public 4 year","1848","4435554.4900000002"
"3437300","34373","UPPER VALLEY TEACHER INSTITUTE","NH","private 4 year","17","48275"
"3389300","33893","ACADEMY OF MASSAGE THERAPY","NJ","proprietary","99","213165.45999999999"
"2301900","16279","ALLIED MEDICAL AND TECHNICAL INSTITUTE","NJ","proprietary","23","37175"
"2525900","16954","ARTISTIC ACADEMY OF HAIR DESIGN","NJ","proprietary","48","91604"
"259600","2596","ATLANTIC CAPE COMMUNITY COLLEGE","NJ","public 2 year","2929","6158796.5"
"2132300","14968","BERDAN INSTITUTE","NJ","proprietary","365","721446.07999999996"
"473600","4736","BERGEN COMMUNITY COLLEGE","NJ","public 2 year","3036","7439711.8700000001"
"2312000","16349","BERGEN COUNTY TECHNICAL SCHOOLS - BERGEN WORKFORCE CENTER","NJ","public 2 year","25","73109"
"750200","7502","BERKELEY COLLEGE","NJ","proprietary","1401","3305044"
"794700","3972","BETH MEDRASH GOVOHA OF AMERICA","NJ","private 4 year","1400","4696657"
"259700","2597","BLOOMFIELD COLLEGE","NJ","private 4 year","1386","3459056"
"840400","8404","BROOKDALE COMMUNITY COLLEGE","NJ","public 2 year","2688","6013674"
"773000","7730","BURLINGTON COUNTY COLLEGE - PEMBERTON CAMPUS","NJ","public 2 year","1467","3160963"
"259800","2598","CALDWELL COLLEGE","NJ","private 4 year","413","1011301"
"686500","6865","CAMDEN COUNTY COLLEGE","NJ","public 2 year","3980","8941728.9800000004"
"907800","9078","CAPRI INSTITUTE OF HAIR DESIGN","NJ","proprietary","108","208412.35999999999"
"2103700","14551","CAPRI INSTITUTE OF HAIR DESIGN","NJ","proprietary","57","93621.979999999996"
"2183600","15558","CAPRI INSTITUTE OF HAIR DESIGN","NJ","proprietary","98","206767.32999999999"
"2265500","16107","CAPRI INSTITUTE OF HAIR DESIGN","NJ","proprietary","129","257702.70000000001"
"259900","2599","CENTENARY COLLEGE","NJ","private 4 year","391","1021292"
"3324300","33243","CENTRAL CAREER SCHOOL","NJ","proprietary","32","48099"
"641000","6410","CHARLES E GREGORY SCHOOL OF NURSING (THE)","NJ","private 2 year","29","70813"
"1085100","16701","CHUBB INSTITUTE","NJ","proprietary","1306","2850469.6099999999"
"264200","2642","COLLEGE OF NEW JERSEY (THE)","NJ","public 4 year","784","2090569.3100000001"
"260000","2600","COLLEGE OF SAINT ELIZABETH","NJ","private 4 year","262","697909"
"2252700","15918","CONCORDE SCHOOL OF HAIR DESIGN","NJ","proprietary","278","568681.76000000001"
"2248600","15857","COOPER HEALTH SYSTEM - CENTER FOR ALLIED HEALTH EDUCATION","NJ","private 2 year","13","37061"
"3574400","35744","CORTIVA INSTITUTE - SOMERSET SCHOOL OF MASSAGE THERAPY","NJ","proprietary","82","124867"
"772900","7106","COUNTY COLLEGE OF MORRIS","NJ","public 2 year","999","2109117.5699999998"
"260100","2601","CUMBERLAND COUNTY COLLEGE","NJ","public 2 year","1198","2935759"
"2154000","15188","DIVERS ACADEMY INTERNATIONAL","NJ","proprietary","60","96554.669999999998"
"1234600","12346","DOVER BUSINESS COLLEGE","NJ","proprietary","328","627666"
"2223900","15719","DRAKE COLLEGE OF BUSINESS","NJ","proprietary","1129","2917754"
"260300","2603","DREW UNIVERSITY","NJ","private 4 year","225","633896.25"
"2131100","14848","DUCRET SCHOOL OF THE ARTS","NJ","private 2 year","6","18200"
"3811300","38113","EASTERN SCHOOL OF ACUPUNCTURE AND TRADITIONAL MEDICINE","NJ","proprietary","10","23346"
"2291000","16176","ENGINE CITY TECHNICAL INSTITUTE","NJ","proprietary","74","182073"
"710700","7107","ESSEX COUNTY COLLEGE","NJ","public 2 year","4681","11906954"
"2261800","15969","EUROPEAN ACADEMY OF COSMETOLOGY","NJ","proprietary","121","207158.19"
"260700","2607","FAIRLEIGH DICKINSON UNIVERSITY","NJ","private 4 year","1403","3657367.6099999999"
"261000","2610","FELICIAN COLLEGE","NJ","private 4 year","440","1170659"
"260800","2608","GEORGIAN COURT UNIVERSITY","NJ","private 4 year","523","1263957"
"750700","7507","GIBBS COLLEGE","NJ","proprietary","1545","3476973.3399999999"
"690100","6901","GLOUCESTER COUNTY COLLEGE","NJ","public 2 year","1285","2905701"
"2104000","14575","HARRIS SCHOOL OF BUSINESS","NJ","proprietary","465","1007381.77"
"2186700","15442","HARRISON CAREER INSTITUTE","NJ","proprietary","306","606235.16000000003"
"2586800","25868","HARRISON CAREER INSTITUTE","NJ","proprietary","96","202883.57000000001"
"3803300","38033","HEALTHCARE TRAINING INSTITUTE","NJ","proprietary","142","312844.15000000002"
"3629300","36293","HELMA INSTITUTE OF MASSAGE THERAPY","NJ","proprietary","132","248526"
"849400","8494","HO HO KUS SCHL OF TRADE & TECH SCIENCES","NJ","proprietary","39","57378"
"1246200","12462","HOHOKUS - HACKENSACK SCHOOL OF BUSINESS & MEDICAL SCIENCES","NJ","proprietary","339","615138"
"2053700","13618","HOHOKUS SCHOOL","NJ","proprietary","358","666072"
"2092300","13129","HOHOKUS SCHOOL - RETS/NUTLEY","NJ","proprietary","281","631123"
"641700","6417","HOLY NAME HOSPITAL SCHOOL OF NURSING","NJ","private 2 year","36","91625"
"1295400","12954","HUDSON COUNTY COMMUNITY COLLEGE","NJ","public 2 year","4313","10502854"
"3197300","31973","INSTITUTE FOR HEALTH EDUCATION (THE)","NJ","proprietary","12","25500"
"3536300","35363","INSTITUTE FOR THERAPEUTIC MASSAGE","NJ","proprietary","65","93656"
"2146800","15102","JOE KUBERT SCHOOL OF CARTOON & GRAPHIC ART (THE)","NJ","proprietary","26","83750"
"262200","2622","KEAN UNIVERSITY","NJ","public 4 year","2650","7187228.3399999999"
"3530300","35303","KEYSKILLS LEARNING","NJ","proprietary","20","27195"
"750600","7506","LINCOLN TECHNICAL INSTITUTE","NJ","proprietary","2108","4887882.4500000002"
"1246100","12461","LINCOLN TECHNICAL INSTITUTE","NJ","proprietary","4068","9386791"
"474000","2641","MERCER COUNTY COMMUNITY COLLEGE","NJ","public 2 year","2371","5058021"
"3122600","31226","MICRO TECH TRAINING CENTER","NJ","proprietary","365","1100065.0700000001"
"261500","2615","MIDDLESEX COUNTY COLLEGE","NJ","public 2 year","3118","7120911"
"539900","5399","MONMOUTH COUNTY VOCATIONAL SCHOOL DISTRICT","NJ","public 2 year","46","90783.899999999994"
"261600","2616","MONMOUTH UNIVERSITY","NJ","private 4 year","839","2164369.77"
"261700","2617","MONTCLAIR STATE UNIVERSITY","NJ","public 4 year","3094","8377348"
"1152300","15846","MORRIS COUNTY SCHOOL OF TECHNOLOGY","NJ","public 2 year","10","30850"
"642000","6420","MOUNTAINSIDE HOSPITAL SCHOOL OF NURSING","NJ","private 2 year","22","46524.410000000003"
"642100","6421","MUHLENBERG REGIONAL MEDICAL CTR-HAROLD B. & DOROTHY A. SNYDER SCHOOLS","NJ","private 2 year","130","205720.04000000001"
"1170800","11708","NATURAL MOTION INSTITUTE OF HAIR DESIGN","NJ","proprietary","88","166934.42000000001"
"3424500","34245","NEW COMMUNITY WORKFORCE DEVELOPMENT CENTER","NJ","private 2 year","176","314911"
"2223700","15709","NEW HORIZONS INSTITUTE OF COSMETOLOGY (AKA) NEW HORIZONS BEAUTY SCHOOL","NJ","proprietary","132","300849"
"261300","2613","NEW JERSEY CITY UNIVERSITY","NJ","public 4 year","2742","7449502.8499999996"
"262100","2621","NEW JERSEY INSTITUTE OF TECHNOLOGY","NJ","public 4 year","1366","3720079"
"262400","2624","OCEAN COUNTY COLLEGE","NJ","public 2 year","1702","3592640.02"
"2523700","16934","OCEAN COUNTY VOCATIONAL - TECHNICAL SCHOOLS","NJ","public 2 year","68","131500.54999999999"
"2219600","15683","OMEGA INSTITUTE","NJ","proprietary","141","340937.82000000001"
"759300","7593","PARISIAN BEAUTY ACADEMY","NJ","proprietary","134","264107.21000000002"
"999400","9994","PASSAIC COUNTY COMMUNITY COLLEGE","NJ","public 2 year","3460","6962861.7000000002"
"1062900","10629","PB COSMETOLOGY EDUCATION CENTRE","NJ","proprietary","92","179235.23000000001"
"3650600","36506","PC AGE","NJ","proprietary","133","338445.13"
"3650700","36507","PC AGE II","NJ","proprietary","49","95475"
"3769300","37693","PC TECH LEARNING CENTER","NJ","proprietary","100","215978"
"2131600","14877","PENNCO TECH","NJ","proprietary","376","837379"
"262700","2627","PRINCETON UNIVERSITY","NJ","private 4 year","367","968750"
"2558700","17158","PRISM CAREER INSTITUTE","NJ","proprietary","410","770047"
"3077500","30775","RABBI JACOB JOSEPH SCHOOL","NJ","private 4 year","3","11850"
"860900","8609","RABBINICAL COLLEGE OF AMERICA","NJ","private 4 year","110","393312"
"934400","9344","RAMAPO COLLEGE OF NEW JERSEY","NJ","public 4 year","911","2387956"
"773100","7731","RARITAN VALLEY COMMUNITY COLLEGE","NJ","public 2 year","860","1707971.8799999999"
"1209000","12090","REIGNBOW BEAUTY ACADEMY","NJ","proprietary","179","364564.79999999999"
"2528200","16935","REIGNBOW BEAUTY ACADEMY","NJ","proprietary","90","167726.63"
"934500","9345","RICHARD STOCKTON COLLEGE OF NEW JERSEY (THE)","NJ","public 4 year","1583","4213314.1699999999"
"262800","2628","RIDER UNIVERSITY","NJ","private 4 year","827","2032623.46"
"1090300","10903","RIZZIERI AVEDA SCHOOL OF BEAUTY AND WELLNESS","NJ","proprietary","45","83339"
"2061800","13590","ROMAN ACADEMY OF BEAUTY CULTURE","NJ","proprietary","72","175046.92000000001"
"260900","2609","ROWAN UNIVERSITY","NJ","public 4 year","2008","5178961"
"262900","2629","RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY","NJ","public 4 year","10003","27780727"
"263800","2638","SAINT PETER'S COLLEGE","NJ","private 4 year","871","2488594.5800000001"
"546100","5461","SALEM COMMUNITY COLLEGE","NJ","public 2 year","453","1025671.5"
"263200","2632","SETON HALL UNIVERSITY","NJ","private 4 year","1028","2696803.2200000002"
"2234600","15759","SHORE BEAUTY SCHOOL","NJ","proprietary","39","90821"
"3666300","36663","SOMERSET CHRISTIAN COLLEGE","NJ","private 2 year","37","64540"
"546000","14074","SOMERSET COUNTY TECHNICAL INSTITUTE","NJ","public 2 year","39","77879.550000000003"
"642900","6429","ST FRANCIS MEDICAL CENTER","NJ","private 2 year","5","17150"
"2586900","25869","STAR TECHNICAL INSTITUTE","NJ","proprietary","665","1500044.3300000001"
"3187300","31873","STENOTECH CAREER INSTITUTE","NJ","proprietary","31","91400"
"263900","2639","STEVENS INSTITUTE OF TECHNOLOGY","NJ","private 4 year","306","805656"
"736200","7362","STUART SCHOOL OF BUSINESS ADMINISTRATION (THE)","NJ","proprietary","386","689242.96999999997"
"2568800","25688","SUSSEX COUNTY COMMUNITY COLLEGE","NJ","public 2 year","586","1186553.1899999999"
"1198900","11989","TALMUDICAL ACADEMY","NJ","private 4 year","28","103237"
"545200","5452","TETERBORO SCHOOL OF AERONAUTICS","NJ","proprietary","68","172645.32000000001"
"2192200","11648","THOMAS A EDISON STATE COLLEGE","NJ","public 4 year","606","823888.69999999995"
"264300","2643","UNION COUNTY COLLEGE","NJ","public 2 year","3576","8284177.5499999998"
"2232500","6139","UNION COUNTY VOCATIONAL TECHNICAL SCHOOLS","NJ","public 2 year","49","126522"
"1039400","13645","UNIVERSITY OF MEDICINE & DENTISTRY OF NEW JERSEY","NJ","public 4 year","90","185855"
"2503900","16857","WARREN COUNTY COMMUNITY COLLEGE","NJ","public 2 year","284","606861"
"262500","2625","WILLIAM PATERSON UNIVERSITY OF NEW JERSEY","NJ","public 4 year","2001","5180873"
"2496900","16865","ALBUQUERQUE BARBER COLLEGE","NM","proprietary","12","32475"
"2532900","15410","BUSINESS SKILLS INSTITUTE","NM","proprietary","163","338100.78000000003"
"474200","4742","CENTRAL NEW MEXICO COMMUNITY COLLEGE","NM","public 2 year","7910","12909113"
"474300","4743","CLOVIS COMMUNITY COLLEGE","NM","public 2 year","1400","2869036.3300000001"
"264900","2649","COLLEGE OF SANTA FE","NM","private 4 year","412","1039424.9300000001"
"265000","13935","COLLEGE OF THE SOUTHWEST","NM","private 4 year","319","793738.79000000004"
"2357600","16119","CROWNPOINT INSTITUTE OF TECHNOLOGY","NM","public 2 year","364","914748.5"
"1063200","10632","DEWOLFF COLLEGE OF HAIRSTYLING AND COSMETOLOGY","NM","proprietary","135","364301.78999999998"
"265100","2651","EASTERN NEW MEXICO UNIVERSITY","NM","public 4 year","3252","8370309.5"
"2146400","14152","INSTITUTE OF AMERICAN INDIAN & ALASKA NATIVE CULTURE & ARTS DEVELOPMEN","NM","public 4 year","116","350013"
"996200","9962","LUNA COMMUNITY COLLEGE","NM","public 2 year","479","1191809.1000000001"
"3944300","39443","MASSAGE THERAPY TRAINING INSTITUTE","NM","proprietary","26","44044.410000000003"
"3206300","32063","MESALANDS COMMUNITY COLLEGE","NM","public 2 year","270","667232.48999999999"
"3099300","30993","METROPOLITAN COLLEGE","NM","private 4 year","173","463318.82000000001"
"265300","2653","NEW MEXICO HIGHLANDS UNIVERSITY","NM","public 4 year","1113","2989622.0099999998"
"265400","2654","NEW MEXICO INSTITUTE OF MINING & TECHNOLOGY","NM","public 4 year","277","742386.10999999999"
"265500","2655","NEW MEXICO JUNIOR COLLEGE","NM","public 2 year","851","1966603"
"265600","2656","NEW MEXICO MILITARY INSTITUTE","NM","public 2 year","135","336873"
"265700","2657","NEW MEXICO STATE UNIVERSITY","NM","public 4 year","9284","24675318"
"2083900","5286","NORTHERN NEW MEXICO COMMUNITY COLLEGE","NM","public 4 year","848","2120449.3700000001"
"1300500","13005","OLYMPIAN UNIVERSITY OF COSMETOLOGY","NM","proprietary","758","1595643"
"3678300","36783","PIMA MEDICAL INSTITUTE","NM","proprietary","6","9550"
"209300","2093","SAINT JOHN'S COLLEGE","NM","private 4 year","129","361090"
"266000","2660","SAN JUAN COLLEGE","NM","public 2 year","1784","4204839.0199999996"
"2278100","16065","SANTA FE COMMUNITY COLLEGE","NM","public 2 year","977","2110454"
"3128200","31282","SOUTHWEST HEALTH CAREER INSTITUTE","NM","proprietary","217","478852"
"2511000","11185","SOUTHWESTERN INDIAN POLYTECHNIC INSTITUTE","NM","private 2 year","379","590177"
"3430300","34303","UNIVERSAL THERAPEUTIC MASSAGE INSTITUTE","NM","proprietary","99","137511.53"
"266300","2663","UNIVERSITY OF NEW MEXICO","NM","public 4 year","8849","23074102.18"
"266400","2664","WESTERN NEW MEXICO UNIVERSITY","NM","public 4 year","1251","3397303"
"1323200","13232","ACADEMY OF HAIR DESIGN","NV","proprietary","139","297149.84000000003"
"3110000","31100","ACADEMY OF HEALING ARTS","NV","proprietary","175","436806"
"3084600","30846","ART INSTITUTE OF LAS VEGAS (THE)","NV","proprietary","634","1356951.9199999999"
"2621500","26215","CAREER COLLEGE OF NORTHERN NEVADA","NV","proprietary","354","719211"
"3088200","30882","CARSON CITY BEAUTY ACADEMY","NV","proprietary","79","193412"
"1036200","10362","COMMUNITY COLLEGE OF SOUTHERN NEVADA","NV","public 2 year","4746","9632546"
"3010400","30104","CRESCENT CITY SCHOOL OF GAMING & BARTENDING","NV","proprietary","138","372216.84999999998"
"3787300","37873","EXPERTISE SCHOOL OF BEAUTY","NV","private 2 year","61","172474.03"
"697700","6977","GREAT BASIN COLLEGE","NV","public 4 year","396","813491.93999999994"
"3043200","30432","HERITAGE COLLEGE","NV","proprietary","496","1086329"
"3975300","39753","INSTITUTE OF PROFESSIONAL CAREERS","NV","proprietary","6","9000"
"2237500","15804","LAS VEGAS COLLEGE","NV","proprietary","664","1185201"
"736700","7367","MARINELLO SCHOOLS OF BEAUTY","NV","proprietary","243","525256.25"
"3838500","38385","NORTHWEST HEALTH CAREERS","NV","proprietary","91","167825.04999999999"
"919200","9192","SIERRA NEVADA COLLEGE","NV","private 4 year","95","246855.04999999999"
"2097100","14291","SOUTHERN NEVADA UNIVERSITY OF COSMETOLOGY","NV","proprietary","65","159407.79999999999"
"2107700","10363","TRUCKEE MEADOWS COMMUNITY COLLEGE","NV","public 2 year","1528","2889823.3199999998"
"256900","2569","UNIVERSITY OF NEVADA - LAS VEGAS","NV","public 4 year","4324","10969334.85"
"256800","2568","UNIVERSITY OF NEVADA - RENO","NV","public 4 year","1709","4103783.0699999998"
"1036300","13896","WESTERN NEVADA COMMUNITY COLLEGE","NV","public 2 year","807","1526683.74"
"266600","2666","ADELPHI UNIVERSITY","NY","private 4 year","1136","2972265"
"3103700","31037","ADIRONDACK BEAUTY SCHOOL","NY","proprietary","26","78903"
"2171900","15038","AILEY SCHOOL (THE)","NY","private 2 year","19","42651.5"
"288500","2885","ALBANY COLLEGE OF PHARMACY","NY","private 4 year","148","362327"
"2170200","15936","ALBANY SCHOHARIE SCHENECTADY SARATOGA BOCES PRACTICAL NURSING PROGRAM","NY","public 2 year","84","213316.82999999999"
"266800","2668","ALFRED UNIVERSITY","NY","private 4 year","624","1656035"
"3358300","33583","ALLEN SCHOOL","NY","proprietary","1158","2817464"
"1081300","10813","AMERICAN ACADEMY MCALLISTER INSTITUTE","NY","private 2 year","72","187200"
"746500","7465","AMERICAN ACADEMY OF DRAMATIC ARTS","NY","private 2 year","56","168986"
"3342400","33424","AMERICAN BARBER INSTITUTE","NY","proprietary","119","239078"
"3903400","39034","AMERICAN BEAUTY SCHOOL","NY","proprietary","33","76963"
"757200","16082","AMERICAN MUSICAL & DRAMATIC ACADEMY","NY","private 2 year","264","635295"
"751800","7518","APEX TECHNICAL SCHOOL","NY","proprietary","1460","3520799"
"643500","6435","ARNOT OGDEN MEDICAL CENTER - SCHOOL OF RADIOLOGIC TECHNOLOGY","NY","private 2 year","34","78673"
"2525600","17163","ART INSTITUTE OF NEW YORK CITY (THE)","NY","proprietary","1451","3159724.6600000001"
"3095500","30955","ASA INSTITUTE OF BUSINESS AND COMPUTER TECHNOLOGY","NY","proprietary","4877","13763198"
"2506000","11208","ASSOCIATED BETH RIVKAH SCHOOLS","NY","private 2 year","46","173400"
"737200","7372","AUSTIN'S SCHOOL OF SPA TECHNOLOGY","NY","proprietary","116","249202.73000000001"
"3839300","38393","AVEDA INSTITUTE NEW YORK","NY","proprietary","42","74239.729999999996"
"267100","2671","BARD COLLEGE","NY","private 4 year","237","653257.78000000003"
"270800","2708","BARNARD COLLEGE","NY","private 4 year","393","1232338"
"3941400","39414","BEAUTY SALON SCHOOL","NY","proprietary","66","211776"
"739100","7391","BEAUTY SCHOOL OF MIDDLETOWN","NY","proprietary","87","186363"
"3713300","37133","BEIS MEDRASH HEICHAL DOVID","NY","private 4 year","21","61625"
"1183000","11830","BERK TRADE & BUSINESS SCHOOL","NY","proprietary","167","288053"
"739400","8556","BERKELEY COLLEGE","NY","proprietary","1887","4638988"
"1119200","11192","BETH HAMEDRASH SHAAREI YOSHER INSTITUTE","NY","private 4 year","39","153200"
"1192200","11922","BETH HATALMUD RABBINICAL COLLEGE","NY","private 4 year","42","164450"
"2138500","14928","BOCES RENSSELAER SCHOOL OF PRACTICAL NURSING","NY","public 2 year","56","167234"
"1302900","13029","BORICUA COLLEGE","NY","private 4 year","1367","3195842"
"2106800","14662","BRAMSON ORT COLLEGE MAIN CAMPUS-01","NY","private 2 year","734","1816932"
"2075700","14099","BRIARCLIFFE COLLEGE","NY","proprietary","1813","4568235.6900000004"
"928400","9284","BRITTANY BEAUTY SCHOOL","NY","proprietary","209","317120"
"3208300","32083","BROOKLYN INSTITUTE OF BUSINESS TECHNOLOGY","NY","private 2 year","351","728023.15000000002"
"286200","2862","BROOME COMMUNITY COLLEGE","NY","public 2 year","2504","5884816"
"2153600","14498","BROOME DELAWARE TIOGA BOCES PROGRAM OF PRACTICAL NURSING","NY","public 2 year","37","75274.779999999999"
"267800","2678","BRYANT & STRATTON BUSINESS INSTITUTE","NY","proprietary","8190","19729112.16"
"2572900","17271","BUSINESS INFORMATICS CENTER","NY","proprietary","89","241384.34"
"3172400","31724","CALIBER TRAINING INSTITUTE","NY","proprietary","954","1979638"
"268100","2681","CANISIUS COLLEGE","NY","private 4 year","819","2090451.0600000001"
"2056400","14122","CAPRI COSMETOLOGY LEARNING CENTER","NY","proprietary","50","108708.10000000001"
"2348700","16654","CAREER BLAZERS LEARNING CENTER","NY","proprietary","344","601388"
"3089700","30897","CAREER INSTITUTE OF HEALTH AND TECHNOLOGY","NY","proprietary","1727","4396505.4699999997"
"2110900","14648","CATTARAUGUS/ALLEGANY/ERIE/WYOMING BOCES OLEAN","NY","public 2 year","83","163209"
"286100","2861","CAYUGA COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGE","NY","public 2 year","1599","3750218"
"2145800","14996","CAYUGA ONONDAGA BOCES","NY","public 2 year","34","63196.779999999999"
"268500","2685","CAZENOVIA COLLEGE","NY","private 4 year","327","870099.62"
"477600","4776","CENTRAL YESHIVA TOMCHEI TMIMIM LUBAVITZ","NY","private 4 year","419","1552400"
"843700","15050","CHAMPLAIN VALLEY EDUCATIONAL SERVICES","NY","public 2 year","23","57403"
"3096200","30962","CHARLES STUART SCHOOL","NY","proprietary","25","56984.699999999997"
