"PELLID","OPEID","GAPSID","Name","State","Type & Control","Recipients","Awards"
"31100","3110000","4764","ACADEMY OF HEALING ARTS","NV","Proprietary","719","1872367.03"
"30846","3084600","4679","ART INSTITUTE OF LAS VEGAS (THE)","NV","Proprietary","1322","3502512.52"
"26215","2621500","4528","CAREER COLLEGE OF NORTHERN NEVADA","NV","Proprietary","405","1038279"
"30882","3088200","4685","CARSON CITY BEAUTY ACADEMY","NV","Proprietary","107","353873"
"41476","4147600","6375","CASAL INSTITUTE OF NEVADA","NV","Proprietary","24","48621"
"10362","1036200","3326","COLLEGE OF SOUTHERN NEVADA","NV","Public 4 year","6337","15150970.050000001"
"37873","3787300","5506","EXPERTISE COSMETOLOGY INSTITUTE","NV","Private 2 Year","190","621314.81000000006"
"6977","697700","2879","GREAT BASIN COLLEGE","NV","Public 4 year","456","1146049.0700000001"
"39753","3975300","5766","INSTITUTE OF PROFESSIONAL CAREERS","NV","Proprietary","3","11703"
"30432","3043200","947","KAPLAN COLLEGE","NV","Proprietary","702","1879884"
"15804","2237500","4004","LAS VEGAS COLLEGE","NV","Proprietary","817","1942240"
"7371","737100","5926","MARINELLO SCHOOL OF BEAUTY","NV","Proprietary","57","173558.64999999999"
"7367","736700","2927","MARINELLO SCHOOLS OF BEAUTY","NV","Proprietary","340","954949.97999999998"
"41143","4114300","5886","NEVADA STATE COLLEGE","NV","Public 4 year","340","912576.20999999996"
"38385","3838500","5623","NORTHWEST HEALTH CAREERS","NV","Proprietary","125","314957.42999999999"
"9192","919200","568","SIERRA NEVADA COLLEGE","NV","Private 4 Year","87","271568"
"10363","2107700","3747","TRUCKEE MEADOWS COMMUNITY COLLEGE","NV","Public 2 year","2415","5808039.3799999999"
"2569","256900","266","UNIVERSITY OF NEVADA - LAS VEGAS","NV","Public 4 year","4451","14088504.220000001"
"2568","256800","1789","UNIVERSITY OF NEVADA , RENO","NV","Public 4 year","1817","5322484.1799999997"
"40653","4065300","5871","UNIVERSITY OF SOUTHERN NEVADA","NV","Private 4 Year","61","209605"
"13896","1036300","3327","WESTERN NEVADA COLLEGE","NV","Public 4 year","1030","2351862.98"
"33424","3342400","4935","A.B.I. SCHOOL OF BARBERING AND COSMETOLOGY OF CHELSEA","NY","Proprietary","218","670710"
"40433","4043300","5915","ACE COMPUTER TRAINING CENTER","NY","Proprietary","13","48123"
"2666","266600","1831","ADELPHI UNIVERSITY","NY","Private 4 Year","1240","3913264"
"31037","3103700","4736","ADIRONDACK BEAUTY SCHOOL","NY","Proprietary","26","67865"
"15038","2171900","3873","AILEY SCHOOL (THE)","NY","Private 2 Year","16","48248"
"2885","288500","1907","ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES","NY","Private 4 Year","197","626823"
"15936","2170200","3869","ALBANY SCHOHARIE SCHENECTADY SARATOGA BOCES PRACT NURS PROG","NY","Public 2 year","106","350448.97999999998"
"2668","266800","1832","ALFRED UNIVERSITY","NY","Private 4 Year","590","1918224.5"
"33583","3358300","1010","ALLEN SCHOOL","NY","Proprietary","1597","4427918"
"10813","1081300","3382","AMERICAN ACADEMY MCALLISTER INSTITUTE","NY","Private 2 Year","80","189705"
"7465","746500","2940","AMERICAN ACADEMY OF DRAMATIC ARTS","NY","Private 2 Year","112","441855"
"39034","3903400","5785","AMERICAN BEAUTY SCHOOL","NY","Proprietary","234","636020.59999999998"
"16082","757200","2967","AMERICAN MUSICAL & DRAMATIC ACADEMY","NY","Private 4 Year","411","1432445"
"41377","4137700","6365","ANN MARIE'S WORLD OF BEAUTY SCHOOL","NY","Proprietary","8","22163"
"34264","3426400","4982","ANTHEM INSTITUTE","NY","Proprietary","931","2315627"
"7518","751800","2953","APEX TECHNICAL SCHOOL","NY","Proprietary","1625","4669905"
"6435","643500","2810","ARNOT OGDEN MEDICAL CENTER - SCHOOL OF RADIOLOGIC TECHNOLOGY","NY","Private 2 Year","28","88030.220000000001"
"17163","2525600","4341","ART INSTITUTE OF NEW YORK CITY (THE)","NY","Proprietary","1233","3382459.1600000001"
"30955","3095500","4701","ASA INSTITUTE OF BUSINESS AND COMPUTER TECHNOLOGY","NY","Proprietary","5087","17353863"
"11208","2506000","4305","ASSOCIATED BETH RIVKAH SCHOOLS","NY","Private 2 Year","62","281740"
"7372","737200","2928","AUSTIN'S SCHOOL OF SPA TECHNOLOGY","NY","Proprietary","277","555258"
"38393","3839300","5779","AVEDA INSTITUTE NEW YORK","NY","Proprietary","74","174935"
"2671","267100","1834","BARD COLLEGE","NY","Private 4 Year","228","788562.68000000005"
"2708","270800","1841","BARNARD COLLEGE","NY","Private 4 Year","429","1562474"
"7391","739100","517","BEAUTY SCHOOL OF MIDDLETOWN","NY","Proprietary","76","177399"
"37133","3713300","5471","BEIS MEDRASH HEICHAL DOVID","NY","Private 4 Year","18","72008"
"11830","1183000","3477","BERK TRADE & BUSINESS SCHOOL","NY","Proprietary","115","223063"
"8556","739400","2931","BERKELEY COLLEGE","NY","Proprietary","2737","8120991"
"11922","1192200","3493","BETH HATALMUD RABBINICAL COLLEGE","NY","Private 4 Year","39","179509"
"14928","2138500","3802","BOCES RENSSELAER SCHOOL OF PRACTICAL NURSING","NY","Public 2 year","39","161248"
"13029","1302900","3618","BORICUA COLLEGE","NY","Private 4 Year","1154","4031527.8300000001"
"14662","2106800","3744","BRAMSON ORT COLLEGE MAIN CAMPUS-01","NY","Private 2 Year","819","2562147"
"14099","2075700","3699","BRIARCLIFFE COLLEGE","NY","Proprietary","1271","3933433.73"
"9284","928400","3177","BRITTANY BEAUTY SCHOOL","NY","Proprietary","363","994439"
"2862","286200","1891","BROOME COMMUNITY COLLEGE","NY","Public 2 year","2647","7406377.5599999996"
"14498","2153600","3834","BROOME DELAWARE TIOGA BOCES PROGRAM OF PRACTICAL NURSING","NY","Public 2 year","36","92470.5"
"2678","267800","1835","BRYANT & STRATTON COLLEGE","NY","Proprietary","12617","35085758.960000001"
"17271","2572900","4445","BUSINESS INFORMATICS CENTER","NY","Proprietary","88","296058"
"2681","268100","1836","CANISIUS COLLEGE","NY","Private 4 Year","839","2668827"
"14122","2056400","3652","CAPRI COSMETOLOGY LEARNING CENTER","NY","Proprietary","107","305768.39000000001"
"7804","780400","5757","CAREER ACADEMY OF NEW YORK","NY","Proprietary","1324","3450118.0699999998"
"30897","3089700","4690","CAREER INSTITUTE OF HEALTH AND TECHNOLOGY","NY","Proprietary","1668","4455174.9199999999"
"41256","4125600","6217","CAREER SCHOOL OF NY","NY","Private 2 Year","46","150424"
"14648","2110900","3752","CATTARAUGUS/ALLEGANY/ERIE/WYOMING BOCES OLEAN","NY","Public 2 year","81","200029.17000000001"
"2861","286100","309","CAYUGA COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGE","NY","Public 2 year","1659","4866230"
"14996","2145800","3819","CAYUGA ONONDAGA BOCES","NY","Public 2 year","43","121004.73"
"2685","268500","279","CAZENOVIA COLLEGE","NY","Private 4 Year","395","1305626"
"37733","3773300","5854","CENTER FOR NATURAL WELLNESS SCHOOL OF MASSAGE THERAPY","NY","Proprietary","51","117173"
"4776","477600","2548","CENTRAL YESHIVA TOMCHEI TMIMIM LUBAVITZ","NY","Private 4 Year","454","1940648"
"15050","843700","3080","CHAMPLAIN VALLEY EDUCATIONAL SERVICES","NY","Public 2 year","23","83417"
"30962","3096200","4703","CHARLES STUART SCHOOL","NY","Proprietary","33","78791.410000000003"
"15345","2176000","3883","CHERYL FELL'S SCHOOL OF BUSINESS","NY","Proprietary","37","136265"
"14760","2125500","3787","CIRCLE IN THE SQUARE THEATRE SCHOOL","NY","Private 2 Year","16","62396"
"2686","2506100","4306","CITY UNIVERSITY OF NEW YORK CENTRAL OFFICE","NY","Public 4 year","105591","329455502.61000001"
"2699","269900","291","CLARKSON UNIVERSITY","NY","Private 4 Year","580","1914707.8999999999"
"6787","678700","2853","CLINTON COMMUNITY COLLEGE","NY","Public 2 year","706","1963032.47"
"6443","644300","2812","COCHRAN SCHOOL OF NURSING SAINT JOHN'S RIVERSIDE HOSP","NY","Private 2 Year","137","360991"
"2701","270100","1837","COLGATE UNIVERSITY","NY","Private 4 Year","248","857879.5"
"2703","270300","1838","COLLEGE OF MOUNT SAINT VINCENT","NY","Private 4 Year","596","2126790.5"
"2704","270400","292","COLLEGE OF NEW ROCHELLE (THE)","NY","Private 4 Year","3994","12789026"
"2705","270500","1839","COLLEGE OF ST ROSE","NY","Private 4 Year","795","2536577.71"
"5208","520800","2604","COLLEGE OF WESTCHESTER (THE)","NY","Proprietary","913","2905170"
"2707","270700","1840","COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK","NY","Private 4 Year","1193","4224062.5899999999"
"2709","270900","1842","CONCORDIA COLLEGE","NY","Private 4 Year","214","714322.12"
"7522","752200","2954","CONTINENTAL SCHOOL OF BEAUTY CULTURE","NY","Proprietary","587","1683707.5600000001"
"26170","2617000","4519","CONTINENTAL SCHOOL OF BEAUTY CULTURE","NY","Proprietary","153","401115.02000000002"
"2710","271000","1843","COOPER UNION FOR THE ADVANCEMENT OF SCIENCE & ART (THE)","NY","Private 4 Year","134","495621"
"2711","271100","293","CORNELL UNIVERSITY","NY","Private 4 Year","1789","6346846"
"2863","286300","1892","CORNING COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES","NY","Public 2 year","1929","5268674.9900000002"
"6445","644500","2813","CROUSE HOSPITAL SCHOOL OF NURSING","NY","Private 2 Year","98","213625"
"33803","3380300","4948","CULINARY ACADEMY OF LONG ISLAND","NY","Proprietary","843","2102332.7400000002"
"7304","730400","2918","CULINARY INSTITUTE OF AMERICA","NY","Private 4 Year","893","2806172"
"11614","1161400","3451","CVPH MEDICAL CENTER","NY","Private 2 Year","6","21236"
"2808","280800","1877","DAEMEN COLLEGE","NY","Private 4 Year","569","1828649"
"14887","3007200","4546","DANCE THEATRE OF HARLEM","NY","Private 2 Year","2","3781"
"15291","2169100","3865","DAVIS COLLEGE","NY","Private 4 Year","141","438609.01000000001"
"30816","3081600","4674","DELAWARE CHENANGO MADISON OTSEGO BOCES","NY","Public 2 year","58","155903"
"2713","271300","1845","DOMINICAN COLLEGE OF BLAUVELT","NY","Private 4 Year","520","1691324"
"15674","2217800","5491","DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL (THE)","NY","Private 2 Year","56","126512"
"2667","266700","277","DOWLING COLLEGE","NY","Private 4 Year","763","2455070.75"
"14530","2172800","3876","DUTCHESS BOCES SCHOOL OF PRACTICAL NURSING","NY","Public 2 year","77","169816"
"2864","286400","1893","DUTCHESS COMMUNITY COLLEGE","NY","Public 2 year","1725","4681196.3700000001"
"2712","271200","1844","D'YOUVILLE COLLEGE","NY","Private 4 Year","587","1915817"
"15375","2179400","3891","EASTERN SUFFOLK BOCES","NY","Public 2 year","291","844693"
"39414","3941400","5729","ELITE ACADEMY OF BEAUTY ARTS","NY","Proprietary","107","328405"
"15891","644800","2814","ELLIS HOSPITAL SCHOOL OF NURSING","NY","Private 2 Year","36","93269.759999999995"
"9043","904300","565","ELMIRA BUSINESS INSTITUTE","NY","Proprietary","614","1629666"
"2718","271800","1846","ELMIRA COLLEGE","NY","Private 4 Year","344","941616"
"12557","1258900","3561","ERIE 1 BOARD OF COOPERATIVE EDUCATIONAL SERVICES","NY","Public 2 year","167","464127.5"
"15777","2235600","5432","ERIE 2 - CHAUTAUQUA - CATTARAUGUS BOCES","NY","Public 2 year","122","331184"
"10684","1068400","3368","ERIE COMMUNITY COLLEGE","NY","Public 2 year","6171","18612875.43"
"4811","481100","2551","EVEREST INSTITUTE","NY","Proprietary","3086","8179916"
"14251","283400","6019","EXCELSIOR COLLEGE","NY","Private 4 Year","384","641356"
"2866","286600","1894","FASHION INSTITUTE OF TECHNOLOGY","NY","Public 4 year","1763","5925690.5"
"5066","506600","2599","FAXTON - SAINT LUKE'S SCHOOL OF RADIOGRAPHY","NY","Private 2 Year","9","36321"
"7532","753200","2958","FINGER LAKES COMMUNITY COLLEGE","NY","Public 2 year","2104","5831489"
"12561","1256100","659","FIVE TOWNS COLLEGE","NY","Proprietary","352","1173080"
"2722","272200","1847","FORDHAM UNIVERSITY - ROSE HILL CAMPUS","NY","Private 4 Year","1705","5968945.9000000004"
"33283","3328300","4928","FRANKLIN CAREER INSTITUTE","NY","Private 2 Year","690","2196726"
"25754","2575400","4448","FRENCH CULINARY INSTITUTE,THE","NY","Proprietary","44","89244"
"6782","678200","2852","GENESEE COMMUNITY COLLEGE","NY","Public 2 year","2266","6609726.7699999996"
"31153","3115300","4778","GENESEE-LIVINGSTON-STEUBEN-WYOMING BOCES","NY","Public 2 year","72","196626"
"15230","2160100","3850","GENEVA GENERAL HOSPITAL","NY","Private 2 Year","39","105895"
"15992","2265200","4064","GLOBAL BUSINESS INSTITUTE","NY","Private 2 Year","1131","2950423"
"17010","2540800","4371","GLOBE INSTITUTE OF TECHNOLOGY","NY","Proprietary","474","1385444"
"14628","2105900","688","HAIR DESIGN INSTITUTE AT FIFTH AVENUE","NY","Proprietary","71","205717"
"14654","2172100","3874","HAMILTON - FULTON - MONTGOMERY BOCES","NY","Public 2 year","26","53090.5"
"2728","272800","1848","HAMILTON COLLEGE","NY","Private 4 Year","203","722469"
"33153","3315300","4920","HARLEM SCHOOL OF TECHNOLOGY","NY","Proprietary","20","88115"
"2729","272900","1849","HARTWICK COLLEGE","NY","Private 4 Year","357","1159723.6299999999"
"15395","1015300","3301","HELENE FULD COLLEGE OF NURSING","NY","Private 2 Year","167","226534"
"14517","2098400","3725","HERKIMER COUNTY BOCES PRACTICAL NURSING PROGRAM","NY","Public 2 year","67","187107.5"
"2735","273500","1853","HILBERT COLLEGE","NY","Private 4 Year","406","1273518"
"2731","273100","1850","HOBART AND WILLIAM SMITH COLLEGES","NY","Private 4 Year","319","1153418"
"2732","273200","1851","HOFSTRA UNIVERSITY","NY","Private 4 Year","1573","5070128.8200000003"
"2734","273400","1852","HOUGHTON COLLEGE","NY","Private 4 Year","431","1387594"
"2868","286800","310","HUDSON VALLEY COMMUNITY COLLEGE","NY","Public 2 year","3066","8092248.5800000001"
"38194","3819400","5701","HUDSON VALLEY SCHOOL OF ADVANCED AESTHETIC SKIN CARE","NY","Proprietary","22","37657"
"41233","4123300","5939","HUDSON VALLEY SCHOOL OF MASSAGE THERAPY","NY","Proprietary","18","46335"
"15599","2206000","3949","HUNTER BUSINESS SCHOOL","NY","Proprietary","566","1635430"
"41232","4123200","6262","INSTITUTE OF ALLIED MEDICAL PROFESSIONS","NY","Private 2 Year","208","665037"
"16195","2294900","768","INSTITUTE OF AUDIO RESEARCH","NY","Proprietary","402","1202867"
"12107","1210700","3509","INSTITUTE OF DESIGN AND CONSTRUCTION","NY","Private 2 Year","65","183422.95999999999"
"2737","273700","1854","IONA COLLEGE","NY","Private 4 Year","729","2457976.8999999999"
"7375","737500","516","ISLAND DRAFTING & TECHNICAL INSTITUTE","NY","Proprietary","90","267178.44"
"2739","273900","1855","ITHACA COLLEGE","NY","Private 4 Year","1008","3365964.79"
"8495","849500","3085","JAMESTOWN BUSINESS COLLEGE","NY","Proprietary","262","796846"
"2869","286900","1896","JAMESTOWN COMMUNITY COLLEGE","NY","Public 2 year","1724","4862084"
"2870","287000","1897","JEFFERSON COMMUNITY COLLEGE","NY","Public 2 year","1334","3486769.1899999999"
"10052","1005200","3285","JEFFERSON LEWIS BOCES PROGRAM OF PRACTICAL NURSING","NY","Public 2 year","60","150052.54000000001"
"15466","2511500","4314","JOFFREY BALLET SCHOOL, AMERICAN BALLET CENTER","NY","Proprietary","5","16304.5"
"41340","4134000","6320","JOHN PAUL'S HAIR, NAIL & SKIN CARE INSTITUTE","NY","Proprietary","31","68729"
"2742","274200","294","JUILLIARD SCHOOL (THE)","NY","Private 4 Year","86","313576"
"7398","739800","2932","KATHARINE GIBBS SCHOOL","NY","Proprietary","869","2533169.1699999999"
"10549","1054900","3355","KEHILATH YAKOV RABBINICAL SEMINARY","NY","Private 4 Year","70","327570"
"2744","274400","1857","KEUKA COLLEGE","NY","Private 4 Year","605","1771768"
"40953","4095300","6293","KING'S COLLEGE (THE)","NY","Private 4 Year","44","128839"
"7466","746600","521","LABORATORY INSTITUTE OF MERCHANDISING","NY","Proprietary","300","949017"
"2748","274800","1858","LE MOYNE COLLEGE","NY","Private 4 Year","804","2563005"
"35683","3568300","5058","LEON STUDIO ONE SCHOOL OF HAIR DESIGN & CAREER TRAINING CENTER","NY","Proprietary","67","168301.67999999999"
"34335","3433500","4989","LIA SCHORR INSTITUTE OF COSMETIC SKIN CARE TRAINING","NY","Proprietary","35","66532"
"7387","738700","2929","LONG ISLAND BEAUTY SCHOOL","NY","Proprietary","127","330080"
"7388","738800","2930","LONG ISLAND BEAUTY SCHOOL","NY","Proprietary","127","341038"
"14514","2093700","3722","LONG ISLAND BUSINESS INSTITUTE","NY","Proprietary","1542","5007049"
"14321","2118700","3770","LONG ISLAND COLLEGE HOSPITAL - SCHOOL OF NURSING","NY","Private 2 Year","88","270248.14000000001"
"2751","275100","296","LONG ISLAND UNIVERSITY","NY","Private 4 Year","4219","13816982.48"
"13026","1302600","3616","MACHZIKEI HADATH RABBINICAL COLLEGE","NY","Private 4 Year","66","306196"
"14890","2126300","3788","MADISON ONEIDA BOCES PRACTICAL NURSING PROGRAM","NY","Public 2 year","143","214761"
"7401","740100","518","MANDL SCHOOL","NY","Proprietary","871","2796098"
"2758","275800","1859","MANHATTAN COLLEGE","NY","Private 4 Year","532","1846632.03"
"31933","3193300","1000","MANHATTAN SCHOOL OF COMPUTER TECHNOLOGY","NY","Private 2 Year","387","774469.02000000002"
"2759","275900","1860","MANHATTAN SCHOOL OF MUSIC","NY","Private 4 Year","50","190657"
"2760","276000","1861","MANHATTANVILLE COLLEGE","NY","Private 4 Year","354","1188981.45"
"2763","276300","1862","MARIA COLLEGE","NY","Private 4 Year","365","806838.80000000005"
"2765","276500","1863","MARIST COLLEGE","NY","Private 4 Year","627","1995013"
"15538","2513500","4321","MARJON SCHOOL OF BEAUTY CULTURE","NY","Proprietary","49","182899.87"
"2769","276900","1864","MARYMOUNT MANHATTAN COLLEGE","NY","Private 4 Year","376","1229857.1799999999"
"2777","277700","1867","MEDAILLE COLLEGE","NY","Private 4 Year","640","1960514.8500000001"
"12203","1220300","3517","MEMORIAL HOSPITAL SCHOOL OF NURSING","NY","Private 2 Year","46","109027"
"11677","1167700","5367","MEMORIAL SLOAN KETTERING CANCER CENTER","NY","Private 2 Year","1","4731"
"14886","2506200","4307","MERCE CUNNINGHAM STUDIO","NY","Private 2 Year","3","3508"
"2772","277200","1865","MERCY COLLEGE","NY","Private 4 Year","2748","8395640.2799999993"
"31814","3181400","4858","MERKAZ BNOS","NY","Private 2 Year","348","1234624"
"9335","933500","3183","MESIVTA OF EASTERN PARKWAY RABBINICAL SEMINARY","NY","Private 4 Year","21","79570"
"7264","726400","2907","MESIVTA TORAH VODAATH RABBINICAL SEMINARY","NY","Private 4 Year","45","185185"
"3974","397400","2469","MESIVTHA TIFERETH JERUSALEM OF AMERICA","NY","Private 4 Year","27","111071"
"9769","976900","3242","METROPOLITAN COLLEGE OF NEW YORK","NY","Private 4 Year","555","1913947"
"36523","3652300","5341","METROPOLITAN LEARNING INSTITUTE","NY","Private 2 Year","573","1592507"
"38094","3809400","5986","MICROPOWER CAREER INSTITUTE","NY","Proprietary","166","456208.48999999999"
"9283","928300","570","MIDWAY PARIS BEAUTY SCHOOL","NY","Proprietary","101","259632"
"15332","2219500","3972","MILDRED ELLEY","NY","Proprietary","1028","3183056"
"4798","479800","2549","MIRRER YESHIVA CENTRAL INSTITUTE","NY","Private 4 Year","120","484776"
"16723","2275900","761","MODERN WELDING SCHOOL, INC","NY","Proprietary","97","284177"
"2775","277500","1866","MOLLOY COLLEGE","NY","Private 4 Year","803","2424259"
"41177","4117700","6347","MONROE 2 - ORLEANS BOCES, CENTER FOR WORKFORCE DEVELOPMENT","NY","Public 2 year","8","24862"
"4799","479900","2550","MONROE COLLEGE","NY","Proprietary","6845","23607606.359999999"
"2872","287200","312","MONROE COMMUNITY COLLEGE","NY","Public 2 year","7542","21395505"
"2778","277800","1868","MOUNT SAINT MARY COLLEGE","NY","Private 4 Year","620","1986828"
"2873","287300","313","NASSAU COMMUNITY COLLEGE","NY","Public 2 year","5588","16334923.640000001"
"22878","2287800","5408","NATIONAL TRACTOR TRAILER SCHOOL","NY","Proprietary","311","687819.95999999996"
