"OPEID","NAME","CITY","STATE","Insttype","Recips","Awards"
"134300","WOODBURY UNIVERSITY","BURBANK","CA","Private 4 Year","729","3254392"
"4143800","WOODLAND COMMUNITY COLLEGE","WOODLAND","CA","Public 2 Year","1230","3668627"
"3868300","WORLD MISSION UNIVERSITY","LOS ANGELES","CA","Private 4 Year","67","233612"
"719000","WYOTECH","FREMONT","CA","Proprietary 2 Year","1563","5316735"
"1287300","WYOTECH","LONG BEACH","CA","Proprietary 2 Year","3584","11960776"
"2262400","YESHIVA OHR ELCHONON CHABAD","LOS ANGELES","CA","Private 4 Year","92","455400"
"134400","YUBA COLLEGE","MARYSVILLE","CA","Public 2 Year","4073","12476797"
"4093300","ACADEMY OF NATURAL THERAPY","GREELEY","CO","Proprietary 2 Year","62","185539"
"134500","ADAMS STATE COLLEGE","ALAMOSA","CO","Public 4 Year","1572","6143799"
"758200","AIMS COMMUNITY COLLEGE","GREELEY","CO","Public 2 Year","2687","9125865"
"4127700","AMERICAN SENTINEL UNIVERSITY","AURORA","CO","Proprietary 4 Year","190","520529"
"134600","ARAPAHOE COMMUNITY COLLEGE","LITTLETON","CO","Public 2 Year","3582","10430965"
"2078900","ART INSTITUTE OF COLORADO (THE)","DENVER","CO","Proprietary 4 Year","1516","4551266"
"4080300","ASPEN UNIVERSITY","DENVER","CO","Proprietary 4 Year","51","149759"
"4167100","AVEDA INSTITUTE DENVER","DENVER","CO","Proprietary 2 Year","286","1202274"
"1267000","BEL-REA INST OF ANIMAL TECH","DENVER","CO","Proprietary 2 Year","533","1956939"
"3013100","BOULDER COLLEGE OF MASSAGE THERAPY","BOULDER","CO","Private 2 Year","65","201723"
"2594300","COLLEGE AMERICA - DENVER","DENVER","CO","Proprietary 4 Year","1823","6735387"
"4184900","COLLEGE OF INTERNATIONAL ESTHETICS","ARVADA","CO","Proprietary 2 Year","57","137945"
"4185000","COLORADO ACADEMY OF VETERINARY TECHNOLOG","COLORADO SPRINGS","CO","Proprietary 2 Year","15","47153"
"940100","COLORADO CHRISTIAN UNIVERSITY","LAKEWOOD","CO","Private 4 Year","1497","4847776"
"134700","COLORADO COLLEGE","COLORADO SPRINGS","CO","Private 4 Year","215","856186"
"3289300","COLORADO HEIGHTS UNIVERSITY","DENVER","CO","Private 4 Year","202","556896"
"135800","COLORADO MESA UNIVERSITY","GRAND JUNCTION","CO","Public 4 Year","4172","15582589"
"450600","COLORADO MOUNTAIN COLLEGE","GLENWOOD SPRINGS","CO","Public 4 Year","1203","4258254"
"135900","COLORADO NORTHWESTERN COMMUNITY COLLEGE","RANGELY","CO","Public 2 Year","328","1146998"
"3584400","COLORADO SCHOOL OF HEALING ARTS","LAKEWOOD","CO","Proprietary 2 Year","124","405512"
"134800","COLORADO SCHOOL OF MINES","GOLDEN","CO","Public 4 Year","770","2946617"
"1157200","COLORADO SCHOOL OF TRADES","LAKEWOOD","CO","Proprietary 2 Year","127","454296"
"135000","COLORADO STATE UNIVERSITY","FORT COLLINS","CO","Public 4 Year","5786","22162825"
"136500","COLORADO STATE UNIVERSITY-PUEBLO","PUEBLO","CO","Public 4 Year","3613","13294970"
"1014800","COLORADO TECHNICAL UNIVERSITY","COLORADO SPRINGS","CO","Proprietary 4 Year","27214","87899591"
"2276900","COMMUNITY COLLEGE OF AURORA","AURORA","CO","Public 2 Year","4184","11952072"
"954200","COMMUNITY COLLEGE OF DENVER","DENVER","CO","Public 2 Year","7934","22750864"
"887100","CONCORDE CAREER INSTITUTE","DENVER","CO","Proprietary 2 Year","1058","3787436"
"3776300","CULINARY SCHOOL OF THE ROCKIES","BOULDER","CO","Proprietary 2 Year","73","182780"
"3972300","CUTTIN' UP BEAUTY ACADEMY","DENVER","CO","Proprietary 2 Year","20","56184"
"2156200","DELTA - MONTROSE TECHNICAL COLLEGE","DELTA","CO","Public 2 Year","116","393100"
"2188700","DENVER ACAD OF COURT REPORTING","WESTMINSTER","CO","Proprietary 2 Year","97","356553"
"4148300","DENVER SCHOOL OF NURSING","DENVER","CO","Proprietary 4 Year","208","661241"
"559600","EMILY GRIFFITH OPPORTUNITY SCH","DENVER","CO","Public 2 Year","520","1516347"
"2072200","EMPIRE BEAUTY SCHOOL -ARVADA","DENVER","CO","Proprietary 2 Year","80","306732"
"2160600","EMPIRE BEAUTY SCHOOL -THORNTON","THORNTON","CO","Proprietary 2 Year","145","552581"
"1070900","EMPIRE BEAUTY SCHOOL-LAKEWOOD","LAKEWOOD","CO","Proprietary 2 Year","89","367538"
"2141100","EMPIRE BEAUTY SCHOOL-LITTLETON","WESTMINSTER","CO","Proprietary 2 Year","233","896625"
"450300","EVEREST COLLEGE","COLORADO SPRINGS","CO","Proprietary 2 Year","2201","7117505"
"450700","EVEREST COLLEGE","THORNTON","CO","Proprietary 2 Year","1424","4580737"
"135300","FORT LEWIS COLLEGE","DURANGO","CO","Public 4 Year","1404","5592612"
"793300","FRONT RANGE COMMUNITY COLLEGE","WESTMINSTER","CO","Public 2 Year","9417","27856593"
"2267500","GLENWOOD BEAUTY ACADEMY","GLENWOOD SPRINGS","CO","Proprietary 2 Year","48","171486"
"2518500","HAIR DYNAMICS EDUCATION CENTER","FORT COLLINS","CO","Proprietary 2 Year","158","580431"
"2611000","HERITAGE COLLEGE","DENVER","CO","Proprietary 2 Year","2663","9270511"
"3006300","INST OF BUSINESS & MEDICAL CAREERS","FORT COLLINS","CO","Proprietary 2 Year","1237","4158072"
"2253700","INTELLITEC COLLEGE","COLORADO SPRINGS","CO","Proprietary 2 Year","657","2593091"
"3066900","INTELLITEC COLLEGE","GRAND JUNCTION","CO","Proprietary 2 Year","833","3217701"
"863500","INTELLITEC MEDICAL INSTITUTE","COLORADO SPRINGS","CO","Proprietary 2 Year","450","1713642"
"1285000","INTERNATIONAL SALON AND SPA ACADEMY","COLORADO SPRINGS","CO","Proprietary 2 Year","262","820339"
"732912","ITT TECHNICAL INSTITUTE","THORNTON","CO","Proprietary 4 Year","1749","5969867"
"3534300","JONES INTERNATIONAL UNIVERSITY","CENTENNIAL","CO","Proprietary 4 Year","2511","7876193"
"2167600","KAPLAN COLLEGE","THORNTON","CO","Proprietary 2 Year","131","496129"
"135500","LAMAR COMMUNITY COLLEGE","LAMAR","CO","Public 2 Year","414","1514116"
"754700","LINCOLN COLLEGE OF TECHNOLOGY","DENVER","CO","Proprietary 2 Year","1231","4387814"
"3976300","MASSAGE THERAPY INSTITUTE OF COLORADO","DENVER","CO","Proprietary 2 Year","45","128723"
"136000","METROPOLITAN STATE CLG OF DENVER","DENVER","CO","Public 4 Year","10741","36721788"
"4125100","MONTESSORI CASA INTERNATIONAL","GREENWOOD VILLAGE","CO","Private 2 Year","3","15050"
"3306300","MONTESSORI EDUC CRT OF THE ROCKIES","BOULDER","CO","Private 2 Year","6","33300"
"998100","MORGAN COMMUNITY COLLEGE","FORT MORGAN","CO","Public 2 Year","818","2536554"
"2117500","NAROPA UNIVERSITY","BOULDER","CO","Private 4 Year","235","939187"
"4139300","NATIONAL BEAUTY COLLEGE","DENVER","CO","Proprietary 2 Year","87","368206"
"4185400","NATIONAL PERSONAL TRAINING INSTITUTE OF","LAKEWOOD","CO","Proprietary 2 Year","53","124530"
"1300700","NAZARENE BIBLE COLLEGE","COLORADO SPRINGS","CO","Private 4 Year","387","1115175"
"4202600","NEW DIMENSIONS BEAUTY ACADEMY","PARKER","CO","Proprietary 2 Year","17","61883"
"136100","NORTHEASTERN JUNIOR COLLEGE","STERLING","CO","Public 2 Year","789","2891992"
"136200","OTERO JUNIOR COLLEGE","LA JUNTA","CO","Public 2 Year","954","3240903"
"4170200","PAUL MITCHELL THE SCHOOL COLORADO SPRING","COLORADO SPRINGS","CO","Proprietary 2 Year","243","935788"
"1287500","PICKENS TECHNICAL COLLEGE","AURORA","CO","Public 2 Year","364","1186160"
"889600","PIKES PEAK COMMUNITY COLLEGE","COLORADO SPRINGS","CO","Public 2 Year","8798","26666089"
"4177100","PIMA MEDICAL INSTITUTE-SOUTH DENVER","DENVER","CO","Proprietary 2 Year","3","11838"
"3014900","PLATT COLLEGE","AURORA","CO","Proprietary 4 Year","124","496838"
"2116300","PUEBLO COMMUNITY COLLEGE","PUEBLO","CO","Public 2 Year","5042","16642186"
"954300","RED ROCKS COMMUNITY COLLEGE","LAKEWOOD","CO","Public 2 Year","3979","11794473"
"729700","REDSTONE COLLEGE","BROOMFIELD","CO","Proprietary 2 Year","840","3098716"
"136300","REGIS UNIVERSITY","DENVER","CO","Private 4 Year","1754","5671101"
"3012100","REMINGTON COLLEGE - COLORADO SPRINGS CAM","LAKEWOOD","CO","Private 4 Year","162","599651"
"764900","ROCKY MOUNTAIN COLG OF ART & DESIGN","DENVER","CO","Proprietary 4 Year","301","1065788"
"4172500","ROLF INSTITUTE OF STRUCTURAL INTEGRATION","BOULDER","CO","Private 2 Year","9","29096"
"2165200","SALON PROFESSIONAL ACADEMY (THE)","GRAND JUNCTION","CO","Proprietary 2 Year","70","285689"
"4173800","SALON PROFESSIONAL ACADEMY (THE)","COLORADO SPRINGS","CO","Proprietary 2 Year","74","276579"
"1073200","SAN JUAN BASIN TECHNICAL COLLEGE","MANCOS","CO","Public 2 Year","1","1225"
"4151100","SUMMIT SALON & BEAUTY SCHOOL","WOODLAND PARK","CO","Proprietary 2 Year","22","98400"
"3670300","TONI & GUY HAIRDRESSING ACADEMY","COLORADO SPRINGS","CO","Proprietary 2 Year","144","532352"
"136800","TRINIDAD STATE JR COLLEGE","TRINIDAD","CO","Public 2 Year","1220","4457286"
"4179700","UNITED BEAUTY COLLEGE","DENVER","CO","Proprietary 2 Year","60","229617"
"450900","UNIV OF COLORADO AT COLO SPRINGS","COLORADO SPRINGS","CO","Public 4 Year","2860","10715738"
"450800","UNIVERSITY OF COLORADO DENVER","DENVER","CO","Public 4 Year","3876","14476846"
"137000","UNIVERSITY OF COLORADO-BOULDER","BOULDER","CO","Public 4 Year","4896","19312091"
"137100","UNIVERSITY OF DENVER","DENVER","CO","Private 4 Year","1065","4080322"
"134900","UNIVERSITY OF NORTHERN COLORADO","GREELEY","CO","Public 4 Year","3391","13021329"
"137200","WESTERN STATE COLLEGE","GUNNISON","CO","Public 4 Year","634","2493663"
"754800","WESTWOOD COLLEGE - DENVER NORTH","DENVER","CO","Proprietary 4 Year","3605","14352054"
"3027400","XENON INTERNATIONAL ACADEMY III","AURORA","CO","Proprietary 2 Year","105","376092"
"4104300","ACADEMY DI CAPELLI - SCHOOL OF COSMETOLO","WALLINGFORD","CT","Proprietary 2 Year","64","225638"
"982200","ALBERT I PRINCE TECHNICAL HIGH SCHOOL","HARTFORD","CT","Public 2 Year","34","126931"
"3927300","ALBERT SCHOOL (THE)","NIANTIC","CT","Proprietary 2 Year","262","793523"
"137400","ALBERTUS MAGNUS COLLEGE","NEW HAVEN","CT","Private 4 Year","830","3084002"
"2106600","AMERICAN INSTITUTE","WEST HARTFORD","CT","Proprietary 2 Year","996","2592997"
"1115000","ASNUNTUCK COMMUNITY COLLEGE","ENFIELD","CT","Public 2 Year","693","2052333"
"4128800","BRANFORD ACADEMY OF HAIR & COSMETOLOGY","BRANFORD","CT","Proprietary 2 Year","48","168237"
"2074000","BRANFORD HALL CAREER INSTITUTE","BRANFORD","CT","Proprietary 2 Year","3978","12345113"
"618100","BRIDGEPORT HOSP SCHL OF NURSING","BRIDGEPORT","CT","Private 2 Year","52","148344"
"887400","BRIO ACADEMY OF COSMETOLOGY","MERIDEN","CT","Proprietary 2 Year","519","1688886"
"1041700","BRIO ACADEMY OF EAST HARTFORD","EAST HARTFORD","CT","Proprietary 2 Year","189","634164"
"1149600","BULLARD HAVENS VOC TECH SCHOOL","BRIDGEPORT","CT","Public 2 Year","12","34716"
"2115100","BUTLER BUSINESS SCHOOL","BRIDGEPORT","CT","Proprietary 2 Year","259","790841"
"763500","CAPITAL COMMUNITY COLLEGE","HARTFORD","CT","Public 2 Year","3165","9291077"
"137800","CENTRAL CONNECTICUT STATE UNIV","NEW BRITAIN","CT","Public 4 Year","3390","12283624"
"3234300","CHARTER OAK STATE COLLEGE","NEW BRITAIN","CT","Public 4 Year","571","1480383"
"137900","CONNECTICUT COLLEGE","NEW LONDON","CT","Private 4 Year","263","1014975"
"2316600","CONNECTICUT CTR FOR MASSAGE THERAPY","NEWINGTON","CT","Proprietary 2 Year","373","688638"
"2148700","CONNECTICUT INST OF HAIR DESIGN","WOLCOTT","CT","Proprietary 2 Year","53","221597"
"927700","E C GOODWIN TECHNICAL HIGH SCHOOL","NEW BRITAIN","CT","Public 2 Year","21","87056"
"142500","EASTERN CONNECTICUT STATE UNIV","WILLIMANTIC","CT","Public 4 Year","1385","5297733"
"730000","ELI WHITNEY TECHNICAL HIGH SCHOOL","HAMDEN","CT","Public 2 Year","24","82700"
"4148400","EUROPEAN ACADEMY OF COSMETOLOGY AND HAIR","GUILFORD","CT","Proprietary 2 Year","18","69304"
"138500","FAIRFIELD UNIVERSITY","FAIRFIELD","CT","Private 4 Year","612","2395370"
"803700","GATEWAY COMMUNITY-TECHNICAL COLLEGE","NEW HAVEN","CT","Public 2 Year","3750","10628514"
"2244900","GOODWIN COLLEGE","EAST HARTFORD","CT","Private 4 Year","2599","7746738"
"138900","HOLY APOSTLES COLLEGE & SEMINARY","CROMWELL","CT","Private 4 Year","9","32408"
"451300","HOUSATONIC COMMUNITY COLLEGE","BRIDGEPORT","CT","Public 2 Year","3488","10303218"
"2245300","HOWELL CHENEY TECHNICAL HIGH SCHOOL","MANCHESTER","CT","Public 2 Year","3","8759"
"3094800","INDUSTRIAL MANAGEMENT & TRAINING","WATERBURY","CT","Proprietary 2 Year","99","276443"
"4152400","INTERNATIONAL INSTITUTE OF COSMETOLOGY","WETHERSFIELD","CT","Proprietary 2 Year","72","215239"
"1291300","LEON INSTITUTE OF HAIR DESIGN","BRIDGEPORT","CT","Proprietary 2 Year","21","66338"
"940700","LINCOLN COLLEGE OF NEW ENGLAND","SOUTHINGTON","CT","Proprietary 4 Year","1214","3895851"
"730300","LINCOLN TECHNICAL INSTITUTE","NEW BRITAIN","CT","Proprietary 2 Year","1639","5764814"
"730306","LINCOLN TECHNICAL INSTITUTE - EAST WINDS","EAST WINDSOR","CT","Proprietary 2 Year","828","2319092"
"3316300","LINCOLN TECHNICAL INSTITUTE - HARTFORD","HARTFORD","CT","Proprietary 2 Year","503","1423207"
"3079400","LYME ACADEMY COLLEGE OF FINE ARTS","OLD LYME","CT","Private 4 Year","28","120207"
"139200","MANCHESTER COMMUNITY COLLEGE","MANCHESTER","CT","Public 2 Year","3051","9013660"
"803800","MIDDLESEX COMMUNITY CLG","MIDDLETOWN","CT","Public 2 Year","1204","3467623"
"139300","MITCHELL COLLEGE","NEW LONDON","CT","Private 4 Year","358","1436700"
"698200","NAUGATUCK VALLEY COMM-TECH COLG","WATERBURY","CT","Public 2 Year","2953","9003951"
"2202500","NEW ENGLAND TRACTOR TRAILER SCH","SOMERS","CT","Proprietary 2 Year","1133","3313403"
"2112700","NORTH HAVEN ACADEMY","NORTH HAVEN","CT","Proprietary 2 Year","108","387558"
"139800","NORTHWESTERN CT COMMUNITY COLLEGE","WINSTED","CT","Public 2 Year","618","1741781"
"139900","NORWALK COMMUNITY TECHNICAL COLLEGE","NORWALK","CT","Public 2 Year","2442","7312871"
"1184300","NORWICH TECHNICAL HIGH SCHOOL","NORWICH","CT","Public 2 Year","9","26386"
"4145400","OXFORD ACADEMY OF HAIR DESIGN","SEYMOUR","CT","Proprietary 2 Year","85","300207"
"745900","PAIER COLLEGE OF ART","HAMDEN","CT","Proprietary 4 Year","65","235614"
"887300","PAUL MITCHELL THE SCHOOL","DANBURY","CT","Proprietary 2 Year","60","234680"
"2565000","PLATT TECHNICAL HIGH SCHOOL","MILFORD","CT","Public 2 Year","24","85010"
"730500","PORTER AND CHESTER INSTITUTE OF BRANFORD","BRANFORD","CT","Proprietary 2 Year","462","1417530"
"1077900","PORTER AND CHESTER INSTITUTE-ALLCAMPUSES","STRATFORD","CT","Proprietary 2 Year","3409","10496610"
"140100","POST UNIVERSITY","WATERBURY","CT","Proprietary 4 Year","3872","13245971"
"1053000","QUINEBAUG VALLEY COMMUNITY COLLEGE","DANIELSON","CT","Public 2 Year","1136","2945341"
"140200","QUINNIPIAC UNIVERSITY","HAMDEN","CT","Private 4 Year","880","3284286"
"2112300","RIDLEY LOWELL BUSINESS & TECH INST","NEW LONDON","CT","Proprietary 2 Year","948","3148613"
"140300","SACRED HEART UNIVERSITY","FAIRFIELD","CT","Private 4 Year","757","2977899"
"140900","SAINT JOSEPH COLLEGE","WEST HARTFORD","CT","Private 4 Year","418","1683251"
"1287700","SANFORD-BROWN COLLEGE","NORWALK","CT","Proprietary 2 Year","394","1397366"
"140600","SOUTHERN CONNECTICUT STATE UNIV","NEW HAVEN","CT","Public 4 Year","3068","11914039"
"619100","ST. VINCENT'S COLLEGE","BRIDGEPORT","CT","Private 4 Year","217","640729"
"1242500","STONE ACADEMY","WEST HAVEN","CT","Proprietary 2 Year","1262","3690222"
"976500","THREE RIVERS COMMUNITY COLLEGE","NORWICH","CT","Public 2 Year","2491","6803750"
"4162900","TONSORIAL ACADEMY OF COSMETOLOGY AND BAR","WEST HAVEN","CT","Proprietary 2 Year","14","49025"
"141400","TRINITY COLLEGE","HARTFORD","CT","Private 4 Year","366","1469340"
"976400","TUNXIS COMMUNITY COLLEGE","FARMINGTON","CT","Public 2 Year","1800","5387448"
"141600","UNIVERSITY OF BRIDGEPORT","BRIDGEPORT","CT","Private 4 Year","1383","4940386"
"141700","UNIVERSITY OF CONNECTICUT-STORRS","STORRS","CT","Public 4 Year","5334","21286312"
"142200","UNIVERSITY OF HARTFORD","WEST HARTFORD","CT","Private 4 Year","1433","5520228"
"139700","UNIVERSITY OF NEW HAVEN","WEST HAVEN","CT","Private 4 Year","1284","4960326"
"1169700","VINAL REGIONAL VOC TECH SCHOOL","MIDDLETOWN","CT","Public 2 Year","23","65262"
"2300000","W F KAYNOR TECHNICAL HIGH SCHOOL","WATERBURY","CT","Public 2 Year","18","61822"
"142400","WESLEYAN UNIVERSITY","MIDDLETOWN","CT","Private 4 Year","546","2329134"
"138000","WESTERN CONNECTICUT STATE UNIV","DANBURY","CT","Public 4 Year","1677","6353459"
"2265900","WINDHAM COMMUNITY MEM HOSP-RAD TECH","WILLIMANTIC","CT","Private 2 Year","3","10650"
"731100","WINDHAM TECHNICAL HIGH SCHOOL","WILLIMANTIC","CT","Public 2 Year","9","42200"
"142600","YALE UNIVERSITY","NEW HAVEN","CT","Private 4 Year","749","3102500"
"143400","AMERICAN UNIVERSITY","WASHINGTON","DC","Private 4 Year","1160","4639082"
"3409600","BENNETT CAREER INSTITUTE","WASHINGTON","DC","Proprietary 2 Year","233","831079"
"3104300","CAREER BLAZERS LEARNING CENTER OF WASHIN","WASHINGTON","DC","Proprietary 2 Year","480","1557029"
"143700","CATHOLIC UNIVERSITY OF AMERICA","WASHINGTON","DC","Private 4 Year","511","1880764"
"2279200","DUDLEY BEAUTY COLG-WASHINGTON","WASHINGTON","DC","Proprietary 2 Year","7","12670"
"144300","GALLAUDET UNIVERSITY","WASHINGTON","DC","Private 4 Year","590","2627202"
"144400","GEORGE WASHINGTON UNIVERSITY","WASHINGTON","DC","Private 4 Year","1449","5955775"
"144500","GEORGETOWN UNIVERSITY","WASHINGTON","DC","Private 4 Year","1059","4278593"
"144800","HOWARD UNIVERSITY","WASHINGTON","DC","Private 4 Year","3256","14094698"
"2132800","NAT'L CONSERVATORY DRAMATIC ARTS","WASHINGTON","DC","Private 2 Year","12","52013"
"3218300","POTOMAC COLLEGE","WASHINGTON","DC","Proprietary 4 Year","280","1004556"
"2588900","SANZ SCHOOL","WASHINGTON","DC","Proprietary 2 Year","2036","7115677"
"145900","STRAYER UNIVERSITY","WASHINGTON","DC","Proprietary 4 Year","28967","87009485"
"3750300","TECHNICAL LEARNING CENTERS","WASHINGTON","DC","Proprietary 2 Year","246","1147593"
"1195000","THE CORCORAN COLLEGE OF ART & DESIG","WASHINGTON","DC","Private 4 Year","124","489817"
"146000","TRINITY UNIVERSITY","WASHINGTON","DC","Private 4 Year","1292","5093080"
"144100","UNIV OF THE DISTRICT OF COLUMBIA","WASHINGTON","DC","Public 4 Year","2806","9229492"
"4130700","ACADEMY OF MASSAGE AND BODYWORK","BEAR","DE","Proprietary 2 Year","51","161683"
"2125200","BEEBE SCHOOL OF NURSING","LEWES","DE","Private 2 Year","14","51381"
"3025800","DAWN TRAINING CENTRE","WILMINGTON","DE","Proprietary 2 Year","825","3201663"
"4171100","DELAWARE ACADEMY PAUL MITCHELL PARTNER S","NEWARK","DE","Proprietary 2 Year","129","461772"
"4139800","DELAWARE COLLEGE OF ART & DESIGN","WILMINGTON","DE","Private 2 Year","126","520387"
"3702300","DELAWARE LEARNING INSTITUTE OF COSMETOLO","DAGSBORO","DE","Proprietary 2 Year","79","285787"
"142800","DELAWARE STATE UNIVERSITY","DOVER","DE","Public 4 Year","2149","8974828"
"2144900","DELAWARE TECH & CMTY CLG-STANTN/WLM","WILMINGTON","DE","Public 2 Year","2883","8317329"
"1172700","DELAWARE TECH & CMTY CLG-TERRY","DOVER","DE","Public 2 Year","1935","5695225"
"705300","DELAWARE TECH & CMTY COLLEGE-OWENS","GEORGETOWN","DE","Public 2 Year","2900","8710076"
"142900","GOLDEY BEACOM COLLEGE","WILMINGTON","DE","Private 4 Year","264","975993"
"3543300","HARRIS SCHOOL OF BUSINESS","WILMINGTON","DE","Proprietary 2 Year","684","2102476"
"2190400","SCHILLING DOUGLAS SCH OF HAIR DSGN","NEWARK","DE","Proprietary 2 Year","113","372944"
"143100","UNIVERSITY OF DELAWARE","NEWARK","DE","Public 4 Year","2194","8400885"
"143300","WESLEY COLLEGE","DOVER","DE","Private 4 Year","805","3150338"
"794800","WILMINGTON UNIVERSITY","NEW CASTLE","DE","Private 4 Year","3308","11761765"
"3346300","ACAD FOR PRAC NURSING & HEALTH OCCP","WEST PALM BEACH","FL","Private 2 Year","630","2084698"
"4126900","ACADEMY OF CAREER TRAINING","KISSIMMEE","FL","Proprietary 2 Year","220","715357"
"2499000","ACADEMY OF COSMETOLOGY","MERRITT ISLAND","FL","Proprietary 2 Year","212","696941"
"3113400","ACADEMY OF HEALING ARTS","LAKE WORTH","FL","Proprietary 2 Year","114","382888"
"3414500","ACUPUNCTURE AND MASSAGE COLLEGE","MIAMI","FL","Proprietary 4 Year","85","276580"
"3757300","ADVANCE SCIENCE INSTITUTE","HIALEAH","FL","Proprietary 2 Year","70","248800"
"2293600","ADVANCED TECHNICAL CENTERS","MIAMI SPRINGS","FL","Private 2 Year","11","20100"
"3115500","ADVENTIST UNIVERSITY OF HEALTH SCIENCES","ORLANDO","FL","Private 4 Year","1057","2472683"
"4157100","AEROSIM FLIGHT ACADEMY","SANFORD","FL","Proprietary 2 Year","16","47379"
"4135900","ALLIED HEALTH INSTITUTE","NORTH LAUDERDALE","FL","Proprietary 2 Year","632","2186376"
"4195100","AMBIANCE BEAUTY & BARBER ACADEMY","MELBORNE","FL","Proprietary 2 Year","12","38600"
"4151500","AMERICAN ACADEMY OF COSMETOLOGY","ORANGE PARK","FL","Proprietary 2 Year","111","381881"
"3491400","AMERICAN ADVANCED TECHNICIANS INST","HIALEAH","FL","Proprietary 2 Year","204","538448"
"4176900","AMERICAN HEALTH INSTITUTE","PORT RICHEY","FL","Proprietary 2 Year","53","219995"
"3706300","AMERICAN INSTITUTE","LAUDERDALE LAKES","FL","Proprietary 2 Year","330","1039205"
"4016500","AMERICAN INSTITUTE OF BEAUTY","LARGO","FL","Proprietary 2 Year","315","929810"
"4192100","AMERICAN MEDICAL ACADEMY","MIAMI","FL","Proprietary 2 Year","28","92227"
"3595400","ANGLEY COLLEGE","DELAND","FL","Proprietary 4 Year","139","248729"
"1019500","ART INSTITUTE OF FT LAUDERDALE","FORT LAUDERDALE","FL","Proprietary 4 Year","2069","7010642"
