"OPE_ID","NAME","CITY","STATE","Institution Type & Control","Total Recipients","Total Awards"
"100200","ALABAMA AGRCLTL & MECHL UNIV","NORMAL","AL","Public 4 Year","3111","13915991"
"100300","FAULKNER UNIVERSITY","MONTGOMERY","AL","Private 4 Year","1943","7406640"
"100400","UNIVERSITY OF MONTEVALLO","MONTEVALLO","AL","Public 4 Year","1103","4597237"
"100500","ALABAMA STATE UNIVERSITY","MONTGOMERY","AL","Public 4 Year","4388","18811092"
"100700","CENTRAL ALABAMA COMMUNITY COLLEGE","ALEXANDER CITY","AL","Public 2 Year","1428","5070075"
"100800","ATHENS STATE UNIVERSITY","ATHENS","AL","Public 4 Year","1457","5264535"
"100900","AUBURN UNIVERSITY","AUBURN","AL","Public 4 Year","3361","13616645"
"101200","BIRMINGHAM SOUTHERN COLLEGE","BIRMINGHAM","AL","Private 4 Year","229","969913"
"101300","CALHOUN COMMUNITY COLLEGE","DECATUR","AL","Public 2 Year","5501","18105408"
"101500","ENTERPRISE STATE COMMUNITY COLLEGE","ENTERPRISE","AL","Public 2 Year","1403","5020266"
"101600","UNIVERSITY OF NORTH ALABAMA","FLORENCE","AL","Public 4 Year","2387","9594086"
"101700","GADSDEN STATE COMMUNITY COLLEGE","GADSDEN","AL","Public 2 Year","4227","14240979"
"101800","GEORGE C WALLACE COMMUNITY COLLEGE","DOTHAN","AL","Public 2 Year","3297","11334732"
"101900","HUNTINGDON COLLEGE","MONTGOMERY","AL","Private 4 Year","512","2056986"
"102000","JACKSONVILLE STATE UNIVERSITY","JACKSONVILLE","AL","Public 4 Year","3538","14282371"
"102100","JEFFERSON DAVIS COMMUNITY COLLEGE","BREWTON","AL","Public 2 Year","818","2898556"
"102200","JEFFERSON STATE COMMUNITY COLLEGE","BIRMINGHAM","AL","Public 2 Year","3761","11921268"
"102300","JUDSON COLLEGE","MARION","AL","Private 4 Year","157","642222"
"102400","UNIVERSITY OF WEST ALABAMA","LIVINGSTON","AL","Public 4 Year","1142","4750760"
"102600","MARION MILITARY INSTITUTE","MARION","AL","Public 2 Year","169","719987"
"102800","MILES COLLEGE","FAIRFIELD","AL","Private 4 Year","1642","7132918"
"102900","UNIVERSITY OF MOBILE","MOBILE","AL","Private 4 Year","729","2733469"
"103000","BISHOP STATE COMMUNITY COLLEGE","MOBILE","AL","Public 2 Year","3181","11509828"
"103100","NORTHEAST ALABAMA STATE CMNTY COLG","RAINSVILLE","AL","Public 2 Year","2119","7411805"
"569702","NORTHWEST-SHOALS C.C.-PHIL CAMPBELL","PHIL CAMPBELL","AL","Public 2 Year","2","6819"
"103300","OAKWOOD COLLEGE","HUNTSVILLE","AL","Private 4 Year","1010","4380930"
"103400","ALABAMA SOUTHERN COMMUNITY COLLEGE","MONROEVILLE","AL","Public 2 Year","958","3503622"
"103600","SAMFORD UNIVERSITY","BIRMINGHAM","AL","Private 4 Year","425","1699799"
"103800","SNEAD STATE COMMUNITY COLLEGE","BOAZ","AL","Public 2 Year","1594","6053322"
"104000","SOUTHERN UNION STATE COMMUNITY CLG","WADLEY","AL","Public 2 Year","2652","10140193"
"104100","SPRING HILL COLLEGE","MOBILE","AL","Private 4 Year","436","1865642"
"104400","STILLMAN COLLEGE","TUSCALOOSA","AL","Private 4 Year","708","3066366"
"104600","TALLADEGA COLLEGE","TALLADEGA","AL","Private 4 Year","664","3145405"
"104700","TROY UNIVERSITY","TROY","AL","Public 4 Year","8248","29701142"
"105000","TUSKEGEE UNIVERSITY","TUSKEGEE","AL","Private 4 Year","1632","7550673"
"105100","UNIVERSITY OF ALABAMA (THE)","TUSCALOOSA","AL","Public 4 Year","6356","25637953"
"105200","UNIVERSITY OF ALABAMA AT BIRMINGHAM","BIRMINGHAM","AL","Public 4 Year","4282","17208050"
"105500","UNIVERSITY OF ALABAMA IN HUNTSVILLE","HUNTSVILLE","AL","Public 4 Year","1866","7376968"
"105700","UNIVERSITY OF SOUTH ALABAMA","MOBILE","AL","Public 4 Year","4790","19349505"
"105900","LAWSON STATE COMMUNITY COLLEGE","BIRMINGHAM","AL","Public 2 Year","2786","9867607"
"106000","FAULKNER STATE COMMUNITY COLLEGE","BAY MINETTE","AL","Public 2 Year","2580","9390501"
"106100","ALASKA PACIFIC UNIVERSITY","ANCHORAGE","AK","Private 4 Year","122","425505"
"106300","UNIVERSITY OF ALASKA FAIRBANKS","FAIRBANKS","AK","Public 4 Year","2140","7173114"
"106500","UNIVERSITY OF ALASKA SOUTHEAST","JUNEAU","AK","Public 4 Year","556","1844017"
"106900","ISLANDS COLLEGE","SITKA","AK","Public 2 Year","1","1995"
"107100","ARIZONA WESTERN COLLEGE","YUMA","AZ","Public 2 Year","5286","17227723"
"107200","COCHISE COLLEGE","DOUGLAS","AZ","Public 2 Year","1838","6071267"
"107300","EASTERN ARIZONA COLLEGE","THATCHER","AZ","Public 2 Year","1387","4922326"
"107400","GRAND CANYON UNIVERSITY","PHOENIX","AZ","Proprietary 4 Year","26788","100380422"
"107600","GLENDALE COMMUNITY COLLEGE","GLENDALE","AZ","Public 2 Year","9624","31779085"
"107700","MESA COMMUNITY COLLEGE","MESA","AZ","Public 2 Year","9680","30940919"
"107800","PHOENIX COLLEGE","PHOENIX","AZ","Public 2 Year","7033","22488704"
"107900","YAVAPAI COLLEGE","PRESCOTT","AZ","Public 2 Year","3260","10713345"
"108100","ARIZONA STATE UNIV (ALL CAMPUSES)","TEMPE","AZ","Public 4 Year","24395","97291826"
"108200","NORTHERN ARIZONA UNIVERSITY","FLAGSTAFF","AZ","Public 4 Year","8893","35030472"
"108300","UNIVERSITY OF ARIZONA","TUCSON","AZ","Public 4 Year","11231","47631021"
"108500","UNIV ARKANSAS MONTICELLO","MONTICELLO","AR","Public 4 Year","2228","8759686"
"108600","UNIV OF ARKANSAS AT PINE BLUFF","PINE BLUFF","AR","Public 4 Year","2018","8617845"
"108700","ARKANSAS BAPTIST COLLEGE","LITTLE ROCK","AR","Private 4 Year","968","4081764"
"108800","LYON COLLEGE","BATESVILLE","AR","Private 4 Year","270","1170501"
"108900","ARKANSAS TECH UNIVERSITY","RUSSELLVILLE","AR","Public 4 Year","5238","20591963"
"109000","ARKANSAS STATE UNIVERSITY","STATE UNIVERSITY","AR","Public 4 Year","6107","24541184"
"109100","ARKANSAS STATE UNIVERSITY - BEEBE","BEEBE","AR","Public 2 Year","1419","5497526"
"109200","UNIVERSITY OF CENTRAL ARKANSAS","CONWAY","AR","Public 4 Year","4280","17493305"
"109300","CENTRAL BAPTIST COLLEGE","CONWAY","AR","Private 4 Year","408","1623420"
"109400","UNIVERSITY OF THE OZARKS","CLARKSVILLE","AR","Private 4 Year","244","1060972"
"109500","CROWLEYS RIDGE COLLEGE","PARAGOULD","AR","Private 4 Year","84","356467"
"109700","HARDING UNIVERSITY","SEARCY","AR","Private 4 Year","1227","4922226"
"109800","HENDERSON STATE UNIVERSITY","ARKADELPHIA","AR","Public 4 Year","1813","7708748"
"109900","HENDRIX COLLEGE","CONWAY","AR","Private 4 Year","259","1093176"
"110000","JOHN BROWN UNIVERSITY","SILOAM SPRINGS","AR","Private 4 Year","697","2661546"
"110100","UNIV ARKANSAS LITTLE ROCK","LITTLE ROCK","AR","Public 4 Year","4399","16443153"
"110200","OUACHITA BAPTIST UNIVERSITY","ARKADELPHIA","AR","Private 4 Year","442","1838221"
"110300","PHILANDER SMITH COLLEGE","LITTLE ROCK","AR","Private 4 Year","428","1957427"
"110400","PHILLIPS COUNTY COMMUNITY COLLEGE","HELENA","AR","Public 2 Year","885","3271726"
"110500","SHORTER COLLEGE","NORTH LITTLE ROCK","AR","Private 2 Year","480","2033820"
"110600","WILLIAMS BAPTIST COLLEGE","WALNUT RIDGE","AR","Private 4 Year","280","1140043"
"110700","SOUTHERN ARKANSAS UNIVERSITY","MAGNOLIA","AR","Public 4 Year","1567","6735313"
"110800","UNIV ARKANSAS FAYETTEVILLE","FAYETTEVILLE","AR","Public 4 Year","5184","20967076"
"110900","UNIVERSITY OF ARKANSAS FOR MEDICAL SCIEN","LITTLE ROCK","AR","Public 4 Year","323","1262568"
"111000","UNIVERSITY OF ARKANSAS-FORT SMITH","FORT SMITH","AR","Public 4 Year","3916","15323823"
"111100","ALLAN HANCOCK COLLEGE","SANTA MARIA","CA","Public 2 Year","3244","10611385"
"111300","ANTELOPE VALLEY COLLEGE","LANCASTER","CA","Public 2 Year","9619","30613831"
"111600","ART CENTER COLLEGE OF DESIGN","PASADENA","CA","Private 4 Year","785","3407508"
"111700","AZUSA PACIFIC UNIVERSITY","AZUSA","CA","Private 4 Year","2995","11664289"
"111800","BAKERSFIELD COLLEGE","BAKERSFIELD","CA","Public 2 Year","8776","27070662"
"111900","BARSTOW COMMUNITY COLLEGE","BARSTOW","CA","Public 2 Year","2272","7149692"
"112200","BIOLA UNIVERSITY","LA MIRADA","CA","Private 4 Year","1413","5761446"
"112300","BROOKS INSTITUTE","SANTA BARBARA","CA","Proprietary 4 Year","242","1055034"
"112400","CABRILLO COLLEGE","APTOS","CA","Public 2 Year","3944","13288242"
"112500","CALIFORNIA BAPTIST UNIVERSITY","RIVERSIDE","CA","Private 4 Year","3143","12580507"
"112700","CALIFORNIA COLLEGE OF THE ARTS","SAN FRANCISCO","CA","Private 4 Year","531","2280659"
"113100","CALIFORNIA INSTITUTE OF TECHNOLOGY","PASADENA","CA","Private 4 Year","108","430475"
"113200","CALIFORNIA INSTITUTE OF THE ARTS","VALENCIA","CA","Private 4 Year","331","1521184"
"113300","CALIFORNIA LUTHERAN UNIVERSITY","THOUSAND OAKS","CA","Private 4 Year","904","3611831"
"113400","CALIFORNIA MARITIME ACADEMY","VALLEJO","CA","Public 4 Year","364","1654418"
"113700","CALIF STATE UNIV-FULLERTON","FULLERTON","CA","Public 4 Year","15380","65060762"
"113800","CALIFORNIA STATE UNIVERSITY, EAST BAY","HAYWARD","CA","Public 4 Year","6423","26883406"
"113900","CALIF STATE UNIV-LONG BEACH","LONG BEACH","CA","Public 4 Year","16321","69622432"
"114000","CALIF STATE UNIV-LOS ANGELES","LOS ANGELES","CA","Public 4 Year","13753","59722098"
"114100","CALIF STATE UNIV, DOMINGUEZ HILLS","CARSON","CA","Public 4 Year","7774","32947680"
"114200","CALIF STATE UNIV SAN BERNARDINO","SAN BERNARDINO","CA","Public 4 Year","10511","45906135"
"114300","CAL POLY STATE UNIVERSITY","SAN LUIS OBISPO","CA","Public 4 Year","3996","16446537"
"114400","CALIF STATE POLYTECHNIC UNIV POMONA","POMONA","CA","Public 4 Year","10268","44156079"
"114600","CALIF STATE UNIV - CHICO","CHICO","CA","Public 4 Year","7030","30633565"
"114700","CALIF STATE UNIV - FRESNO","FRESNO","CA","Public 4 Year","12285","54662341"
"114900","HUMBOLDT STATE UNIVERSITY","ARCATA","CA","Public 4 Year","4385","19371207"
"115000","CALIF STATE UNIV-SACRAMENTO","SACRAMENTO","CA","Public 4 Year","15130","62709501"
"115100","SAN DIEGO STATE UNIVERSITY","SAN DIEGO","CA","Public 4 Year","11230","49138427"
"115300","CALIF STATE UNIV-NORTHRIDGE","NORTHRIDGE","CA","Public 4 Year","18123","80024944"
"115400","SAN FRANCISCO STATE UNIVERSITY","SAN FRANCISCO","CA","Public 4 Year","11893","50208367"
"115500","SAN JOSE STATE UNIVERSITY","SAN JOSE","CA","Public 4 Year","11387","47264906"
"115600","SONOMA STATE UNIVERSITY","ROHNERT PARK","CA","Public 4 Year","2861","11845200"
"115700","CALIF STATE UNIV-STANISLAUS","TURLOCK","CA","Public 4 Year","5054","21182849"
"116100","CERRITOS COLLEGE","NORWALK","CA","Public 2 Year","11905","36872012"
"116200","CHABOT COLLEGE","HAYWARD","CA","Public 2 Year","3740","11795410"
"116300","CHAFFEY COLLEGE","RANCHO CUCAMONGA","CA","Public 2 Year","8277","24425101"
"116400","CHAPMAN UNIVERSITY","ORANGE","CA","Private 4 Year","1245","5283698"
"116600","CITRUS COLLEGE","GLENDORA","CA","Public 2 Year","5049","16102169"
"117000","CLAREMONT MCKENNA COLLEGE","CLAREMONT","CA","Private 4 Year","155","680130"
"117100","HARVEY MUDD COLLEGE","CLAREMONT","CA","Private 4 Year","113","463564"
"117200","PITZER COLLEGE","CLAREMONT","CA","Private 4 Year","173","718472"
"117300","POMONA COLLEGE","CLAREMONT","CA","Private 4 Year","289","1294349"
"117400","SCRIPPS COLLEGE","CLAREMONT","CA","Private 4 Year","119","507043"
"117600","WEST HILLS COMMUNITY COLLEGE","COALINGA","CA","Public 2 Year","1175","4141281"
"117700","COGSWELL POLYTECHNICAL COLLEGE","SUNNYVALE","CA","Proprietary 4 Year","275","1105334"
"117800","COLLEGE OF MARIN","KENTFIELD","CA","Public 2 Year","1820","5843463"
"117900","NOTRE DAME DE NAMUR UNIVERSITY","BELMONT","CA","Private 4 Year","641","2406549"
"118100","COLLEGE OF SAN MATEO","SAN MATEO","CA","Public 2 Year","1604","5725977"
"118200","COLLEGE OF THE DESERT","PALM DESERT","CA","Public 2 Year","4829","15442227"
"118300","HOLY NAMES UNIVERSITY","OAKLAND","CA","Private 4 Year","472","1855633"
"118500","COLLEGE OF THE REDWOODS","EUREKA","CA","Public 2 Year","2194","7130691"
"118600","COLLEGE OF THE SEQUOIAS","VISALIA","CA","Public 2 Year","5759","18872075"
"118700","COLLEGE OF THE SISKIYOUS","WEED","CA","Public 2 Year","964","3598308"
"119701","COMPTON COMMUNITY COLLEGE","COMPTON","CA","Public 2 Year","2888","9278865"
"119000","CONTRA COSTA COLLEGE","SAN PABLO","CA","Public 2 Year","2216","7639564"
"119100","DIABLO VALLEY COLLEGE","PLEASANT HILL","CA","Public 2 Year","3707","12891608"
"119200","CUESTA COLLEGE","SAN LUIS OBISPO","CA","Public 2 Year","1898","6478012"
"119300","CYPRESS COLLEGE","CYPRESS","CA","Public 2 Year","5033","17786311"
"119600","DOMINICAN UNIVERSITY OF CALIFORNIA","SAN RAFAEL","CA","Private 4 Year","550","2109823"
"119700","EL CAMINO COLLEGE","TORRANCE","CA","Public 2 Year","8285","26982600"
"119900","FOOTHILL COLLEGE","LOS ALTOS HILLS","CA","Public 2 Year","1547","4969219"
"120100","FULLERTON COLLEGE","FULLERTON","CA","Public 2 Year","6854","24379629"
"120200","GAVILAN COLLEGE","GILROY","CA","Public 2 Year","1857","6010930"
"120300","GLENDALE COMMUNITY COLLEGE","GLENDALE","CA","Public 2 Year","7493","26209272"
"120500","GOLDEN GATE UNIVERSITY","SAN FRANCISCO","CA","Private 4 Year","169","518486"
"120600","GOLDEN WEST COLLEGE","HUNTINGTON BEACH","CA","Public 2 Year","3812","14175203"
"120800","GROSSMONT COLLEGE","EL CAJON","CA","Public 2 Year","4920","16679519"
"120900","HARTNELL COMMUNITY COLLEGE","SALINAS","CA","Public 2 Year","3146","10920944"
"121200","HUMPHREYS COLLEGE","STOCKTON","CA","Private 4 Year","619","2090529"
"121400","IMPERIAL VALLEY COLLEGE","IMPERIAL","CA","Public 2 Year","4720","18147329"
"121500","LA SIERRA UNIVERSITY","RIVERSIDE","CA","Private 4 Year","1136","4750142"
"121600","UNIVERSITY OF LA VERNE","LA VERNE","CA","Private 4 Year","2690","9716807"
"121700","LASSEN COLLEGE","SUSANVILLE","CA","Public 2 Year","445","1657973"
"121800","LOMA LINDA UNIVERSITY","LOMA LINDA","CA","Private 4 Year","463","1915771"
"121900","LONG BEACH CITY COLLEGE","LONG BEACH","CA","Public 2 Year","10909","38080846"
"122000","MASTER'S COLLEGE & SEMINARY (THE)","SANTA CLARITA","CA","Private 4 Year","407","1540267"
"2226000","EAST LOS ANGELES COLLEGE","MONTEREY PARK","CA","Public 2 Year","10811","37544244"
"122300","LOS ANGELES CITY COLLEGE","LOS ANGELES","CA","Public 2 Year","8115","28346389"
"122400","LOS ANGELES HARBOR COLLEGE","WILMINGTON","CA","Public 2 Year","3948","13268706"
"122600","LOS ANGELES PIERCE COLLEGE","WOODLAND HILLS","CA","Public 2 Year","8105","27920030"
"122700","LOS ANGELES TRADE TECH COLLEGE","LOS ANGELES","CA","Public 2 Year","6492","22076150"
"122800","LOS ANGELES VALLEY COLLEGE","VALLEY GLEN","CA","Public 2 Year","7143","24582226"
"122900","SO CA UNIV  HEALTH SCIENCES","WHITTIER","CA","Private 4 Year","6","13385"
"123200","AMERICAN RIVER COLLEGE","SACRAMENTO","CA","Public 2 Year","10173","33744696"
"123300","SACRAMENTO CITY COLLEGE","SACRAMENTO","CA","Public 2 Year","7654","25394300"
"1164900","LOYOLA MARYMOUNT UNIVERSITY","LOS ANGELES","CA","Private 4 Year","1277","5466102"
"123600","MENLO COLLEGE","ATHERTON","CA","Private 4 Year","248","1075634"
"123700","MERCED COMMUNITY COLLEGE","MERCED","CA","Public 2 Year","5986","20694145"
"123800","MILLS COLLEGE","OAKLAND","CA","Private 4 Year","516","2247310"
"123900","MIRACOSTA COLLEGE","OCEANSIDE","CA","Public 2 Year","2545","8988139"
"124000","MODESTO JUNIOR COLLEGE","MODESTO","CA","Public 2 Year","8495","28161156"
"369110","MIDDLEBURY COLLEGE - MONTEREY INSTITUTE","MONTEREY","CA","Private 4 Year","7","30946"
"124200","MONTEREY PENINSULA COLLEGE","MONTEREY","CA","Public 2 Year","1576","5220951"
"124300","MOUNT ST MARYS COLLEGE","LOS ANGELES","CA","Private 4 Year","1634","6767426"
"124500","MT. SAN ANTONIO COLLEGE","WALNUT","CA","Public 2 Year","12359","42251962"
"124600","MT SAN JACINTO COLLEGE","SAN JACINTO","CA","Public 2 Year","7086","20610739"
"124700","NAPA VALLEY COLLEGE","NAPA","CA","Public 2 Year","1844","6307293"
"124900","OCCIDENTAL COLLEGE","LOS ANGELES","CA","Private 4 Year","457","1942503"
"125000","ORANGE COAST COLLEGE - FIN AID OFF","COSTA MESA","CA","Public 2 Year","5617","20798577"
"125100","OTIS COLLEGE OF ART AND DESIGN","LOS ANGELES","CA","Private 4 Year","504","2382605"
"125200","HOPE INTERNATIONAL UNIVERSITY","FULLERTON","CA","Private 4 Year","485","1833029"
"125300","FRESNO PACIFIC UNIVERSITY","FRESNO","CA","Private 4 Year","1760","6546985"
"125500","PACIFIC OAKS COLLEGE","PASADENA","CA","Private 4 Year","342","997035"
"125800","PACIFIC UNION COLLEGE","ANGWIN","CA","Private 4 Year","737","3014194"
"125900","PALO VERDE COLLEGE","BLYTHE","CA","Public 2 Year","373","1231719"
"126000","PALOMAR COLLEGE","SAN MARCOS","CA","Public 2 Year","4885","17058749"
"126100","PASADENA CITY COLLEGE","PASADENA","CA","Public 2 Year","7717","29408676"
"126200","POINT LOMA NAZARENE UNIVERSITY","SAN DIEGO","CA","Private 4 Year","712","3043965"
"1014900","PEPPERDINE UNIVERSITY","MALIBU","CA","Private 4 Year","870","3661990"
"126600","LANEY COLLEGE","OAKLAND","CA","Public 2 Year","3633","13171363"
"126700","MERRITT COLLEGE","OAKLAND","CA","Public 2 Year","1949","6933690"
"126800","PORTERVILLE COLLEGE","PORTERVILLE","CA","Public 2 Year","2528","8839776"
"126900","RIO HONDO COLLEGE","WHITTIER","CA","Public 2 Year","5367","17854588"
"127000","RIVERSIDE CITY COLLEGE","RIVERSIDE","CA","Public 2 Year","7909","23721722"
"127200","SAN BERNARDINO VALLEY COLLEGE","SAN BERNARDINO","CA","Public 2 Year","5891","20139960"
"127300","SAN DIEGO CITY COLLEGE","SAN DIEGO","CA","Public 2 Year","6676","24085786"
"127500","SAN DIEGO MESA COLLEGE","SAN DIEGO","CA","Public 2 Year","5269","19547774"
"127800","SAN FRANCISCO CONSERVATORY OF MUSIC","SAN FRANCISCO","CA","Private 4 Year","59","273333"
"128000","SAN JOAQUIN DELTA COLLEGE","STOCKTON","CA","Public 2 Year","8323","28930985"
"128100","WILLIAM JESSUP UNIVERSITY","ROCKLIN","CA","Private 4 Year","512","2015297"
"128200","SAN JOSE CITY COLLEGE","SAN JOSE","CA","Public 2 Year","2249","7902214"
"128400","SANTA ANA COLLEGE","SANTA ANA","CA","Public 2 Year","4370","14716752"
"128500","SANTA BARBARA CITY COLLEGE","SANTA BARBARA","CA","Public 2 Year","5189","18277774"
"128600","SANTA MONICA COLLEGE","SANTA MONICA","CA","Public 2 Year","8511","29361041"
"128700","SANTA ROSA JUNIOR COLLEGE","SANTA ROSA","CA","Public 2 Year","4598","15761552"
"128900","SHASTA COLLEGE","REDDING","CA","Public 2 Year","3804","13692944"
"129000","SIERRA COLLEGE","ROCKLIN","CA","Public 2 Year","7249","24408936"
"129100","SIMPSON UNIVERSITY","REDDING","CA","Private 4 Year","688","2640932"
"129200","SOLANO COMMUNITY COLLEGE","FAIRFIELD","CA","Public 2 Year","3089","9363588"
"129300","VANGUARD UNIVERSITY OF SOUTHERN CA","COSTA MESA","CA","Private 4 Year","907","3613323"
"129400","SOUTHWESTERN COLLEGE","CHULA VISTA","CA","Public 2 Year","6536","24843037"
"130200","SAINT MARY'S COLLEGE OF CALIFORNIA","MORAGA","CA","Private 4 Year","899","3675849"
"130500","STANFORD UNIVERSITY","STANFORD","CA","Private 4 Year","1088","4661415"
"130700","FRESNO CITY COLLEGE","FRESNO","CA","Public 2 Year","10540","35510037"
"130800","REEDLEY COLLEGE","REEDLEY","CA","Public 2 Year","5184","17873422"
"130900","TAFT COLLEGE","TAFT","CA","Public 2 Year","1261","4155241"
"131200","UNIVERSITY OF CALIFORNIA, BERKELEY","BERKELEY","CA","Public 4 Year","9091","38911956"
"131300","UNIVERSITY OF CALIFORNIA-DAVIS","DAVIS","CA","Public 4 Year","11488","50909236"
"131400","UNIVERSITY OF CALIFORNIA-IRVINE","IRVINE","CA","Public 4 Year","10945","50097299"
"131500","UNIVERSITY OF CALIFORNIA (UCLA)","LOS ANGELES","CA","Public 4 Year","11026","48245055"
"131600","UNIVERSITY OF CALIFORNIA-RIVERSIDE","RIVERSIDE","CA","Public 4 Year","11165","50019929"
"131700","UNIVERSITY OF CALIFORNIA-SAN DIEGO","LA JOLLA","CA","Public 4 Year","9684","43598556"
"132000","UNIVERSITY OF CALIFORNIA-SANTA BARB","SANTA BARBARA","CA","Public 4 Year","7616","34077272"
"132100","UNIVERSITY OF CALIFORNIA-SANTA CRUZ","SANTA CRUZ","CA","Public 4 Year","7326","32938364"
"132200","UNIVERSITY OF REDLANDS","REDLANDS","CA","Private 4 Year","1363","5128424"
"132500","UNIVERSITY OF SAN FRANCISCO","SAN FRANCISCO","CA","Private 4 Year","1724","7140289"
"132600","SANTA CLARA UNIVERSITY","SANTA CLARA","CA","Private 4 Year","735","3063037"
"132800","UNIVERSITY OF SOUTHERN CALIFORNIA","LOS ANGELES","CA","Private 4 Year","4532","19602827"
"132900","UNIVERSITY OF THE PACIFIC","STOCKTON","CA","Private 4 Year","1588","7003195"
"133400","VENTURA COLLEGE","VENTURA","CA","Public 2 Year","3989","13734368"
"133500","VICTOR VALLEY COLLEGE","VICTORVILLE","CA","Public 2 Year","6317","22080719"
"133800","WEST VALLEY COLLEGE","SARATOGA","CA","Public 2 Year","1743","5606186"
"133900","CORBAN UNIVERSITY","SALEM","OR","Private 4 Year","387","1574081"
"134100","WESTMONT COLLEGE","SANTA BARBARA","CA","Private 4 Year","271","1113579"
"134200","WHITTIER COLLEGE","WHITTIER","CA","Private 4 Year","647","2848923"
"134300","WOODBURY UNIVERSITY","BURBANK","CA","Private 4 Year","696","3012749"
"134400","YUBA COLLEGE","MARYSVILLE","CA","Public 2 Year","3711","12163107"
"134500","ADAMS STATE COLLEGE","ALAMOSA","CO","Public 4 Year","1294","5152547"
"134600","ARAPAHOE COMMUNITY COLLEGE","LITTLETON","CO","Public 2 Year","3281","9475186"
"134700","COLORADO COLLEGE","COLORADO SPRINGS","CO","Private 4 Year","203","909256"
"134800","COLORADO SCHOOL OF MINES","GOLDEN","CO","Public 4 Year","751","3055647"
"134900","UNIVERSITY OF NORTHERN COLORADO","GREELEY","CO","Public 4 Year","3309","13103765"
"135000","COLORADO STATE UNIVERSITY","FORT COLLINS","CO","Public 4 Year","5769","22731167"
"135300","FORT LEWIS COLLEGE","DURANGO","CO","Public 4 Year","1388","5676877"
"135500","LAMAR COMMUNITY COLLEGE","LAMAR","CO","Public 2 Year","355","1253289"
"135800","COLORADO MESA UNIVERSITY","GRAND JUNCTION","CO","Public 4 Year","3968","15161272"
"135900","COLORADO NORTHWESTERN COMMUNITY COLLEGE","RANGELY","CO","Public 2 Year","318","1147933"
"136000","METROPOLITAN STATE UNIVERSITY OF DENVER","DENVER","CO","Public 4 Year","9517","32600585"
"136100","NORTHEASTERN JUNIOR COLLEGE","STERLING","CO","Public 2 Year","675","2513083"
"136200","OTERO JUNIOR COLLEGE","LA JUNTA","CO","Public 2 Year","845","2868551"
"136300","REGIS UNIVERSITY","DENVER","CO","Private 4 Year","1658","5606914"
"136500","COLORADO STATE UNIVERSITY-PUEBLO","PUEBLO","CO","Public 4 Year","2216","8988992"
"136800","TRINIDAD STATE JR COLLEGE","TRINIDAD","CO","Public 2 Year","1002","3655563"
"137000","UNIVERSITY OF COLORADO-BOULDER","BOULDER","CO","Public 4 Year","4711","19339797"
"137100","UNIVERSITY OF DENVER","DENVER","CO","Private 4 Year","1026","4108103"
"137200","WESTERN STATE COLLEGE","GUNNISON","CO","Public 4 Year","649","2650407"
"137400","ALBERTUS MAGNUS COLLEGE","NEW HAVEN","CT","Private 4 Year","729","2764384"
"137800","CENTRAL CONNECTICUT STATE UNIV","NEW BRITAIN","CT","Public 4 Year","3566","13564854"
"137900","CONNECTICUT COLLEGE","NEW LONDON","CT","Private 4 Year","273","1156293"
"138000","WESTERN CONNECTICUT STATE UNIV","DANBURY","CT","Public 4 Year","1785","6984907"
"138500","FAIRFIELD UNIVERSITY","FAIRFIELD","CT","Private 4 Year","536","2201945"
"138900","HOLY APOSTLES COLLEGE & SEMINARY","CROMWELL","CT","Private 4 Year","8","30226"
"139200","MANCHESTER COMMUNITY COLLEGE","MANCHESTER","CT","Public 2 Year","3198","9476691"
"139300","MITCHELL COLLEGE","NEW LONDON","CT","Private 4 Year","337","1384439"
"139700","UNIVERSITY OF NEW HAVEN","WEST HAVEN","CT","Private 4 Year","1235","4901384"
"139800","NORTHWESTERN CT COMMUNITY COLLEGE","WINSTED","CT","Public 2 Year","570","1687246"
"139900","NORWALK COMMUNITY TECHNICAL COLLEGE","NORWALK","CT","Public 2 Year","2494","7786194"
"140100","POST UNIVERSITY","WATERBURY","CT","Proprietary 4 Year","5872","18807163"
"140200","QUINNIPIAC UNIVERSITY","HAMDEN","CT","Private 4 Year","1043","4237564"
"140300","SACRED HEART UNIVERSITY","FAIRFIELD","CT","Private 4 Year","909","3562799"
"140600","SOUTHERN CONNECTICUT STATE UNIV","NEW HAVEN","CT","Public 4 Year","3143","12636814"
"140900","SAINT JOSEPH COLLEGE","WEST HARTFORD","CT","Private 4 Year","373","1487383"
"141400","TRINITY COLLEGE","HARTFORD","CT","Private 4 Year","299","1221434"
"141600","UNIVERSITY OF BRIDGEPORT","BRIDGEPORT","CT","Private 4 Year","1566","5952674"
"141700","UNIVERSITY OF CONNECTICUT-STORRS","STORRS","CT","Public 4 Year","5421","22450575"
"142200","UNIVERSITY OF HARTFORD","WEST HARTFORD","CT","Private 4 Year","1420","5699749"
"142400","WESLEYAN UNIVERSITY","MIDDLETOWN","CT","Private 4 Year","555","2464090"
"142500","EASTERN CONNECTICUT STATE UNIV","WILLIMANTIC","CT","Public 4 Year","1428","5638941"
"142600","YALE UNIVERSITY","NEW HAVEN","CT","Private 4 Year","673","2836487"
"142800","DELAWARE STATE UNIVERSITY","DOVER","DE","Public 4 Year","2065","8820062"
"142900","GOLDEY BEACOM COLLEGE","WILMINGTON","DE","Private 4 Year","191","746701"
