"OPE_ID","NAME","CITY","STATE","Institution Type & Control","Total Recipients","Total Awards"
"195900","CAMPBELLSVILLE UNIVERSITY","CAMPBELLSVILLE","KY","Private 4 Year","1241","5058768"
"196000","SPALDING UNIVERSITY","LOUISVILLE","KY","Private 4 Year","659","2663657"
"196100","CENTRE COLLEGE","DANVILLE","KY","Private 4 Year","204","854279"
"196200","UNIVERSITY OF THE CUMBERLANDS","WILLIAMSBURG","KY","Private 4 Year","895","3762659"
"196300","EASTERN KENTUCKY UNIVERSITY","RICHMOND","KY","Public 4 Year","6343","25535656"
"196400","GEORGETOWN COLLEGE","GEORGETOWN","KY","Private 4 Year","379","1601961"
"196500","KENTUCKY CHRISTIAN UNIVERSITY","GRAYSON","KY","Private 4 Year","278","1152684"
"196800","KENTUCKY STATE UNIVERSITY","FRANKFORT","KY","Public 4 Year","1453","5967495"
"196900","KENTUCKY WESLEYAN COLLEGE","OWENSBORO","KY","Private 4 Year","339","1372582"
"197200","LINDSEY WILSON COLLEGE","COLUMBIA","KY","Private 4 Year","1413","5773949"
"197500","MIDWAY COLLEGE","MIDWAY","KY","Private 4 Year","742","2648930"
"197600","MOREHEAD STATE UNIVERSITY","MOREHEAD","KY","Public 4 Year","3953","15987006"
"197700","MURRAY STATE UNIVERSITY","MURRAY","KY","Public 4 Year","3253","13080905"
"197900","WEST KENTUCKY CMNTY & TECHNICAL COLG","PADUCAH","KY","Public 2 Year","3648","11496955"
"198000","UNIVERSITY OF PIKEVILLE","PIKEVILLE","KY","Private 4 Year","869","3814986"
"198300","ST. CATHARINE COLLEGE","ST. CATHARINE","KY","Private 4 Year","346","1422320"
"198700","TRANSYLVANIA UNIVERSITY","LEXINGTON","KY","Private 4 Year","294","1195947"
"198800","UNION COLLEGE","BARBOURVILLE","KY","Private 4 Year","477","2078810"
"198900","UNIVERSITY OF KENTUCKY","LEXINGTON","KY","Public 4 Year","5430","22431307"
"199000","ASHLAND COMMUNITY AND TECHNICAL COLLEGE","ASHLAND","KY","Public 2 Year","2171","7826354"
"199100","ELIZABETHTOWN COMMUNITY  AND TECHNICAL C","ELIZABETHTOWN","KY","Public 2 Year","4159","13631182"
"199300","HENDERSON COMMUNITY COLLEGE","HENDERSON","KY","Public 2 Year","980","2964770"
"199400","HOPKINSVILLE COMMUNITY COLLEGE","HOPKINSVILLE","KY","Public 2 Year","2642","8602824"
"199600","BIG SANDY COMMUNITY AND TECHNICAL COLG","PRESTONSBURG","KY","Public 2 Year","2884","11195606"
"199700","SOMERSET COMMUNITY COLLEGE","SOMERSET","KY","Public 2 Year","5720","19492987"
"199800","SOUTHEAST KENTUCKY COMMUNITY AND TECHNIC","CUMBERLAND","KY","Public 2 Year","2321","9309867"
"199900","UNIVERSITY OF LOUISVILLE","LOUISVILLE","KY","Public 4 Year","4926","19233306"
"200100","THOMAS MORE COLLEGE","CRESTVIEW HILLS","KY","Private 4 Year","424","1683676"
"200200","WESTERN KENTUCKY UNIVERSITY","BOWLING GREEN","KY","Public 4 Year","6871","27138467"
"200300","CENTENARY COLLEGE OF LOUISIANA","SHREVEPORT","LA","Private 4 Year","208","897357"
"200400","DILLARD UNIVERSITY","NEW ORLEANS","LA","Private 4 Year","986","4384457"
"200500","NICHOLLS STATE UNIVERSITY","THIBODAUX","LA","Public 4 Year","2425","9780138"
"200600","GRAMBLING STATE UNIVERSITY","GRAMBLING","LA","Public 4 Year","3488","15440154"
"200700","LOUISIANA COLLEGE","PINEVILLE","LA","Private 4 Year","495","2103729"
"200800","LOUISIANA TECH UNIVERSITY","RUSTON","LA","Public 4 Year","2074","8266774"
"201000","LOUISIANA STATE UNIV & A&M COLG","BATON ROUGE","LA","Public 4 Year","5181","21799876"
"201100","LOUISIANA STATE UNIV-ALEXANDRIA","ALEXANDRIA","LA","Public 4 Year","1078","3899131"
"201200","LOUISIANA STATE UNIV-EUNICE","EUNICE","LA","Public 2 Year","1277","4429116"
"201300","LOUISIANA STATE UNIV-SHREVEPORT","SHREVEPORT","LA","Public 4 Year","1347","5182803"
"201400","LA STATE UNIV HEALTH SCIENCES CTR","NEW ORLEANS","LA","Public 4 Year","227","865227"
"201500","(THE) UNIVERSITY OF NEW ORLEANS","NEW ORLEANS","LA","Public 4 Year","2466","9958083"
"201600","LOYOLA UNIVERSITY NEW ORLEANS","NEW ORLEANS","LA","Private 4 Year","921","3863168"
"201700","MCNEESE STATE UNIVERSITY","LAKE CHARLES","LA","Public 4 Year","2971","12129676"
"202000","UNIVERSITY OF LOUISIANA AT MONROE","MONROE","LA","Public 4 Year","2696","11289195"
"202100","NORTHWESTERN STATE UNIVERSITY","NATCHITOCHES","LA","Public 4 Year","3505","13982916"
"202300","OUR LADY OF HOLY CROSS COLLEGE","NEW ORLEANS","LA","Private 4 Year","489","1937944"
"202400","SOUTHEASTERN LOUISIANA UNIV","HAMMOND","LA","Public 4 Year","5024","20162116"
"202500","SOUTHERN UNIVERSITY A & M COLLEGE","BATON ROUGE","LA","Public 4 Year","4007","17237425"
"202600","SOUTHERN UNIV NEW ORLEANS","NEW ORLEANS","LA","Public 4 Year","1767","7273260"
"202700","ST JOSEPH SEMINARY COLLEGE","SAINT BENEDICT","LA","Private 4 Year","24","123530"
"202900","TULANE UNIVERSITY","NEW ORLEANS","LA","Private 4 Year","1412","5185450"
"203100","UNIV OF LOUISIANA AT LAFAYETTE","LAFAYETTE","LA","Public 4 Year","5252","21283816"
"203200","XAVIER UNIVERSITY OF LOUISIANA","NEW ORLEANS","LA","Private 4 Year","1332","6201856"
"203300","UNIVERSITY OF MAINE-PRESQUE ISLE","PRESQUE ISLE","ME","Public 4 Year","541","2100790"
"203600","BATES COLLEGE","LEWISTON","ME","Private 4 Year","223","975740"
"203800","BOWDOIN COLLEGE","BRUNSWICK","ME","Private 4 Year","279","1206831"
"203900","COLBY COLLEGE","WATERVILLE","ME","Private 4 Year","219","918589"
"204000","UNIVERSITY OF MAINE-FARMINGTON","FARMINGTON","ME","Public 4 Year","970","4074012"
"204100","UNIVERSITY OF MAINE-FORT KENT","FORT KENT","ME","Public 4 Year","453","1734901"
"204300","HUSSON UNIVERSITY","BANGOR","ME","Private 4 Year","1062","4411387"
"204400","MAINE MARITIME ACADEMY","CASTINE","ME","Public 4 Year","279","1212169"
"205000","UNIVERSITY OF NEW ENGLAND","BIDDEFORD","ME","Private 4 Year","591","2304609"
"205100","SAINT JOSEPH'S COLLEGE","STANDISH","ME","Private 4 Year","502","1745496"
"205200","THOMAS COLLEGE","WATERVILLE","ME","Private 4 Year","435","1767756"
"205300","UNIVERSITY OF MAINE","ORONO","ME","Public 4 Year","3189","12819543"
"205500","UNIVERSITY OF MAINE-MACHIAS","MACHIAS","ME","Public 4 Year","383","1581539"
"205700","ALLEGANY COLLEGE OF MARYLAND","CUMBERLAND","MD","Public 2 Year","1773","6557769"
"205800","ANNE ARUNDEL COMMUNITY COLLEGE","ARNOLD","MD","Public 2 Year","5023","14088047"
"206100","BALTIMORE CITY COMMUNITY COLLEGE","BALTIMORE","MD","Public 2 Year","4008","12115405"
"206200","BOWIE STATE UNIVERSITY","BOWIE","MD","Public 4 Year","2339","9568516"
"206300","COMMUNITY COLLEGE OF BALTIMORE COUNTY","CATONSVILLE","MD","Public 2 Year","12501","37916717"
"206400","COLLEGE OF SOUTHERN MARYLAND","LA PLATA","MD","Public 2 Year","2646","8131083"
"206500","NOTRE DAME OF MARYLAND UNIVERSITY","BALTIMORE","MD","Private 4 Year","390","1443035"
"206700","WASHINGTON ADVENTIST UNIVERSITY","TAKOMA PARK","MD","Private 4 Year","565","2331808"
"206800","COPPIN STATE UNIVERSITY","BALTIMORE","MD","Public 4 Year","1944","8036562"
"207100","FREDERICK COMMUNITY COLLEGE","FREDERICK","MD","Public 2 Year","1735","5182246"
"207200","FROSTBURG STATE UNIVERSITY","FROSTBURG","MD","Public 4 Year","1790","7503040"
"207300","GOUCHER COLLEGE","BALTIMORE","MD","Private 4 Year","370","1602258"
"207400","HAGERSTOWN COMMUNITY COLLEGE","HAGERSTOWN","MD","Public 2 Year","2259","6925615"
"207500","HARFORD COMMUNITY COLLEGE","BEL AIR","MD","Public 2 Year","2249","6751459"
"207600","HOOD COLLEGE","FREDERICK","MD","Private 4 Year","485","1963984"
"207700","JOHNS HOPKINS UNIVERSITY","BALTIMORE","MD","Private 4 Year","795","3271102"
"207800","LOYOLA UNIVERSITY MARYLAND","BALTIMORE","MD","Private 4 Year","565","2237714"
"208000","MARYLAND INST COLLEGE OF ART","BALTIMORE","MD","Private 4 Year","455","1967617"
"208300","MORGAN STATE UNIVERSITY","BALTIMORE","MD","Public 4 Year","3809","16242370"
"208600","MOUNT SAINT MARY'S UNIVERSITY","EMMITSBURG","MD","Private 4 Year","399","1657517"
"208700","NER ISRAEL RABBINICAL COLLEGE","BALTIMORE","MD","Private 4 Year","81","379858"
"208900","PRINCE GEORGES COMMUNITY COLLEGE","LARGO","MD","Public 2 Year","6660","20947174"
"209100","SALISBURY UNIVERSITY","SALISBURY","MD","Public 4 Year","1865","7342218"
"209200","ST JOHN'S COLLEGE","ANNAPOLIS","MD","Private 4 Year","113","481048"
"209300","ST JOHN'S COLLEGE","SANTA FE","NM","Private 4 Year","121","556386"
"209500","ST. MARY'S COLLEGE OF MARYLAND","ST. MARYS CITY","MD","Public 4 Year","347","1486273"
"209900","TOWSON UNIVERSITY","TOWSON","MD","Public 4 Year","5079","20148251"
"210200","UNIVERSITY OF BALTIMORE","BALTIMORE","MD","Public 4 Year","1662","6174247"
"210300","UNIVERSITY OF MARYLAND, COLLEGE PARK","COLLEGE PARK","MD","Public 4 Year","5754","23547305"
"210400","UNIVERSITY OF MARYLAND, BALTIMORE","BALTIMORE","MD","Public 4 Year","187","691146"
"210500","UMBC","BALTIMORE","MD","Public 4 Year","3249","13418185"
"210600","UNIVERSITY MARYLAND EASTERN SHORE","PRINCESS ANNE","MD","Public 4 Year","1982","8679368"
"210700","STEVENSON UNIVERSITY","STEVENSON","MD","Private 4 Year","1336","5488238"
"210800","WASHINGTON COLLEGE","CHESTERTOWN","MD","Private 4 Year","205","856365"
"210900","MCDANIEL COLLEGE","WESTMINSTER","MD","Private 4 Year","541","2412545"
"211400","AMERICAN INTERNATIONAL COLLEGE","SPRINGFIELD","MA","Private 4 Year","816","3482469"
"211500","AMHERST COLLEGE","AMHERST","MA","Private 4 Year","424","1873524"
"211700","ANNA MARIA COLLEGE","PAXTON","MA","Private 4 Year","416","1644183"
"211800","ASSUMPTION COLLEGE","WORCESTER","MA","Private 4 Year","536","2191298"
"212000","MERRIMACK COLLEGE","NORTH ANDOVER","MA","Private 4 Year","657","2675363"
"212100","BABSON COLLEGE","BABSON PARK","MA","Private 4 Year","370","1666803"
"212200","BAY PATH COLLEGE","LONGMEADOW","MA","Private 4 Year","900","3437908"
"212300","BECKER COLLEGE-WORCESTER","WORCESTER","MA","Private 4 Year","802","2917132"
"212400","BENTLEY UNIVERSITY","WALTHAM","MA","Private 4 Year","680","2786811"
"212600","BERKLEE COLLEGE OF MUSIC","BOSTON","MA","Private 4 Year","873","3334674"
"212800","BOSTON COLLEGE","CHESTNUT HILL","MA","Private 4 Year","1306","5574591"
"212900","BOSTON CONSERVATORY OF MUSIC","BOSTON","MA","Private 4 Year","97","404327"
"213000","BOSTON UNIVERSITY","BOSTON","MA","Private 4 Year","2660","11030472"
"213300","BRANDEIS UNIVERSITY","WALTHAM","MA","Private 4 Year","747","3208015"
"213900","CLARK UNIVERSITY","WORCESTER","MA","Private 4 Year","567","2380703"
"214000","ELMS COLLEGE","CHICOPEE","MA","Private 4 Year","595","2487600"
"214100","COLLEGE OF THE HOLY CROSS","WORCESTER","MA","Private 4 Year","495","2148570"
"214300","CURRY COLLEGE","MILTON","MA","Private 4 Year","805","3114324"
"214400","DEAN COLLEGE","FRANKLIN","MA","Private 4 Year","433","1763772"
"214500","EASTERN NAZARENE COLLEGE","QUINCY","MA","Private 4 Year","661","2552101"
"214600","EMERSON COLLEGE","BOSTON","MA","Private 4 Year","676","2721907"
"214700","EMMANUEL COLLEGE","BOSTON","MA","Private 4 Year","493","2047072"
"214800","ENDICOTT COLLEGE","BEVERLY","MA","Private 4 Year","490","1898945"
"215000","FISHER COLLEGE","BOSTON","MA","Private 4 Year","1125","3413171"
"215100","BENJAMIN FRANKLIN INSTITUTE OF TECH","BOSTON","MA","Public 4 Year","383","1618079"
"215300","GORDON COLLEGE","WENHAM","MA","Private 4 Year","380","1592689"
"215400","HELLENIC COLLEGE","BROOKLINE","MA","Private 4 Year","31","140602"
"215500","HARVARD UNIVERSITY","CAMBRIDGE","MA","Private 4 Year","1288","5523988"
"215700","HEBREW COLLEGE","NEWTON CENTRE","MA","Private 4 Year","2","9168"
"215800","LASELL COLLEGE","NEWTON","MA","Private 4 Year","582","2314870"
"216000","LESLEY UNIVERSITY","CAMBRIDGE","MA","Private 4 Year","565","2143025"
"216100","UMASS LOWELL","LOWELL","MA","Public 4 Year","3920","15306363"
"216500","MASS. COLLEGE OF PHARMACY  & HEALTH SCIE","BOSTON","MA","Private 4 Year","1126","5081566"
"216700","BERKSHIRE COMMUNITY COLLEGE","PITTSFIELD","MA","Public 2 Year","1328","4068867"
"216800","CAPE COD COMMUNITY COLLEGE","WEST BARNSTABLE","MA","Public 2 Year","1772","5054903"
"216900","GREENFIELD COMMUNITY COLLEGE","GREENFIELD","MA","Public 2 Year","1139","3343411"
"217000","HOLYOKE COMMUNITY COLLEGE","HOLYOKE","MA","Public 2 Year","4115","13238845"
"217100","MASSACHUSETTS BAY COMMUNITY COLLEGE","WELLESLEY","MA","Public 2 Year","1927","6135040"
"217200","MOUNT WACHUSETT COMMUNITY COLLEGE","GARDNER","MA","Public 2 Year","2636","8190772"
"217300","NORTH SHORE COMMUNITY COLLEGE","DANVERS","MA","Public 2 Year","4187","13403619"
"217400","NORTHERN ESSEX COMMUNITY COLLEGE","HAVERHILL","MA","Public 2 Year","4263","13140074"
"217500","QUINSIGAMOND COMMUNITY COLLEGE","WORCESTER","MA","Public 2 Year","5034","16044990"
"217600","BRISTOL COMMUNITY COLLEGE","FALL RIVER","MA","Public 2 Year","5068","16009869"
"217700","MASSASOIT COMMUNITY COLLEGE","BROCKTON","MA","Public 2 Year","3544","11677448"
"217800","MASSACHUSETTS INST OF TECHNOLOGY","CAMBRIDGE","MA","Private 4 Year","831","3555284"
"218000","MASSACHUSETTS COLLEGE OF ART AND DESIGN","BOSTON","MA","Public 4 Year","561","2346382"
"218100","MASSACHUSETTS MARITIME ACADEMY","BUZZARDS BAY","MA","Public 4 Year","270","1075578"
"218300","BRIDGEWATER STATE UNIVERSITY","BRIDGEWATER","MA","Public 4 Year","3345","13080069"
"218400","FITCHBURG STATE UNIVERSITY","FITCHBURG","MA","Public 4 Year","1482","5823665"
"218500","FRAMINGHAM STATE COLLEGE","FRAMINGHAM","MA","Public 4 Year","1391","5603757"
"218700","MASSACHUSETTS CLG OF LIBERAL ARTS","NORTH ADAMS","MA","Public 4 Year","717","2912975"
"218800","SALEM STATE UNIVERSITY","SALEM","MA","Public 4 Year","2725","10880511"
"218900","WESTFIELD STATE COLLEGE","WESTFIELD","MA","Public 4 Year","1878","7178827"
"219000","WORCESTER STATE COLLEGE","WORCESTER","MA","Public 4 Year","1615","6196788"
"219200","MOUNT HOLYOKE COLLEGE","SOUTH HADLEY","MA","Private 4 Year","483","2076292"
"219300","MOUNT IDA COLLEGE","NEWTON CENTRE","MA","Private 4 Year","491","2018295"
"219400","NEW ENGLAND CONSERVATORY OF MUSIC","BOSTON","MA","Private 4 Year","70","299024"
"219700","NICHOLS COLLEGE","DUDLEY","MA","Private 4 Year","431","1756587"
"219900","NORTHEASTERN UNIVERSITY","BOSTON","MA","Private 4 Year","2907","11611438"
"220100","PINE MANOR COLLEGE","CHESTNUT HILL","MA","Private 4 Year","194","878994"
"220500","QUINCY COLLEGE","QUINCY","MA","Public 2 Year","2305","7868777"
"220600","REGIS COLLEGE","WESTON","MA","Private 4 Year","420","1817780"
"220800","SIMMONS COLLEGE","BOSTON","MA","Private 4 Year","451","1796154"
"220900","SMITH COLLEGE","NORTHAMPTON","MA","Private 4 Year","607","2607531"
"221000","UNIV OF MASSACHUSETTS-DARTMOUTH","NORTH DARTMOUTH","MA","Public 4 Year","2857","11905771"
"221100","SPRINGFIELD COLLEGE","SPRINGFIELD","MA","Private 4 Year","1760","5802588"
"221700","STONEHILL COLLEGE","EASTON","MA","Private 4 Year","379","1567786"
"221800","SUFFOLK UNIVERSITY","BOSTON","MA","Private 4 Year","1736","7466611"
"221900","TUFTS UNIVERSITY","MEDFORD","MA","Private 4 Year","603","2616878"
"222100","UNIV OF MASSACHUSETTS-AMHERST","AMHERST","MA","Public 4 Year","5974","24049764"
"222200","UNIV OF MASSACHUSETTS-BOSTON","BOSTON","MA","Public 4 Year","5138","20512541"
"222400","WELLESLEY COLLEGE","WELLESLEY","MA","Private 4 Year","449","1928673"
"222500","WENTWORTH INSTITUTE OF TECHNOLOGY","BOSTON","MA","Private 4 Year","1089","4519045"
"222600","WESTERN NEW ENGLAND UNIVERSITY","SPRINGFIELD","MA","Private 4 Year","752","3003775"
"222700","WHEATON COLLEGE","NORTON","MA","Private 4 Year","351","1431254"
"222800","WHEELOCK COLLEGE","BOSTON","MA","Private 4 Year","315","1354380"
"222900","WILLIAMS COLLEGE","WILLIAMSTOWN","MA","Private 4 Year","416","1843332"
"223300","WORCESTER POLYTECHNIC INSTITUTE","WORCESTER","MA","Private 4 Year","606","2473599"
"223400","ADRIAN COLLEGE","ADRIAN","MI","Private 4 Year","688","2748846"
"223500","ALBION COLLEGE","ALBION","MI","Private 4 Year","327","1336953"
"223600","ALMA COLLEGE","ALMA","MI","Private 4 Year","407","1663605"
"223700","ALPENA COMMUNITY COLLEGE","ALPENA","MI","Public 2 Year","1019","3610779"
"223800","ANDREWS UNIVERSITY","BERRIEN SPRINGS","MI","Private 4 Year","622","2538845"
"223900","AQUINAS COLLEGE","GRAND RAPIDS","MI","Private 4 Year","619","2320315"
"224000","BAY DE NOC COMMUNITY COLLEGE","ESCANABA","MI","Public 2 Year","1443","4979903"
"224100","CALVIN COLLEGE","GRAND RAPIDS","MI","Private 4 Year","916","3676696"
"224300","CENTRAL MICHIGAN UNIVERSITY","MOUNT PLEASANT","MI","Public 4 Year","7301","28315418"
"224600","CLEARY UNIVERSITY","ANN ARBOR","MI","Private 4 Year","234","626047"
"224900","DAVENPORT UNIVERSITY","GRAND RAPIDS","MI","Private 4 Year","4684","14655427"
"225100","DELTA COLLEGE","UNIVERSITY CENTER","MI","Public 2 Year","5774","18540083"
"225900","EASTERN MICHIGAN UNIVERSITY","YPSILANTI","MI","Public 4 Year","8815","34167441"
"226000","FERRIS STATE UNIVERSITY","BIG RAPIDS","MI","Public 4 Year","6022","23841152"
"226100","CHARLES STEWART MOTT COMMUNITY CLG","FLINT","MI","Public 2 Year","7085","22736553"
"226200","KETTERING UNIVERSITY","FLINT","MI","Private 4 Year","449","1783586"
"226300","GLEN OAKS COMMUNITY COLLEGE","CENTREVILLE","MI","Public 2 Year","597","2041834"
"226400","GOGEBIC COMMUNITY COLLEGE","IRONWOOD","MI","Public 2 Year","630","2225578"
"226500","GRACE BIBLE COLLEGE","GRAND RAPIDS","MI","Private 4 Year","481","1693424"
"226600","CORNERSTONE UNIVERSITY","GRAND RAPIDS","MI","Private 4 Year","1109","3951535"
"226700","GRAND RAPIDS COMMUNITY COLLEGE","GRAND RAPIDS","MI","Public 2 Year","8649","25696535"
"226800","GRAND VALLEY STATE UNIVERSITY","ALLENDALE","MI","Public 4 Year","7596","29698364"
"226900","GREAT LAKES CHRISTIAN COLLEGE","LANSING","MI","Private 4 Year","139","525356"
"227000","HENRY FORD COMMUNITY COLLEGE","DEARBORN","MI","Public 2 Year","9755","33146971"
"227300","HOPE COLLEGE","HOLLAND","MI","Private 4 Year","712","2834937"
"227400","JACKSON COMMUNITY COLLEGE","JACKSON","MI","Public 4 Year","3602","11907753"
"227500","KALAMAZOO COLLEGE","KALAMAZOO","MI","Private 4 Year","298","1280373"
"227600","KELLOGG COMMUNITY COLLEGE","BATTLE CREEK","MI","Public 2 Year","3773","11826210"
"227700","LAKE MICHIGAN COLLEGE","BENTON HARBOR","MI","Public 2 Year","2240","7095233"
"227800","LANSING COMMUNITY COLLEGE","LANSING","MI","Public 2 Year","8284","26344229"
"227900","LAWRENCE TECHNOLOGICAL UNIVERSITY","SOUTHFIELD","MI","Private 4 Year","535","1978290"
"228200","MADONNA UNIVERSITY","LIVONIA","MI","Private 4 Year","1207","4338169"
"228400","MARYGROVE COLLEGE","DETROIT","MI","Private 4 Year","827","3303753"
"228800","ROCHESTER COLLEGE","ROCHESTER HILLS","MI","Private 4 Year","526","1929548"
"229000","MICHIGAN STATE UNIVERSITY","EAST LANSING","MI","Public 4 Year","8777","37231587"
"229200","MICHIGAN TECHNOLOGICAL UNIV","HOUGHTON","MI","Public 4 Year","1474","5722225"
"229300","LAKE SUPERIOR STATE UNIVERSITY","SAULT STE. MARIE","MI","Public 4 Year","1016","3899421"
"229400","MONROE COUNTY COMMUNITY CLG","MONROE","MI","Public 2 Year","1692","4920133"
"229500","MONTCALM COMMUNITY COLLEGE","SIDNEY","MI","Public 2 Year","1224","3801530"
"229700","MUSKEGON COMMUNITY COLLEGE","MUSKEGON","MI","Public 2 Year","2496","7518768"
"229900","NORTH CENTRAL MICHIGAN COLLEGE","PETOSKEY","MI","Public 2 Year","1251","3857216"
"230100","NORTHERN MICHIGAN UNIVERSITY","MARQUETTE","MI","Public 4 Year","3388","13579784"
"230200","NORTHWESTERN MICHIGAN COLLEGE","TRAVERSE CITY","MI","Public 4 Year","2132","6727473"
"230300","OAKLAND COMMUNITY COLLEGE","BLOOMFIELD HILLS","MI","Public 2 Year","2830","8596142"
"230304","OAKLAND COMMUNITY COLLEGE - AUBURN HILLS","AUBURN HILLS","MI","Public 2 Year","3054","9804737"
"230305","OAKLAND COMMUNITY COLLEGE - HIGHLAND LAK","WATERFORD","MI","Public 2 Year","1410","4293438"
"230301","OAKLAND COMMUNITY COLLEGE - ORCHARD RIDG","FARMINGTON HILLS","MI","Public 2 Year","1983","6118833"
"230700","OAKLAND UNIVERSITY","ROCHESTER","MI","Public 4 Year","5635","21527820"
"230800","OLIVET COLLEGE","OLIVET","MI","Private 4 Year","563","2279867"
"231000","ST. CLAIR COUNTY COMMUNITY COLLEGE","PORT HURON","MI","Public 2 Year","1994","6293905"
"231100","KUYPER COLLEGE","GRAND RAPIDS","MI","Private 4 Year","142","545765"
"231300","SACRED HEART MAJOR SEMINARY","DETROIT","MI","Private 4 Year","24","73515"
"231400","SAGINAW VALLEY STATE UNIV","UNIVERSITY CENTER","MI","Public 4 Year","3663","14696682"
"231500","SCHOOLCRAFT COLLEGE","LIVONIA","MI","Public 2 Year","5845","17662104"
"231600","SIENA HEIGHTS UNIVERSITY","ADRIAN","MI","Private 4 Year","1140","4087406"
"231700","SOUTHWESTERN MICHIGAN COLLEGE","DOWAGIAC","MI","Public 2 Year","1675","5807464"
"231800","SPRING ARBOR UNIVERSITY","SPRING ARBOR","MI","Private 4 Year","1499","5452956"
"232200","FINLANDIA UNIVERSITY","HANCOCK","MI","Private 4 Year","309","1313325"
"232300","UNIVERSITY OF DETROIT MERCY","DETROIT","MI","Private 4 Year","879","3445567"
"232500","UNIVERSITY OF MICHIGAN - ANN ARBOR","ANN ARBOR","MI","Public 4 Year","4676","19097680"
"232600","UNIVERSITY OF MICHIGAN-DEARBORN","DEARBORN","MI","Public 4 Year","3163","12325586"
"232700","UNIVERSITY OF MICHIGAN-FLINT","FLINT","MI","Public 4 Year","3223","12262315"
"232800","WASHTENAW COMMUNITY COLLEGE","ANN ARBOR","MI","Public 2 Year","5660","17131363"
"232900","WAYNE STATE UNIVERSITY","DETROIT","MI","Public 4 Year","9374","36981392"
"233000","WESTERN MICHIGAN UNIVERSITY","KALAMAZOO","MI","Public 4 Year","7238","29234268"
"233200","ANOKA-RAMSEY CC-CAMBRIDGE/COONRAPID","COON RAPIDS","MN","Public 2 Year","3516","9945601"
"233400","AUGSBURG COLLEGE","MINNEAPOLIS","MN","Private 4 Year","1165","4702177"
"233500","RIVERLAND COMMUNITY COLLEGE","AUSTIN","MN","Public 2 Year","1494","4974923"
"233600","BEMIDJI STATE UNIVERSITY","BEMIDJI","MN","Public 4 Year","1769","6446174"
"233700","BETHANY LUTHERAN COLLEGE INC","MANKATO","MN","Private 4 Year","225","892625"
"905800","BETHEL UNIVERSITY","SAINT PAUL","MN","Private 4 Year","977","3661578"
"233900","CENTRAL LAKES COLG-BRAINERD/STAPLES","BRAINERD","MN","Public 2 Year","1777","6142894"
"234000","CARLETON COLLEGE","NORTHFIELD","MN","Private 4 Year","276","1138889"
"234100","COLLEGE OF ST BENEDICT","SAINT JOSEPH","MN","Private 4 Year","494","2055116"
"234200","ST. CATHERINE UNIVERSITY","ST PAUL","MN","Private 4 Year","1510","5476032"
"234300","COLLEGE OF ST SCHOLASTICA","DULUTH","MN","Private 4 Year","1012","3854402"
"234500","UNIVERSITY OF ST THOMAS","ST PAUL","MN","Private 4 Year","1227","4794741"
"234600","CONCORDIA COLLEGE-MOORHEAD","MOORHEAD","MN","Private 4 Year","586","2263700"
"234700","CONCORDIA UNIVERSITY, ST PAUL, MN","SAINT PAUL","MN","Private 4 Year","986","3533733"
"235000","VERMILION COMMUNITY COLLEGE","ELY","MN","Public 2 Year","267","1070932"
"235300","GUSTAVUS ADOLPHUS COLLEGE","ST PETER","MN","Private 4 Year","617","2468726"
"235400","HAMLINE UNIVERSITY","ST PAUL","MN","Private 4 Year","846","3620758"
"235500","HIBBING COMMUNITY COLLEGE","HIBBING","MN","Public 2 Year","837","3085218"
"235600","ITASCA COMMUNITY COLLEGE","GRAND RAPIDS","MN","Public 2 Year","681","2610258"
"235800","MACALESTER COLLEGE","ST PAUL","MN","Private 4 Year","369","1508976"
"236000","MINNESOTA STATE UNIVERSITY, MANKATO","MANKATO","MN","Public 4 Year","4122","16052815"
"236100","MARTIN LUTHER COLLEGE","NEW ULM","MN","Private 4 Year","259","898748"
"236200","MINNEAPOLIS COMM AND TECH COLLEGE","MINNEAPOLIS","MN","Public 2 Year","6622","20289101"
"236500","MINNEAPOLIS COLLEGE OF ART & DESIGN","MINNEAPOLIS","MN","Private 4 Year","261","1077711"
"236600","CROSSROADS COLLEGE","ROCHESTER","MN","Private 4 Year","72","271938"
"236700","MINNESOTA STATE UNIVERSITY MOORHEAD","MOORHEAD","MN","Public 4 Year","2117","7685884"
"236900","NORTH CENTRAL UNIVERSITY","MINNEAPOLIS","MN","Private 4 Year","507","2037138"
"237000","NORTH HENNEPIN COMMUNITY COLLEGE","BROOKLYN PARK","MN","Public 2 Year","4094","12085359"
"237100","UNIVERSITY OF NORTHWESTERN- ST PAUL","SAINT PAUL","MN","Private 4 Year","821","2987357"
"237300","ROCHESTER COMMUNITY/TECH COLLEGE","ROCHESTER","MN","Public 2 Year","2931","9204778"
"237500","SOUTHWEST MINNESOTA STATE UNIVERSITY","MARSHALL","MN","Public 4 Year","1043","3969138"
"237700","ST CLOUD STATE UNIVERSITY","SAINT CLOUD","MN","Public 4 Year","4777","18445032"
"237900","SAINT JOHNS UNIVERSITY","COLLEGEVILLE","MN","Private 4 Year","364","1427757"
"238000","SAINT MARY'S UNIVERSITY","WINONA","MN","Private 4 Year","649","2372281"
"238200","ST OLAF COLLEGE","NORTHFIELD","MN","Private 4 Year","445","1904287"
"238300","CROWN COLLEGE","ST BONIFACIUS","MN","Private 4 Year","718","2484426"
